Freq(Hz),S21 Log Mag(dB),S21 Phase(¡),S11 Log Mag(dB),S11 Phase(¡)
1104000000,-0.26004446,-182.97119,-18.786287,112.71415
1105000000,-0.25064099,-183.14381,-18.782217,112.45698
1106000000,-0.24801302,-183.13297,-18.783913,112.45979
1107000000,-0.24247545,-183.26257,-18.788445,112.19976
1108000000,-0.27033642,-183.67238,-18.839018,111.72725
1109000000,-0.23233946,-183.85739,-18.77508,111.58678
1110000000,-0.26414463,-184.04799,-18.826262,111.21643
1111000000,-0.25949052,-184.21008,-18.803791,111.12347
1112000000,-0.23994257,-184.30292,-18.770454,110.97116
1113000000,-0.24765918,-184.2379,-18.778286,110.9967
1114000000,-0.2564376,-184.76135,-18.809677,110.40285
1115000000,-0.2684398,-184.82475,-18.826023,110.34777
1116000000,-0.26893914,-184.83467,-18.826115,110.24646
1117000000,-0.22361444,-184.92177,-18.790751,110.27179
1118000000,-0.24336299,-185.41394,-18.787483,109.54494
1119000000,-0.27611554,-185.28101,-18.851051,109.63342
1120000000,-0.27128181,-185.65239,-18.848389,109.30346
1121000000,-0.25961098,-185.75923,-18.839685,109.12889
1122000000,-0.26855919,-185.94064,-18.852959,109.03397
1123000000,-0.25164676,-186.12003,-18.852634,108.65437
1124000000,-0.24517125,-186.32399,-18.86182,108.34532
1125000000,-0.21357735,-186.29778,-18.810135,108.53566
1126000000,-0.264678,-186.47444,-18.855038,108.31421
1127000000,-0.22791478,-186.72406,-18.819538,108.13589
1128000000,-0.23719521,-186.90709,-18.826786,107.73946
1129000000,-0.27069592,-187.01703,-18.881134,107.66357
1130000000,-0.26458523,-187.14711,-18.862461,107.62175
1131000000,-0.24005426,-187.31459,-18.866077,107.3191
1132000000,-0.24374542,-187.53795,-18.857222,107.07158
1133000000,-0.24598005,-187.6442,-18.882391,106.86702
1134000000,-0.26887217,-187.96449,-18.886566,106.75193
1135000000,-0.26924717,-188.11288,-18.885557,106.515
1136000000,-0.24819611,-188.08281,-18.91383,106.4108
1137000000,-0.25140125,-188.50906,-18.901464,106.00237
1138000000,-0.25530452,-188.45421,-18.887184,106.01434
1139000000,-0.28163454,-188.74409,-18.916563,105.66277
1140000000,-0.2687594,-188.93092,-18.908739,105.52881
1141000000,-0.2600674,-189.04686,-18.917776,105.48466
1142000000,-0.2502369,-189.34052,-18.89979,105.18469
1143000000,-0.24037138,-189.37358,-18.928724,104.9942
1144000000,-0.29904333,-189.51706,-18.990191,104.8623
1145000000,-0.2513881,-189.87221,-18.938183,104.46354
1146000000,-0.24640222,-190.10374,-18.928591,104.35091
1147000000,-0.27433595,-190.03265,-18.97843,104.15282
1148000000,-0.24557871,-190.24725,-18.934053,104.10076
1149000000,-0.25080264,-190.29062,-18.945782,104.20007
1150000000,-0.27851656,-190.39629,-18.985054,103.77945
1151000000,-0.25025627,-190.49182,-18.977829,103.93003
1152000000,-0.25138092,-190.87602,-18.981667,103.1891
1153000000,-0.26099426,-191.04218,-19.009323,103.21183
1154000000,-0.26613584,-191.05981,-19.014709,103.2692
1155000000,-0.25228453,-191.40628,-19.032232,102.75645
1156000000,-0.26045215,-191.39412,-19.037443,102.7944
1157000000,-0.26244447,-191.63232,-19.049248,102.47501
1158000000,-0.25194019,-191.94127,-19.031401,102.21015
1159000000,-0.25204352,-192.10715,-19.041744,102.05758
1160000000,-0.26556343,-192.12358,-19.073391,101.93811
1161000000,-0.27279612,-192.40588,-19.085033,101.58527
1162000000,-0.25688699,-192.52124,-19.100817,101.65696
1163000000,-0.27052829,-192.6097,-19.111921,101.41697
1164000000,-0.25588316,-192.97511,-19.106516,101.1804
1165000000,-0.25782719,-192.99844,-19.115906,100.98514
1166000000,-0.24300881,-193.25493,-19.128471,100.69184
1167000000,-0.24290918,-193.47972,-19.152994,100.71653
1168000000,-0.24418765,-193.60947,-19.145882,100.47654
1169000000,-0.25533473,-193.84488,-19.18198,100.04286
1170000000,-0.26095581,-193.82182,-19.189922,100.21415
1171000000,-0.24053688,-193.99556,-19.20149,99.949623
1172000000,-0.25845799,-194.15791,-19.222513,99.781349
1173000000,-0.27224708,-194.23938,-19.244108,99.600227
1174000000,-0.23651202,-194.54771,-19.209682,99.460289
1175000000,-0.24361347,-194.84183,-19.238106,99.153793
1176000000,-0.27384704,-194.83614,-19.305315,99.224022
1177000000,-0.2263858,-194.8578,-19.289583,99.239319
1178000000,-0.27243149,-195.20821,-19.325903,98.835793
1179000000,-0.25195786,-195.35263,-19.286604,98.674675
1180000000,-0.26568729,-195.42236,-19.31789,98.627663
1181000000,-0.23814155,-195.83405,-19.339779,98.317406
1182000000,-0.27437025,-195.79153,-19.365635,98.3004
1183000000,-0.23813036,-196.12059,-19.347128,97.977783
1184000000,-0.24653514,-195.96111,-19.360382,98.167969
1185000000,-0.24801396,-196.21663,-19.3941,97.714638
1186000000,-0.24151573,-196.57709,-19.371223,97.556152
1187000000,-0.28653565,-196.77777,-19.435188,97.407585
1188000000,-0.26919034,-196.84163,-19.44059,97.307785
1189000000,-0.23204972,-196.94028,-19.464008,97.269287
1190000000,-0.26009354,-197.09634,-19.508703,97.032997
1191000000,-0.23951524,-197.32877,-19.474031,97.054214
1192000000,-0.25110525,-197.49977,-19.490175,96.781624
1193000000,-0.26249295,-197.61443,-19.504444,96.531479
1194000000,-0.23696853,-197.79158,-19.547712,96.457909
1195000000,-0.24929945,-197.903,-19.553066,96.407242
1196000000,-0.27290186,-198.00711,-19.59059,96.209839
1197000000,-0.25839224,-198.25397,-19.602076,96.015656
1198000000,-0.26762602,-198.50887,-19.622791,95.746536
1199000000,-0.24751429,-198.59123,-19.601559,95.707092
1200000000,-0.2345235,-198.74039,-19.667889,95.604523
1201000000,-0.26892278,-199.02206,-19.709286,95.405594
1202000000,-0.24067228,-199.27473,-19.659889,95.292816
1203000000,-0.25093633,-199.17981,-19.742561,95.270493
1204000000,-0.23622258,-199.46045,-19.722198,94.889015
1205000000,-0.23908386,-199.58383,-19.748533,94.869011
1206000000,-0.24717055,-199.83578,-19.772837,94.779793
1207000000,-0.24102673,-200.03819,-19.801188,94.75898
1208000000,-0.24965614,-200.30179,-19.781229,94.55249
1209000000,-0.25134218,-200.30585,-19.847198,94.370689
1210000000,-0.24566048,-200.42935,-19.858644,94.282585
1211000000,-0.27040869,-200.74187,-19.914301,93.712555
1212000000,-0.23813114,-200.87663,-19.866747,94.214951
1213000000,-0.25274765,-200.86758,-19.877319,94.018745
1214000000,-0.26064467,-201.15599,-19.954138,93.561478
1215000000,-0.25361967,-201.35449,-19.964499,93.461517
1216000000,-0.24626701,-201.44478,-19.99321,93.495049
1217000000,-0.2442098,-201.7095,-20.004889,93.226448
1218000000,-0.21762906,-201.85832,-19.99551,93.135674
1219000000,-0.2452701,-201.93987,-20.048101,93.195572
1220000000,-0.24431269,-202.07974,-20.123882,93.141457
1221000000,-0.24022096,-202.26973,-20.077312,93.001846
1222000000,-0.22974272,-202.29991,-20.122738,93.081131
1223000000,-0.24894993,-202.67802,-20.172523,92.376183
1224000000,-0.24400599,-202.65822,-20.152399,92.488892
1225000000,-0.20353228,-202.92149,-20.181484,92.617691
1226000000,-0.24560012,-203.24895,-20.19566,92.292374
1227000000,-0.26510751,-203.31732,-20.285181,92.190788
1228000000,-0.26674607,-203.54701,-20.333694,91.79052
1229000000,-0.25889379,-203.69695,-20.289108,91.899223
1230000000,-0.26386383,-203.87704,-20.331606,91.866615
1231000000,-0.2587823,-204.13405,-20.378351,91.601402
1232000000,-0.23765591,-204.17046,-20.403601,91.435684
1233000000,-0.24448605,-204.28049,-20.405273,91.515671
1234000000,-0.29449317,-204.32704,-20.513418,91.640022
1235000000,-0.24504867,-204.49733,-20.434061,91.584419
1236000000,-0.25318682,-204.88875,-20.468842,91.139053
1237000000,-0.26832807,-205.03606,-20.513124,91.311493
1238000000,-0.230766,-205.16229,-20.521141,91.255791
1239000000,-0.25796288,-205.34128,-20.586164,91.08532
1240000000,-0.26049632,-205.5426,-20.611368,90.93853
1241000000,-0.22845887,-205.75957,-20.594225,91.002617
1242000000,-0.25085458,-205.76682,-20.640604,90.850586
1243000000,-0.23600799,-205.99013,-20.631258,90.789177
1244000000,-0.2332193,-206.03929,-20.677011,90.533806
1245000000,-0.26900202,-206.33456,-20.729666,90.366646
1246000000,-0.25070328,-206.2692,-20.792751,90.585236
1247000000,-0.23801251,-206.47377,-20.795826,90.627762
1248000000,-0.24464445,-206.96257,-20.80879,89.942322
1249000000,-0.23420289,-206.99698,-20.855076,89.994919
1250000000,-0.26149768,-207.05708,-20.925779,90.105721
1251000000,-0.23644881,-207.24992,-20.880058,89.725044
1252000000,-0.26178047,-207.49384,-20.960564,89.734016
1253000000,-0.24984048,-207.70027,-20.969305,89.372299
1254000000,-0.22988899,-207.85382,-20.943653,89.7631
1255000000,-0.25964212,-207.99884,-21.036589,89.258888
1256000000,-0.24749497,-208.27275,-21.076315,89.290565
1257000000,-0.26299271,-208.42741,-21.093517,89.240784
1258000000,-0.22188164,-208.40939,-21.094028,89.219269
1259000000,-0.243847,-208.68092,-21.182608,89.225098
1260000000,-0.25327981,-208.91794,-21.210518,88.851166
1261000000,-0.27614245,-209.03267,-21.248522,88.990509
1262000000,-0.27202928,-209.17018,-21.293659,88.845444
1263000000,-0.24719265,-209.38614,-21.301287,88.794716
1264000000,-0.24265026,-209.45303,-21.334206,88.789795
1265000000,-0.25832129,-209.65396,-21.377138,88.537071
1266000000,-0.25297868,-209.90149,-21.410952,88.692429
1267000000,-0.23948117,-209.95522,-21.418196,88.629112
1268000000,-0.21324326,-210.08873,-21.371971,88.570679
1269000000,-0.24960235,-210.267,-21.535582,88.689308
1270000000,-0.25204623,-210.56215,-21.556589,88.429779
1271000000,-0.24295035,-210.68861,-21.532463,88.307556
1272000000,-0.27359879,-210.79417,-21.646412,88.106583
1273000000,-0.2553747,-210.99022,-21.627367,88.266434
1274000000,-0.24150433,-211.09497,-21.637741,88.337273
1275000000,-0.26136571,-211.18488,-21.748903,88.118713
1276000000,-0.24611068,-211.4361,-21.757566,88.066422
1277000000,-0.26327205,-211.7058,-21.830166,88.290489
1278000000,-0.24218464,-211.89958,-21.789541,88.178284
1279000000,-0.24668762,-211.97018,-21.832825,87.968544
1280000000,-0.22492407,-212.1693,-21.899874,87.864334
1281000000,-0.25283942,-212.29942,-21.928062,87.862816
1282000000,-0.23184426,-212.45566,-22.001966,88.025475
1283000000,-0.24414314,-212.56686,-22.061029,88.225029
1284000000,-0.27159572,-212.78241,-22.147003,87.686539
1285000000,-0.25008321,-213.07216,-22.185625,87.98558
1286000000,-0.24069153,-213.34512,-22.14134,87.63868
1287000000,-0.25998718,-213.45782,-22.141254,87.814323
1288000000,-0.25094113,-213.65891,-22.240208,87.849953
1289000000,-0.22926046,-213.62265,-22.2302,88.041901
1290000000,-0.24350075,-213.84416,-22.316404,87.908806
1291000000,-0.25928897,-213.90874,-22.379337,87.932831
1292000000,-0.27888802,-214.03194,-22.410126,87.78125
1293000000,-0.27287862,-214.42693,-22.478851,88.184708
1294000000,-0.29620346,-214.38867,-22.507774,87.668823
1295000000,-0.25841519,-214.76677,-22.545029,87.709694
1296000000,-0.23142865,-214.9566,-22.593386,88.138802
1297000000,-0.26369989,-215.11736,-22.663183,87.633148
1298000000,-0.2420807,-215.22281,-22.605734,87.828606
1299000000,-0.25208724,-215.27548,-22.711437,87.938217
1300000000,-0.23865563,-215.44606,-22.8025,88.121445
1301000000,-0.25317481,-215.76918,-22.786375,88.312149
1302000000,-0.26674467,-215.9088,-22.88203,87.997467
1303000000,-0.23457047,-215.9873,-22.912445,87.834892
1304000000,-0.27608645,-216.20798,-22.956955,87.763107
1305000000,-0.24604094,-216.26567,-22.963114,88.746735
1306000000,-0.23333478,-216.53235,-23.008804,88.591743
1307000000,-0.24998438,-216.83672,-23.031183,88.075813
1308000000,-0.25506827,-216.85033,-23.166368,88.425346
1309000000,-0.23314251,-217.05144,-23.080603,88.598106
1310000000,-0.26320142,-217.13689,-23.225128,88.488907
1311000000,-0.26450157,-217.19536,-23.336327,88.579826
1312000000,-0.25550544,-217.50714,-23.348204,88.511627
1313000000,-0.26240188,-217.8371,-23.326311,88.430367
1314000000,-0.2570228,-217.82936,-23.405697,88.821198
1315000000,-0.24775325,-218.17644,-23.440645,89.065735
1316000000,-0.24973913,-218.29796,-23.417471,88.768158
1317000000,-0.23121305,-218.4498,-23.515352,88.748985
1318000000,-0.25637549,-218.4028,-23.651747,89.041603
1319000000,-0.24492551,-218.71527,-23.625097,88.807137
1320000000,-0.23593657,-218.82346,-23.72422,89.62796
1321000000,-0.27817145,-218.96747,-23.792082,89.638031
1322000000,-0.24696539,-219.15642,-23.817104,89.593628
1323000000,-0.23973386,-219.38638,-23.763735,90.030624
1324000000,-0.25854713,-219.54996,-23.868219,89.739059
1325000000,-0.24987057,-219.69545,-24.066313,89.495987
1326000000,-0.25437471,-219.95674,-23.940214,89.960022
1327000000,-0.25915089,-220.24304,-24.132326,89.61898
1328000000,-0.27420542,-219.92485,-24.17532,90.477676
1329000000,-0.22570154,-220.36667,-24.078564,90.231796
1330000000,-0.22962916,-220.61737,-24.202793,90.397392
1331000000,-0.24111147,-220.87451,-24.242105,90.411942
1332000000,-0.26241446,-221.08531,-24.301283,90.25312
1333000000,-0.23680693,-221.03773,-24.362795,91.42363
1334000000,-0.26226023,-221.29762,-24.453592,90.990532
1335000000,-0.2444911,-221.44324,-24.550508,91.115082
1336000000,-0.26065373,-221.58611,-24.471378,91.688652
1337000000,-0.25553524,-221.74553,-24.586739,91.777748
1338000000,-0.25443175,-221.96735,-24.607336,92.18129
1339000000,-0.24192959,-222.22508,-24.582914,91.880699
1340000000,-0.26770103,-222.21756,-24.691168,91.923111
1341000000,-0.2581206,-222.56004,-24.691483,92.580711
1342000000,-0.24612953,-222.5762,-24.735554,92.541512
1343000000,-0.23166645,-222.74142,-24.846123,92.370361
1344000000,-0.23403129,-222.95087,-24.978237,93.035248
1345000000,-0.23467417,-223.17216,-24.891787,93.572792
1346000000,-0.25019753,-223.20868,-25.006329,94.236282
1347000000,-0.24271378,-223.70879,-24.959385,93.305618
1348000000,-0.25269803,-223.67305,-25.003813,93.714569
1349000000,-0.2596336,-223.9149,-25.077513,94.162575
1350000000,-0.21204177,-224.07578,-25.105688,94.114655
1351000000,-0.26241899,-224.03688,-25.282497,95.140335
1352000000,-0.26360008,-224.34804,-25.29925,94.991959
1353000000,-0.26089537,-224.62105,-25.251974,94.733376
1354000000,-0.25118089,-224.76917,-25.36717,95.888336
1355000000,-0.24012038,-224.81239,-25.414705,95.86026
1356000000,-0.2654528,-225.03757,-25.469805,95.853432
1357000000,-0.24743983,-225.02974,-25.455715,96.047798
1358000000,-0.23471008,-225.39726,-25.530945,97.424095
1359000000,-0.23561533,-225.56993,-25.545008,97.477928
1360000000,-0.2201006,-225.74442,-25.539152,97.541199
1361000000,-0.25734308,-225.7832,-25.686525,97.965019
1362000000,-0.23143239,-225.92097,-25.830463,98.605995
1363000000,-0.23445678,-226.14441,-25.800034,97.810265
1364000000,-0.25624254,-226.39958,-25.805935,98.898514
1365000000,-0.23617584,-226.59644,-25.891748,99.616302
1366000000,-0.26767868,-226.617,-25.879536,99.903549
1367000000,-0.26528051,-226.78951,-25.945873,100.36816
1368000000,-0.24508874,-226.9912,-25.804285,100.67834
1369000000,-0.27029559,-227.21606,-26.063568,100.88234
1370000000,-0.28488553,-227.39294,-26.010284,101.58633
1371000000,-0.26914173,-227.42805,-25.987419,102.05248
1372000000,-0.23746388,-227.86351,-26.06245,101.90084
1373000000,-0.24649663,-228.03426,-26.064829,102.80825
1374000000,-0.26476848,-228.04124,-26.112366,103.75175
1375000000,-0.2550582,-228.33115,-26.131865,104.19008
1376000000,-0.24754983,-228.37856,-26.224865,104.18658
1377000000,-0.2669391,-228.87135,-26.227797,104.64651
1378000000,-0.24859764,-228.63985,-26.248648,105.72139
1379000000,-0.26576117,-229.02972,-26.241758,106.13773
1380000000,-0.25470942,-229.24664,-26.29751,105.95251
1381000000,-0.2565769,-229.17078,-26.225634,107.62248
1382000000,-0.25608134,-229.37808,-26.335003,108.18354
1383000000,-0.27197441,-229.83852,-26.289646,106.70189
1384000000,-0.26743463,-229.78633,-26.211987,108.42413
1385000000,-0.28130764,-229.98689,-26.339548,108.88714
1386000000,-0.25854793,-230.18365,-26.351353,110.39822
1387000000,-0.26387537,-230.50299,-26.363008,109.7961
1388000000,-0.28619522,-230.56587,-26.231756,111.03493
1389000000,-0.28287953,-230.77496,-26.350935,110.64619
1390000000,-0.28158823,-230.97556,-26.145836,111.38279
1391000000,-0.25417688,-231.12836,-26.212143,112.18009
1392000000,-0.28942508,-231.35339,-26.251427,112.17059
1393000000,-0.28319818,-231.58746,-26.246197,113.10236
1394000000,-0.29138669,-231.62138,-26.236422,113.40991
1395000000,-0.28068352,-232.02426,-26.132059,114.18165
1396000000,-0.27139667,-232.01694,-26.201372,114.04237
1397000000,-0.25608024,-232.21432,-26.136862,114.70696
1398000000,-0.30331689,-232.2597,-26.090351,115.35055
1399000000,-0.27153298,-232.392,-25.84078,116.03747
1400000000,-0.29541764,-232.69774,-25.941206,115.92915
1401000000,-0.31922996,-232.97885,-25.806053,116.71233
1402000000,-0.30739319,-233.00761,-25.862194,116.96232
1403000000,-0.29994184,-233.26659,-25.685322,116.17689
1404000000,-0.3262409,-233.52985,-25.624048,116.81593
1405000000,-0.30000809,-233.64323,-25.447247,117.20971
1406000000,-0.33508751,-233.83626,-25.534786,117.437
1407000000,-0.34513733,-234.0786,-25.376268,117.03941
1408000000,-0.31655097,-234.20503,-25.397261,117.49182
1409000000,-0.35138538,-234.23508,-25.309225,117.20994
1410000000,-0.34767696,-234.50763,-25.128628,116.11831
1411000000,-0.3772932,-234.60609,-25.009007,114.77106
1412000000,-0.39120153,-234.81352,-25.055113,115.12878
1413000000,-0.37886655,-234.80385,-24.980515,114.96674
1414000000,-0.41088834,-234.95789,-24.949907,114.05334
1415000000,-0.39043197,-235.10098,-24.961142,112.94847
1416000000,-0.40724796,-235.22757,-24.935381,111.38781
1417000000,-0.40766874,-235.27901,-24.965458,110.95278
1418000000,-0.43678099,-235.32292,-25.202415,109.63085
1419000000,-0.43058014,-235.32307,-25.44895,108.54666
1420000000,-0.44334367,-235.41469,-25.719584,109.2394
1421000000,-0.41471475,-235.79387,-25.767735,107.40405
1422000000,-0.39126304,-235.60292,-26.111408,107.31965
1423000000,-0.39765364,-235.84001,-26.327242,107.28944
1424000000,-0.37541574,-235.97667,-26.564789,107.22464
1425000000,-0.35590476,-235.98344,-26.781414,109.35649
1426000000,-0.38057646,-235.99591,-27.068333,110.06831
1427000000,-0.33789745,-236.35728,-27.317009,110.16636
1428000000,-0.32238764,-236.40268,-27.344419,111.8868
1429000000,-0.35122427,-236.62543,-27.647015,112.65088
1430000000,-0.35407007,-236.84564,-27.826014,112.89
1431000000,-0.33224487,-237.08716,-27.794275,115.50376
1432000000,-0.31696245,-237.12407,-27.904985,115.72729
1433000000,-0.33188629,-237.00984,-28.098381,119.16512
1434000000,-0.29153389,-237.45175,-28.071482,119.25434
1435000000,-0.30179435,-237.56737,-28.161331,120.64528
1436000000,-0.32515028,-237.88702,-28.093849,122.44703
1437000000,-0.31788534,-238.02583,-28.352211,122.81207
1438000000,-0.32003888,-238.21867,-28.178579,125.84767
1439000000,-0.30918333,-238.38612,-28.200878,126.35485
1440000000,-0.32941073,-238.61974,-28.111372,127.6807
1441000000,-0.30146733,-238.77274,-28.246065,127.94593
1442000000,-0.3147769,-238.86264,-28.136812,130.55389
1443000000,-0.29197547,-239.07114,-27.895479,132.04568
1444000000,-0.28136691,-239.34325,-27.86735,132.99916
1445000000,-0.26735768,-239.55664,-28.006283,132.84804
1446000000,-0.30033994,-239.75516,-27.799274,134.53896
1447000000,-0.27740702,-239.81297,-27.707087,134.76913
1448000000,-0.28607097,-239.88625,-27.512997,137.48085
1449000000,-0.28409994,-240.07449,-27.699347,136.84349
1450000000,-0.31246832,-240.29526,-27.490711,137.15581
1451000000,-0.27744728,-240.55519,-27.276766,138.36557
1452000000,-0.29822242,-240.70097,-27.239992,139.57532
1453000000,-0.28906557,-240.82359,-27.236963,140.80966
1454000000,-0.28240192,-241.04323,-27.161736,140.58319
1455000000,-0.27650791,-241.37706,-26.915607,140.1382
1456000000,-0.29153115,-241.52757,-26.921631,141.78812
1457000000,-0.30373272,-241.61156,-26.911163,142.75862
1458000000,-0.2724041,-241.68785,-26.686556,143.8338
1459000000,-0.26319447,-241.85214,-26.529709,144.31084
1460000000,-0.258784,-242.17264,-26.606104,144.37292
1461000000,-0.29295093,-242.42667,-26.364494,145.80183
1462000000,-0.25692523,-242.44795,-26.287579,145.05171
1463000000,-0.28580338,-242.77605,-26.343874,145.86392
1464000000,-0.27349198,-242.78362,-26.178961,145.95433
1465000000,-0.28132844,-243.05855,-26.28038,147.30467
1466000000,-0.26428398,-243.35991,-26.050861,147.56856
1467000000,-0.27338049,-243.22241,-25.900803,147.5316
1468000000,-0.27739459,-243.49725,-25.794834,147.019
1469000000,-0.29053488,-243.60857,-25.649967,149.16052
1470000000,-0.27613777,-243.73599,-25.637785,148.74849
1471000000,-0.27863672,-244.15654,-25.587151,149.50134
1472000000,-0.27374107,-244.22629,-25.636574,150.35843
1473000000,-0.27021435,-244.36658,-25.413549,150.29881
1474000000,-0.27287918,-244.44307,-25.410337,149.9929
1475000000,-0.26437694,-244.66736,-25.319204,151.42738
1476000000,-0.27903092,-244.95479,-25.198929,151.0442
1477000000,-0.30490011,-244.93843,-25.186604,151.32033
1478000000,-0.30323276,-245.20677,-25.050678,151.83249
1479000000,-0.28226161,-245.4131,-24.995358,151.06668
1480000000,-0.29498512,-245.44376,-24.919605,152.76414
1481000000,-0.27478579,-245.70459,-24.881844,152.51137
1482000000,-0.28665161,-245.86293,-24.785025,152.36209
