Freq [GHz],"deg(S(2,1))"
4.847,34.6522216236
4.848,34.6218182598
4.849,34.591415695
4.85,34.5610139349
4.851,34.5306129852
4.852,34.5002128514
4.853,34.4698135393
4.854,34.4394150544
4.855,34.4090174026
4.856,34.3786205895
4.857,34.3482246209
4.858,34.3178295026
4.859,34.2874352403
4.86,34.2570418399
4.861,34.2266493071
4.862,34.1962576479
4.863,34.165866868
4.864,34.1354769735
4.865,34.1050879701
4.866,34.0746998639
4.867,34.0443126608
4.868,34.0139263668
4.869,33.9835409879
4.87,33.95315653
4.871,33.9227729993
4.872,33.8923904018
4.873,33.8620087435
4.874,33.8316280307
4.875,33.8012482694
4.876,33.7708694657
4.877,33.7404916259
4.878,33.7101147561
4.879,33.6797388626
4.88,33.6493639515
4.881,33.6189900292
4.882,33.5886171019
4.883,33.5582451759
4.884,33.5278742576
4.885,33.4975043533
4.886,33.4671354693
4.887,33.436767612
4.888,33.406400788
4.889,33.3760350035
4.89,33.3456702651
4.891,33.3153065792
4.892,33.2849439523
4.893,33.254582391
4.894,33.2242219018
4.895,33.1938624913
4.896,33.163504166
4.897,33.1331469326
4.898,33.1027907977
4.899,33.0724357679
4.9,33.0420818501
4.901,33.0117290507
4.902,32.9813773767
4.903,32.9510268346
4.904,32.9206774314
4.905,32.8903291738
4.906,32.8599820685
4.907,32.8296361226
4.908,32.7992913427
4.909,32.7689477358
4.91,32.7386053089
4.911,32.7082640687
4.912,32.6779240224
4.913,32.6475851769
4.914,32.6172475391
4.915,32.5869111162
4.916,32.556575915
4.917,32.5262419429
4.918,32.4959092067
4.919,32.4655777137
4.92,32.4352474709
4.921,32.4049184856
4.922,32.3745907649
4.923,32.3442643161
4.924,32.3139391463
4.925,32.2836152629
4.926,32.2532926732
4.927,32.2229713843
4.928,32.1926514037
4.929,32.1623327388
4.93,32.1320153968
4.931,32.1016993852
4.932,32.0713847115
4.933,32.041071383
4.934,32.0107594073
4.935,31.9804487918
4.936,31.9501395442
4.937,31.9198316718
4.938,31.8895251823
4.939,31.8592200833
4.94,31.8289163824
4.941,31.7986140873
4.942,31.7683132055
4.943,31.7380137449
4.944,31.7077157131
4.945,31.6774191179
4.946,31.647123967
4.947,31.6168302682
4.948,31.5865380293
4.949,31.5562472583
4.95,31.5259579628
4.951,31.4956701509
4.952,31.4653838305
4.953,31.4350990094
4.954,31.4048156956
4.955,31.3745338972
4.956,31.3442536221
4.957,31.3139748784
4.958,31.2836976742
4.959,31.2534220175
4.96,31.2231479164
4.961,31.1928753791
4.962,31.1626044137
4.963,31.1323350284
4.964,31.1020672315
4.965,31.0718010312
4.966,31.0415364357
4.967,31.0112734534
4.968,30.9810120925
4.969,30.9507523613
4.97,30.9204942684
4.971,30.8902378219
4.972,30.8599830304
4.973,30.8297299023
4.974,30.7994784461
4.975,30.7692286702
4.976,30.7389805832
4.977,30.7087341936
4.978,30.6784895099
4.979,30.6482465409
4.98,30.618005295
4.981,30.587765781
4.982,30.5575280075
4.983,30.5272919832
4.984,30.4970577169
4.985,30.4668252172
4.986,30.436594493
4.987,30.406365553
4.988,30.3761384062
4.989,30.3459130613
4.99,30.3156895272
4.991,30.2854678128
4.992,30.2552479271
4.993,30.2250298791
4.994,30.1948136776
4.995,30.1645993317
4.996,30.1343868505
4.997,30.104176243
4.998,30.0739675184
4.999,30.0437606856
5,30.0135557539
