"Freq [GHz]","dB(S(1,1)) [] - line_width='1mm' reflect_length='10mm'","dB(S(1,1)) [] - line_width='3.09mm' reflect_length='15mm'"
2.202,-0.11413437061924,-0.201031369902426
2.203,-0.114165764468837,-0.201080669051807
2.204,-0.114197164385403,-0.201129933365856
2.205,-0.114228570353985,-0.201179162742706
2.206,-0.114259982359555,-0.201228357080648
2.207,-0.114291400387019,-0.201277516278129
2.208,-0.114322824421222,-0.201326640233739
2.209,-0.114354254446931,-0.201375728846237
2.21,-0.114385690448845,-0.201424782014521
2.211,-0.114417132411605,-0.201473799637659
2.212,-0.114448580319776,-0.201522781614876
2.213,-0.114480034157864,-0.201571727845539
2.214,-0.114511493910295,-0.20162063822919
2.215,-0.114542959561447,-0.201669512665526
2.216,-0.114574431095623,-0.2017183510544
2.217,-0.114605908497052,-0.201767153295836
2.218,-0.114637391749917,-0.201815919290001
2.219,-0.114668880838318,-0.20186464893725
2.22,-0.114700375746299,-0.201913342138075
2.221,-0.114731876457844,-0.201961998793154
2.222,-0.114763382956863,-0.202010618803323
2.223,-0.114794895227209,-0.202059202069571
2.224,-0.114826413252671,-0.202107748493072
2.225,-0.114857937016968,-0.20215625797516
2.226,-0.114889466503772,-0.202204730417332
2.227,-0.114921001696675,-0.202253165721257
2.228,-0.114952542579216,-0.202301563788783
2.229,-0.114984089134871,-0.202349924521916
2.23,-0.115015641347059,-0.202398247822839
2.231,-0.115047199199127,-0.202446533593901
2.232,-0.115078762674372,-0.202494781737633
2.233,-0.115110331756026,-0.202542992156728
2.234,-0.115141906427253,-0.202591164754064
2.235,-0.115173486671175,-0.202639299432686
2.236,-0.115205072470836,-0.202687396095822
2.237,-0.115236663809238,-0.202735454646868
2.238,-0.115268260669303,-0.202783474989405
2.239,-0.115299863033915,-0.202831457027185
2.24,-0.115331470885886,-0.202879400664138
2.241,-0.11536308420798,-0.202927305804389
2.242,-0.115394702982887,-0.202975172352214
2.243,-0.115426327193259,-0.203023000212101
2.244,-0.115457956821678,-0.203070789288695
2.245,-0.115489591850674,-0.203118539486839
2.246,-0.115521232262719,-0.203166250711547
2.247,-0.115552878040228,-0.203213922868032
2.248,-0.115584529165565,-0.203261555861668
2.249,-0.115616185621026,-0.203309149598038
2.25,-0.115647847388865,-0.203356703982898
2.251,-0.115679514451273,-0.203404218922193
2.252,-0.115711186790391,-0.203451694322053
2.253,-0.1157428643883,-0.203499130088801
2.254,-0.115774547227029,-0.203546526128945
2.255,-0.115806235288558,-0.203593882349179
2.256,-0.115837928554806,-0.203641198656393
2.257,-0.115869627007639,-0.203688474957663
2.258,-0.115901330628877,-0.20373571116026
2.259,-0.115933039400275,-0.203782907171644
2.26,-0.115964753303553,-0.203830062899471
2.261,-0.115996472320362,-0.203877178251586
2.262,-0.116028196432305,-0.203924253136029
2.263,-0.116059925620941,-0.20397128746104
2.264,-0.116091659867775,-0.204018281135048
2.265,-0.116123399154251,-0.204065234066675
2.266,-0.116155143461772,-0.20411214616475
2.267,-0.116186892771691,-0.204159017338292
2.268,-0.116218647065302,-0.204205847496525
2.269,-0.116250406323858,-0.204252636548856
2.27,-0.116282170528559,-0.204299384404909
2.271,-0.116313939660556,-0.204346090974506
2.272,-0.116345713700946,-0.204392756167653
2.273,-0.116377492630786,-0.204439379894574
2.274,-0.116409276431078,-0.204485962065687
2.275,-0.116441065082779,-0.20453250259162
2.276,-0.116472858566794,-0.204579001383196
2.277,-0.116504656863983,-0.204625458351444
2.278,-0.116536459955157,-0.204671873407596
2.279,-0.116568267821089,-0.204718246463102
2.28,-0.116600080442485,-0.204764577429592
2.281,-0.116631897800026,-0.204810866218927
2.282,-0.116663719874332,-0.204857112743161
2.283,-0.116695546645984,-0.204903316914568
2.284,-0.116727378095513,-0.204949478645609
2.285,-0.116759214203405,-0.204995597848976
2.286,-0.116791054950111,-0.205041674437561
2.287,-0.116822900316018,-0.20508770832446
2.288,-0.116854750281485,-0.205133699422993
2.289,-0.116886604826815,-0.205179647646678
2.29,-0.116918463932278,-0.205225552909253
2.291,-0.116950327578088,-0.205271415124668
2.292,-0.116982195744421,-0.205317234207087
2.293,-0.117014068411416,-0.205363010070876
2.294,-0.117045945559162,-0.205408742630631
2.295,-0.117077827167697,-0.205454431801152
2.296,-0.117109713217031,-0.205500077497465
2.297,-0.11714160368713,-0.205545679634792
2.298,-0.117173498557905,-0.2055912381286
2.299,-0.117205397809244,-0.20563675289455
2.3,-0.117237301420973,-0.205682223848531
2.301,-0.117269209372893,-0.205727650906648
2.302,-0.117301121644762,-0.205773033985221
2.303,-0.117333038216288,-0.205818373000802
2.304,-0.117364959067141,-0.205863667870146
2.305,-0.117396884176962,-0.205908918510243
2.306,-0.117428813525339,-0.205954124838294
2.307,-0.117460747091827,-0.205999286771726
2.308,-0.117492684855935,-0.20604440422819
2.309,-0.117524626797145,-0.206089477125558
2.31,-0.117556572894886,-0.206134505381922
2.311,-0.117588523128556,-0.206179488915608
2.312,-0.117620477477519,-0.206224427645155
2.313,-0.117652435921094,-0.206269321489333
2.314,-0.117684398438554,-0.206314170367135
2.315,-0.117716365009156,-0.20635897419778
2.316,-0.117748335612098,-0.206403732900721
2.317,-0.117780310226563,-0.206448446395628
2.318,-0.117812288831669,-0.206493114602404
2.319,-0.117844271406525,-0.20653773744118
2.32,-0.117876257930185,-0.206582314832312
2.321,-0.117908248381673,-0.206626846696395
2.322,-0.117940242739981,-0.20667133295424
2.323,-0.117972240984062,-0.2067157735269
2.324,-0.118004243092834,-0.206760168335655
2.325,-0.118036249045177,-0.206804517302009
2.326,-0.118068258819938,-0.206848820347718
2.327,-0.118100272395933,-0.206893077394741
2.328,-0.118132289751943,-0.2069372883653
2.329,-0.118164310866702,-0.206981453181831
2.33,-0.118196335718933,-0.207025571767005
2.331,-0.118228364287305,-0.207069644043747
2.332,-0.118260396550466,-0.207113669935182
2.333,-0.118292432487025,-0.207157649364705
2.334,-0.118324472075562,-0.207201582255927
2.335,-0.118356515294619,-0.207245468532705
2.336,-0.118388562122711,-0.207289308119125
2.337,-0.118420612538317,-0.207333100939514
2.338,-0.118452666519886,-0.207376846918437
2.339,-0.118484724045838,-0.207420545980701
2.34,-0.118516785094555,-0.207464198051349
2.341,-0.118548849644393,-0.207507803055657
2.342,-0.118580917673675,-0.207551360919151
2.343,-0.118612989160697,-0.207594871567593
2.344,-0.118645064083716,-0.207638334926988
2.345,-0.118677142420968,-0.207681750923572
2.346,-0.118709224150653,-0.207725119483843
2.347,-0.118741309250948,-0.207768440534518
2.348,-0.118773397699994,-0.207811714002575
2.349,-0.1188054894759,-0.20785493981522
2.35,-0.118837584556758,-0.207898117899923
2.351,-0.11886968292062,-0.207941248184371
2.352,-0.118901784545514,-0.207984330596524
2.353,-0.118933889409438,-0.208027365064559
2.354,-0.118965997490366,-0.208070351516926
2.355,-0.118998108766241,-0.208113289882292
2.356,-0.119030223214977,-0.208156180089602
2.357,-0.119062340814464,-0.208199022068018
2.358,-0.119094461542559,-0.208241815746974
2.359,-0.1191265853771,-0.208284561056126
2.36,-0.119158712295896,-0.208327257925402
2.361,-0.119190842276723,-0.208369906284967
2.362,-0.119222975297344,-0.208412506065234
2.363,-0.119255111335477,-0.208455057196872
2.364,-0.119287250368834,-0.208497559610791
2.365,-0.119319392375093,-0.208540013238153
2.366,-0.119351537331898,-0.208582418010384
2.367,-0.119383685216887,-0.208624773859139
2.368,-0.119415836007651,-0.208667080716343
2.369,-0.119447989681778,-0.208709338514164
2.37,-0.119480146216817,-0.208751547185023
2.371,-0.119512305590298,-0.208793706661595
2.372,-0.119544467779726,-0.208835816876812
2.373,-0.119576632762581,-0.208877877763848
2.374,-0.119608800516329,-0.208919889256135
2.375,-0.119640971018394,-0.208961851287376
2.376,-0.119673144246196,-0.209003763791505
2.377,-0.119705320177119,-0.209045626702722
2.378,-0.119737498788532,-0.209087439955486
2.379,-0.119769680057779,-0.209129203484508
2.38,-0.119801863962181,-0.20917091722475
2.381,-0.119834050479044,-0.209212581111434
2.382,-0.119866239585636,-0.209254195080053
2.383,-0.119898431259221,-0.209295759066332
2.384,-0.119930625477033,-0.20933727300627
2.385,-0.11996282221629,-0.209378736836123
2.386,-0.119995021454177,-0.209420150492406
2.387,-0.120027223167874,-0.209461513911889
2.388,-0.120059427334534,-0.2095028270316
2.389,-0.120091633931286,-0.209544089788829
2.39,-0.120123842935247,-0.209585302121131
2.391,-0.120156054323506,-0.209626463966317
2.392,-0.12018826807314,-0.209667575262457
2.393,-0.120220484161199,-0.209708635947883
2.394,-0.120252702564718,-0.209749645961197
2.395,-0.120284923260719,-0.209790605241241
2.396,-0.120317146226196,-0.209831513727146
2.397,-0.120349371438123,-0.20987237135829
2.398,-0.120381598873465,-0.209913178074317
2.399,-0.120413828509168,-0.209953933815136
2.4,-0.120446060322151,-0.209994638520912
2.401,-0.120478294289326,-0.210035292132088
2.402,-0.120510530387582,-0.210075894589354
2.403,-0.120542768593786,-0.210116445833684
2.404,-0.120575008884804,-0.210156945806304
2.405,-0.120607251237465,-0.210197394448702
2.406,-0.120639495628595,-0.210237791702647
2.407,-0.120671742035002,-0.210278137510163
2.408,-0.120703990433477,-0.210318431813533
2.409,-0.120736240800788,-0.210358674555326
2.41,-0.120768493113697,-0.21039886567836
2.411,-0.120800747348949,-0.210439005125739
2.412,-0.120833003483265,-0.210479092840813
2.413,-0.120865261493361,-0.21051912876722
2.414,-0.120897521355936,-0.210559112848842
2.415,-0.120929783047672,-0.210599045029861
2.416,-0.120962046545234,-0.210638925254706
2.417,-0.120994311825278,-0.210678753468069
2.418,-0.12102657886444,-0.210718529614939
2.419,-0.121058847639355,-0.210758253640548
2.42,-0.121091118126625,-0.210797925490418
2.421,-0.121123390302856,-0.210837545110323
2.422,-0.12115566414463,-0.210877112446323
2.423,-0.121187939628521,-0.210916627444733
2.424,-0.121220216731089,-0.210956090052162
2.425,-0.121252495428874,-0.210995500215465
2.426,-0.121284775698417,-0.211034857881795
2.427,-0.121317057516241,-0.211074162998553
2.428,-0.121349340858848,-0.211113415513426
2.429,-0.121381625702745,-0.211152615374366
2.43,-0.121413912024413,-0.211191762529608
2.431,-0.12144619980033,-0.211230856927659
2.432,-0.121478489006954,-0.211269898517288
2.433,-0.121510779620743,-0.211308887247548
2.434,-0.121543071618138,-0.21134782306776
2.435,-0.121575364975566,-0.211386705927522
2.436,-0.121607659669449,-0.211425535776714
2.437,-0.121639955676197,-0.21146431256548
2.438,-0.121672252972212,-0.211503036244243
2.439,-0.121704551533878,-0.211541706763702
2.44,-0.121736851337581,-0.211580324074831
2.441,-0.121769152359688,-0.211618888128881
2.442,-0.121801454576562,-0.211657398877376
2.443,-0.121833757964553,-0.211695856272126
2.444,-0.121866062500007,-0.211734260265199
2.445,-0.121898368159256,-0.211772610808958
2.446,-0.121930674918622,-0.211810907856043
2.447,-0.121962982754432,-0.211849151359349
2.448,-0.121995291642981,-0.211887341272084
2.449,-0.122027601560584,-0.211925477547699
2.45,-0.122059912483525,-0.21196356013994
2.451,-0.122092224388093,-0.212001589002843
2.452,-0.122124537250564,-0.212039564090698
2.453,-0.12215685104721,-0.212077485358089
2.454,-0.122189165754293,-0.212115352759879
2.455,-0.122221481348072,-0.212153166251194
2.456,-0.12225379780479,-0.212190925787478
2.457,-0.122286115100704,-0.212228631324403
2.458,-0.122318433212033,-0.212266282817967
2.459,-0.122350752115024,-0.212303880224406
2.46,-0.122383071785892,-0.212341423500284
2.461,-0.12241539220086,-0.212378912602401
2.462,-0.122447713336138,-0.21241634748787
2.463,-0.122480035167936,-0.212453728114073
2.464,-0.122512357672456,-0.212491054438666
2.465,-0.122544680825898,-0.212528326419593
2.466,-0.122577004604448,-0.212565544015079
2.467,-0.122609328984303,-0.21260270718364
2.468,-0.122641653941641,-0.212639815884056
2.469,-0.122673979452638,-0.21267687007541
2.47,-0.122706305493471,-0.212713869717054
2.471,-0.122738632040319,-0.212750814768616
2.472,-0.122770959069336,-0.212787705190027
2.473,-0.122803286556692,-0.212824540941481
2.474,-0.122835614478546,-0.212861321983478
2.475,-0.122867942811052,-0.212898048276778
2.476,-0.122900271530369,-0.21293471978243
2.477,-0.122932600612641,-0.212971336461784
2.478,-0.122964930034019,-0.213007898276455
2.479,-0.122997259770647,-0.213044405188346
2.48,-0.123029589798671,-0.213080857159654
2.481,-0.123061920094225,-0.21311725415285
2.482,-0.123094250633453,-0.213153596130692
2.483,-0.123126581392489,-0.213189883056229
2.484,-0.123158912347464,-0.213226114892783
2.485,-0.123191243474519,-0.213262291603972
2.486,-0.12322357474978,-0.213298413153702
2.487,-0.123255906149379,-0.213334479506146
2.488,-0.123288237649444,-0.213370490625785
2.489,-0.123320569226104,-0.213406446477373
2.49,-0.123352900855487,-0.21344234702595
2.491,-0.123385232513726,-0.213478192236848
2.492,-0.123417564176939,-0.213513982075688
2.493,-0.123449895821258,-0.21354971650836
2.494,-0.123482227422809,-0.213585395501059
2.495,-0.123514558957719,-0.213621019020258
2.496,-0.123546890402112,-0.213656587032723
2.497,-0.123579221732117,-0.213692099505501
2.498,-0.123611552923866,-0.213727556405933
2.499,-0.123643883953488,-0.213762957701636
2.5,-0.123676214797104,-0.213798303360523
2.501,-0.123708545430857,-0.213833593350795
2.502,-0.123740875830875,-0.21386882764094
2.503,-0.123773205973288,-0.213904006199732
2.504,-0.123805535834239,-0.213939128996226
2.505,-0.123837865389858,-0.213974195999785
2.506,-0.123870194616292,-0.214009207180037
2.507,-0.123902523489675,-0.21404416250692
2.508,-0.123934851986156,-0.214079061950637
2.509,-0.123967180081882,-0.214113905481708
2.51,-0.123999507752996,-0.214148693070916
2.511,-0.124031834975653,-0.21418342468934
2.512,-0.124064161726011,-0.214218100308368
2.513,-0.124096487980225,-0.21425271989964
2.514,-0.124128813714454,-0.214287283435123
2.515,-0.124161138904863,-0.214321790887038
2.516,-0.124193463527623,-0.214356242227933
2.517,-0.124225787558904,-0.214390637430608
2.518,-0.124258110974876,-0.214424976468183
2.519,-0.124290433751728,-0.214459259314044
2.52,-0.124322755865641,-0.214493485941893
2.521,-0.124355077292799,-0.214527656325693
2.522,-0.124387398009399,-0.214561770439714
2.523,-0.124419717991636,-0.214595828258519
2.524,-0.124452037215711,-0.214629829756952
2.525,-0.124484355657838,-0.214663774910145
2.526,-0.124516673294223,-0.214697663693537
2.527,-0.124548990101085,-0.21473149608284
2.528,-0.124581306054647,-0.214765272054064
2.529,-0.124613621131139,-0.214798991583504
2.53,-0.124645935306793,-0.214832654647761
2.531,-0.124678248557852,-0.2148662612237
2.532,-0.124710560860563,-0.214899811288502
2.533,-0.124742872191176,-0.21493330481964
2.534,-0.124775182525951,-0.214966741794852
2.535,-0.124807491841155,-0.215000122192192
2.536,-0.124839800113059,-0.215033445989993
2.537,-0.124872107317939,-0.215066713166882
2.538,-0.124904413432088,-0.215099923701777
2.539,-0.124936718431796,-0.215133077573891
2.54,-0.124969022293358,-0.215166174762728
2.541,-0.12500132499309,-0.215199215248069
2.542,-0.125033626507303,-0.215232199010012
2.543,-0.125065926812322,-0.215265126028928
2.544,-0.125098225884477,-0.21529799628548
2.545,-0.125130523700107,-0.215330809760634
2.546,-0.12516282023556,-0.21536356643564
2.547,-0.125195115467192,-0.215396266292031
2.548,-0.125227409371364,-0.215428909311659
2.549,-0.125259701924454,-0.215461495476636
2.55,-0.125291993102837,-0.215494024769391
2.551,-0.125324282882903,-0.215526497172628
2.552,-0.12535657124106,-0.215558912669352
2.553,-0.125388858153706,-0.215591271242852
2.554,-0.125421143597266,-0.215623572876722
2.555,-0.125453427548165,-0.215655817554833
2.556,-0.125485709982837,-0.215688005261371
2.557,-0.125517990877738,-0.215720135980778
2.558,-0.125550270209312,-0.215752209697826
2.559,-0.125582547954031,-0.215784226397549
2.56,-0.125614824088371,-0.215816186065306
2.561,-0.125647098588824,-0.215848088686704
2.562,-0.12567937143188,-0.21587993424768
2.563,-0.125711642594052,-0.215911722734451
2.564,-0.125743912051855,-0.215943454133526
2.565,-0.125776179781822,-0.215975128431711
2.566,-0.125808445760496,-0.216006745616086
2.567,-0.125840709964424,-0.216038305674045
2.568,-0.125872972370169,-0.216069808593264
2.569,-0.125905232954305,-0.216101254361715
2.57,-0.125937491693422,-0.216132642967663
2.571,-0.125969748564122,-0.216163974399662
2.572,-0.126002003543002,-0.216195248646554
2.573,-0.126034256606696,-0.216226465697488
2.574,-0.126066507731831,-0.216257625541889
2.575,-0.126098756895055,-0.216288728169487
2.576,-0.126131004073027,-0.216319773570294
2.577,-0.126163249242419,-0.216350761734627
2.578,-0.126195492379912,-0.216381692653087
2.579,-0.126227733462205,-0.21641256631656
2.58,-0.126259972466005,-0.216443382716238
2.581,-0.126292209368036,-0.216474141843601
2.582,-0.126324444145035,-0.216504843690424
2.583,-0.126356676773752,-0.216535488248757
2.584,-0.126388907230941,-0.216566075510975
2.585,-0.126421135493389,-0.216596605469708
2.586,-0.126453361537881,-0.216627078117904
2.587,-0.126485585341219,-0.216657493448801
2.588,-0.126517806880226,-0.216687851455917
2.589,-0.126550026131725,-0.216718152133067
2.59,-0.126582243072574,-0.216748395474369
2.591,-0.126614457679622,-0.216778581474214
2.592,-0.126646669929749,-0.216808710127312
2.593,-0.126678879799849,-0.216838781428622
2.594,-0.12671108726682,-0.216868795373441
2.595,-0.126743292307582,-0.216898751957335
2.596,-0.126775494899072,-0.216928651176162
2.597,-0.126807695018238,-0.216958493026077
2.598,-0.126839892642043,-0.216988277503519
2.599,-0.126872087747471,-0.217018004605238
2.6,-0.126904280311515,-0.217047674328247
2.601,-0.12693647031119,-0.217077286669868
2.602,-0.126968657723517,-0.217106841627726
2.603,-0.127000842525539,-0.217136339199712
2.604,-0.127033024694319,-0.217165779384026
2.605,-0.127065204206939,-0.217195162179155
2.606,-0.127097381040479,-0.217224487583869
2.607,-0.12712955517205,-0.217253755597245
2.608,-0.127161726578778,-0.217282966218634
2.609,-0.127193895237802,-0.217312119447701
2.61,-0.127226061126281,-0.217341215284376
2.611,-0.127258224221391,-0.217370253728902
2.612,-0.127290384500326,-0.217399234781807
2.613,-0.12732254194029,-0.217428158443888
2.614,-0.127354696518512,-0.217457024716272
2.615,-0.127386848212232,-0.217485833600339
2.616,-0.127418996998719,-0.217514585097794
2.617,-0.127451142855245,-0.217543279210603
2.618,-0.127483285759108,-0.21757191594105
2.619,-0.127515425687622,-0.217600495291678
2.62,-0.127547562618122,-0.217629017265348
2.621,-0.127579696527956,-0.217657481865199
2.622,-0.127611827394495,-0.217685889094657
2.623,-0.12764395519512,-0.217714238957452
2.624,-0.127676079907249,-0.217742531457582
2.625,-0.127708201508292,-0.217770766599363
2.626,-0.1277403199757,-0.21779894438738
2.627,-0.127772435286932,-0.217827064826515
2.628,-0.12780454741947,-0.217855127921937
2.629,-0.12783665635081,-0.217883133679107
2.63,-0.127868762058477,-0.217911082103776
2.631,-0.127900864520008,-0.217938973201977
2.632,-0.127932963712954,-0.217966806980053
2.633,-0.127965059614898,-0.217994583444605
2.634,-0.127997152203435,-0.218022302602554
2.635,-0.128029241456182,-0.218049964461091
2.636,-0.128061327350771,-0.218077569027692
2.637,-0.128093409864863,-0.218105116310147
2.638,-0.128125488976134,-0.218132606316503
2.639,-0.128157564662279,-0.218160039055122
2.64,-0.128189636901014,-0.218187414534634
2.641,-0.128221705670078,-0.218214732763979
2.642,-0.128253770947226,-0.218241993752362
2.643,-0.128285832710238,-0.218269197509295
2.644,-0.128317890936913,-0.218296344044564
2.645,-0.128349945605071,-0.218323433368246
2.646,-0.128381996692556,-0.218350465490718
2.647,-0.128414044177223,-0.218377440422633
2.648,-0.12844608803696,-0.218404358174927
2.649,-0.128478128249669,-0.218431218758834
2.65,-0.128510164793279,-0.21845802218587
2.651,-0.128542197645736,-0.21848476846785
2.652,-0.128574226785008,-0.218511457616849
2.653,-0.128606252189085,-0.21853808964525
2.654,-0.128638273835982,-0.218564664565724
2.655,-0.128670291703733,-0.218591182391216
2.656,-0.128702305770392,-0.218617643134971
2.657,-0.128734316014041,-0.2186440468105
2.658,-0.128766322412781,-0.218670393431627
2.659,-0.128798324944734,-0.21869668301244
2.66,-0.128830323588044,-0.218722915567315
2.661,-0.128862318320885,-0.218749091110941
2.662,-0.12889430912144,-0.218775209658243
2.663,-0.12892629596793,-0.218801271224488
2.664,-0.128958278838587,-0.218827275825178
2.665,-0.128990257711678,-0.218853223476129
2.666,-0.129022232565478,-0.218879114193431
2.667,-0.129054203378295,-0.21890494799347
2.668,-0.129086170128464,-0.218930724892905
2.669,-0.129118132794328,-0.218956444908683
2.67,-0.129150091354274,-0.218982108058031
2.671,-0.129182045786694,-0.219007714358471
2.672,-0.129213996070014,-0.219033263827807
2.673,-0.129245942182686,-0.219058756484107
2.674,-0.129277884103177,-0.219084192345746
2.675,-0.129309821809979,-0.219109571431382
2.676,-0.129341755281619,-0.219134893759937
2.677,-0.129373684496637,-0.219160159350634
2.678,-0.129405609433603,-0.219185368222967
2.679,-0.129437530071107,-0.219210520396725
2.68,-0.12946944638777,-0.219235615891971
2.681,-0.129501358362228,-0.219260654729051
2.682,-0.129533265973152,-0.21928563692859
2.683,-0.129565169199233,-0.219310562511507
2.684,-0.129597068019186,-0.21933543149899
2.685,-0.12962896241175,-0.219360243912521
2.686,-0.129660852355692,-0.219384999773849
2.687,-0.129692737829809,-0.219409699105005
2.688,-0.129724618812913,-0.219434341928327
2.689,-0.129756495283847,-0.219458928266397
2.69,-0.129788367221477,-0.219483458142095
2.691,-0.129820234604697,-0.219507931578598
2.692,-0.129852097412432,-0.219532348599333
2.693,-0.129883955623618,-0.219556709228028
2.694,-0.129915809217231,-0.219581013488674
2.695,-0.129947658172264,-0.219605261405557
2.696,-0.129979502467738,-0.219629453003239
2.697,-0.13001134208271,-0.219653588306559
2.698,-0.130043176996248,-0.21967766734063
2.699,-0.130075007187458,-0.219701690130854
2.7,-0.130106832635465,-0.219725656702905
2.701,-0.13013865331942,-0.219749567082745
2.702,-0.13017046921851,-0.219773421296589
2.703,-0.130202280311941,-0.219797219370958
2.704,-0.130234086578947,-0.219820961332648
2.705,-0.130265887998786,-0.219844647208706
2.706,-0.130297684550749,-0.219868277026489
2.707,-0.130329476214158,-0.21989185081361
2.708,-0.130361262968343,-0.219915368597978
2.709,-0.130393044792682,-0.219938830407753
2.71,-0.130424821666568,-0.21996223627139
2.711,-0.13045659356943,-0.219985586217618
2.712,-0.130488360480718,-0.220008880275441
2.713,-0.130520122379909,-0.220032118474126
2.714,-0.130551879246514,-0.220055300843244
2.715,-0.130583631060068,-0.220078427412607
2.716,-0.130615377800129,-0.220101498212329
2.717,-0.130647119446296,-0.220124513272792
2.718,-0.130678855978185,-0.220147472624639
2.719,-0.130710587375437,-0.220170376298811
2.72,-0.130742313617735,-0.220193224326499
2.721,-0.130774034684777,-0.220216016739188
2.722,-0.130805750556305,-0.220238753568623
2.723,-0.130837461212068,-0.220261434846824
2.724,-0.130869166631863,-0.220284060606095
2.725,-0.130900866795499,-0.220306630879003
2.726,-0.130932561682829,-0.220329145698393
2.727,-0.130964251273731,-0.220351605097365
2.728,-0.130995935548101,-0.220374009109325
2.729,-0.13102761448588,-0.220396357767916
2.73,-0.131059288067026,-0.220418651107082
2.731,-0.131090956271529,-0.220440889161021
2.732,-0.131122619079413,-0.220463071964193
2.733,-0.131154276470729,-0.220485199551354
2.734,-0.131185928425548,-0.220507271957514
2.735,-0.131217574923989,-0.220529289217967
2.736,-0.131249215946183,-0.220551251368252
2.737,-0.131280851472303,-0.220573158444207
2.738,-0.131312481482543,-0.220595010481925
2.739,-0.131344105957131,-0.220616807517765
2.74,-0.131375724876327,-0.220638549588354
2.741,-0.131407338220418,-0.220660236730603
2.742,-0.131438945969714,-0.220681868981677
2.743,-0.131470548104573,-0.220703446379027
2.744,-0.131502144605364,-0.220724968960341
2.745,-0.131533735452502,-0.220746436763601
2.746,-0.131565320626421,-0.220767849827049
2.747,-0.131596900107589,-0.220789208189192
2.748,-0.13162847387651,-0.22081051188881
2.749,-0.131660041913708,-0.220831760964938
2.75,-0.131691604199746,-0.22085295545689
2.751,-0.131723160715215,-0.220874095404235
2.752,-0.131754711440738,-0.220895180846818
2.753,-0.131786256356967,-0.220916211824743
2.754,-0.131817795444584,-0.220937188378377
2.755,-0.131849328684304,-0.220958110548356
2.756,-0.131880856056882,-0.220978978375582
2.757,-0.131912377543082,-0.220999791901223
2.758,-0.131943893123719,-0.221020551166701
2.759,-0.131975402779633,-0.221041256213713
2.76,-0.132006906491697,-0.221061907084214
2.761,-0.132038404240807,-0.221082503820424
2.762,-0.132069896007902,-0.221103046464813
2.763,-0.132101381773949,-0.221123535060134
2.764,-0.132132861519945,-0.221143969649392
2.765,-0.132164335226917,-0.221164350275858
2.766,-0.132195802875928,-0.221184676983059
2.767,-0.13222726444807,-0.221204949814788
2.768,-0.132258719924469,-0.22122516881509
2.769,-0.132290169286283,-0.221245334028283
2.77,-0.132321612514702,-0.22126544549894
2.771,-0.132353049590946,-0.221285503271891
2.772,-0.132384480496267,-0.221305507392229
2.773,-0.132415905211954,-0.221325457905314
2.774,-0.132447323719327,-0.221345354856747
2.775,-0.132478735999737,-0.221365198292401
2.776,-0.132510142034566,-0.221384988258406
2.777,-0.132541541805229,-0.221404724801151
2.778,-0.132572935293177,-0.221424407967273
2.779,-0.132604322479891,-0.221444037803679
2.78,-0.132635703346892,-0.221463614357529
2.781,-0.132667077875715,-0.221483137676247
2.782,-0.132698446047951,-0.22150260780749
2.783,-0.132729807845209,-0.221522024799192
2.784,-0.132761163249139,-0.221541388699546
2.785,-0.132792512241417,-0.221560699556979
2.786,-0.132823854803763,-0.221579957420201
2.787,-0.132855190917914,-0.221599162338152
2.788,-0.132886520565656,-0.221618314360039
2.789,-0.1329178437288,-0.221637413535328
2.79,-0.132949160389197,-0.221656459913725
2.791,-0.132980470528723,-0.221675453545196
2.792,-0.133011774129291,-0.221694394479966
2.793,-0.133043071172854,-0.22171328276851
2.794,-0.133074361641389,-0.221732118461545
2.795,-0.133105645516913,-0.221750901610055
2.796,-0.133136922781479,-0.221769632265269
2.797,-0.133168193417162,-0.221788310478666
2.798,-0.133199457406088,-0.221806936301984
2.799,-0.133230714730403,-0.221825509787193
2.8,-0.133261965372293,-0.221844030986536
2.801,-0.133293209313978,-0.221862499952502
2.802,-0.133324446537716,-0.221880916737813
2.803,-0.133355677025788,-0.221899281395458
2.804,-0.13338690076052,-0.22191759397867
2.805,-0.133418117724271,-0.221935854540923
2.806,-0.133449327899435,-0.22195406313595
2.807,-0.133480531268429,-0.221972219817731
2.808,-0.133511727813722,-0.221990324640489
2.809,-0.133542917517811,-0.222008377658688
2.81,-0.133574100363218,-0.22202637892706
2.811,-0.133605276332516,-0.22204432850056
2.812,-0.133636445408301,-0.222062226434402
2.813,-0.13366760757321,-0.222080072784043
2.814,-0.133698762809911,-0.222097867605188
2.815,-0.13372991110111,-0.222115610953786
2.816,-0.133761052429549,-0.22213330288603
2.817,-0.133792186778007,-0.222150943458348
2.818,-0.133823314129285,-0.222168532727426
2.819,-0.133854434466236,-0.222186070750195
2.82,-0.133885547771738,-0.222203557583819
2.821,-0.133916654028709,-0.222220993285701
2.822,-0.1339477532201,-0.222238377913499
2.823,-0.133978845328903,-0.222255711525108
2.824,-0.134009930338137,-0.222272994178667
2.825,-0.134041008230864,-0.22229022593256
2.826,-0.134072078990172,-0.222307406845391
2.827,-0.1341031425992,-0.222324536976033
2.828,-0.134134199041111,-0.222341616383575
2.829,-0.134165248299108,-0.222358645127363
2.83,-0.134196290356424,-0.222375623266976
2.831,-0.134227325196333,-0.222392550862233
2.832,-0.134258352802155,-0.222409427973188
2.833,-0.134289373157229,-0.222426254660132
