frequency,e',e'',u',u''
1197000000,1.0891,0.0142,0.9331,0.0368
1198000000,1.0889,0.0142,0.9333,0.0367
1199000000,1.0888,0.0142,0.9335,0.0367
1200000000,1.0886,0.0142,0.9337,0.0366
1201000000,1.0884,0.0142,0.9339,0.0366
1202000000,1.0882,0.0142,0.9341,0.0365
1203000000,1.088,0.0142,0.9343,0.0364
1204000000,1.0879,0.0142,0.9345,0.0364
1205000000,1.0877,0.0142,0.9346,0.0363
1206000000,1.0875,0.0142,0.9348,0.0363
1207000000,1.0873,0.0143,0.935,0.0362
1208000000,1.0871,0.0143,0.9352,0.0362
1209000000,1.0869,0.0143,0.9354,0.0361
1210000000,1.0868,0.0143,0.9356,0.036
1211000000,1.0866,0.0143,0.9358,0.036
1212000000,1.0864,0.0143,0.936,0.0359
1213000000,1.0862,0.0143,0.9362,0.0359
1214000000,1.0861,0.0143,0.9364,0.0358
1215000000,1.0859,0.0143,0.9366,0.0357
1216000000,1.0857,0.0143,0.9367,0.0357
1217000000,1.0855,0.0143,0.9369,0.0356
1218000000,1.0854,0.0143,0.9371,0.0356
1219000000,1.0852,0.0143,0.9373,0.0355
1220000000,1.085,0.0143,0.9375,0.0355
1221000000,1.0849,0.0143,0.9377,0.0354
1222000000,1.0847,0.0143,0.9379,0.0353
1223000000,1.0845,0.0143,0.9381,0.0353
1224000000,1.0844,0.0143,0.9382,0.0352
1225000000,1.0842,0.0143,0.9384,0.0352
1226000000,1.084,0.0143,0.9386,0.0351
1227000000,1.0839,0.0143,0.9388,0.035
1228000000,1.0837,0.0143,0.939,0.035
1229000000,1.0835,0.0143,0.9392,0.0349
1230000000,1.0834,0.0143,0.9393,0.0349
1231000000,1.0832,0.0143,0.9395,0.0348
1232000000,1.083,0.0143,0.9397,0.0348
1233000000,1.0829,0.0143,0.9399,0.0347
1234000000,1.0827,0.0143,0.9401,0.0346
1235000000,1.0826,0.0143,0.9402,0.0346
1236000000,1.0824,0.0143,0.9404,0.0345
1237000000,1.0822,0.0143,0.9406,0.0345
1238000000,1.0821,0.0143,0.9408,0.0344
1239000000,1.0819,0.0143,0.941,0.0344
1240000000,1.0818,0.0143,0.9411,0.0343
1241000000,1.0816,0.0144,0.9413,0.0343
1242000000,1.0814,0.0144,0.9415,0.0342
1243000000,1.0813,0.0144,0.9417,0.0341
1244000000,1.0811,0.0144,0.9418,0.0341
1245000000,1.081,0.0144,0.942,0.034
1246000000,1.0808,0.0144,0.9422,0.034
1247000000,1.0807,0.0144,0.9424,0.0339
1248000000,1.0805,0.0144,0.9425,0.0339
1249000000,1.0804,0.0144,0.9427,0.0338
1250000000,1.0802,0.0144,0.9429,0.0338
1251000000,1.0801,0.0144,0.943,0.0337
1252000000,1.0799,0.0144,0.9432,0.0337
1253000000,1.0798,0.0144,0.9434,0.0336
1254000000,1.0796,0.0144,0.9435,0.0336
1255000000,1.0795,0.0144,0.9437,0.0335
1256000000,1.0793,0.0144,0.9439,0.0335
1257000000,1.0792,0.0144,0.944,0.0334
1258000000,1.079,0.0145,0.9442,0.0334
1259000000,1.0789,0.0145,0.9444,0.0333
1260000000,1.0787,0.0145,0.9445,0.0333
1261000000,1.0786,0.0145,0.9447,0.0332
1262000000,1.0784,0.0145,0.9449,0.0332
1263000000,1.0783,0.0145,0.945,0.0331
1264000000,1.0781,0.0145,0.9452,0.0331
1265000000,1.078,0.0145,0.9453,0.033
1266000000,1.0778,0.0145,0.9455,0.033
1267000000,1.0777,0.0145,0.9456,0.0329
1268000000,1.0775,0.0145,0.9458,0.0329
1269000000,1.0774,0.0145,0.946,0.0328
1270000000,1.0772,0.0145,0.9461,0.0328
1271000000,1.0771,0.0145,0.9463,0.0327
1272000000,1.0769,0.0145,0.9464,0.0327
1273000000,1.0768,0.0146,0.9466,0.0326
1274000000,1.0767,0.0146,0.9467,0.0326
1275000000,1.0765,0.0146,0.9469,0.0325
1276000000,1.0764,0.0146,0.947,0.0325
1277000000,1.0762,0.0146,0.9472,0.0324
1278000000,1.0761,0.0146,0.9473,0.0323
1279000000,1.0759,0.0146,0.9475,0.0323
1280000000,1.0758,0.0146,0.9476,0.0322
1281000000,1.0757,0.0146,0.9477,0.0322
1282000000,1.0755,0.0146,0.9479,0.0321
1283000000,1.0754,0.0146,0.948,0.0321
1284000000,1.0752,0.0146,0.9482,0.032
1285000000,1.0751,0.0146,0.9483,0.032
1286000000,1.075,0.0146,0.9485,0.0319
1287000000,1.0748,0.0146,0.9486,0.0319
1288000000,1.0747,0.0146,0.9488,0.0318
1289000000,1.0746,0.0146,0.9489,0.0317
1290000000,1.0744,0.0147,0.9491,0.0317
1291000000,1.0743,0.0147,0.9492,0.0316
1292000000,1.0741,0.0147,0.9493,0.0316
1293000000,1.074,0.0147,0.9495,0.0315
1294000000,1.0739,0.0147,0.9496,0.0315
1295000000,1.0737,0.0147,0.9498,0.0314
1296000000,1.0736,0.0147,0.9499,0.0314
1297000000,1.0735,0.0147,0.9501,0.0313
1298000000,1.0733,0.0147,0.9502,0.0313
1299000000,1.0732,0.0147,0.9503,0.0312
1300000000,1.0731,0.0147,0.9505,0.0312
1301000000,1.073,0.0147,0.9506,0.0311
1302000000,1.0728,0.0147,0.9508,0.0311
1303000000,1.0727,0.0147,0.9509,0.031
1304000000,1.0726,0.0147,0.9511,0.031
1305000000,1.0724,0.0147,0.9512,0.0309
1306000000,1.0723,0.0147,0.9513,0.0309
1307000000,1.0722,0.0147,0.9515,0.0308
1308000000,1.0721,0.0147,0.9516,0.0308
1309000000,1.0719,0.0147,0.9518,0.0307
1310000000,1.0718,0.0147,0.9519,0.0307
1311000000,1.0717,0.0147,0.952,0.0306
1312000000,1.0716,0.0147,0.9522,0.0306
1313000000,1.0714,0.0147,0.9523,0.0305
1314000000,1.0713,0.0147,0.9525,0.0305
1315000000,1.0712,0.0147,0.9526,0.0304
1316000000,1.071,0.0147,0.9527,0.0304
1317000000,1.0709,0.0147,0.9529,0.0303
1318000000,1.0708,0.0147,0.953,0.0303
1319000000,1.0707,0.0147,0.9532,0.0302
1320000000,1.0706,0.0147,0.9533,0.0302
1321000000,1.0704,0.0147,0.9534,0.0301
1322000000,1.0703,0.0148,0.9536,0.0301
1323000000,1.0702,0.0148,0.9537,0.03
1324000000,1.0701,0.0148,0.9538,0.03
1325000000,1.0699,0.0148,0.954,0.0299
1326000000,1.0698,0.0148,0.9541,0.0299
1327000000,1.0697,0.0148,0.9542,0.0299
1328000000,1.0696,0.0148,0.9544,0.0298
1329000000,1.0694,0.0148,0.9545,0.0298
1330000000,1.0693,0.0148,0.9546,0.0297
1331000000,1.0692,0.0148,0.9548,0.0297
1332000000,1.0691,0.0148,0.9549,0.0296
1333000000,1.069,0.0148,0.955,0.0296
1334000000,1.0688,0.0148,0.9552,0.0295
1335000000,1.0687,0.0148,0.9553,0.0295
1336000000,1.0686,0.0148,0.9554,0.0294
1337000000,1.0685,0.0148,0.9556,0.0294
1338000000,1.0683,0.0148,0.9557,0.0294
1339000000,1.0682,0.0148,0.9558,0.0293
1340000000,1.0681,0.0148,0.956,0.0293
1341000000,1.068,0.0148,0.9561,0.0292
1342000000,1.0679,0.0148,0.9562,0.0292
1343000000,1.0677,0.0148,0.9564,0.0291
1344000000,1.0676,0.0149,0.9565,0.0291
1345000000,1.0675,0.0149,0.9566,0.029
1346000000,1.0674,0.0149,0.9568,0.029
1347000000,1.0673,0.0149,0.9569,0.029
1348000000,1.0671,0.0149,0.957,0.0289
1349000000,1.067,0.0149,0.9572,0.0289
1350000000,1.0669,0.0149,0.9573,0.0288
1351000000,1.0668,0.0149,0.9574,0.0288
1352000000,1.0667,0.0149,0.9575,0.0287
1353000000,1.0665,0.0149,0.9577,0.0287
1354000000,1.0664,0.0149,0.9578,0.0286
1355000000,1.0663,0.0149,0.9579,0.0286
1356000000,1.0662,0.0149,0.9581,0.0286
1357000000,1.0661,0.0149,0.9582,0.0285
1358000000,1.0659,0.0149,0.9583,0.0285
1359000000,1.0658,0.0149,0.9585,0.0284
1360000000,1.0657,0.0149,0.9586,0.0284
1361000000,1.0656,0.0149,0.9587,0.0284
1362000000,1.0655,0.0149,0.9588,0.0283
1363000000,1.0654,0.0149,0.959,0.0283
1364000000,1.0652,0.0149,0.9591,0.0282
1365000000,1.0651,0.0149,0.9592,0.0282
1366000000,1.065,0.0149,0.9594,0.0282
1367000000,1.0649,0.0149,0.9595,0.0281
1368000000,1.0648,0.0149,0.9596,0.0281
1369000000,1.0647,0.0149,0.9597,0.0281
1370000000,1.0645,0.0149,0.9599,0.028
1371000000,1.0644,0.0149,0.96,0.028
1372000000,1.0643,0.0149,0.9601,0.0279
1373000000,1.0642,0.0149,0.9602,0.0279
1374000000,1.0641,0.0149,0.9604,0.0279
1375000000,1.064,0.0149,0.9605,0.0278
1376000000,1.0639,0.0149,0.9606,0.0278
1377000000,1.0637,0.0149,0.9607,0.0278
1378000000,1.0636,0.0149,0.9609,0.0277
1379000000,1.0635,0.0149,0.961,0.0277
1380000000,1.0634,0.0149,0.9611,0.0277
1381000000,1.0633,0.0149,0.9612,0.0276
1382000000,1.0632,0.0149,0.9613,0.0276
1383000000,1.0631,0.0149,0.9615,0.0276
1384000000,1.0629,0.015,0.9616,0.0275
1385000000,1.0628,0.015,0.9617,0.0275
1386000000,1.0627,0.015,0.9618,0.0275
1387000000,1.0626,0.015,0.962,0.0274
1388000000,1.0625,0.015,0.9621,0.0274
1389000000,1.0624,0.015,0.9622,0.0274
1390000000,1.0623,0.015,0.9623,0.0273
1391000000,1.0622,0.015,0.9624,0.0273
1392000000,1.062,0.015,0.9626,0.0273
1393000000,1.0619,0.015,0.9627,0.0272
1394000000,1.0618,0.015,0.9628,0.0272
1395000000,1.0617,0.015,0.9629,0.0272
1396000000,1.0616,0.015,0.963,0.0271
1397000000,1.0615,0.015,0.9631,0.0271
1398000000,1.0614,0.015,0.9632,0.0271
1399000000,1.0613,0.015,0.9634,0.0271
1400000000,1.0612,0.015,0.9635,0.027
1401000000,1.061,0.015,0.9636,0.027
1402000000,1.0609,0.015,0.9637,0.027
1403000000,1.0608,0.015,0.9638,0.0269
1404000000,1.0607,0.015,0.9639,0.0269
1405000000,1.0606,0.015,0.964,0.0269
1406000000,1.0605,0.015,0.9641,0.0268
1407000000,1.0604,0.015,0.9642,0.0268
1408000000,1.0603,0.015,0.9643,0.0268
1409000000,1.0602,0.015,0.9644,0.0267
1410000000,1.0601,0.015,0.9646,0.0267
1411000000,1.06,0.0149,0.9647,0.0267
1412000000,1.0598,0.0149,0.9648,0.0266
1413000000,1.0597,0.0149,0.9649,0.0266
1414000000,1.0596,0.0149,0.965,0.0266
1415000000,1.0595,0.0149,0.9651,0.0265
1416000000,1.0594,0.0149,0.9652,0.0265
1417000000,1.0593,0.0149,0.9653,0.0265
1418000000,1.0592,0.0149,0.9654,0.0264
1419000000,1.0591,0.0149,0.9655,0.0264
1420000000,1.059,0.0149,0.9656,0.0264
1421000000,1.0589,0.0149,0.9657,0.0263
1422000000,1.0588,0.0149,0.9658,0.0263
1423000000,1.0587,0.0149,0.9659,0.0263
1424000000,1.0586,0.0149,0.966,0.0262
1425000000,1.0585,0.0149,0.9661,0.0262
1426000000,1.0584,0.0149,0.9663,0.0262
1427000000,1.0583,0.0149,0.9664,0.0261
1428000000,1.0582,0.0149,0.9665,0.0261
1429000000,1.0581,0.0149,0.9666,0.0261
1430000000,1.058,0.0149,0.9667,0.026
1431000000,1.0579,0.0149,0.9668,0.026
1432000000,1.0578,0.0148,0.9669,0.026
1433000000,1.0577,0.0148,0.967,0.026
1434000000,1.0576,0.0148,0.9671,0.0259
1435000000,1.0575,0.0148,0.9672,0.0259
1436000000,1.0574,0.0148,0.9673,0.0259
1437000000,1.0573,0.0148,0.9674,0.0258
1438000000,1.0572,0.0148,0.9675,0.0258
1439000000,1.0571,0.0148,0.9676,0.0258
1440000000,1.057,0.0148,0.9677,0.0257
1441000000,1.0569,0.0148,0.9678,0.0257
1442000000,1.0568,0.0148,0.9679,0.0257
1443000000,1.0567,0.0148,0.968,0.0256
1444000000,1.0566,0.0148,0.9681,0.0256
1445000000,1.0565,0.0148,0.9682,0.0256
1446000000,1.0564,0.0148,0.9683,0.0255
1447000000,1.0563,0.0148,0.9684,0.0255
1448000000,1.0562,0.0148,0.9685,0.0255
1449000000,1.0561,0.0148,0.9686,0.0254
1450000000,1.056,0.0148,0.9687,0.0254
1451000000,1.0559,0.0148,0.9688,0.0254
1452000000,1.0558,0.0148,0.9689,0.0254
1453000000,1.0557,0.0148,0.969,0.0253
1454000000,1.0556,0.0148,0.9691,0.0253
1455000000,1.0555,0.0148,0.9692,0.0253
1456000000,1.0554,0.0148,0.9693,0.0252
1457000000,1.0553,0.0147,0.9694,0.0252
1458000000,1.0552,0.0147,0.9695,0.0252
1459000000,1.0552,0.0147,0.9696,0.0251
1460000000,1.0551,0.0147,0.9697,0.0251
1461000000,1.055,0.0147,0.9698,0.0251
1462000000,1.0549,0.0147,0.9699,0.025
1463000000,1.0548,0.0147,0.97,0.025
1464000000,1.0547,0.0147,0.9701,0.025
1465000000,1.0546,0.0147,0.9702,0.0249
1466000000,1.0545,0.0147,0.9703,0.0249
1467000000,1.0544,0.0147,0.9704,0.0249
1468000000,1.0543,0.0147,0.9704,0.0248
1469000000,1.0542,0.0147,0.9705,0.0248
1470000000,1.0541,0.0147,0.9706,0.0248
1471000000,1.054,0.0147,0.9707,0.0248
1472000000,1.0539,0.0147,0.9708,0.0247
1473000000,1.0538,0.0147,0.9709,0.0247
1474000000,1.0538,0.0147,0.971,0.0247
1475000000,1.0537,0.0147,0.9711,0.0246
1476000000,1.0536,0.0147,0.9712,0.0246
1477000000,1.0535,0.0147,0.9713,0.0246
1478000000,1.0534,0.0147,0.9714,0.0245
1479000000,1.0533,0.0147,0.9715,0.0245
1480000000,1.0532,0.0147,0.9716,0.0245
1481000000,1.0531,0.0147,0.9717,0.0244
1482000000,1.053,0.0147,0.9718,0.0244
1483000000,1.0529,0.0147,0.9719,0.0244
1484000000,1.0528,0.0147,0.9719,0.0244
1485000000,1.0527,0.0147,0.972,0.0243
1486000000,1.0527,0.0147,0.9721,0.0243
1487000000,1.0526,0.0147,0.9722,0.0243
1488000000,1.0525,0.0147,0.9723,0.0242
1489000000,1.0524,0.0147,0.9724,0.0242
1490000000,1.0523,0.0147,0.9725,0.0242
1491000000,1.0522,0.0147,0.9726,0.0241
1492000000,1.0521,0.0146,0.9727,0.0241
1493000000,1.052,0.0146,0.9728,0.0241
1494000000,1.0519,0.0146,0.9729,0.0241
1495000000,1.0518,0.0146,0.973,0.024
1496000000,1.0518,0.0146,0.973,0.024
1497000000,1.0517,0.0146,0.9731,0.024
1498000000,1.0516,0.0146,0.9732,0.0239
1499000000,1.0515,0.0146,0.9733,0.0239
1500000000,1.0514,0.0146,0.9734,0.0239
1501000000,1.0513,0.0146,0.9735,0.0238
1502000000,1.0512,0.0146,0.9736,0.0238
1503000000,1.0511,0.0146,0.9737,0.0238
1504000000,1.0511,0.0146,0.9738,0.0238
1505000000,1.051,0.0146,0.9738,0.0237
1506000000,1.0509,0.0146,0.9739,0.0237
1507000000,1.0508,0.0146,0.974,0.0237
1508000000,1.0507,0.0146,0.9741,0.0236
1509000000,1.0506,0.0146,0.9742,0.0236
1510000000,1.0505,0.0146,0.9743,0.0236
1511000000,1.0504,0.0146,0.9744,0.0236
1512000000,1.0504,0.0146,0.9745,0.0235
1513000000,1.0503,0.0146,0.9745,0.0235
1514000000,1.0502,0.0146,0.9746,0.0235
1515000000,1.0501,0.0146,0.9747,0.0234
1516000000,1.05,0.0146,0.9748,0.0234
1517000000,1.0499,0.0145,0.9749,0.0234
1518000000,1.0498,0.0145,0.975,0.0234
1519000000,1.0498,0.0145,0.9751,0.0233
1520000000,1.0497,0.0145,0.9751,0.0233
1521000000,1.0496,0.0145,0.9752,0.0233
1522000000,1.0495,0.0145,0.9753,0.0232
1523000000,1.0494,0.0145,0.9754,0.0232
1524000000,1.0493,0.0145,0.9755,0.0232
1525000000,1.0493,0.0145,0.9756,0.0232
1526000000,1.0492,0.0145,0.9757,0.0231
1527000000,1.0491,0.0145,0.9757,0.0231
1528000000,1.049,0.0145,0.9758,0.0231
1529000000,1.0489,0.0145,0.9759,0.023
1530000000,1.0488,0.0145,0.976,0.023
1531000000,1.0488,0.0145,0.9761,0.023
1532000000,1.0487,0.0145,0.9762,0.0229
1533000000,1.0486,0.0145,0.9762,0.0229
1534000000,1.0485,0.0145,0.9763,0.0229
1535000000,1.0484,0.0145,0.9764,0.0229
1536000000,1.0484,0.0144,0.9765,0.0228
1537000000,1.0483,0.0144,0.9766,0.0228
1538000000,1.0482,0.0144,0.9766,0.0228
1539000000,1.0481,0.0144,0.9767,0.0227
1540000000,1.048,0.0144,0.9768,0.0227
1541000000,1.048,0.0144,0.9769,0.0227
1542000000,1.0479,0.0144,0.977,0.0227
1543000000,1.0478,0.0144,0.977,0.0226
1544000000,1.0477,0.0144,0.9771,0.0226
1545000000,1.0476,0.0144,0.9772,0.0226
1546000000,1.0476,0.0144,0.9773,0.0226
1547000000,1.0475,0.0144,0.9774,0.0225
1548000000,1.0474,0.0144,0.9774,0.0225
1549000000,1.0473,0.0144,0.9775,0.0225
1550000000,1.0473,0.0144,0.9776,0.0224
1551000000,1.0472,0.0144,0.9777,0.0224
1552000000,1.0471,0.0144,0.9778,0.0224
1553000000,1.047,0.0144,0.9778,0.0224
1554000000,1.047,0.0144,0.9779,0.0223
1555000000,1.0469,0.0144,0.978,0.0223
1556000000,1.0468,0.0144,0.9781,0.0223
1557000000,1.0467,0.0143,0.9781,0.0222
1558000000,1.0467,0.0143,0.9782,0.0222
1559000000,1.0466,0.0143,0.9783,0.0222
1560000000,1.0465,0.0143,0.9784,0.0222
1561000000,1.0464,0.0143,0.9785,0.0221
1562000000,1.0464,0.0143,0.9785,0.0221
1563000000,1.0463,0.0143,0.9786,0.0221
1564000000,1.0462,0.0143,0.9787,0.022
1565000000,1.0461,0.0143,0.9788,0.022
