"Freq [GHz]","ang_deg(S(1,1)) [deg] - L1='12.75mm' L2='12.75mm' L3='12.75mm' L4='12.75mm' L5='12.75mm' UE_L1='8.9635mm' UE_L2='8.66mm' UE_L3='8.66mm' UE_L4='8.9635mm' w3='8.37mm'","ang_deg(S(1,2)) [deg] - L1='12.75mm' L2='12.75mm' L3='12.75mm' L4='12.75mm' L5='12.75mm' UE_L1='8.9635mm' UE_L2='8.66mm' UE_L3='8.66mm' UE_L4='8.9635mm' w3='8.37mm'","ang_deg(S(2,1)) [deg] - L1='12.75mm' L2='12.75mm' L3='12.75mm' L4='12.75mm' L5='12.75mm' UE_L1='8.9635mm' UE_L2='8.66mm' UE_L3='8.66mm' UE_L4='8.9635mm' w3='8.37mm'","ang_deg(S(2,2)) [deg] - L1='12.75mm' L2='12.75mm' L3='12.75mm' L4='12.75mm' L5='12.75mm' UE_L1='8.9635mm' UE_L2='8.66mm' UE_L3='8.66mm' UE_L4='8.9635mm' w3='8.37mm'"
3.915,-172.772366068692,-129.412743945984,-129.412743933079,-160.023146503184
3.916,-173.003312049592,-129.664309075716,-129.664309062941,-160.2677969884
3.917,-173.234187769603,-129.91524761621,-129.915247603559,-160.51238623343
3.918,-173.464993506225,-130.165569382622,-130.165569370105,-160.756914431149
3.919,-173.69572953668,-130.415284029556,-130.415284017162,-161.001381774484
3.92,-173.926396137908,-130.664401053868,-130.664401041602,-161.245788456416
3.921,-174.156993586569,-130.912929797405,-130.912929785262,-161.490134669981
3.922,-174.387522159045,-131.160879449728,-131.160879437704,-161.734420608266
3.923,-174.617982131443,-131.408259050746,-131.408259038847,-161.978646464418
3.924,-174.848373779589,-131.65507749335,-131.655077481578,-162.222812431633
3.925,-175.078697379037,-131.901343525969,-131.901343514312,-162.466918703167
3.926,-175.308953205064,-132.147065755069,-132.147065743527,-162.710965472327
3.927,-175.539141532673,-132.392252647653,-132.392252636231,-162.954952932478
3.928,-175.769262636593,-132.636912533685,-132.636912522375,-163.19888127704
3.929,-175.999316791284,-132.881053608466,-132.881053597271,-163.44275069949
3.93,-176.22930427093,-133.124683934997,-133.124683923908,-163.68656139336
3.931,-176.459225349447,-133.367811446261,-133.367811435288,-163.930313552239
3.932,-176.689080300481,-133.610443947496,-133.610443936633,-164.174007369772
3.933,-176.918869397408,-133.852589118429,-133.852589107679,-164.417643039664
3.934,-177.148592913337,-134.094254515427,-134.094254504788,-164.661220755673
3.935,-177.37825112111,-134.335447573668,-134.335447563131,-164.904740711619
3.936,-177.6078442933,-134.576175609228,-134.576175598805,-165.148203101377
3.937,-177.837372702219,-134.816445821158,-134.816445810839,-165.39160811888
3.938,-178.06683661991,-135.056265293506,-135.05626528329,-165.634955958121
3.939,-178.296236318156,-135.29564099731,-135.295640987198,-165.878246813152
