Freq [GHz],"Simul_dB(S(2,1)) []",Measure_S21 Log Mag(dB)
1.812,-0.02058543,0.008284668
1.813,-0.02057226,0.008007213
1.814,-0.020559061,0.035528474
1.815,-0.020545833,0.039054569
1.816,-0.020532576,0.01344062
1.817,-0.02051929,0.027325947
1.818,-0.020505974,0.031112686
1.819,-0.02049263,0.028253783
1.82,-0.020479258,0.018828962
1.821,-0.020465856,0.02705257
1.822,-0.020452426,0.019954486
1.823,-0.020438968,0.017594852
1.824,-0.020425481,0.051039767
1.825,-0.020411966,0.010283647
1.826,-0.020398424,0.023553109
1.827,-0.020384853,-0.00442431
1.828,-0.020371254,0.00359721
1.829,-0.020357628,0.008740739
1.83,-0.020343974,-0.000944885
1.831,-0.020330292,-0.039874215
1.832,-0.020316583,0.024130596
1.833,-0.020302847,0.006154367
1.834,-0.020289084,0.009224794
1.835,-0.020275294,0.022832701
1.836,-0.020261476,0.016255554
1.837,-0.020247632,0.018675631
1.838,-0.020233761,0.017156381
1.839,-0.020219864,0.031539451
1.84,-0.02020594,0.01156327
1.841,-0.020191989,0.038091235
1.842,-0.020178013,0.039485794
1.843,-0.02016401,0.009360018
1.844,-0.020149981,0.031609517
1.845,-0.020135926,0.029662125
1.846,-0.020121846,0.035829313
1.847,-0.020107739,-0.00813959
1.848,-0.020093607,0.003614683
1.849,-0.02007945,0.024369523
1.85,-0.020065267,0.012520214
1.851,-0.020051059,0.02774054
1.852,-0.020036826,0.031154567
1.853,-0.020022568,0.043105431
1.854,-0.020008285,0.029133394
1.855,-0.019993977,0.01704344
1.856,-0.019979645,0.000107213
1.857,-0.019965288,0.0090852
1.858,-0.019950906,-0.000139774
1.859,-0.0199365,0.043013051
1.86,-0.01992207,0.019634888
1.861,-0.019907616,0.01073045
1.862,-0.019893138,0.03105218
1.863,-0.019878636,0.019384455
1.864,-0.01986411,0.003840709
1.865,-0.019849561,0.002586055
1.866,-0.019834988,0.005896624
1.867,-0.019820392,0.035373259
1.868,-0.019805772,0.012808711
1.869,-0.019791129,0.019189078
1.87,-0.019776463,0.005584342
1.871,-0.019761775,0.025337206
1.872,-0.019747063,0.00269308
1.873,-0.019732329,0.016210917
1.874,-0.019717572,0.018140052
1.875,-0.019702792,0.041657884
1.876,-0.01968799,0.040733173
1.877,-0.019673166,0.004119311
1.878,-0.01965832,-0.003511162
1.879,-0.019643452,0.013998006
1.88,-0.019628562,0.011757805
1.881,-0.01961365,0.03151641
1.882,-0.019598716,0.012152582
1.883,-0.019583761,0.020644393
1.884,-0.019568785,0.018345868
1.885,-0.019553787,0.027645107
1.886,-0.019538768,0.014128826
1.887,-0.019523728,-0.006727657
1.888,-0.019508667,0.04155837
1.889,-0.019493585,0.019746803
1.89,-0.019478482,0.020243445
1.891,-0.019463359,0.012638394
1.892,-0.019448216,0.011555059
1.893,-0.019433051,0.001841859
1.894,-0.019417867,0.015463595
1.895,-0.019402663,0.023394117
1.896,-0.019387438,-0.000611305
1.897,-0.019372194,1.84E-05
1.898,-0.01935693,0.016321018
1.899,-0.019341646,0.014365693
1.9,-0.019326343,0.025044808
1.901,-0.01931102,0.025024557
1.902,-0.019295678,0.009801031
1.903,-0.019280316,0.017179418
1.904,-0.019264936,0.012554555
1.905,-0.019249537,0.020714147
1.906,-0.019234119,0.004461457
1.907,-0.019218682,-0.001377801
1.908,-0.019203227,0.003475481
1.909,-0.019187753,0.039768983
1.91,-0.01917226,0.015151928
1.911,-0.01915675,0.028534647
1.912,-0.019141221,0.006946385
1.913,-0.019125675,0.035946637
1.914,-0.01911011,0.028479788
1.915,-0.019094528,0.022453796
1.916,-0.019078928,-0.010496802
1.917,-0.019063311,0.022017278
1.918,-0.019047676,-0.000219666
1.919,-0.019032024,0.029723709
1.92,-0.019016355,0.001934041
1.921,-0.019000669,-0.009497235
1.922,-0.018984966,0.011582072
1.923,-0.018969246,0.010281858
1.924,-0.018953509,0.043004252
1.925,-0.018937756,0.03330674
1.926,-0.018921986,0.04453769
1.927,-0.0189062,-0.007125119
1.928,-0.018890398,0.003046875
1.929,-0.01887458,-0.018221544
1.93,-0.018858746,-0.011496071
1.931,-0.018842896,0.019345267
1.932,-0.01882703,0.001029
1.933,-0.018811149,0.002075975
1.934,-0.018795252,0.001904246
1.935,-0.01877934,0.005499959
1.936,-0.018763413,0.008345862
1.937,-0.01874747,0.023530759
1.938,-0.018731513,-0.002095739
1.939,-0.01871554,-0.013951868
1.94,-0.018699553,0.021063013
1.941,-0.018683551,0.01789852
1.942,-0.018667535,0.004118301
1.943,-0.018651505,-0.021468056
1.944,-0.01863546,8.06E-05
1.945,-0.018619401,0.025599955
1.946,-0.018603328,0.006632572
1.947,-0.018587241,0.006569235
1.948,-0.01857114,0.008244922
1.949,-0.018555026,0.020465361
1.95,-0.018538898,0.015578224
1.951,-0.018522756,0.020453874
1.952,-0.018506602,0.00163333
1.953,-0.018490434,0.021800764
1.954,-0.018474253,-0.023361476
1.955,-0.018458059,0.018734068
1.956,-0.018441852,-0.031124905
1.957,-0.018425633,-0.004260252
1.958,-0.018409401,-0.0045018
1.959,-0.018393157,-0.020805603
1.96,-0.0183769,0.012921986
1.961,-0.018360631,0.005637083
1.962,-0.01834435,0.023217579
1.963,-0.018328057,0.010495266
1.964,-0.018311753,-0.009941205
1.965,-0.018295436,-0.003145987
1.966,-0.018279108,0.017973293
1.967,-0.018262769,-0.011665582
1.968,-0.018246418,0.012741845
1.969,-0.018230056,-0.004546629
1.97,-0.018213682,0.019388122
1.971,-0.018197298,-0.025870249
1.972,-0.018180903,0.022115584
1.973,-0.018164497,0.028529961
1.974,-0.018148081,-0.000620911
1.975,-0.018131654,0.022298204
1.976,-0.018115216,0.007189963
1.977,-0.018098769,0.021082511
1.978,-0.018082311,0.013918918
1.979,-0.018065843,0.010817328
1.98,-0.018049366,0.008633361
1.981,-0.018032878,0.00687001
1.982,-0.018016381,0.017014451
1.983,-0.017999875,0.0002542
1.984,-0.017983359,0.007215089
1.985,-0.017966833,0.010627099
1.986,-0.017950299,0.03423854
1.987,-0.017933756,0.015068624
1.988,-0.017917203,0.00652514
1.989,-0.017900642,-0.010798311
1.99,-0.017884072,-0.002422732
1.991,-0.017867494,0.000325053
1.992,-0.017850907,0.048725139
1.993,-0.017834312,0.020739866
1.994,-0.017817708,0.013774138
1.995,-0.017801097,0.014268747
1.996,-0.017784478,0.010588898
1.997,-0.017767851,0.014485378
1.998,-0.017751216,-0.014025075
1.999,-0.017734573,0.024849882
2,-0.017717924,-0.006213483
2.001,-0.017701266,-0.009486941
2.002,-0.017684602,0.047999162
2.003,-0.01766793,0.002295829
2.004,-0.017651252,0.004997418
2.005,-0.017634567,-0.001035639
2.006,-0.017617875,0.052699119
2.007,-0.017601176,0.024240918
2.008,-0.017584471,0.001720961
2.009,-0.017567759,0.006546635
2.01,-0.017551042,-0.036252156
2.011,-0.017534318,0.011771656
2.012,-0.017517588,-0.018980004
2.013,-0.017500853,-0.021296334
2.014,-0.017484111,0.023725349
2.015,-0.017467364,0.004855036
2.016,-0.017450612,0.027361184
2.017,-0.017433854,-0.007038197
2.018,-0.01741709,0.005466961
2.019,-0.017400322,-0.015798284
2.02,-0.017383549,0.0049311
2.021,-0.017366771,0.027883982
2.022,-0.017349988,-0.009515104
2.023,-0.0173332,-0.007629662
2.024,-0.017316408,0.004449512
2.025,-0.017299611,-0.011517954
2.026,-0.01728281,0.028302362
2.027,-0.017266005,0.003395477
2.028,-0.017249196,0.004088995
2.029,-0.017232383,0.024888819
2.03,-0.017215566,0.005088254
2.031,-0.017198746,-0.002771688
2.032,-0.017181922,0.002651366
2.033,-0.017165094,0.031162057
2.034,-0.017148263,0.015778637
2.035,-0.017131429,0.008794196
2.036,-0.017114592,0.02122228
2.037,-0.017097752,0.003176533
2.038,-0.01708091,0.002603957
2.039,-0.017064064,0.019168155
2.04,-0.017047216,-0.006255184
2.041,-0.017030365,-0.007450907
2.042,-0.017013512,-0.002302165
2.043,-0.016996657,0.029086614
2.044,-0.0169798,-0.000625353
2.045,-0.01696294,0.01739385
2.046,-0.016946079,-0.006840732
2.047,-0.016929216,-0.021626471
2.048,-0.016912352,-0.00985827
2.049,-0.016895486,0.024405416
2.05,-0.016878619,-0.025218127
2.051,-0.01686175,0.008442604
2.052,-0.01684488,0.012980797
2.053,-0.016828009,0.02286939
2.054,-0.016811138,0.010288649
2.055,-0.016794265,-0.016437069
2.056,-0.016777392,-0.001265182
2.057,-0.016760518,-0.007764744
2.058,-0.016743644,0.015528474
2.059,-0.01672677,-0.022035046
2.06,-0.016709895,0.017040731
2.061,-0.016693021,0.016806267
2.062,-0.016676146,0.008360114
2.063,-0.016659272,0.013346208
2.064,-0.016642398,0.014364637
2.065,-0.016625524,0.003353537
2.066,-0.016608651,0.003907051
2.067,-0.016591778,0.02527659
2.068,-0.016574907,-0.03029264
2.069,-0.016558036,-0.005147473
2.07,-0.016541166,-0.009205068
2.071,-0.016524298,-0.012702649
2.072,-0.01650743,0.007519956
2.073,-0.016490564,0.015752103
2.074,-0.0164737,0.000430764
2.075,-0.016456837,0.029764287
2.076,-0.016439976,0.002549324
2.077,-0.016423117,0.040439378
2.078,-0.01640626,0.00551242
2.079,-0.016389405,0.027194295
2.08,-0.016372552,0.004462433
2.081,-0.016355701,-0.038960278
2.082,-0.016338853,0.013064848
2.083,-0.016322007,0.007826692
2.084,-0.016305164,0.022259824
2.085,-0.016288324,0.000686675
2.086,-0.016271487,-0.000194556
2.087,-0.016254653,-0.012431918
2.088,-0.016237822,-0.014005289
2.089,-0.016220994,0.003000494
2.09,-0.01620417,0.01583167
2.091,-0.016187349,-0.011781681
2.092,-0.016170532,-0.000739684
2.093,-0.016153719,0.005691116
2.094,-0.01613691,0.03192877
2.095,-0.016120104,0.035843659
2.096,-0.016103303,-0.020908456
2.097,-0.016086506,-0.014888315
2.098,-0.016069713,0.015192084
2.099,-0.016052924,-0.013090965
2.1,-0.016036141,0.02913418
2.101,-0.016019362,0.020350877
2.102,-0.016002587,-0.024166778
2.103,-0.015985818,-0.008763272
2.104,-0.015969054,0.036520675
2.105,-0.015952295,-0.009728861
2.106,-0.015935541,-0.018945506
2.107,-0.015918792,0.006739792
2.108,-0.01590205,0.007698942
2.109,-0.015885312,0.001260069
2.11,-0.015868581,0.013399193
2.111,-0.015851855,0.005977185
2.112,-0.015835135,0.03076932
2.113,-0.015818422,0.001125186
2.114,-0.015801714,0.003002691
2.115,-0.015785013,0.018724943
2.116,-0.015768319,0.005454761
2.117,-0.015751631,-0.000658891
2.118,-0.015734949,0.027500477
2.119,-0.015718275,-0.015647266
2.12,-0.015701607,-0.007824434
2.121,-0.015684947,-0.014990052
2.122,-0.015668293,-0.0018103
2.123,-0.015651647,0.003130019
2.124,-0.015635008,-0.017823445
2.125,-0.015618377,-0.013585581
2.126,-0.015601753,-0.005950251
2.127,-0.015585137,0.032971166
2.128,-0.015568528,-0.008598092
2.129,-0.015551928,0.015064367
2.13,-0.015535336,-0.009520253
2.131,-0.015518752,0.038689625
2.132,-0.015502176,-0.0274918
2.133,-0.015485609,0.01010761
2.134,-0.01546905,0.00472154
2.135,-0.0154525,-0.019735681
2.136,-0.015435958,-0.017838232
2.137,-0.015419425,-0.014412194
2.138,-0.015402902,-0.003001174
2.139,-0.015386387,0.019397283
2.14,-0.015369882,0.007765223
2.141,-0.015353386,0.040203921
2.142,-0.015336899,0.004381412
2.143,-0.015320422,0.014017822
2.144,-0.015303955,-0.005545567
2.145,-0.015287497,0.009272995
2.146,-0.015271049,0.028168939
2.147,-0.015254611,0.038143013
2.148,-0.015238184,-0.024513701
2.149,-0.015221766,0.001018257
2.15,-0.015205359,0.006229707
2.151,-0.015188962,0.013946685
2.152,-0.015172576,-0.006292028
2.153,-0.0151562,0.006755566
2.154,-0.015139836,-0.022458399
2.155,-0.015123482,0.020632476
2.156,-0.015107139,0.013363958
2.157,-0.015090807,0.037848148
2.158,-0.015074486,-0.006079182
2.159,-0.015058177,-0.021707296
2.16,-0.015041879,0.001867035
2.161,-0.015025593,-0.007874525
2.162,-0.015009319,0.012110933
2.163,-0.014993056,-0.00678301
2.164,-0.014976805,0.029388256
2.165,-0.014960566,0.022845354
2.166,-0.014944339,0.026496001
2.167,-0.014928125,-0.035738248
2.168,-0.014911922,-0.020327087
2.169,-0.014895732,0.021142133
2.17,-0.014879555,0.005012153
2.171,-0.01486339,-0.027536837
2.172,-0.014847239,0.037265602
2.173,-0.0148311,-0.001702203
2.174,-0.014814974,0.000797846
2.175,-0.014798861,0.000915155
2.176,-0.014782761,0.008677303
2.177,-0.014766674,0.017839631
2.178,-0.014750601,-0.022954851
2.179,-0.014734542,0.006841058
2.18,-0.014718496,0.000947911
2.181,-0.014702464,0.004896652
2.182,-0.014686445,-0.002531228
2.183,-0.014670441,-0.00832527
2.184,-0.014654451,0.005945476
2.185,-0.014638475,-0.011104634
2.186,-0.014622513,-0.000452325
2.187,-0.014606565,0.022093527
2.188,-0.014590632,0.006410068
2.189,-0.014574714,-0.006558087
2.19,-0.01455881,-0.016449021
2.191,-0.014542922,-0.019291125
2.192,-0.014527048,-0.026981795
2.193,-0.014511189,-0.021341601
2.194,-0.014495345,0.002804109
2.195,-0.014479516,-0.013128682
2.196,-0.014463703,-0.025145743
2.197,-0.014447905,0.029970603
2.198,-0.014432123,0.024973443
2.199,-0.014416357,-0.020823786
2.2,-0.014400606,-0.003871978
2.201,-0.014384871,0.009945194
2.202,-0.014369152,0.014677254
2.203,-0.014353449,-0.004842303
2.204,-0.014337762,-0.011820428
2.205,-0.014322092,0.019968655
2.206,-0.014306438,-0.005855454
2.207,-0.014290801,-0.010180723
2.208,-0.01427518,0.007559734
2.209,-0.014259575,0.022670176
2.21,-0.014243988,-0.017447287
2.211,-0.014228417,-0.024153817
2.212,-0.014212864,0.020575508
2.213,-0.014197328,-0.004297752
2.214,-0.014181808,0.020689994
2.215,-0.014166307,-0.009167309
2.216,-0.014150822,-0.010926889
2.217,-0.014135355,0.008852382
2.218,-0.014119906,-0.014459653
2.219,-0.014104474,0.007970424
2.22,-0.014089061,-0.026153082
2.221,-0.014073665,0.014395406
2.222,-0.014058287,-0.001570713
2.223,-0.014042928,0.011473174
2.224,-0.014027586,-0.006893138
2.225,-0.014012263,-0.009345299
2.226,-0.013996958,-0.019644298
2.227,-0.013981672,-0.00021596
2.228,-0.013966405,0.004186597
2.229,-0.013951156,0.007659186
2.23,-0.013935926,0.018302795
2.231,-0.013920715,0.01605545
2.232,-0.013905524,-0.006737935
2.233,-0.013890351,0.00082331
2.234,-0.013875197,-0.002238653
2.235,-0.013860063,-0.004007863
2.236,-0.013844948,-0.020698171
2.237,-0.013829853,-0.031817317
2.238,-0.013814778,0.022867501
2.239,-0.013799722,0.007972069
2.24,-0.013784686,-0.013672041
2.241,-0.01376967,0.033607967
2.242,-0.013754673,0.005821889
2.243,-0.013739697,0.015846621
2.244,-0.013724742,0.002488376
2.245,-0.013709806,0.019777941
2.246,-0.013694891,-0.010984336
2.247,-0.013679997,-0.008288357
2.248,-0.013665123,-0.01093047
2.249,-0.01365027,-0.017105073
2.25,-0.013635437,-0.010313137
2.251,-0.013620626,-0.026809398
2.252,-0.013605835,0.017821362
2.253,-0.013591066,0.009260977
2.254,-0.013576317,-0.010698458
2.255,-0.01356159,-0.006630746
2.256,-0.013546885,-0.017424241
2.257,-0.013532201,-0.017143179
2.258,-0.013517538,-0.010879196
2.259,-0.013502897,0.002764388
2.26,-0.013488278,-0.020703314
2.261,-0.01347368,-0.018412137
2.262,-0.013459105,0.004914025
2.263,-0.013444552,-0.009571631
2.264,-0.01343002,-0.020236481
2.265,-0.013415511,-0.006370304
2.266,-0.013401024,-0.03097995
2.267,-0.01338656,-0.014428058
2.268,-0.013372118,-0.001903763
2.269,-0.013357699,0.001210101
2.27,-0.013343302,-0.009698091
2.271,-0.013328929,-0.025001504
2.272,-0.013314578,-0.005064968
2.273,-0.01330025,0.001427951
2.274,-0.013285945,0.00212769
2.275,-0.013271663,0.019099196
2.276,-0.013257404,-0.026963037
2.277,-0.013243169,0.006003619
2.278,-0.013228957,-0.00308297
2.279,-0.013214769,-0.015329534
2.28,-0.013200604,-0.010262269
2.281,-0.013186463,0.002878272
2.282,-0.013172345,0.011061217
2.283,-0.013158252,-0.001794403
2.284,-0.013144182,0.012481805
2.285,-0.013130137,-0.026721992
2.286,-0.013116115,0.005576414
2.287,-0.013102118,-0.025301246
2.288,-0.013088145,-0.015019484
2.289,-0.013074197,-0.025168033
2.29,-0.013060273,-0.007885177
2.291,-0.013046373,-0.006928011
2.292,-0.013032498,-0.024434136
2.293,-0.013018648,0.030676896
2.294,-0.013004823,0.000852849
2.295,-0.012991023,-1.48E-05
2.296,-0.012977247,-0.038756534
2.297,-0.012963497,0.003162582
2.298,-0.012949772,-0.01530489
2.299,-0.012936072,-0.0278839
2.3,-0.012922398,-0.02483307
2.301,-0.012908748,0.005089561
2.302,-0.012895125,-0.000307952
2.303,-0.012881527,-0.009061705
2.304,-0.012867955,0.008789422
2.305,-0.012854408,-0.018258842
2.306,-0.012840887,-0.009502967
2.307,-0.012827393,-0.00269846
2.308,-0.012813924,-0.012535082
2.309,-0.012800481,-0.01737218
2.31,-0.012787065,-0.000854872
2.311,-0.012773675,-0.000978614
2.312,-0.012760311,0.012659043
2.313,-0.012746973,-0.020276347
2.314,-0.012733663,0.001224012
2.315,-0.012720378,0.020585956
2.316,-0.012707121,-0.027306207
2.317,-0.01269389,0.009816862
2.318,-0.012680686,-0.003224
2.319,-0.012667509,-0.008804636
2.32,-0.012654358,-0.037632588
2.321,-0.012641235,0.006632851
2.322,-0.01262814,-0.037127748
2.323,-0.012615071,-0.023733016
2.324,-0.01260203,-0.006469948
2.325,-0.012589016,-0.029010748
2.326,-0.012576029,-0.014516191
2.327,-0.01256307,-0.035894461
2.328,-0.012550139,-0.006487508
2.329,-0.012537236,-0.037765257
2.33,-0.01252436,-0.016606148
2.331,-0.012511512,0.001076705
2.332,-0.012498692,-0.022336079
2.333,-0.0124859,-0.006365017
2.334,-0.012473137,-0.008488508
2.335,-0.012460401,-0.017191879
2.336,-0.012447694,0.012548801
2.337,-0.012435015,-0.02492452
2.338,-0.012422364,-0.010759174
2.339,-0.012409742,-0.018164668
2.34,-0.012397149,-0.007142432
2.341,-0.012384584,-0.013060921
2.342,-0.012372048,-0.024986302
2.343,-0.01235954,-1.15E-05
2.344,-0.012347062,-0.00566508
2.345,-0.012334612,-0.016738933
2.346,-0.012322192,-0.015537171
2.347,-0.0123098,0.007182323
2.348,-0.012297438,-0.006450361
2.349,-0.012285105,-0.012161553
2.35,-0.012272801,-0.006542203
2.351,-0.012260527,-0.017475633
2.352,-0.012248282,-0.009425745
2.353,-0.012236067,-0.039247476
2.354,-0.012223881,0.003138623
2.355,-0.012211725,0.000634487
2.356,-0.012199599,-0.00362045
2.357,-0.012187502,0.027103232
2.358,-0.012175435,0.005493561
2.359,-0.012163399,0.011617091
2.36,-0.012151392,-0.017430896
2.361,-0.012139415,-0.00834881
2.362,-0.012127469,-0.010063453
2.363,-0.012115553,0.009608375
2.364,-0.012103667,0.006415521
2.365,-0.012091812,-0.043862436
2.366,-0.012079987,-0.02661673
2.367,-0.012068192,-0.031640109
2.368,-0.012056428,-0.001132485
2.369,-0.012044695,-0.020231809
2.37,-0.012032992,-0.021237351
2.371,-0.012021321,-0.020752979
2.372,-0.01200968,-0.014110045
2.373,-0.01199807,-0.019132907
2.374,-0.011986491,-0.025228361
2.375,-0.011974943,0.021449797
2.376,-0.011963426,-0.042208847
2.377,-0.01195194,-0.008805803
2.378,-0.011940486,-0.026911346
2.379,-0.011929063,0.002755016
2.38,-0.011917671,0.013631882
2.381,-0.011906311,-0.018055262
2.382,-0.011894982,-0.013360005
2.383,-0.011883685,-0.020273881
2.384,-0.01187242,-0.035582419
2.385,-0.011861186,0.003542704
2.386,-0.011849984,-0.02473633
2.387,-0.011838814,-0.056718152
2.388,-0.011827675,0.013002743
2.389,-0.011816569,-0.008529199
2.39,-0.011805495,-0.015802234
2.391,-0.011794452,-0.01959746
2.392,-0.011783442,0.019757245
2.393,-0.011772465,-0.013864174
2.394,-0.011761519,-0.006254375
2.395,-0.011750606,-0.006621737
2.396,-0.011739725,-0.021748472
2.397,-0.011728876,0.024141435
2.398,-0.01171806,-0.014614861
2.399,-0.011707277,-0.022351021
2.4,-0.011696526,-0.00888796
2.401,-0.011685808,-0.047831435
2.402,-0.011675123,-0.035578344
2.403,-0.011664471,-0.04757509
2.404,-0.011653851,-0.030173957
2.405,-0.011643264,-0.011030396
2.406,-0.011632711,-0.028895216
2.407,-0.01162219,-0.007052069
2.408,-0.011611702,-0.023433967
2.409,-0.011601248,0.006326134
2.41,-0.011590827,-0.000122999
2.411,-0.011580439,-0.049977895
2.412,-0.011570084,-0.046099704
2.413,-0.011559763,0.004294378
2.414,-0.011549475,-0.008193232
2.415,-0.011539221,-0.012117428
2.416,-0.011529,-0.007576152
2.417,-0.011518813,-0.037360262
2.418,-0.01150866,0.003545786
2.419,-0.01149854,-0.006697998
2.42,-0.011488454,-0.022179496
2.421,-0.011478402,-0.018418171
2.422,-0.011468383,-0.031961489
2.423,-0.011458399,-0.011305918
2.424,-0.011448448,-0.008192873
2.425,-0.011438532,-0.020653203
2.426,-0.01142865,-0.042105787
2.427,-0.011418801,-0.018908968
2.428,-0.011408987,-0.006945558
2.429,-0.011399208,-0.027202325
2.43,-0.011389462,-0.025789468
2.431,-0.011379751,-0.004515993
2.432,-0.011370074,-0.022465855
2.433,-0.011360432,-0.003394035
2.434,-0.011350824,-0.041418757
2.435,-0.011341251,-0.014657833
2.436,-0.011331712,-0.008773274
2.437,-0.011322208,-0.032794483
2.438,-0.011312738,-0.028240332
2.439,-0.011303303,-0.021118224
2.44,-0.011293904,-0.009787449
2.441,-0.011284538,-0.008331579
2.442,-0.011275208,-0.030883493
2.443,-0.011265913,-0.008253463
2.444,-0.011256652,-0.014043582
2.445,-0.011247427,-0.027781926
2.446,-0.011238237,-0.002171406
2.447,-0.011229082,-0.05453996
2.448,-0.011219962,-0.015752472
2.449,-0.011210877,0.003515455
2.45,-0.011201827,-0.012161889
2.451,-0.011192813,0.009464641
2.452,-0.011183834,-0.002920484
2.453,-0.01117489,-0.023179818
2.454,-0.011165982,-0.00324989
2.455,-0.011157109,-0.000586072
2.456,-0.011148272,-0.011891943
2.457,-0.01113947,-0.00981867
2.458,-0.011130704,-0.021358648
2.459,-0.011121973,0.002515361
2.46,-0.011113278,0.000505773
2.461,-0.011104619,-0.023422353
2.462,-0.011095996,-0.01065753
2.463,-0.011087408,-0.030363018
2.464,-0.011078856,-0.004309953
2.465,-0.01107034,-0.007286852
2.466,-0.01106186,-0.033899549
2.467,-0.011053416,-0.006306433
2.468,-0.011045008,-0.023115898
2.469,-0.011036636,-0.016704252
2.47,-0.0110283,-0.018260648
2.471,-0.01102,-0.032726288
2.472,-0.011011737,0.004614141
2.473,-0.011003509,-0.013355298
2.474,-0.010995318,-0.003342098
2.475,-0.010987163,-0.037359331
2.476,-0.010979044,0.001487822
2.477,-0.010970961,-0.003138057
2.478,-0.010962915,-0.031602405
2.479,-0.010954905,-0.051395144
2.48,-0.010946932,-0.017813278
2.481,-0.010938995,-0.032540206
2.482,-0.010931095,-0.03527841
2.483,-0.010923231,-0.024765577
2.484,-0.010915404,-0.018350046
2.485,-0.010907613,0.00266396
2.486,-0.010899859,-0.037334964
2.487,-0.010892142,-0.000404061
2.488,-0.010884462,-0.011049631
2.489,-0.010876818,0.006749716
2.49,-0.010869211,-0.020041659
2.491,-0.01086164,-0.002429616
2.492,-0.010854107,-0.006294533
2.493,-0.01084661,-0.019850269
2.494,-0.01083915,-0.012687974
2.495,-0.010831728,-0.00417725
2.496,-0.010824342,-0.044207774
2.497,-0.010816993,-0.024057876
2.498,-0.010809681,-0.012752152
2.499,-0.010802406,-0.004066976
2.5,-0.010795169,0.018218916
2.501,-0.010787968,-0.013434949
2.502,-0.010780804,0.004753429
2.503,-0.010773678,-0.017796548
2.504,-0.010766589,-0.005890971
2.505,-0.010759537,-0.015270009
2.506,-0.010752522,-0.008322733
2.507,-0.010745545,0.009013969
2.508,-0.010738605,0.030716192
2.509,-0.010731702,-0.044627462
2.51,-0.010724836,0.011136113
2.511,-0.010718008,0.00442758
2.512,-0.010711217,-0.018180156
2.513,-0.010704464,-0.022588061
2.514,-0.010697748,-0.024996223
2.515,-0.01069107,-0.016805615
2.516,-0.010684429,0.005892453
2.517,-0.010677825,-0.015034862
2.518,-0.010671259,-0.032931849
2.519,-0.010664731,-0.021157872
2.52,-0.01065824,-0.021116588
2.521,-0.010651787,-0.005958278
2.522,-0.010645371,0.008533031
2.523,-0.010638993,-0.021628717
2.524,-0.010632653,-0.021265052
2.525,-0.010626351,-0.061274294
2.526,-0.010620086,-0.027662944
2.527,-0.010613859,-0.030479144
2.528,-0.010607669,-0.002966376
2.529,-0.010601518,-0.033521947
2.53,-0.010595404,-0.012760554
2.531,-0.010589328,-0.039352439
2.532,-0.010583289,-0.010319071
2.533,-0.010577289,-0.007000156
2.534,-0.010571326,-0.007356577
2.535,-0.010565402,-0.015328338
2.536,-0.010559515,-0.004733014
2.537,-0.010553666,-0.031740211
2.538,-0.010547855,-0.01848609
2.539,-0.010542082,-0.038244423
2.54,-0.010536347,0.01022296
2.541,-0.01053065,-0.009758566
2.542,-0.01052499,-0.034295596
2.543,-0.010519369,-0.007786059
2.544,-0.010513786,-0.016330656
2.545,-0.010508241,-0.005158796
2.546,-0.010502734,-0.003290583
2.547,-0.010497265,-0.003764991
2.548,-0.010491834,-0.005518078
2.549,-0.010486441,-0.024294036
2.55,-0.010481086,-0.01244383
2.551,-0.010475769,-0.011752671
2.552,-0.010470491,0.000652519
2.553,-0.01046525,-0.013536399
2.554,-0.010460048,-0.008637013
2.555,-0.010454883,-0.024524722
2.556,-0.010449757,-0.012139626
2.557,-0.010444669,-0.035753451
2.558,-0.01043962,0.01191649
2.559,-0.010434608,0.000537948
2.56,-0.010429635,-0.032982402
2.561,-0.0104247,-0.046961416
2.562,-0.010419803,-0.023507942
2.563,-0.010414944,-0.005602509
2.564,-0.010410123,-0.00867177
2.565,-0.010405341,-0.015359623
2.566,-0.010400597,-0.012186516
2.567,-0.010395891,-0.013484051
2.568,-0.010391223,-0.011308103
2.569,-0.010386594,-0.002198373
2.57,-0.010382003,0.006350159
2.571,-0.01037745,0.013096715
2.572,-0.010372935,0.004715591
2.573,-0.010368459,0.004445678
2.574,-0.010364021,0.008617786
2.575,-0.010359621,-0.03043256
2.576,-0.01035526,-0.043972
2.577,-0.010350936,-0.016178574
2.578,-0.010346651,0.011608158
2.579,-0.010342405,-0.001239036
2.58,-0.010338196,-0.008576303
2.581,-0.010334026,-0.025919372
2.582,-0.010329895,-0.015757866
2.583,-0.010325801,0.004830367
2.584,-0.010321746,-0.007587572
2.585,-0.010317729,0.008873609
2.586,-0.01031375,0.034307674
2.587,-0.01030981,-0.012875105
2.588,-0.010305908,-0.008523669
2.589,-0.010302044,-0.000512736
2.59,-0.010298219,-0.019400481
2.591,-0.010294432,-0.01632987
2.592,-0.010290683,0.00241536
2.593,-0.010286972,0.002952012
2.594,-0.0102833,-0.038301837
2.595,-0.010279666,0.026873032
2.596,-0.01027607,-0.023681616
2.597,-0.010272512,0.007070344
2.598,-0.010268993,0.012849001
2.599,-0.010265512,0.019502306
2.6,-0.010262069,-0.021390006
2.601,-0.010258665,0.012500376
2.602,-0.010255298,-0.053074624
2.603,-0.01025197,-0.023954557
2.604,-0.01024868,-0.023419214
2.605,-0.010245429,-0.010640113
2.606,-0.010242215,-0.01393193
2.607,-0.01023904,-0.034323506
