Freq,S11,S22,S33
1.173,112.19009,-2.9548111,-2.3409369
1.174,112.16132,-2.9779837,-2.4511929
1.175,112.31026,-3.3885963,-2.6997175
1.176,112.16059,-3.4288521,-2.8013136
1.177,111.99628,-3.2605908,-2.5418472
1.178,112.45215,-3.0810137,-2.5603418
1.179,111.81074,-3.187427,-2.6048551
1.18,111.98347,-3.4929333,-2.9047956
1.181,112.14953,-3.600352,-3.0886464
1.182,112.04489,-3.449394,-2.7834537
1.183,111.70287,-3.1794631,-2.8265038
1.184,111.76651,-3.5405118,-3.06884
1.185,111.85412,-3.3489769,-2.9735608
1.186,111.72256,-3.4553444,-3.0324755
1.187,111.60856,-3.5926006,-3.0328434
1.188,111.74309,-3.725198,-3.2081974
1.189,111.5872,-3.6890168,-3.2409282
1.19,111.27607,-3.7450376,-3.3793871
1.191,111.70103,-4.0658307,-3.731869
1.192,111.80531,-4.0131936,-3.5525784
1.193,111.26694,-3.8727715,-3.5150588
1.194,111.24597,-3.9902513,-3.6265671
1.195,111.15871,-3.7471089,-3.3699601
1.196,111.42661,-3.8993597,-3.3921423
1.197,111.1725,-4.1617222,-3.6223195
1.198,111.05029,-4.0998964,-3.847604
1.199,111.04745,-3.8802941,-3.5790136
1.2,111.01032,-4.1430411,-3.7730312
1.201,110.74674,-4.2577386,-3.8313143
1.202,111.07231,-4.2166524,-3.8672864
1.203,110.98241,-4.2012744,-3.8757546
1.204,110.77376,-4.4137287,-4.1056108
1.205,110.89194,-4.3003435,-4.0295548
1.206,110.99193,-4.2988491,-3.9616845
1.207,111.33779,-4.2884693,-3.9381497
1.208,111.0493,-4.3859801,-4.0524302
1.209,110.86396,-4.3110566,-3.9173458
1.21,110.69608,-4.5834317,-4.3618431
1.211,110.88052,-4.3496437,-3.9805984
1.212,110.41089,-4.5328188,-4.2863221
1.213,110.74399,-4.6271458,-4.2813764
1.214,110.33385,-4.5584326,-4.4526534
1.215,110.51808,-4.5759249,-4.154767
1.216,110.41237,-4.485981,-4.1336021
1.217,110.55807,-4.708159,-4.4456735
1.218,110.29836,-4.6352296,-4.4569602
1.219,110.38563,-4.6625566,-4.4755273
1.22,110.12215,-4.7209587,-4.3767314
1.221,110.26402,-4.8334632,-4.5515866
1.222,110.44479,-5.0422153,-4.7836986
1.223,110.13129,-4.9668789,-4.8115463
1.224,109.87652,-4.8688993,-4.60638
1.225,109.84686,-5.2679853,-5.0994163
1.226,109.78003,-5.0132599,-4.7258897
1.227,109.87481,-5.2844768,-4.9952946
1.228,109.60529,-4.8706222,-4.6769295
1.229,109.96938,-5.0606785,-4.8314891
1.23,109.89722,-5.3472962,-5.1178093
1.231,109.41757,-5.2309194,-4.9318385
1.232,109.70156,-5.1671696,-4.9391026
1.233,109.7613,-5.1214209,-5.0515676
1.234,109.84034,-5.3164845,-5.1080742
1.235,109.51089,-5.5306897,-5.2919984
1.236,109.74226,-5.2969022,-5.0673814
1.237,109.58193,-5.4559584,-5.2680674
1.238,109.13234,-5.3596268,-5.1086507
1.239,109.61454,-5.4421182,-5.351902
1.24,109.54849,-5.4444866,-5.2990899
1.241,109.41548,-5.1844163,-5.0823832
1.242,109.15808,-5.6190586,-5.4761791
1.243,109.21421,-5.4601951,-5.3263545
1.244,109.12429,-5.7242832,-5.5595608
1.245,109.21966,-5.573071,-5.655911
1.246,108.73306,-5.9718986,-5.885499
1.247,109.3148,-5.6032133,-5.5442076
1.248,108.69759,-5.7563052,-5.7119331
1.249,108.99318,-5.738091,-5.5828691
1.25,108.97683,-5.6932602,-5.5226564
1.251,108.63975,-6.1033449,-6.1595631
1.252,108.44326,-5.9906306,-5.9398017
1.253,108.67598,-5.9355655,-5.920517
1.254,108.75938,-5.9938669,-6.0575795
1.255,108.80272,-6.0686421,-6.0699496
1.256,108.78508,-6.0299726,-6.0457811
1.257,108.65102,-6.1957011,-6.2806292
1.258,108.5696,-6.2941737,-6.3015766
1.259,108.46643,-6.2584271,-6.2573085
1.26,108.3287,-6.0740767,-6.0746598
1.261,108.75855,-6.3875709,-6.3924141
1.262,108.27876,-6.2515421,-6.2599621
1.263,108.25469,-6.1411467,-6.2411437
1.264,108.5195,-6.2882061,-6.1605453
1.265,108.31575,-6.500423,-6.4460297
1.266,108.44463,-6.5248675,-6.6130514
1.267,108.36771,-6.379436,-6.4108739
1.268,107.99446,-6.5389962,-6.7505355
1.269,107.88261,-6.365943,-6.381114
1.27,108.05457,-6.5066361,-6.630301
1.271,107.56306,-6.5853601,-6.7457829
1.272,107.86029,-6.8867168,-6.8895712
1.273,107.7312,-6.8352218,-6.8590174
1.274,107.56061,-6.6357374,-6.8258262
1.275,107.82014,-6.8832612,-6.8591332
1.276,107.80153,-7.153791,-7.1887484
1.277,107.84791,-6.9988837,-7.0619583
1.278,107.44946,-6.5991802,-6.743176
1.279,107.30361,-6.7341256,-6.9237022
1.28,107.33475,-6.9917674,-7.1660733
1.281,107.50392,-6.8494763,-6.960597
1.282,107.44826,-6.9085402,-7.0921426
1.283,106.84634,-7.0216556,-7.2474756
1.284,107.47732,-6.8983054,-7.030652
1.285,107.20258,-7.0304976,-7.2832117
1.286,107.38937,-7.1040831,-7.3903346
1.287,107.42572,-7.0468793,-7.1383443
1.288,106.92841,-6.8173008,-7.0152464
1.289,106.74194,-7.1579237,-7.3581791
1.29,106.90483,-7.389967,-7.581048
1.291,106.99763,-7.1086507,-7.4793272
1.292,106.79933,-7.1593871,-7.532763
1.293,107.0028,-7.0615149,-7.3483701
1.294,106.88775,-7.3688068,-7.657444
1.295,106.98226,-7.2883983,-7.6398101
1.296,107.01028,-7.383379,-7.6192307
1.297,106.58123,-7.3973494,-7.822423
1.298,106.50671,-7.3661294,-7.6259847
1.299,106.85443,-7.3643355,-7.811614
1.3,106.91392,-7.3985376,-7.6714687
1.301,106.18366,-7.6007967,-7.8258176
1.302,106.49598,-7.6168351,-7.9626217
1.303,106.54398,-7.6507416,-8.1550303
1.304,106.35625,-7.6747217,-7.9898715
1.305,106.44701,-7.592196,-7.8414226
1.306,106.14981,-7.5006809,-7.7237616
1.307,106.05553,-7.6043811,-8.0828466
1.308,105.90299,-7.6599846,-8.0009794
1.309,106.27694,-7.9690185,-8.3820419
1.31,106.03321,-7.6795721,-8.0376921
1.311,105.81064,-7.8100557,-8.1967583
1.312,105.95934,-7.7316976,-8.148138
1.313,105.71532,-7.9426684,-8.3610058
1.314,105.87629,-7.9805222,-8.4883738
1.315,105.67873,-8.0286655,-8.3392763
1.316,105.72185,-7.916379,-8.2991257
1.317,105.94904,-7.8839831,-8.2183104
1.318,105.67136,-7.9154158,-8.287117
1.319,105.58872,-7.8244281,-8.2435837
1.32,105.61003,-7.9373312,-8.3018932
1.321,105.47389,-7.9577265,-8.3321514
1.322,105.37257,-8.0183916,-8.4114304
1.323,105.30678,-8.0050764,-8.2857323
1.324,105.34832,-8.0870962,-8.3380184
1.325,105.20975,-7.9548945,-8.4813223
1.326,105.18016,-7.9895592,-8.4130974
1.327,105.20623,-8.1284084,-8.4516935
1.328,105.1785,-8.0617914,-8.5381441
1.329,104.97341,-8.0914745,-8.6295595
1.33,105.16344,-8.334549,-8.8681173
1.331,105.02135,-8.1880569,-8.617795
1.332,105.28475,-8.3090935,-8.7885866
1.333,105.13325,-8.1810627,-8.7739811
1.334,104.97722,-8.3559294,-8.9282122
1.335,104.88346,-8.1952677,-8.7773991
1.336,104.66229,-8.4668388,-8.8671207
1.337,104.73617,-8.6838455,-8.9895144
1.338,104.83903,-8.5571346,-9.0374689
1.339,104.53986,-8.5588436,-8.9626045
1.34,104.4277,-8.5473032,-9.0859442
1.341,104.74955,-8.4716711,-9.1392784
1.342,104.54715,-8.7587337,-9.2440767
1.343,104.27708,-8.740859,-9.2266111
1.344,104.7132,-8.7059641,-9.282918
1.345,103.89173,-8.5695257,-9.2491055
1.346,104.08323,-8.5621977,-9.2358303
1.347,103.97765,-8.7735872,-9.3089981
1.348,104.03667,-8.7809715,-9.4905996
1.349,103.96942,-8.557766,-9.2404556
1.35,103.95887,-8.8322287,-9.5359144
1.351,103.96871,-8.7593231,-9.4517479
1.352,103.79966,-8.7545462,-9.4855547
1.353,103.89924,-8.8966627,-9.4435787
1.354,103.72459,-8.8418465,-9.6087322
1.355,103.63048,-8.8104935,-9.5459194
1.356,103.65444,-8.9212284,-9.5419893
1.357,103.56012,-8.8479719,-9.4836798
1.358,103.46519,-9.0159016,-9.6824636
1.359,103.48033,-9.0706882,-9.7898798
1.36,103.96137,-8.7815304,-9.5326786
1.361,103.49464,-9.0479364,-9.8741436
1.362,103.37199,-9.1735659,-10.041863
1.363,103.36195,-9.1732397,-10.001984
1.364,102.89716,-8.8838892,-9.7356339
1.365,103.1749,-9.1294022,-10.02714
1.366,103.1889,-8.940588,-9.8711462
1.367,103.71107,-9.0783615,-9.9228878
1.368,103.02652,-9.0401449,-9.9334946
1.369,103.02905,-9.0354824,-9.783164
1.37,103.10667,-9.2965307,-10.116072
1.371,103.0668,-9.0202532,-10.028698
1.372,102.51289,-9.1098328,-10.025558
1.373,102.86965,-9.1428814,-10.162834
1.374,102.66378,-9.4740906,-10.285017
1.375,102.67398,-9.4516258,-10.172394
1.376,102.65679,-9.194458,-10.001644
1.377,102.2622,-9.4087982,-10.431445
1.378,102.31734,-9.514863,-10.398878
1.379,102.37896,-9.3685741,-10.261431
1.38,102.12135,-9.388628,-10.343147
1.381,102.59232,-9.3420191,-10.282675
1.382,102.26185,-9.5139599,-10.553409
1.383,102.21825,-9.297575,-10.348031
1.384,102.25697,-9.5128698,-10.496187
1.385,102.19178,-9.4497185,-10.485758
1.386,101.79201,-9.5848217,-10.629213
1.387,101.86834,-9.7063704,-10.722825
1.388,101.90465,-9.5895081,-10.642287
1.389,101.95456,-9.6742907,-10.593034
1.39,101.45163,-9.5012321,-10.574912
1.391,102.06596,-9.783659,-10.770604
1.392,101.87325,-9.669898,-10.870242
1.393,101.44325,-9.5828772,-10.650107
1.394,101.45971,-9.6856689,-10.79518
1.395,101.58483,-9.8134966,-10.839102
1.396,101.55175,-9.766346,-10.858287
1.397,101.53498,-9.6286755,-10.669028
1.398,101.27532,-9.9071379,-11.018979
1.399,101.2123,-9.8978415,-10.916894
1.4,101.18169,-10.074984,-11.220275
1.401,101.01819,-10.059025,-11.217993
1.402,101.15977,-9.9783382,-11.092179
1.403,100.92938,-10.019848,-11.249035
1.404,100.84801,-10.055601,-11.143719
1.405,100.85033,-10.164404,-11.352777
1.406,100.83209,-10.372804,-11.530605
1.407,100.93156,-10.343335,-11.401625
1.408,100.56114,-10.071733,-11.255005
1.409,100.65017,-10.211153,-11.321025
1.41,100.62057,-10.336531,-11.522284
1.411,100.37939,-10.220333,-11.452924
1.412,100.3433,-10.324924,-11.489405
1.413,100.39888,-10.355612,-11.38952
1.414,100.48279,-10.418859,-11.554538
1.415,100.53206,-10.572521,-11.600233
1.416,100.08828,-10.313322,-11.343986
1.417,100.33364,-10.293215,-11.512995
1.418,100.42403,-10.391543,-11.555186
1.419,100.11562,-10.494337,-11.667593
1.42,99.865936,-10.397788,-11.45644
1.421,100.03975,-10.394252,-11.70362
1.422,100.15004,-10.401902,-11.598096
1.423,99.902893,-10.483415,-11.793226
1.424,99.699928,-10.530323,-11.68762
1.425,99.892471,-10.692883,-11.87164
1.426,99.688805,-10.494639,-11.792598
1.427,99.618828,-10.595888,-11.795671
1.428,99.307129,-10.768639,-12.030588
1.429,99.759003,-10.78476,-11.947292
1.43,99.506416,-10.796703,-11.995522
1.431,99.54052,-10.633975,-11.865309
1.432,98.915863,-10.689957,-11.853918
1.433,99.114685,-10.788333,-12.011896
1.434,99.006065,-11.068404,-12.341696
1.435,98.824287,-10.758183,-11.962532
1.436,98.878433,-10.973354,-12.277045
1.437,98.878365,-10.931282,-12.112755
1.438,98.900948,-11.058454,-12.212356
1.439,98.862694,-10.931377,-12.100771
1.44,98.882172,-10.903738,-12.192354
1.441,98.876732,-10.886353,-11.993855
1.442,98.845421,-10.851094,-12.140992
1.443,98.596558,-10.985636,-12.295023
1.444,98.599907,-10.995332,-12.304522
1.445,98.637596,-11.092319,-12.303034
1.446,98.2883,-10.869399,-12.192329
1.447,98.319908,-11.131729,-12.48131
1.448,98.250526,-11.212939,-12.412518
1.449,98.290253,-11.242757,-12.461308
1.45,98.265594,-11.025557,-12.51659
1.451,98.035973,-11.213224,-12.505898
1.452,98.145218,-11.319994,-12.721808
1.453,97.937469,-11.151608,-12.655755
1.454,98.047836,-11.319299,-12.616532
1.455,97.790504,-11.385714,-12.72333
1.456,98.094994,-11.377149,-12.641944
1.457,97.727768,-11.450095,-12.787968
1.458,97.355667,-11.527176,-12.834743
1.459,97.631035,-11.547073,-12.927311
1.46,97.744148,-11.632213,-13.015406
1.461,97.59729,-11.389687,-12.787409
1.462,97.560966,-11.45293,-12.971645
1.463,97.448929,-11.262863,-12.850103
1.464,97.238701,-11.568374,-12.990174
1.465,97.257172,-11.49792,-13.100476
1.466,97.136536,-11.793692,-13.243889
1.467,97.153534,-11.547216,-13.039864
1.468,97.22448,-11.702875,-13.190165
1.469,97.135956,-11.754366,-13.274984
1.47,96.99897,-11.453671,-12.972059
1.471,97.231003,-11.679337,-13.274167
1.472,97.193672,-11.689404,-13.345796
1.473,96.81218,-11.954686,-13.415536
1.474,96.686317,-11.835526,-13.42866
1.475,96.646355,-11.848826,-13.32974
1.476,96.790337,-11.868674,-13.470414
1.477,96.538277,-11.897215,-13.495107
1.478,96.774551,-11.885019,-13.497526
1.479,96.672966,-11.918243,-13.53402
1.48,96.499786,-12.205328,-13.72891
1.481,96.363358,-12.138562,-13.716074
1.482,96.320435,-12.033888,-13.619197
1.483,96.639656,-12.283933,-13.953238
1.484,96.025223,-12.17055,-13.814451
1.485,96.565712,-12.224298,-13.929001
1.486,96.101006,-12.195207,-13.852352
1.487,96.209213,-12.154803,-13.660692
1.488,95.941864,-12.230441,-13.938894
1.489,96.063667,-12.458489,-14.065949
1.49,95.954536,-12.498286,-14.219805
1.491,95.835457,-12.074161,-13.914937
1.492,95.569679,-12.517146,-14.239805
1.493,95.936768,-12.191568,-13.933524
1.494,95.693336,-12.441167,-14.191524
1.495,95.785561,-12.446031,-14.284681
1.496,95.464005,-12.634803,-14.392675
1.497,95.609451,-12.470392,-14.179273
1.498,95.538475,-12.567616,-14.360275
1.499,95.627876,-12.581982,-14.29669
1.5,95.285248,-12.583903,-14.333033
1.501,95.270424,-12.505607,-14.235247
1.502,95.389969,-12.636833,-14.381484
1.503,95.189873,-12.648587,-14.499831
1.504,95.274078,-12.832087,-14.63643
1.505,95.364128,-12.951529,-14.733624
1.506,94.694221,-12.697176,-14.472975
1.507,94.934982,-12.636842,-14.449391
1.508,95.300903,-12.949936,-14.820961
1.509,95.085213,-12.78297,-14.603201
1.51,94.89299,-12.688023,-14.562211
1.511,94.702049,-12.90395,-14.744962
1.512,94.76786,-12.724339,-14.585041
1.513,94.788452,-13.008646,-14.77366
1.514,94.954895,-13.210884,-15.171926
1.515,94.531578,-12.921988,-14.743666
1.516,94.424805,-13.155028,-15.043728
1.517,94.111755,-13.014267,-14.858322
1.518,94.468521,-13.241333,-15.332148
1.519,94.407066,-13.182282,-15.165131
1.52,94.441086,-13.105612,-15.055902
1.521,94.257683,-13.172041,-15.072728
1.522,93.987343,-13.336521,-15.060943
1.523,94.255501,-13.322355,-15.281283
1.524,93.910667,-13.465454,-15.346251
1.525,93.656235,-13.614897,-15.503316
1.526,93.665489,-13.36943,-15.355181
1.527,93.840088,-13.433145,-15.342015
1.528,93.98716,-13.597611,-15.622948
1.529,93.864845,-13.516073,-15.537482
1.53,93.604836,-13.379745,-15.346182
1.531,93.793961,-13.590839,-15.704454
1.532,93.679588,-13.75958,-15.722886
1.533,93.370712,-13.790512,-15.806619
1.534,93.418701,-13.817871,-15.822468
1.535,93.336105,-13.536807,-15.59602
1.536,93.2341,-13.956378,-16.014704
1.537,93.219765,-13.924943,-15.980183
1.538,93.206383,-13.869318,-15.878634
1.539,93.11322,-13.882852,-15.986297
1.54,93.0438,-13.719646,-15.727262
1.541,93.15699,-14.110014,-16.123169
1.542,92.629646,-13.904572,-16.093494
1.543,92.818916,-14.06179,-16.06221
1.544,92.891121,-14.032657,-16.025288
1.545,92.64183,-14.108932,-16.092596
1.546,93.009995,-14.06655,-16.217199
1.547,92.416527,-14.010729,-16.081165
1.548,92.902481,-14.305504,-16.487656
1.549,92.577454,-14.207259,-16.367876
1.55,92.288155,-14.344127,-16.48852
1.551,92.429581,-14.328235,-16.430466
1.552,92.217049,-14.337435,-16.458229
1.553,92.158203,-14.320399,-16.473204
1.554,92.491722,-14.536128,-16.618471
1.555,92.171776,-14.283328,-16.422459
1.556,92.302124,-14.401343,-16.54789
1.557,92.072472,-14.418033,-16.613993
1.558,91.694511,-14.492589,-16.689844
1.559,91.961685,-14.660928,-16.7598
1.56,91.857964,-14.70672,-16.876303
1.561,91.91423,-14.75597,-16.964844
1.562,91.776871,-14.680464,-16.904322
1.563,91.680977,-14.721474,-16.876982
1.564,91.56076,-14.870403,-17.073225
1.565,91.776703,-14.917849,-17.119595
1.566,91.553383,-14.775115,-16.959415
1.567,91.286537,-15.005892,-17.12693
1.568,91.673584,-15.032757,-17.259729
1.569,91.239761,-14.934505,-17.202219
1.57,91.361191,-15.071224,-17.184935
1.571,91.437454,-14.994882,-17.22356
1.572,91.334145,-15.247476,-17.492851
1.573,91.545837,-15.321913,-17.615002
1.574,91.536194,-15.197822,-17.413515
1.575,91.293579,-15.298219,-17.490267
1.576,91.116692,-15.256015,-17.479685
1.577,91.093292,-15.685104,-18.079451
1.578,91.103134,-15.144627,-17.547453
1.579,90.813538,-15.421449,-17.686625
1.58,90.805321,-15.399473,-17.676468
1.581,90.628265,-15.563897,-17.665443
1.582,90.910057,-15.307272,-17.526003
1.583,91.01123,-15.377002,-17.616629
1.584,90.49366,-15.810343,-17.968201
1.585,90.567261,-15.34554,-17.775751
1.586,90.418076,-16.049765,-18.325083
1.587,90.597076,-15.746916,-18.083113
1.588,90.220543,-15.772139,-18.132242
1.589,90.606544,-15.845183,-18.160959
1.59,90.610466,-15.924788,-18.23984
1.591,90.405685,-15.848501,-18.278404
1.592,90.328545,-16.007893,-18.399529
1.593,90.389626,-15.97579,-18.367487
1.594,90.046013,-16.193068,-18.475147
1.595,90.306419,-16.035002,-18.559134
1.596,89.972046,-16.000944,-18.398756
1.597,90.081505,-15.809414,-18.278627
1.598,90.317329,-16.255016,-18.717525
1.599,89.756401,-16.050667,-18.594919
1.6,89.884575,-16.268822,-18.685661
1.601,90.063728,-16.374189,-18.855507
1.602,89.579842,-16.23049,-18.795126
1.603,89.616623,-16.797495,-19.219988
1.604,89.745331,-16.553646,-19.112873
1.605,89.777977,-16.388279,-18.820942
1.606,89.517601,-16.480701,-18.98785
1.607,89.375252,-16.535782,-19.113943
1.608,89.309441,-16.51598,-19.045511
1.609,89.335304,-16.695002,-19.271086
1.61,89.528481,-16.861071,-19.284302
1.611,89.253059,-16.906832,-19.480291
1.612,89.306419,-16.832382,-19.470921
1.613,89.429283,-16.652258,-19.268251
1.614,89.120949,-16.768639,-19.532381
1.615,89.214409,-16.819572,-19.443426
1.616,89.445763,-16.988285,-19.68742
1.617,89.017525,-16.810045,-19.553623
1.618,89.159317,-16.949703,-19.60146
1.619,88.9347,-16.826431,-19.588428
1.62,89.039185,-17.289175,-19.954535
1.621,88.659294,-17.062506,-19.848177
1.622,89.178413,-17.074734,-19.908756
1.623,88.776192,-17.224976,-19.879683
1.624,88.470146,-17.278881,-20.09194
1.625,88.703995,-17.197062,-19.977768
1.626,88.596352,-17.407305,-20.217388
1.627,88.512978,-17.34812,-20.173159
1.628,88.618492,-17.408504,-20.189661
1.629,88.64592,-17.443796,-20.263981
1.63,88.43531,-17.507727,-20.325462
1.631,88.623383,-17.619781,-20.451284
1.632,88.564445,-17.674118,-20.655733
1.633,88.682381,-17.670851,-20.468788
1.634,88.257668,-17.633392,-20.523529
1.635,88.607475,-17.72032,-20.675129
1.636,88.570244,-17.830076,-20.698807
1.637,88.393669,-17.699579,-20.65711
1.638,88.293999,-17.90402,-20.875174
1.639,88.21978,-18.019283,-20.92651
1.64,88.467751,-18.125591,-21.093773
1.641,88.424835,-17.936001,-20.987453
1.642,88.124069,-18.065535,-21.002872
1.643,88.225525,-18.187099,-21.130428
1.644,88.166924,-18.150183,-21.116709
1.645,87.96347,-18.313219,-21.302431
1.646,87.675461,-18.28721,-21.278187
1.647,88.404099,-18.50403,-21.454626
1.648,88.11132,-18.450758,-21.464811
1.649,87.811974,-18.412098,-21.570351
1.65,87.819756,-18.543217,-21.518944
