Freq,S11_HFSS,S22_HFSS,S33_HFSS,S44_HFSS,S11_Milled,S22_Milled,S33_Milled,S44_Milled
1.016,-4.262335544,-10.75701341,-4.272858782,-10.81140218,-4.5395632,-11.569324,-4.4596381,-11.189468
1.017,-4.258898112,-10.77186333,-4.269340424,-10.82654325,-4.5155745,-11.614557,-4.42974,-11.217411
1.018,-4.255459668,-10.7867644,-4.265821015,-10.84173604,-4.5477304,-11.597887,-4.4916344,-11.265887
1.019,-4.25202024,-10.80171688,-4.262300583,-10.85698081,-4.5109434,-11.611734,-4.4819059,-11.258414
1.02,-4.248579855,-10.81672099,-4.258779155,-10.87227779,-4.5378971,-11.645055,-4.4689255,-11.30047
1.021,-4.245138542,-10.831777,-4.255256761,-10.88762723,-4.5014896,-11.666297,-4.4625545,-11.294121
1.022,-4.241696329,-10.84688513,-4.25173343,-10.90302938,-4.5015411,-11.662101,-4.4658494,-11.308737
1.023,-4.238253244,-10.86204564,-4.248209191,-10.91848449,-4.5310402,-11.646029,-4.4711967,-11.299639
1.024,-4.234809317,-10.87725877,-4.244684074,-10.93399281,-4.5174613,-11.685839,-4.4486709,-11.338431
1.025,-4.231364575,-10.89252476,-4.241158107,-10.94955458,-4.5197449,-11.705967,-4.4457955,-11.383286
1.026,-4.227919048,-10.90784388,-4.237631321,-10.96517007,-4.5167031,-11.711898,-4.4516025,-11.348786
1.027,-4.224472766,-10.92321637,-4.234103746,-10.98083953,-4.4913349,-11.723287,-4.4475212,-11.374321
1.028,-4.221025758,-10.93864248,-4.230575413,-10.99656321,-4.5052829,-11.802462,-4.4453411,-11.412807
1.029,-4.217578055,-10.95412247,-4.227046353,-11.01234137,-4.5364861,-11.798717,-4.4581604,-11.435217
1.03,-4.214129686,-10.96965659,-4.223516595,-11.02817427,-4.494844,-11.7865,-4.4406962,-11.435358
1.031,-4.210680681,-10.9852451,-4.219986171,-11.04406218,-4.4452267,-11.835199,-4.4000869,-11.423741
1.032,-4.207231073,-11.00088826,-4.216455114,-11.06000535,-4.4883175,-11.8603,-4.4489584,-11.452751
1.033,-4.20378089,-11.01658633,-4.212923454,-11.07600404,-4.484611,-11.840949,-4.4459,-11.473334
1.034,-4.200330165,-11.03233956,-4.209391223,-11.09205854,-4.4944539,-11.854129,-4.4353442,-11.473856
1.035,-4.196878929,-11.04814824,-4.205858453,-11.10816909,-4.4633565,-11.841393,-4.3978839,-11.527229
1.036,-4.193427214,-11.06401261,-4.202325178,-11.12433597,-4.455986,-11.887704,-4.4116287,-11.551644
1.037,-4.189975052,-11.07993294,-4.198791429,-11.14055945,-4.4392371,-11.884132,-4.4070888,-11.548045
1.038,-4.186522474,-11.09590951,-4.19525724,-11.15683981,-4.4597635,-11.901299,-4.4046941,-11.548675
1.039,-4.183069514,-11.11194258,-4.191722645,-11.17317731,-4.4711781,-11.88764,-4.4090214,-11.535129
1.04,-4.179616204,-11.12803242,-4.188187675,-11.18957223,-4.437326,-11.945582,-4.3667135,-11.568441
1.041,-4.176162577,-11.14417931,-4.184652366,-11.20602484,-4.4923244,-11.96596,-4.4357686,-11.59677
1.042,-4.172708666,-11.16038352,-4.181116752,-11.22253544,-4.4445601,-11.958803,-4.4014673,-11.635574
1.043,-4.169254506,-11.17664533,-4.177580866,-11.23910429,-4.4424043,-11.982185,-4.3773499,-11.588
1.044,-4.165800129,-11.192965,-4.174044743,-11.25573167,-4.4314198,-12.008701,-4.3614988,-11.617673
1.045,-4.16234557,-11.20934284,-4.170508419,-11.27241788,-4.4670691,-12.037574,-4.3712988,-11.672144
1.046,-4.158890864,-11.2257791,-4.166971928,-11.28916319,-4.402822,-12.083485,-4.3605514,-11.675427
1.047,-4.155436044,-11.24227408,-4.163435306,-11.3059679,-4.4139466,-12.049566,-4.3594646,-11.654202
1.048,-4.151981147,-11.25882806,-4.159898589,-11.32283229,-4.4208398,-12.083457,-4.390748,-11.71086
1.049,-4.148526206,-11.27544133,-4.156361813,-11.33975665,-4.400393,-12.115697,-4.347322,-11.719254
1.05,-4.145071258,-11.29211417,-4.152825013,-11.35674127,-4.4149275,-12.095337,-4.3765998,-11.717004
1.051,-4.141616339,-11.30884687,-4.149288227,-11.37378645,-4.4151912,-12.054017,-4.361001,-11.715033
1.052,-4.138161484,-11.32563973,-4.145751492,-11.39089248,-4.3939452,-12.145887,-4.3369627,-11.754237
1.053,-4.13470673,-11.34249303,-4.142214845,-11.40805966,-4.4015141,-12.142615,-4.3515873,-11.74315
1.054,-4.131252114,-11.35940707,-4.138678323,-11.42528829,-4.4259114,-12.176166,-4.3484836,-11.785465
1.055,-4.127797672,-11.37638215,-4.135141964,-11.44257867,-4.4111133,-12.167747,-4.3562479,-11.797523
1.056,-4.124343442,-11.39341856,-4.131605806,-11.4599311,-4.40418,-12.201579,-4.350245,-11.781026
1.057,-4.120889461,-11.41051661,-4.128069888,-11.47734589,-4.3591614,-12.235111,-4.317688,-11.793333
1.058,-4.117435768,-11.42767659,-4.124534248,-11.49482334,-4.3832407,-12.245527,-4.3260827,-11.867849
1.059,-4.1139824,-11.4448988,-4.120998926,-11.51236376,-4.3604989,-12.235051,-4.311439,-11.864545
1.06,-4.110529396,-11.46218356,-4.11746396,-11.52996746,-4.3811231,-12.277065,-4.3193026,-11.873174
1.061,-4.107076795,-11.47953117,-4.11392939,-11.54763474,-4.3596554,-12.303508,-4.3032513,-11.917826
1.062,-4.103624636,-11.49694194,-4.110395257,-11.56536594,-4.3704209,-12.315252,-4.3213992,-11.894399
1.063,-4.100172957,-11.51441617,-4.1068616,-11.58316135,-4.330946,-12.311833,-4.3066115,-11.88366
1.064,-4.0967218,-11.53195419,-4.10332846,-11.60102129,-4.3752098,-12.359063,-4.311729,-11.947609
1.065,-4.093271204,-11.54955629,-4.099795879,-11.6189461,-4.3226686,-12.356015,-4.286664,-11.938257
1.066,-4.089821209,-11.56722281,-4.096263896,-11.63693608,-4.3691144,-12.367072,-4.2908773,-11.956166
1.067,-4.086371856,-11.58495405,-4.092732555,-11.65499155,-4.3540149,-12.391583,-4.297523,-11.983307
1.068,-4.082923186,-11.60275034,-4.089201896,-11.67311285,-4.3265715,-12.420533,-4.2854199,-12.024911
1.069,-4.079475241,-11.62061199,-4.085671962,-11.6913003,-4.3495598,-12.438151,-4.2957339,-12.026273
1.07,-4.076028061,-11.63853934,-4.082142795,-11.70955423,-4.3325505,-12.480651,-4.2792969,-12.067506
1.071,-4.07258169,-11.6565327,-4.078614439,-11.72787497,-4.3405228,-12.448228,-4.2972794,-12.024836
1.072,-4.069136169,-11.6745924,-4.075086936,-11.74626284,-4.3404646,-12.509725,-4.275733,-12.08534
1.073,-4.065691541,-11.69271877,-4.071560331,-11.76471819,-4.3462067,-12.499591,-4.2960658,-12.08484
1.074,-4.062247849,-11.71091215,-4.068034666,-11.78324136,-4.313828,-12.565337,-4.2833071,-12.13499
1.075,-4.058805136,-11.72917286,-4.064509986,-11.80183267,-4.3413343,-12.553945,-4.2873082,-12.136518
1.076,-4.055363446,-11.74750123,-4.060986336,-11.82049247,-4.3109956,-12.550935,-4.2754731,-12.138799
1.077,-4.051922823,-11.76589761,-4.057463761,-11.8392211,-4.2962708,-12.603423,-4.2518725,-12.206723
1.078,-4.048483312,-11.78436233,-4.053942306,-11.8580189,-4.3083153,-12.593076,-4.2538471,-12.175266
1.079,-4.045044956,-11.80289574,-4.050422016,-11.87688623,-4.3211083,-12.606758,-4.2492542,-12.202793
1.08,-4.041607802,-11.82149817,-4.046902938,-11.89582342,-4.3009863,-12.655972,-4.238389,-12.219142
1.081,-4.038171894,-11.84016997,-4.043385117,-11.91483084,-4.2736211,-12.692805,-4.2054119,-12.265414
1.082,-4.034737279,-11.85891149,-4.039868601,-11.93390882,-4.3089461,-12.687546,-4.2266693,-12.224333
1.083,-4.031304002,-11.87772307,-4.036353437,-11.95305773,-4.2787147,-12.72039,-4.2367435,-12.261549
1.084,-4.02787211,-11.89660506,-4.032839672,-11.97227792,-4.2583394,-12.737967,-4.2102332,-12.303578
1.085,-4.02444165,-11.91555783,-4.029327353,-11.99156976,-4.269937,-12.768561,-4.2029495,-12.324922
1.086,-4.021012669,-11.93458171,-4.02581653,-12.01093359,-4.3037596,-12.752562,-4.2263422,-12.332075
1.087,-4.017585214,-11.95367706,-4.02230725,-12.03036978,-4.2718334,-12.766071,-4.1958823,-12.330159
1.088,-4.014159334,-11.97284426,-4.018799562,-12.0498787,-4.293736,-12.83617,-4.192862,-12.367362
1.089,-4.010735077,-11.99208364,-4.015293515,-12.06946071,-4.2940226,-12.805174,-4.2042704,-12.383147
1.09,-4.007312492,-12.01139559,-4.01178916,-12.08911618,-4.2785826,-12.818909,-4.2134953,-12.354875
1.091,-4.003891627,-12.03078045,-4.008286546,-12.10884549,-4.2297363,-12.849269,-4.2208548,-12.409737
1.092,-4.000472532,-12.0502386,-4.004785724,-12.128649,-4.2800884,-12.891203,-4.1814623,-12.458972
1.093,-3.997055258,-12.06977041,-4.001286745,-12.14852708,-4.2490883,-12.905173,-4.1786208,-12.44655
1.094,-3.993639853,-12.08937625,-3.997789658,-12.16848013,-4.2182088,-12.913608,-4.1995239,-12.496449
1.095,-3.99022637,-12.10905648,-3.994294517,-12.18850851,-4.2452426,-12.918027,-4.1729984,-12.505836
1.096,-3.986814858,-12.12881149,-3.990801373,-12.20861261,-4.2462478,-12.990315,-4.1765175,-12.536291
1.097,-3.983405369,-12.14864165,-3.987310279,-12.22879281,-4.2158689,-13.001334,-4.1726608,-12.536193
1.098,-3.979997956,-12.16854734,-3.983821287,-12.24904949,-4.2308588,-12.990685,-4.1669393,-12.526438
1.099,-3.976592669,-12.18852893,-3.98033445,-12.26938305,-4.2504501,-13.000329,-4.1787257,-12.538545
1.1,-3.973189563,-12.20858682,-3.976849822,-12.28979387,-4.2667284,-13.063787,-4.1784444,-12.624815
1.101,-3.969788689,-12.22872139,-3.973367457,-12.31028234,-4.2086525,-13.032912,-4.1433878,-12.626075
1.102,-3.966390101,-12.24893302,-3.96988741,-12.33084887,-4.2355514,-13.106128,-4.1749125,-12.668464
1.103,-3.962993854,-12.26922211,-3.966409734,-12.35149384,-4.2582526,-13.078469,-4.1818204,-12.678668
1.104,-3.959600001,-12.28958904,-3.962934486,-12.37221765,-4.2282901,-13.124392,-4.153955,-12.678459
1.105,-3.956208596,-12.31003421,-3.95946172,-12.39302071,-4.2297597,-13.116248,-4.1471205,-12.719204
1.106,-3.952819696,-12.33055802,-3.955991493,-12.41390341,-4.2002821,-13.153909,-4.1255469,-12.704473
1.107,-3.949433355,-12.35116086,-3.952523862,-12.43486617,-4.2043591,-13.17885,-4.1359606,-12.746101
1.108,-3.946049629,-12.37184313,-3.949058883,-12.45590939,-4.2259541,-13.21907,-4.1336312,-12.77954
1.109,-3.942668575,-12.39260524,-3.945596613,-12.47703348,-4.1865425,-13.229396,-4.1268644,-12.795933
1.11,-3.939290249,-12.41344758,-3.942137111,-12.49823884,-4.1842017,-13.242981,-4.1168919,-12.811255
1.111,-3.935914708,-12.43437057,-3.938680433,-12.51952591,-4.1949115,-13.300749,-4.118175,-12.852796
1.112,-3.932542011,-12.45537462,-3.93522664,-12.54089508,-4.1940937,-13.290686,-4.121191,-12.84136
1.113,-3.929172215,-12.47646012,-3.93177579,-12.56234678,-4.1933866,-13.310237,-4.1194773,-12.885521
1.114,-3.925805379,-12.49762751,-3.928327942,-12.58388143,-4.1867261,-13.348265,-4.1550627,-12.861771
1.115,-3.922441561,-12.51887719,-3.924883157,-12.60549945,-4.1590929,-13.346729,-4.1026373,-12.909768
1.116,-3.919080821,-12.54020957,-3.921441494,-12.62720127,-4.1856356,-13.37287,-4.1175385,-12.948167
1.117,-3.915723219,-12.56162509,-3.918003015,-12.64898731,-4.1280727,-13.368466,-4.0942388,-12.951998
1.118,-3.912368814,-12.58312415,-3.914567781,-12.670858,-4.1713462,-13.419305,-4.1105227,-12.996731
1.119,-3.909017669,-12.60470719,-3.911135853,-12.69281378,-4.1490335,-13.435119,-4.0840187,-13.020425
1.12,-3.905669843,-12.62637462,-3.907707294,-12.71485508,-4.1590729,-13.448902,-4.0950327,-13.052306
1.121,-3.902325399,-12.64812688,-3.904282166,-12.73698233,-4.154233,-13.51543,-4.0904202,-13.079587
1.122,-3.898984399,-12.6699644,-3.900860532,-12.75919597,-4.1493177,-13.503929,-4.0988798,-13.057508
1.123,-3.895646904,-12.6918876,-3.897442456,-12.78149644,-4.1469069,-13.530619,-4.0939822,-13.106065
1.124,-3.892312979,-12.71389693,-3.894028002,-12.80388419,-4.1206422,-13.546482,-4.0582395,-13.110168
1.125,-3.888982686,-12.73599282,-3.890617235,-12.82635966,-4.1539006,-13.547588,-4.0745382,-13.128611
1.126,-3.88565609,-12.7581757,-3.887210219,-12.84892329,-4.1183887,-13.593624,-4.0358047,-13.152217
1.127,-3.882333255,-12.78044603,-3.88380702,-12.87157553,-4.1287804,-13.600655,-4.0700278,-13.199745
1.128,-3.879014246,-12.80280423,-3.880407703,-12.89431685,-4.1562419,-13.645657,-4.0952959,-13.153053
1.129,-3.875699128,-12.82525076,-3.877012336,-12.91714768,-4.1102138,-13.670936,-4.0527511,-13.279607
1.13,-3.872387968,-12.84778606,-3.873620985,-12.94006848,-4.1089478,-13.706757,-4.0449128,-13.249386
1.131,-3.86908083,-12.87041058,-3.870233717,-12.96307972,-4.1076126,-13.71509,-4.0259748,-13.297416
1.132,-3.865777784,-12.89312477,-3.8668506,-12.98618185,-4.1156411,-13.71752,-4.0615516,-13.261535
1.133,-3.862478895,-12.91592909,-3.863471703,-13.00937534,-4.1056261,-13.751586,-4.0564861,-13.328335
1.134,-3.859184231,-12.93882399,-3.860097094,-13.03266064,-4.1208034,-13.754881,-4.0296559,-13.325243
1.135,-3.855893861,-12.96180993,-3.856726844,-13.05603823,-4.1246586,-13.785212,-4.0557733,-13.359515
1.136,-3.852607855,-12.98488736,-3.85336102,-13.07950856,-4.1548204,-13.833132,-4.0560327,-13.400002
1.137,-3.84932628,-13.00805675,-3.849999695,-13.10307212,-4.126441,-13.823071,-4.0562325,-13.417407
1.138,-3.846049207,-13.03131857,-3.846642939,-13.12672938,-4.0962601,-13.829426,-4.0365338,-13.439708
1.139,-3.842776706,-13.05467327,-3.843290823,-13.1504808,-4.1269302,-13.90237,-4.0408955,-13.428802
1.14,-3.839508849,-13.07812133,-3.839943419,-13.17432688,-4.105864,-13.921273,-4.0359964,-13.463037
1.141,-3.836245706,-13.10166321,-3.8366008,-13.19826807,-4.0986352,-13.94909,-4.0424466,-13.50456
1.142,-3.832987349,-13.12529938,-3.833263038,-13.22230487,-4.1280298,-13.962859,-4.0340657,-13.548901
1.143,-3.829733851,-13.14903032,-3.829930207,-13.24643776,-4.0842533,-13.949276,-4.027288,-13.505291
1.144,-3.826485285,-13.17285651,-3.82660238,-13.27066721,-4.1015277,-14.014745,-4.0223565,-13.574002
1.145,-3.823241725,-13.19677842,-3.823279634,-13.29499373,-4.0715027,-14.015103,-4.014544,-13.611111
1.146,-3.820003243,-13.22079652,-3.819962041,-13.31941779,-4.0463004,-14.057835,-4.0233102,-13.584972
1.147,-3.816769916,-13.24491131,-3.816649679,-13.34393989,-4.0396667,-14.040915,-3.9720747,-13.594149
1.148,-3.813541817,-13.26912325,-3.813342623,-13.36856052,-4.1092076,-14.080016,-3.9815993,-13.627263
1.149,-3.810319023,-13.29343285,-3.810040949,-13.39328017,-4.0901465,-14.074581,-4.0122695,-13.645718
1.15,-3.80710161,-13.31784057,-3.806744736,-13.41809933,-4.0735974,-14.15172,-4.0063033,-13.681433
1.151,-3.803889654,-13.34234692,-3.80345406,-13.44301852,-4.0711446,-14.149512,-4.0122952,-13.720596
1.152,-3.800683233,-13.36695238,-3.800169,-13.46803821,-4.0487852,-14.193211,-4.0151644,-13.733259
1.153,-3.797482424,-13.39165744,-3.796889635,-13.49315893,-4.0502844,-14.245227,-3.9957395,-13.779967
1.154,-3.794287307,-13.41646259,-3.793616045,-13.51838116,-4.0532446,-14.225039,-4.0001531,-13.758404
1.155,-3.791097959,-13.44136833,-3.790348308,-13.54370541,-4.0148349,-14.334568,-3.976867,-13.839528
1.156,-3.78791446,-13.46637515,-3.787086506,-13.56913219,-4.0075536,-14.316264,-3.9814384,-13.84905
1.157,-3.784736891,-13.49148356,-3.78383072,-13.59466201,-4.0153189,-14.326306,-3.9591172,-13.878798
1.158,-3.781565332,-13.51669405,-3.780581031,-13.62029538,-4.0141749,-14.344043,-3.952503,-13.890786
1.159,-3.778399865,-13.54200712,-3.777337522,-13.6460328,-4.036943,-14.377217,-3.9729741,-13.916877
1.16,-3.77524057,-13.56742327,-3.774100275,-13.67187478,-3.9859405,-14.388079,-3.9551404,-13.956418
1.161,-3.77208753,-13.59294302,-3.770869374,-13.69782185,-4.0093269,-14.379897,-3.9519746,-13.931711
1.162,-3.768940829,-13.61856685,-3.767644903,-13.72387452,-4.013597,-14.447491,-3.9600439,-14.007255
1.163,-3.76580055,-13.64429528,-3.764426947,-13.75003329,-4.0202541,-14.517336,-3.9741349,-14.044711
1.164,-3.762666777,-13.67012882,-3.761215589,-13.77629869,-4.0234413,-14.505057,-3.957778,-14.058942
1.165,-3.759539595,-13.69606797,-3.758010917,-13.80267125,-3.9899242,-14.497372,-3.9393685,-14.084398
1.166,-3.756419088,-13.72211324,-3.754813017,-13.82915147,-4.0118442,-14.524496,-3.9161968,-14.132595
1.167,-3.753305344,-13.74826514,-3.751621975,-13.85573987,-4.0050216,-14.558489,-3.9394083,-14.100634
1.168,-3.750198447,-13.77452419,-3.748437878,-13.88243699,-3.9846733,-14.599392,-3.936198,-14.176698
1.169,-3.747098486,-13.8008909,-3.745260816,-13.90924333,-4.0202012,-14.629166,-3.9507997,-14.18724
1.17,-3.744005549,-13.82736578,-3.742090876,-13.93615944,-3.9567447,-14.643111,-3.9191415,-14.210065
1.171,-3.740919723,-13.85394934,-3.738928149,-13.96318582,-3.9782965,-14.684739,-3.9141614,-14.236758
1.172,-3.737841097,-13.8806421,-3.735772723,-13.99032301,-3.9788127,-14.699851,-3.939769,-14.3003
1.173,-3.734769761,-13.90744458,-3.73262469,-14.01757153,-3.9918613,-14.736844,-3.9272742,-14.275702
1.174,-3.731705805,-13.93435728,-3.729484141,-14.0449319,-3.9988966,-14.784904,-3.9351296,-14.319696
1.175,-3.72864932,-13.96138074,-3.726351167,-14.07240466,-3.9629395,-14.78251,-3.8935394,-14.358027
1.176,-3.725600398,-13.98851546,-3.723225861,-14.09999033,-3.9750917,-14.830959,-3.8831642,-14.416862
1.177,-3.72255913,-14.01576196,-3.720108316,-14.12768944,-3.9795368,-14.834679,-3.8996644,-14.45356
1.178,-3.719525609,-14.04312077,-3.716998625,-14.15550251,-3.9618971,-14.848782,-3.9057665,-14.439653
1.179,-3.716499928,-14.07059239,-3.713896883,-14.18343008,-3.9839549,-14.914859,-3.890507,-14.466558
1.18,-3.713482182,-14.09817735,-3.710803186,-14.21147267,-3.9677856,-14.926134,-3.9020326,-14.473047
1.181,-3.710472464,-14.12587616,-3.707717627,-14.23963081,-3.9678741,-14.979813,-3.9114146,-14.536185
1.182,-3.707470871,-14.15368934,-3.704640305,-14.26790502,-3.9465578,-15.021842,-3.88569,-14.619544
1.183,-3.704477497,-14.18161741,-3.701571314,-14.29629584,-3.9479363,-14.986027,-3.8725348,-14.610319
1.184,-3.70149244,-14.20966088,-3.698510754,-14.32480379,-3.9816411,-15.022136,-3.8800955,-14.639788
1.185,-3.698515797,-14.23782028,-3.695458722,-14.35342941,-3.9643626,-15.063628,-3.8830724,-14.651916
1.186,-3.695547665,-14.26609612,-3.692415317,-14.3821732,-3.9281647,-15.074021,-3.8780611,-14.701802
1.187,-3.692588144,-14.29448891,-3.689380639,-14.4110357,-3.9631732,-15.133344,-3.8861239,-14.794217
1.188,-3.689637331,-14.32299918,-3.686354787,-14.44001744,-3.9079132,-15.164326,-3.8653648,-14.779372
1.189,-3.686695328,-14.35162742,-3.683337863,-14.46911894,-3.9375262,-15.193095,-3.8657823,-14.844428
1.19,-3.683762235,-14.38037416,-3.680329967,-14.49834071,-3.9190121,-15.221097,-3.8758864,-14.818203
1.191,-3.680838152,-14.4092399,-3.677331203,-14.52768328,-3.9171917,-15.213277,-3.8919089,-14.894415
1.192,-3.677923182,-14.43822516,-3.674341673,-14.55714717,-3.9062672,-15.253966,-3.8613553,-14.882432
1.193,-3.675017426,-14.46733045,-3.67136148,-14.58673289,-3.9283681,-15.316069,-3.8854892,-14.891235
1.194,-3.67212099,-14.49655627,-3.668390728,-14.61644097,-3.9179871,-15.319004,-3.8654051,-14.924151
1.195,-3.669233975,-14.52590312,-3.665429523,-14.64627191,-3.8925247,-15.408396,-3.8400655,-14.994526
1.196,-3.666356488,-14.55537152,-3.66247797,-14.67622622,-3.8899019,-15.415642,-3.854166,-15.052389
1.197,-3.663488633,-14.58496195,-3.659536175,-14.70630443,-3.907294,-15.428439,-3.8394694,-15.033717
1.198,-3.660630516,-14.61467492,-3.656604246,-14.73650702,-3.9039838,-15.464396,-3.8412685,-15.077983
1.199,-3.657782243,-14.64451093,-3.653682289,-14.76683451,-3.8737957,-15.478719,-3.8377407,-15.101449
1.2,-3.654943924,-14.67447046,-3.650770413,-14.7972874,-3.8938875,-15.529302,-3.8497722,-15.135208
1.201,-3.652115664,-14.70455401,-3.647868727,-14.82786619,-3.8862896,-15.563667,-3.8158014,-15.137532
1.202,-3.649297573,-14.73476206,-3.644977342,-14.85857136,-3.8777597,-15.525178,-3.7940733,-15.179616
1.203,-3.646489762,-14.76509511,-3.642096366,-14.88940341,-3.9081752,-15.568213,-3.8377852,-15.229471
1.204,-3.643692339,-14.79555362,-3.639225912,-14.92036284,-3.8827295,-15.660727,-3.8490131,-15.281912
1.205,-3.640905415,-14.82613807,-3.636366091,-14.95145011,-3.8712747,-15.663119,-3.8038507,-15.29298
1.206,-3.638129104,-14.85684894,-3.633517016,-14.98266572,-3.8870807,-15.733595,-3.8412943,-15.357149
1.207,-3.635363516,-14.8876867,-3.6306788,-15.01401013,-3.8848433,-15.748971,-3.8304846,-15.380435
1.208,-3.632608765,-14.9186518,-3.627851558,-15.04548381,-3.8642333,-15.766316,-3.7773244,-15.405677
1.209,-3.629864965,-14.94974471,-3.625035403,-15.07708724,-3.8626986,-15.870885,-3.7983341,-15.465613
1.21,-3.62713223,-14.98096588,-3.622230452,-15.10882086,-3.8841074,-15.788723,-3.8013463,-15.414237
1.211,-3.624410676,-15.01231576,-3.61943682,-15.14068514,-3.8703628,-15.914862,-3.8010924,-15.512677
1.212,-3.621700418,-15.04379479,-3.616654625,-15.17268051,-3.8596709,-15.901609,-3.7863736,-15.525446
1.213,-3.619001574,-15.07540341,-3.613883983,-15.20480742,-3.8572607,-15.945704,-3.8116896,-15.53488
1.214,-3.616314261,-15.10714205,-3.611125015,-15.23706631,-3.857435,-15.9285,-3.7933595,-15.565172
1.215,-3.613638597,-15.13901113,-3.608377838,-15.26945761,-3.8505599,-15.980162,-3.8008714,-15.611825
1.216,-3.610974702,-15.17101107,-3.605642573,-15.30198173,-3.8296194,-16.075905,-3.7918909,-15.654854
1.217,-3.608322695,-15.20314228,-3.60291934,-15.33463908,-3.852581,-16.044891,-3.7705638,-15.654173
1.218,-3.605682696,-15.23540516,-3.60020826,-15.36743008,-3.8201928,-16.134657,-3.7220619,-15.742019
1.219,-3.603054827,-15.26780011,-3.597509457,-15.40035512,-3.8161643,-16.145931,-3.7775753,-15.774569
1.22,-3.60043921,-15.30032752,-3.594823052,-15.43341458,-3.846261,-16.172037,-3.7722943,-15.802177
1.221,-3.597835968,-15.33298775,-3.592149169,-15.46660886,-3.8577456,-16.180277,-3.7734392,-15.821028
1.222,-3.595245224,-15.36578119,-3.589487933,-15.4999383,-3.8450742,-16.186668,-3.7697001,-15.854444
1.223,-3.592667103,-15.39870819,-3.586839469,-15.53340329,-3.8369982,-16.284023,-3.770097,-15.894844
1.224,-3.590101729,-15.4317691,-3.584203903,-15.56700415,-3.8250549,-16.255322,-3.7348461,-15.895182
1.225,-3.587549229,-15.46496426,-3.581581361,-15.60074124,-3.8378477,-16.359943,-3.7913959,-16.008682
1.226,-3.58500973,-15.49829399,-3.578971972,-15.63461488,-3.85182,-16.336536,-3.7669432,-15.976637
1.227,-3.582483358,-15.53175862,-3.576375863,-15.66862538,-3.8697028,-16.421535,-3.7717335,-15.993281
1.228,-3.579970243,-15.56535846,-3.573793163,-15.70277305,-3.8298249,-16.464907,-3.7662954,-16.088068
1.229,-3.577470512,-15.59909378,-3.571224003,-15.73705818,-3.8315227,-16.477255,-3.7596586,-16.071192
1.23,-3.574984296,-15.63296489,-3.568668512,-15.77148104,-3.800163,-16.481773,-3.7619433,-16.115971
1.231,-3.572511726,-15.66697204,-3.566126822,-15.80604189,-3.7995343,-16.548128,-3.7610831,-16.18816
1.232,-3.570052933,-15.70111548,-3.563599066,-15.84074099,-3.8664637,-16.611876,-3.7754121,-16.205656
1.233,-3.567608048,-15.73539547,-3.561085376,-15.87557857,-3.8142729,-16.564123,-3.7403319,-16.207718
1.234,-3.565177206,-15.76981222,-3.558585887,-15.91055484,-3.8092718,-16.672022,-3.7407656,-16.291611
1.235,-3.562760539,-15.80436594,-3.556100731,-15.94567,-3.7762263,-16.655109,-3.729342,-16.309183
1.236,-3.560358183,-15.83905683,-3.553630046,-15.98092424,-3.7815378,-16.720268,-3.7242434,-16.363079
1.237,-3.557970272,-15.87388507,-3.551173967,-16.01631773,-3.7720773,-16.75005,-3.7319307,-16.415663
1.238,-3.555596943,-15.90885081,-3.548732631,-16.05185061,-3.7747607,-16.79896,-3.7167082,-16.404844
1.239,-3.553238333,-15.94395419,-3.546306176,-16.08752302,-3.7629299,-16.848015,-3.7408621,-16.455265
