Freq(Hz),S11_Phase_90deg,S11_Phase_180deg,S11_Phase_thru,S11_Phase_thru_with_coupling,,
3078000000,-209.14169,-757.28552,-156.82489,207.33847,,
3079000000,-209.88832,-755.04956,-157.87053,206.35762,,
3080000000,-209.85612,-754.65387,-158.16312,205.81209,,
3081000000,-209.84454,-754.82544,-157.75629,206.58794,,
3082000000,-210.48395,-755.01331,-158.73312,205.90401,,
3083000000,-210.44167,-755.42902,-158.41202,206.40689,,
3084000000,-210.65239,-755.33752,-158.83081,206.11928,,
3085000000,-210.8311,-754.43475,-158.80864,206.22437,,
3086000000,-210.92471,-755.85303,-158.9254,206.19785,,
3087000000,-210.85703,-755.37579,-159.35764,205.93275,,
3088000000,-211.49577,-756.68524,-159.53712,205.85141,,
3089000000,-211.63005,-756.40302,-159.81346,205.4949,,
3090000000,-211.94077,-756.47089,-159.40425,205.99623,,
3091000000,-211.72758,-757.38757,-159.72333,206.03847,,
3092000000,-211.66273,-757.04272,-159.60495,206.31152,,
3093000000,-212.29942,-756.87976,-160.17923,205.93196,,
3094000000,-212.29533,-756.9986,-160.41432,205.57695,,
3095000000,-212.4341,-756.31378,-160.304,205.959,,
3096000000,-213.11017,-756.15869,-160.46753,205.86186,,
3097000000,-212.84921,-756.02338,-161.07033,205.88988,,
3098000000,-213.00514,-756.96783,-160.65802,206.0137,,
3099000000,-213.00304,-757.05176,-160.81378,205.93616,,
3100000000,-213.60089,-757.93164,-161.28151,205.36801,,
3101000000,-213.80386,-756.55322,-161.4366,205.50317,,
3102000000,-213.94452,-757.26007,-161.66937,205.49915,,
3103000000,-213.95865,-756.23541,-161.82532,205.32532,,
3104000000,-214.05504,-757.22961,-161.70279,205.80872,,
3105000000,-214.35989,-756.93958,-161.79671,205.70866,,
3106000000,-214.50401,-757.26117,-162.13022,205.5072,,
3107000000,-214.35767,-756.99445,-162.15036,205.80353,,
3108000000,-214.93259,-757.49567,-162.37228,205.48306,,
3109000000,-214.94453,-756.92499,-162.62852,205.30775,,
3110000000,-215.04753,-757.39447,-162.5932,205.80786,,
3111000000,-215.41931,-757.35431,-163.21666,204.96049,,
3112000000,-215.39717,-756.94672,-162.97533,205.52521,,
3113000000,-215.77556,-757.40674,-163.36658,205.28281,,
3114000000,-215.75261,-757.39948,-163.37466,205.3381,,
3115000000,-215.81361,-756.77893,-163.86478,205.1694,,
3116000000,-216.21606,-757.99426,-163.09454,205.53264,,
3117000000,-216.48579,-757.01392,-164.23483,204.9547,,
3118000000,-217.00789,-756.46118,-164.43013,205.17419,,
3119000000,-216.57014,-757.12152,-164.33955,204.96223,,
3120000000,-216.5977,-757.12012,-164.21744,205.24152,,
3121000000,-217.13216,-757.0517,-164.17827,205.53384,,
3122000000,-217.33609,-757.45935,-164.47583,205.51414,,
3123000000,-217.5094,-758.16174,-165.0417,204.75137,,
3124000000,-217.73892,-757.1817,-165.14752,205.22153,,
3125000000,-217.98387,-757.61401,-164.86159,205.55109,,
3126000000,-217.88791,-757.79712,-165.10654,205.32784,,
3127000000,-217.70381,-758.34552,-165.06512,205.25677,,
3128000000,-218.45711,-757.50555,-165.50121,205.26761,,
3129000000,-218.62892,-757.229,-166.05446,204.68112,,
3130000000,-218.81935,-758.31787,-165.87508,204.73213,,
3131000000,-219.1006,-758.38086,-166.0076,205.27344,,
3132000000,-218.73787,-757.28717,-166.26479,205.74327,,
3133000000,-218.97928,-758.00623,-166.43944,205.25542,,
3134000000,-219.58455,-756.61316,-166.32532,205.37578,,
3135000000,-219.36981,-757.56317,-166.72971,205.2915,,
3136000000,-219.99754,-757.53241,-166.97563,204.81247,,
3137000000,-219.8279,-757.42859,-166.68762,205.44572,,
3138000000,-220.42044,-757.99481,-166.85901,205.08472,,
3139000000,-220.23094,-757.51788,-167.23886,204.98027,,
3140000000,-220.78024,-757.70117,-167.3428,205.05333,,
3141000000,-220.71901,-757.92255,-167.73117,205.19009,,
3142000000,-221.14395,-757.49323,-167.79088,204.63931,,
3143000000,-220.79469,-757.53424,-167.69579,205.11334,,
3144000000,-221.40332,-757.7215,-167.84326,205.11845,,
3145000000,-221.24039,-758.34241,-168.02768,205.23404,,
3146000000,-221.5434,-757.492,-168.39439,205.08257,,
3147000000,-221.63049,-757.77301,-168.39764,205.12289,,
3148000000,-221.7865,-758.14282,-168.36917,205.33553,,
3149000000,-221.78828,-757.35535,-168.83405,204.88991,,
3150000000,-221.96906,-757.57501,-168.88753,205.13846,,
3151000000,-221.92061,-757.49487,-168.79517,205.75461,,
3152000000,-222.52531,-758.5058,-168.95621,205.49576,,
3153000000,-222.69911,-758.09729,-169.42984,204.83662,,
3154000000,-222.55627,-757.5448,-169.34023,205.40614,,
3155000000,-222.58806,-757.65106,-169.72546,204.82394,,
3156000000,-223.03598,-758.13385,-169.70117,205.20039,,
3157000000,-223.46106,-757.98724,-169.87875,205.08133,,
3158000000,-223.37851,-757.85406,-170.37778,205.04626,,
3159000000,-223.77293,-758.23181,-170.47531,205.02528,,
3160000000,-223.66046,-757.36304,-170.81927,204.7002,,
3161000000,-224.08415,-758.04901,-170.43675,205.48166,,
3162000000,-223.75351,-757.60522,-170.96976,205.18024,,
3163000000,-224.0732,-758.7431,-170.73083,205.31885,,
3164000000,-223.97154,-758.5509,-171.08612,205.15498,,
3165000000,-223.92857,-758.23077,-170.89827,205.79382,,
3166000000,-225.31717,-757.80927,-171.41701,205.22556,,
3167000000,-224.73839,-757.64844,-171.55774,205.02638,,
3168000000,-224.83737,-758.32239,-171.24072,205.4268,,
3169000000,-225.30464,-757.83771,-172.01808,204.89523,,
3170000000,-224.9129,-758.37347,-171.9407,205.22652,,
3171000000,-225.46416,-757.18994,-172.05223,205.58191,,
3172000000,-225.85204,-758.02515,-172.26515,205.08095,,
3173000000,-225.65645,-757.95984,-172.24646,205.5695,,
3174000000,-225.93326,-757.87866,-172.18861,205.75743,,
3175000000,-226.08849,-757.73303,-172.7444,205.58809,,
3176000000,-226.57298,-758.38348,-172.66811,205.99182,,
3177000000,-226.54106,-757.47009,-172.92754,205.24461,,
3178000000,-226.54121,-757.71906,-172.9126,205.73685,,
3179000000,-226.80344,-757.37512,-173.32588,205.82178,,
3180000000,-226.92732,-758.39764,-173.11234,206.10741,,
3181000000,-226.9386,-757.73126,-173.03888,206.86552,,
3182000000,-226.78911,-758.15546,-173.45876,205.94473,,
3183000000,-227.43387,-757.27917,-173.89076,205.43323,,
3184000000,-227.46477,-757.90521,-173.89198,205.7473,,
3185000000,-227.11937,-757.52625,-174.306,205.71574,,
3186000000,-227.29376,-757.32507,-174.23599,206.39149,,
3187000000,-227.84697,-757.59564,-174.38573,206.22784,,
3188000000,-228.48331,-757.58087,-174.67979,205.71803,,
3189000000,-227.95531,-757.67053,-174.46606,206.57315,,
3190000000,-228.46536,-759.17773,-174.70529,206.43076,,
3191000000,-227.60791,-757.55157,-174.95731,206.24136,,
3192000000,-228.28049,-758.1889,-174.97563,206.34352,,
3193000000,-229.27066,-757.86755,-175.24565,206.31293,,
3194000000,-228.34319,-758.14343,-175.28549,206.47241,,
3195000000,-228.64781,-758.10889,-175.5862,206.43727,,
3196000000,-228.08858,-758.50232,-175.46046,206.6675,,
3197000000,-229.02631,-758.70313,-175.55434,207.25075,,
3198000000,-228.8642,-757.74707,-175.94206,206.9852,,
3199000000,-229.08543,-758.6225,-176.02682,206.8839,,
3200000000,-229.89073,-758.07733,-176.33693,206.2942,,
3201000000,-229.3445,-758.41351,-176.39952,206.61491,,
3202000000,-229.81639,-758.21863,-176.61801,206.82135,,
3203000000,-230.33662,-758.47345,-177.15762,206.50089,,
3204000000,-230.24257,-759.41864,-176.68355,206.96098,,
3205000000,-229.30093,-758.43884,-176.91504,207.10388,,
3206000000,-230.39417,-758.61963,-177.39517,207.03629,,
3207000000,-229.82884,-758.25183,-177.42998,207.15405,,
3208000000,-230.76404,-757.8952,-177.59837,207.23903,,
3209000000,-230.30623,-758.16144,-177.53508,207.37955,,
3210000000,-229.99854,-757.95447,-177.68835,207.30827,,
3211000000,-230.78087,-758.34424,-177.71637,207.41656,,
3212000000,-230.24921,-758.3269,-177.8656,207.64279,,
3213000000,-230.15057,-758.25549,-178.48524,207.0134,,
3214000000,-230.19371,-758.19861,-178.38002,207.8588,,
3215000000,-230.63976,-758.99805,-178.34256,208.19453,,
3216000000,-231.10786,-757.92371,-178.65898,207.83546,,
3217000000,-230.40376,-758.82709,-178.4929,208.3195,,
3218000000,-231.07596,-758.23669,-178.92021,208.25594,,
3219000000,-232.02902,-757.80658,-179.2336,207.37555,,
3220000000,-231.08388,-758.38843,-179.1981,208.38434,,
3221000000,-231.0647,-758.49683,-179.1881,208.32794,,
3222000000,-231.15691,-758.44037,-179.34258,208.71147,,
3223000000,-231.2039,-758.90326,-179.61496,208.90024,,
3224000000,-231.19046,-758.54089,-179.93584,208.60558,,
3225000000,-230.73344,-758.84412,-179.6053,208.72162,,
3226000000,-231.65147,-758.73792,-180.06975,209.03769,,
3227000000,-231.25327,-758.46381,-179.93138,209.01454,,
3228000000,-230.61571,-758.98578,-180.27246,209.0159,,
3229000000,-230.58321,-759.5625,-180.29445,209.78778,,
3230000000,-230.05014,-760.01337,-180.24986,209.6694,,
3231000000,-231.52135,-759.10986,-180.76259,209.26279,,
3232000000,-231.2966,-758.76086,-181.05533,209.33861,,
3233000000,-231.74677,-758.98071,-180.69794,210.14853,,
3234000000,-231.3999,-759.32611,-180.87708,209.86299,,
3235000000,-230.55415,-759.4267,-181.34747,210.20255,,
3236000000,-230.41228,-760.68011,-181.28831,210.08928,,
3237000000,-230.22836,-759.69208,-181.74187,209.98018,,
3238000000,-230.64268,-758.72205,-181.88763,210.20076,,
3239000000,-231.44006,-760.15027,-181.95973,210.1787,,
3240000000,-230.57446,-759.2868,-181.89603,210.7341,,
3241000000,-230.57973,-759.83771,-182.24582,210.36885,,
3242000000,-231.49222,-759.86639,-182.43649,210.50024,,
3243000000,-230.63976,-759.8725,-182.15874,210.62598,,
3244000000,-227.25749,-759.85284,-182.28198,211.12094,,
3245000000,-229.36128,-759.3399,-182.48831,211.20027,,
3246000000,-229.14394,-760.04236,-182.6987,211.00082,,
3247000000,-228.94409,-760.14185,-183.14813,211.03073,,
3248000000,-228.12306,-760.51886,-183.21051,211.56438,,
3249000000,-226.724,-759.96027,-183.02914,212.01234,,
3250000000,-227.75839,-759.8584,-183.42029,211.92426,,
3251000000,-229.29631,-760.31305,-183.73456,212.11806,,
3252000000,-227.99263,-760.06726,-183.23462,212.19467,,
3253000000,-225.99438,-760.27631,-183.73877,212.2509,,
3254000000,-227.28568,-760.69989,-184.29282,211.67119,,
3255000000,-227.50905,-760.8009,-184.05252,211.9427,,
3256000000,-224.89856,-760.3374,-184.4326,212.13036,,
3257000000,-219.36563,-760.12073,-184.50818,212.88725,,
3258000000,-225.70573,-760.32233,-184.1676,212.87434,,
3259000000,-223.34232,-760.57031,-184.59535,212.8093,,
3260000000,-221.44173,-760.49005,-184.5282,213.35507,,
3261000000,-217.60931,-761.4657,-185.05388,213.10945,,
3262000000,-218.77592,-760.80981,-184.83853,213.42538,,
3263000000,-218.19212,-760.98212,-185.22658,213.8403,,
3264000000,-214.0582,-761.47229,-185.29115,213.88438,,
3265000000,-213.75558,-761.00482,-185.38908,214.4335,,
3266000000,-211.79918,-761.849,-185.38351,214.80046,,
3267000000,-209.54395,-761.89667,-185.56509,214.17119,,
3268000000,-207.13252,-761.62439,-185.75121,215.16022,,
3269000000,-206.40752,-761.74323,-186.12698,215.02469,,
3270000000,-200.56067,-761.83862,-186.15048,215.39339,,
3271000000,-196.3839,-761.86029,-186.3214,215.25798,,
3272000000,-196.77417,-762.15491,-186.04111,216.18898,,
3273000000,-192.74774,-761.75378,-186.81264,215.35013,,
3274000000,-191.68279,-762.50977,-186.46118,215.85413,,
3275000000,-181.9191,-762.76349,-186.52057,216.30692,,
3276000000,-184.05095,-762.40894,-186.67352,216.00667,,
3277000000,-177.68288,-762.43005,-187.04913,216.33067,,
3278000000,-169.77867,-762.41296,-187.37903,216.55907,,
3279000000,-169.14223,-763.59375,-187.03067,217.25635,,
3280000000,-163.03293,-762.9671,-187.2372,217.04796,,
3281000000,-154.76004,-763.3609,-187.79112,216.83801,,
3282000000,-150.47398,-762.99786,-187.63213,216.91875,,
3283000000,-147.40503,-762.85602,-188.02898,217.80219,,
3284000000,-149.7485,-762.67834,-187.99922,217.99843,,
3285000000,-139.67007,-763.1983,-188.24095,218.30276,,
3286000000,-129.09807,-763.26526,-187.90199,218.7608,,
3287000000,-133.19012,-763.6203,-188.60056,218.55429,,
3288000000,-132.34216,-763.52917,-188.62637,218.54843,,
3289000000,-128.23923,-763.16394,-188.96622,218.55363,,
3290000000,-118.19978,-763.40894,-188.74529,219.55212,,
3291000000,-121.05885,-764.03448,-188.62709,220.25423,,
3292000000,-115.917,-763.91846,-189.09509,219.40924,,
3293000000,-114.9932,-764.02954,-189.00264,220.24574,,
3294000000,-113.83765,-764.06641,-189.30525,219.37735,,
3295000000,-114.75732,-764.37933,-189.67717,219.98993,,
3296000000,-106.81313,-764.45874,-189.85172,220.35303,,
3297000000,-108.29699,-764.44476,-189.77429,220.32414,,
3298000000,-110.05167,-764.71796,-189.65233,220.8541,,
3299000000,-108.08904,-764.32727,-189.9297,220.9232,,
3300000000,-103.77844,-764.88861,-190.29453,221.71692,,
3301000000,-106.29383,-764.35272,-190.42517,221.85977,,
3302000000,-106.67466,-764.84033,-190.4382,221.79285,,
3303000000,-105.87009,-765.3786,-190.51251,222.38968,,
3304000000,-102.43293,-765.35217,-190.39267,223.28416,,
3305000000,-102.11297,-765.14429,-190.67035,223.23029,,
3306000000,-103.43797,-764.92993,-191.22548,223.24181,,
3307000000,-102.3669,-765.54401,-191.06987,222.96326,,
3308000000,-100.58094,-765.6767,-191.03615,223.92691,,
3309000000,-100.77371,-765.89148,-191.59187,223.46361,,
3310000000,-99.472351,-765.67108,-191.38617,224.31975,,
3311000000,-99.509064,-765.78668,-191.56766,224.25674,,
3312000000,-100.45737,-765.55725,-191.69759,224.80316,,
3313000000,-99.651993,-765.85614,-191.77193,224.93211,,
3314000000,-99.692505,-766.61188,-191.95273,225.60669,,
3315000000,-97.587929,-766.25659,-192.01698,225.27934,,
3316000000,-98.591881,-766.28583,-192.14505,226.07727,,
3317000000,-98.828621,-767.02032,-192.04485,226.52901,,
3318000000,-98.852943,-766.78857,-192.61031,226.61433,,
3319000000,-99.047775,-766.40344,-192.94534,226.30467,,
3320000000,-98.459953,-767.01697,-192.66586,226.53523,,
3321000000,-98.845955,-766.89526,-192.63141,227.81511,,
3322000000,-98.62925,-767.39349,-193.04579,227.60738,,
3323000000,-98.271065,-767.20355,-192.84099,228.01196,,
3324000000,-97.18734,-766.96527,-193.24992,228.23444,,
3325000000,-97.303558,-767.45129,-193.3196,228.07289,,
3326000000,-97.175446,-767.16742,-193.33481,229.21344,,
3327000000,-97.777596,-767.75525,-194.00615,228.63603,,
3328000000,-99.028275,-767.82587,-193.66997,229.34227,,
3329000000,-97.311775,-767.87775,-193.83252,229.82994,,
3330000000,-96.93071,-767.94952,-193.70676,230.02785,,
3331000000,-96.469353,-768.26007,-193.78905,230.10098,,
3332000000,-96.393532,-768.64972,-194.01491,230.3437,,
3333000000,-97.124023,-768.45514,-194.20998,231.25832,,
3334000000,-96.873146,-769.10016,-194.23746,231.26422,,
3335000000,-96.769302,-769.03748,-194.67598,231.34001,,
3336000000,-96.600418,-768.61053,-194.85747,231.74103,,
3337000000,-96.159943,-769.32178,-194.77232,231.58705,,
3338000000,-98.554771,-769.04388,-194.75772,231.98468,,
3339000000,-97.124207,-769.23248,-195.49715,232.45946,,
3340000000,-96.5327,-769.53058,-195.12044,233.20673,,
3341000000,-96.421471,-769.28424,-195.17708,233.89221,,
3342000000,-98.00489,-769.59186,-195.3365,233.77934,,
3343000000,-98.423584,-770.06354,-195.40924,233.3912,,
3344000000,-95.848785,-770.09033,-195.64745,234.48909,,
3345000000,-97.598816,-769.94891,-195.96289,234.69014,,
3346000000,-96.939949,-770.43378,-196.10878,235.06683,,
3347000000,-97.60688,-770.69104,-196.09271,235.23866,,
3348000000,-97.972641,-770.96997,-195.93228,235.26874,,
3349000000,-98.341797,-770.79486,-196.1911,235.30956,,
3350000000,-98.15448,-770.95764,-196.29614,236.56401,,
3351000000,-97.06675,-770.8056,-196.6638,235.90941,,
3352000000,-98.200706,-770.99011,-196.77783,236.29483,,
3353000000,-96.619202,-771.1748,-196.78299,237.24283,,
3354000000,-97.736801,-771.57544,-196.7038,237.74545,,
3355000000,-98.137299,-771.7749,-197.11018,237.43102,,
3356000000,-97.724014,-771.4267,-196.96388,237.90703,,
3357000000,-98.230118,-771.96704,-196.91522,237.9091,,
3358000000,-97.788246,-771.50134,-197.1234,238.282,,
3359000000,-98.448738,-772.57971,-197.03781,238.71519,,
3360000000,-98.332634,-772.67926,-197.74043,239.69055,,
3361000000,-98.64817,-772.39795,-197.5715,239.12553,,
3362000000,-98.759102,-772.69104,-197.61888,239.77603,,
3363000000,-99.172424,-773.03564,-197.61716,239.48616,,
3364000000,-98.651924,-772.43793,-198.09996,240.12386,,
3365000000,-98.337883,-772.5799,-197.53064,240.85835,,
3366000000,-98.266579,-773.34015,-197.77766,240.46819,,
3367000000,-98.211784,-772.9505,-198.18938,241.83687,,
3368000000,-99.523781,-773.18945,-198.56145,241.15854,,
3369000000,-99.134491,-773.52136,-198.60481,242.1413,,
3370000000,-99.666702,-773.51038,-198.46776,241.95268,,
3371000000,-99.735786,-773.26904,-198.92778,243.20749,,
3372000000,-100.28614,-773.95856,-198.71249,242.15536,,
3373000000,-99.497566,-774.15417,-198.62875,242.79886,,
3374000000,-100.01245,-773.95337,-198.77466,243.39481,,
3375000000,-100.02448,-774.61829,-198.84529,243.49283,,
3376000000,-100.00693,-774.38196,-199.16417,243.78992,,
3377000000,-99.974113,-774.10712,-199.67546,245.1871,,
3378000000,-100.11369,-774.74835,-199.19981,243.75833,,
3379000000,-100.33101,-774.96313,-199.11382,245.19904,,
3380000000,-100.09496,-774.94855,-199.5889,245.49191,,
3381000000,-101.31453,-775.36865,-199.65025,244.84677,,
3382000000,-101.26311,-775.52502,-199.42691,245.58153,,
3383000000,-101.40041,-775.63641,-200.2151,245.77728,,
3384000000,-101.21338,-775.73376,-200.07686,245.74472,,
3385000000,-101.71057,-775.70807,-200.04492,246.18854,,
3386000000,-102.20139,-775.86298,-200.50119,247.04791,,
3387000000,-101.64223,-776.37469,-200.21651,246.17253,,
3388000000,-101.58295,-776.47034,-200.24548,247.79918,,
3389000000,-102.23386,-776.68494,-200.45743,247.74348,,
3390000000,-102.23199,-776.84375,-200.41714,247.62115,,
3391000000,-102.91454,-776.81732,-200.76492,248.01068,,
3392000000,-102.24818,-777.17542,-200.61662,248.62201,,
3393000000,-103.12642,-777.13672,-201.12852,248.12883,,
3394000000,-102.46157,-777.5918,-200.69592,248.464,,
3395000000,-102.52115,-777.35083,-201.28,248.50824,,
3396000000,-102.7462,-777.38373,-201.15884,249.62675,,
3397000000,-102.68739,-777.66956,-201.14369,249.43747,,
3398000000,-102.75971,-777.59882,-201.76904,250.16537,,
3399000000,-103.52705,-778.2793,-201.5733,250.17577,,
3400000000,-103.50517,-778.34894,-201.65169,250.15915,,
3401000000,-103.3259,-778.38068,-201.47681,251.19611,,
3402000000,-103.73036,-778.67065,-201.61787,250.77158,,
3403000000,-104.73717,-778.52185,-201.7894,251.35765,,
3404000000,-104.70611,-779.04938,-201.86671,251.10521,,
3405000000,-104.35899,-778.93549,-202.09312,251.89117,,
3406000000,-104.06015,-778.74329,-201.91872,251.60683,,
3407000000,-103.94487,-779.06879,-202.35245,252.48697,,
3408000000,-104.33327,-779.17993,-202.46935,251.62035,,
3409000000,-104.80432,-779.46741,-202.62477,252.10016,,
3410000000,-104.44234,-779.63568,-202.86092,251.74794,,
3411000000,-105.08379,-779.82843,-203.22957,254.07948,,
3412000000,-104.68616,-779.84497,-202.57481,253.02553,,
3413000000,-105.3605,-780.38074,-202.99571,252.51218,,
3414000000,-105.53689,-780.62097,-203.03328,253.78346,,
3415000000,-106.53694,-780.31213,-203.38391,253.07018,,
3416000000,-105.98035,-780.36108,-203.15201,253.83543,,
3417000000,-106.26291,-780.87061,-203.37799,253.70891,,
3418000000,-106.19826,-780.62164,-203.52795,254.02052,,
3419000000,-107.00247,-781.34418,-203.40875,254.76256,,
3420000000,-106.65184,-781.40723,-203.87375,254.90291,,
3421000000,-106.52308,-781.49115,-203.79895,254.84152,,
3422000000,-106.95806,-781.68903,-203.54329,254.91811,,
3423000000,-107.13689,-781.54572,-204.00131,255.00569,,
3424000000,-107.48074,-781.68585,-204.29941,255.70709,,
3425000000,-107.75606,-782.25,-204.14986,255.54613,,
3426000000,-107.29255,-782.24176,-203.94464,256.31973,,
3427000000,-107.8782,-782.41547,-204.45134,256.13275,,
3428000000,-108.27538,-782.4729,-204.57162,255.98026,,
3429000000,-108.13629,-782.82373,-204.39893,256.93124,,
3430000000,-107.76111,-782.54926,-204.07545,256.59711,,
3431000000,-108.53214,-783.2962,-204.79449,256.48676,,
3432000000,-108.53781,-783.35718,-204.62462,256.78558,,
3433000000,-108.76743,-783.80042,-204.5618,256.98404,,
3434000000,-109.34416,-783.56085,-205.13017,257.91351,,
3435000000,-109.42783,-784.1015,-204.5558,256.7655,,
3436000000,-109.451,-783.88556,-205.22568,257.62924,,
3437000000,-109.30644,-784.03766,-205.04919,257.93091,,
3438000000,-109.95654,-784.11835,-205.32245,258.20828,,
3439000000,-109.89288,-784.4198,-205.37338,258.27435,,
3440000000,-110.19475,-784.77234,-205.36955,258.05646,,
3441000000,-110.14644,-784.98291,-205.53654,258.15192,,
3442000000,-110.41309,-785.17841,-205.42966,258.68127,,
3443000000,-110.2591,-784.92664,-205.42355,259.10474,,
3444000000,-110.34861,-785.23633,-205.10641,259.18958,,
3445000000,-110.64329,-785.27032,-205.67928,259.02643,,
3446000000,-110.68948,-785.44214,-205.55342,258.67868,,
3447000000,-111.21478,-785.4541,-205.97263,259.54376,,
3448000000,-111.22756,-785.36029,-205.97447,260.13266,,
3449000000,-111.19496,-785.86224,-205.58182,260.0773,,
3450000000,-112.12448,-785.97339,-206.03065,260.35559,,
3451000000,-111.95174,-786.41455,-206.3876,259.89542,,
3452000000,-112.36983,-786.62427,-206.18661,259.83167,,
3453000000,-113.17808,-786.86676,-206.72957,260.18753,,
3454000000,-113.23857,-786.9386,-206.57961,260.30118,,
3455000000,-112.59386,-787.328,-206.22423,260.23633,,
3456000000,-113.0247,-787.33838,-206.59109,260.29227,,
3457000000,-113.31584,-787.22522,-206.97234,260.20264,,
3458000000,-113.07726,-788.17267,-206.46419,260.25131,,
3459000000,-114.02491,-787.56091,-206.83492,260.586,,
3460000000,-113.46903,-787.98132,-206.71031,261.3165,,
3461000000,-113.92474,-788.05432,-207.30315,262.19147,,
3462000000,-114.63279,-788.52454,-206.8228,260.92804,,
3463000000,-113.67817,-788.80487,-206.94223,260.86383,,
3464000000,-114.04937,-788.64764,-206.97708,261.82974,,
3465000000,-114.83619,-788.85352,-207.44864,261.52304,,
3466000000,-114.28281,-789.12817,-207.79578,261.3808,,
3467000000,-114.56787,-789.22424,-207.30792,262.54526,,
3468000000,-115.31157,-789.54187,-207.18095,261.02643,,
3469000000,-115.24204,-789.73785,-207.65071,262.05145,,
3470000000,-114.73778,-789.87646,-207.73196,262.27878,,
3471000000,-115.34213,-789.93933,-207.38612,263.00897,,
3472000000,-115.85548,-790.15686,-207.66895,262.61807,,
3473000000,-116.01773,-790.03937,-207.5912,262.70163,,
3474000000,-116.52739,-790.59113,-207.97813,262.47,,
3475000000,-116.34195,-790.45056,-207.9566,262.96249,,
3476000000,-116.74117,-790.86902,-207.80223,262.94656,,
3477000000,-116.35256,-790.98938,-208.0547,262.94736,,
3478000000,-117.373,-791.11523,-208.21422,262.78082,,
3479000000,-117.47224,-791.39148,-208.14529,262.96573,,
3480000000,-116.92646,-791.17651,-208.08832,262.99792,,
3481000000,-117.81675,-791.68689,-208.39038,263.19101,,
3482000000,-117.74065,-791.58624,-208.56662,263.93134,,
3483000000,-117.92702,-792.10492,-208.33113,263.65448,,
3484000000,-118.42268,-792.02277,-208.40288,263.86224,,
3485000000,-118.00266,-792.20209,-208.17337,263.22116,,
3486000000,-118.89571,-792.42743,-208.51564,263.7475,,
3487000000,-119.06966,-792.80011,-208.6667,263.65622,,
3488000000,-118.62748,-792.40936,-208.52907,264.21805,,
3489000000,-119.18657,-792.97992,-208.45435,263.57703,,
3490000000,-118.97336,-793.1261,-208.49312,264.3262,,
3491000000,-119.28338,-793.33569,-208.57217,264.07877,,
3492000000,-119.63123,-793.48975,-208.61148,264.32166,,
3493000000,-119.71169,-793.79626,-208.93156,264.67624,,
3494000000,-119.94991,-793.96832,-209.33202,264.61908,,
3495000000,-119.96957,-794.07104,-209.34798,264.89444,,
3496000000,-120.68516,-794.39795,-209.41515,264.40311,,
3497000000,-120.92497,-794.42767,-209.38495,264.87292,,
3498000000,-120.68746,-794.23584,-208.78493,264.41699,,
3499000000,-120.96117,-794.77118,-209.3902,265.02982,,
3500000000,-121.12384,-794.88678,-209.10814,264.61624,,
3501000000,-121.23846,-795.06482,-209.05447,265.12042,,
3502000000,-121.8681,-795.54425,-209.7108,265.25507,,
3503000000,-121.49738,-795.67371,-208.83606,264.85193,,
3504000000,-122.26416,-795.46155,-209.54881,265.0961,,
3505000000,-122.28022,-795.67615,-209.35237,265.33463,,
3506000000,-122.51928,-796.04108,-209.75905,265.48645,,
3507000000,-122.15866,-796.27081,-209.81407,264.90704,,
3508000000,-122.91294,-796.09961,-209.66447,265.47223,,
3509000000,-122.75957,-796.3844,-208.97644,265.43448,,
3510000000,-123.31674,-796.76288,-209.43968,264.99652,,
3511000000,-123.78985,-797.091,-209.65131,265.38583,,
3512000000,-124.06464,-796.97296,-210.08553,265.01685,,
3513000000,-123.25967,-797.00214,-209.42761,265.09647,,
3514000000,-123.71565,-797.47546,-209.95395,265.70538,,
3515000000,-124.44266,-797.74927,-209.51549,265.45514,,
3516000000,-124.24786,-797.74963,-209.62766,265.60834,,
3517000000,-124.82459,-798.00775,-209.6236,266.01999,,
3518000000,-124.63872,-797.94885,-209.92319,265.99854,,
3519000000,-125.09042,-798.29694,-209.73241,265.28021,,
3520000000,-124.95118,-798.10742,-209.42981,265.56204,,
3521000000,-125.72071,-798.72198,-210.15953,266.26541,,
3522000000,-125.65999,-798.55988,-209.96034,265.65784,,
3523000000,-125.91742,-799.11493,-209.9697,265.62634,,
3524000000,-125.69208,-798.88806,-209.65979,265.87604,,
3525000000,-126.11879,-799.33398,-209.4077,266.36975,,
3526000000,-126.88886,-799.29926,-209.77916,265.67609,,
3527000000,-126.56875,-799.68085,-209.93584,265.94058,,
3528000000,-126.89059,-799.34302,-209.65373,266.29578,,
3529000000,-126.95024,-799.77814,-209.63416,265.89832,,
3530000000,-127.54992,-800.28497,-209.30881,266.16513,,
3531000000,-128.1987,-800.26007,-210.17746,265.96069,,
3532000000,-127.12679,-800.16956,-209.27351,266.48318,,
3533000000,-128.16763,-800.62286,-209.90358,266.08408,,
3534000000,-128.45126,-800.53815,-210.21066,266.38196,,
3535000000,-128.43404,-800.60358,-209.64928,266.05011,,
3536000000,-129.18178,-801.07269,-210.29198,265.81595,,
3537000000,-128.64525,-800.95599,-209.35019,267.07233,,
3538000000,-129.23828,-800.91461,-209.95428,266.47531,,
3539000000,-129.94487,-801.33966,-210.58102,266.75882,,
3540000000,-129.21172,-801.39282,-209.69444,266.30695,,
3541000000,-129.69498,-801.31671,-210.08459,266.16418,,
3542000000,-130.23599,-801.5575,-209.57523,266.60162,,
