Freq(Hz),S21 Log Mag(dB),S21 Phase,S11 Log Mag(dB),S11 Phase
4062000000,-2.0387311,-437.95419,-8.9131861,205.05757
4063000000,-2.0367849,-438.24634,-8.8947544,205.04515
4064000000,-2.0372252,-438.63297,-8.9204206,204.81548
4065000000,-2.0231009,-438.55313,-8.8942795,205.00369
4066000000,-2.0211155,-438.92407,-8.9328766,204.79057
4067000000,-2.0176299,-439.08569,-8.9251261,204.65225
4068000000,-2.0236981,-439.37967,-8.8935938,204.70508
4069000000,-2.0175645,-439.35306,-8.930809,204.9353
4070000000,-2.0207694,-439.57623,-8.9490528,204.72461
4071000000,-2.0402853,-439.83664,-8.9874029,204.70827
4072000000,-2.0368557,-440.23727,-8.9792252,204.66872
4073000000,-2.0203953,-440.45255,-8.9661951,204.5833
4074000000,-2.0207577,-440.60208,-8.980011,204.31151
4075000000,-2.0285337,-440.74411,-8.9631062,204.27217
4076000000,-2.0327263,-441.0994,-8.9756079,204.29591
4077000000,-2.0310051,-441.16699,-8.9563208,204.28273
4078000000,-2.0177741,-441.23636,-9.0047073,204.27791
4079000000,-2.0564942,-441.37332,-9.0298948,204.24593
4080000000,-2.0317209,-441.7131,-9.0159969,204.24879
4081000000,-2.0269477,-441.8631,-9.0313635,204.23578
4082000000,-2.0279877,-442.00589,-9.0251265,204.28807
4083000000,-2.021347,-442.30591,-9.0760679,204.05861
4084000000,-2.0203679,-442.50543,-9.0223627,204.04579
4085000000,-2.0196853,-442.76053,-9.0306158,204.18382
4086000000,-2.040318,-442.8985,-9.052413,203.92107
4087000000,-2.0148826,-443.36118,-9.1063356,203.7424
4088000000,-2.0126235,-443.35468,-9.0782824,203.84029
4089000000,-2.03269,-443.44171,-9.0764933,203.75882
4090000000,-2.0352833,-443.76581,-9.1049967,203.72238
4091000000,-2.0325909,-443.80527,-9.0934553,203.6476
4092000000,-2.0231769,-444.20395,-9.0906744,203.62849
4093000000,-2.0162032,-444.29706,-9.1225147,203.74066
4094000000,-2.0262148,-444.61569,-9.1354265,203.59518
4095000000,-2.0442829,-444.8028,-9.1149683,203.54031
4096000000,-2.0128219,-445.03265,-9.1150188,203.64804
4097000000,-2.0215166,-444.9664,-9.1255579,203.34113
4098000000,-2.029043,-445.44485,-9.1263266,203.38834
4099000000,-2.0341213,-445.50497,-9.1530199,203.51595
4100000000,-2.0279579,-445.72443,-9.1878834,203.41847
4101000000,-2.0066657,-445.94504,-9.175292,203.48384
4102000000,-2.0128953,-446.1022,-9.1411638,203.24066
4103000000,-2.0161781,-446.40375,-9.1765203,203.28415
4104000000,-2.0160477,-446.60666,-9.2195053,203.27441
4105000000,-2.0326726,-446.77649,-9.1834316,203.39467
4106000000,-2.0069404,-447.06473,-9.2010956,203.22443
4107000000,-2.0106003,-447.27145,-9.2070227,202.98006
4108000000,-2.0157449,-447.44064,-9.216403,203.2243
4109000000,-2.0384791,-447.75769,-9.1694374,202.91676
4110000000,-2.0324349,-447.88968,-9.2177,202.92072
4111000000,-2.015692,-448.06876,-9.2446747,202.97133
4112000000,-2.0146737,-448.25217,-9.2524672,202.96855
4113000000,-2.0288033,-448.71042,-9.23808,202.91663
4114000000,-2.0067415,-448.81558,-9.2239151,202.80637
4115000000,-2.0316205,-448.91406,-9.2746458,202.74728
4116000000,-2.0113728,-449.20889,-9.2748451,202.52052
4117000000,-2.0302131,-449.33096,-9.264102,202.91492
4118000000,-2.0385175,-449.40494,-9.2846289,202.86276
4119000000,-2.0348804,-449.71567,-9.2864189,202.49797
4120000000,-2.025476,-449.81488,-9.3128157,202.95732
4121000000,-2.0195565,-450.05823,-9.2983704,202.52557
4122000000,-2.0512013,-450.19141,-9.3105288,202.64018
4123000000,-2.0373447,-450.5173,-9.3294802,202.45816
4124000000,-2.042527,-450.66507,-9.3839359,202.69281
4125000000,-2.0195622,-450.91864,-9.3489428,202.70097
4126000000,-2.0099251,-451.33371,-9.3266811,202.40256
4127000000,-2.0494292,-451.31699,-9.3530102,202.48369
4128000000,-2.0328531,-451.53214,-9.3557673,202.3878
4129000000,-2.0435915,-451.6814,-9.3641653,202.2494
4130000000,-2.0439754,-452.03427,-9.3847342,202.17688
4131000000,-2.0380688,-452.38025,-9.3897419,202.26756
4132000000,-2.0288818,-452.59293,-9.373539,202.31799
4133000000,-2.0120075,-452.599,-9.3696003,202.31326
4134000000,-2.030668,-452.81726,-9.4067678,202.17175
4135000000,-2.0360219,-452.95428,-9.4004288,201.99677
4136000000,-2.0270162,-453.32343,-9.398159,202.03914
4137000000,-2.0121562,-453.46252,-9.4249773,202.06764
4138000000,-2.0434463,-453.47415,-9.4505606,201.97417
4139000000,-2.0308018,-453.85092,-9.4074535,201.70393
4140000000,-2.0397027,-454.11179,-9.421669,201.78995
4141000000,-2.008728,-454.22723,-9.4262733,202.12924
4142000000,-2.0390768,-454.43329,-9.4655905,201.82103
4143000000,-2.0105629,-454.7283,-9.4164019,201.93486
4144000000,-2.0207162,-454.84167,-9.438324,201.91771
4145000000,-2.0408432,-455.04428,-9.4722681,201.91502
4146000000,-2.0269487,-455.25809,-9.507185,201.93573
4147000000,-2.0202775,-455.3999,-9.4784336,201.77644
4148000000,-2.0426209,-455.58612,-9.4885349,201.88338
4149000000,-2.0224352,-456.04263,-9.4961767,201.82994
4150000000,-2.0333436,-456.32361,-9.4553003,201.75841
4151000000,-2.0237033,-456.2984,-9.506423,201.55992
4152000000,-2.0239806,-456.49637,-9.482275,201.47908
4153000000,-2.028672,-456.80518,-9.513752,201.49602
4154000000,-2.0449276,-457.00458,-9.5329266,201.51202
4155000000,-2.0042181,-457.26569,-9.5046101,201.47824
4156000000,-2.0173748,-457.43198,-9.5137606,201.45721
4157000000,-2.0441833,-457.57578,-9.4860954,201.5271
4158000000,-2.0353677,-457.87567,-9.5236759,201.65649
4159000000,-2.0165694,-458.11899,-9.538065,201.4247
4160000000,-2.0438221,-458.20746,-9.5833616,201.4532
4161000000,-2.0309894,-458.40274,-9.5660887,201.41721
4162000000,-2.0441246,-458.69644,-9.5912771,201.24051
4163000000,-2.0586095,-458.83737,-9.5853815,201.32896
4164000000,-2.070996,-459.00626,-9.5979185,201.21724
4165000000,-2.0428421,-459.34973,-9.5218496,201.03447
4166000000,-2.032572,-459.50345,-9.5697222,201.13336
4167000000,-2.0184109,-459.68344,-9.560523,201.15894
4168000000,-2.0283389,-459.83704,-9.5858765,201.16533
4169000000,-2.0590086,-460.29688,-9.6120481,200.96442
4170000000,-2.0671659,-460.26532,-9.6115036,200.75273
4171000000,-2.0308907,-460.74429,-9.6196747,200.81352
4172000000,-2.0553794,-460.95422,-9.6148176,200.72278
4173000000,-2.0412798,-461.08417,-9.6060152,200.9505
4174000000,-2.0394194,-461.21094,-9.6375198,200.82803
4175000000,-2.0533018,-461.40131,-9.6429081,200.83014
4176000000,-2.0519278,-461.63239,-9.651619,200.81296
4177000000,-2.0380471,-461.9299,-9.6327276,200.58971
4178000000,-2.0670233,-461.9046,-9.652977,200.74251
4179000000,-2.0441985,-462.24295,-9.6282091,200.68852
4180000000,-2.0400352,-462.39786,-9.6691923,200.68172
4181000000,-2.0298374,-462.61188,-9.6691952,200.5354
4182000000,-2.0371411,-462.82193,-9.6608496,200.63747
4183000000,-2.0532298,-463.20987,-9.6891661,200.41066
4184000000,-2.0572381,-463.20465,-9.6873789,200.41037
4185000000,-2.0588832,-463.62259,-9.6923428,200.20662
4186000000,-2.0513823,-463.66342,-9.6939793,200.46288
4187000000,-2.0435011,-464.1077,-9.6585779,200.49942
4188000000,-2.0606396,-463.93045,-9.7066441,200.50229
4189000000,-2.0469646,-464.26544,-9.6619596,200.26379
4190000000,-2.0387127,-464.47507,-9.6757755,200.40614
4191000000,-2.0477962,-464.77585,-9.7016859,200.29248
4192000000,-2.0399544,-464.89133,-9.6783571,200.21014
4193000000,-2.0807221,-465.16464,-9.7306395,200.34943
4194000000,-2.087009,-465.45477,-9.7311459,200.08095
4195000000,-2.0745595,-465.60724,-9.7777271,200.08609
4196000000,-2.0497506,-465.82693,-9.7152004,200.16144
4197000000,-2.0657744,-465.89252,-9.7420797,200.1918
4198000000,-2.0531514,-466.21146,-9.736042,200.0457
4199000000,-2.0723181,-466.2963,-9.7495909,199.98898
4200000000,-2.0735548,-466.63809,-9.7829523,199.65207
4201000000,-2.0831783,-466.76202,-9.7756996,199.99593
4202000000,-2.0517094,-467.27539,-9.7974205,199.95204
4203000000,-2.0864832,-467.22009,-9.7665653,199.64438
4204000000,-2.0541716,-467.4704,-9.7711067,199.6412
4205000000,-2.0820489,-467.77829,-9.79949,199.67902
4206000000,-2.0931151,-467.91306,-9.8009682,199.78459
4207000000,-2.0504942,-468.18723,-9.7621183,199.62491
4208000000,-2.0756087,-468.38614,-9.775013,199.88564
4209000000,-2.0674832,-468.7077,-9.8041143,199.50006
4210000000,-2.0661852,-468.80441,-9.7720175,199.70009
4211000000,-2.0735531,-469.14145,-9.8241596,199.39273
4212000000,-2.0789816,-469.22198,-9.8183346,199.52998
4213000000,-2.0772004,-469.26547,-9.8185329,199.72925
4214000000,-2.0904195,-469.51721,-9.7884741,199.53677
4215000000,-2.0728595,-469.84375,-9.8017807,199.33241
4216000000,-2.1058896,-469.95364,-9.8726387,199.44229
4217000000,-2.0862503,-470.09183,-9.8424816,199.45139
4218000000,-2.0828536,-470.45279,-9.8090696,199.21826
4219000000,-2.0805984,-470.56699,-9.8569155,199.44533
4220000000,-2.0830162,-470.66971,-9.8526077,199.42502
4221000000,-2.0802951,-471.05658,-9.866683,199.06535
4222000000,-2.0964916,-471.16974,-9.8685656,199.25237
4223000000,-2.0611749,-471.36945,-9.8428068,199.18027
4224000000,-2.0841658,-471.78979,-9.8463182,199.15356
4225000000,-2.0894344,-471.76889,-9.8445024,199.25473
4226000000,-2.0819178,-471.95035,-9.8742952,199.07156
4227000000,-2.1074598,-472.28464,-9.8659439,199.01831
4228000000,-2.0937145,-472.40845,-9.8922682,199.06372
4229000000,-2.0898032,-472.50244,-9.868432,198.92178
4230000000,-2.0930371,-472.73935,-9.8777676,199.28644
4231000000,-2.1182623,-472.96848,-9.9036074,199.04601
4232000000,-2.0884914,-473.2207,-9.8741684,199.16824
4233000000,-2.0916092,-473.37906,-9.885272,198.96718
4234000000,-2.0832257,-473.72366,-9.8857307,198.81158
4235000000,-2.1123214,-473.89328,-9.9179983,198.77275
4236000000,-2.0720122,-474.10785,-9.9008627,198.77718
4237000000,-2.0947483,-474.19485,-9.8993711,198.85074
4238000000,-2.1009133,-474.49435,-9.9228106,198.73824
4239000000,-2.0995395,-474.79871,-9.9179354,198.8569
4240000000,-2.0755498,-474.92612,-9.9213028,198.65919
4241000000,-2.108896,-475.30167,-9.9547367,198.82683
4242000000,-2.1106253,-475.20349,-9.9025536,198.66798
4243000000,-2.0997658,-475.59232,-9.9156704,198.54268
4244000000,-2.0916979,-475.90076,-9.9529762,198.30092
4245000000,-2.0894992,-475.95749,-9.9555254,198.36201
4246000000,-2.1222177,-476.29648,-9.9174747,198.22408
4247000000,-2.0976355,-476.29657,-9.9377785,198.45767
4248000000,-2.1118045,-476.65082,-9.9596567,198.2211
4249000000,-2.0945654,-476.62442,-9.9501629,198.25827
4250000000,-2.1245639,-476.90491,-9.9554234,198.26811
4251000000,-2.0877388,-477.13162,-9.9427404,198.14955
4252000000,-2.1105793,-477.43646,-9.9594975,198.23906
4253000000,-2.1351681,-477.64481,-9.9869852,198.09372
4254000000,-2.1191442,-477.97916,-9.9683933,197.83192
4255000000,-2.1077328,-478.08408,-9.9508581,198.21489
4256000000,-2.1217446,-478.19232,-9.9852219,198.2101
4257000000,-2.1082559,-478.36389,-9.9845095,197.89117
4258000000,-2.1218491,-478.5983,-9.9825678,197.98946
4259000000,-2.1252244,-478.80762,-9.9816103,197.78575
4260000000,-2.1261604,-479.18762,-9.9895182,197.82777
4261000000,-2.11448,-479.18625,-9.9955235,198.00195
4262000000,-2.1211522,-479.52145,-10.012421,197.9243
4263000000,-2.1035583,-479.63266,-9.9855604,197.91733
4264000000,-2.1266026,-479.89166,-9.984374,197.77414
4265000000,-2.1112309,-480.00269,-9.9929152,197.78925
4266000000,-2.0957816,-480.30142,-10.012035,197.7767
4267000000,-2.1231256,-480.62119,-10.018459,197.87032
4268000000,-2.1197102,-480.74969,-10.005687,197.58258
4269000000,-2.125335,-480.82657,-10.053984,197.64642
4270000000,-2.1210194,-481.15439,-10.032477,197.69389
4271000000,-2.1223495,-481.36102,-10.050272,197.57866
4272000000,-2.1121862,-481.42847,-10.021149,197.71857
4273000000,-2.1191988,-481.77539,-10.016887,197.53835
4274000000,-2.1060052,-481.87717,-10.045347,197.61613
4275000000,-2.1255991,-482.19366,-10.047857,197.19293
4276000000,-2.1098604,-482.40659,-10.012563,197.3282
4277000000,-2.1313202,-482.63916,-10.058882,197.15889
4278000000,-2.1195796,-482.69012,-10.037556,197.35361
4279000000,-2.0999413,-483.01831,-10.025963,197.06088
4280000000,-2.1251681,-483.33157,-10.046203,196.99643
4281000000,-2.1410689,-483.40042,-10.03997,197.09373
4282000000,-2.1250336,-483.63345,-10.060955,196.94812
4283000000,-2.1300137,-483.96082,-10.016732,196.97147
4284000000,-2.1344042,-484.15891,-10.07175,196.98828
4285000000,-2.1149004,-484.22568,-10.057626,196.92123
4286000000,-2.1409662,-484.43887,-10.024224,196.94266
4287000000,-2.141609,-484.77509,-10.083232,196.6682
4288000000,-2.133672,-484.99481,-10.088091,196.51836
4289000000,-2.1277108,-485.00726,-10.057265,196.65533
4290000000,-2.1347766,-485.25958,-10.077787,196.82954
4291000000,-2.1385469,-485.44177,-10.069819,196.59367
4292000000,-2.136775,-485.72684,-10.105824,196.63205
4293000000,-2.1322331,-486.00803,-10.068455,196.36359
4294000000,-2.1410947,-486.0863,-10.085312,196.29814
4295000000,-2.1049984,-486.36203,-10.05042,196.30194
4296000000,-2.1258163,-486.50601,-10.111915,196.34605
4297000000,-2.1345031,-486.81076,-10.121527,196.48206
4298000000,-2.1281488,-486.84879,-10.090883,196.3062
4299000000,-2.1523316,-487.16843,-10.110557,196.45166
4300000000,-2.1185246,-487.36612,-10.093384,195.90082
4301000000,-2.1606748,-487.61688,-10.085795,196.07651
4302000000,-2.1340716,-487.86758,-10.100536,196.03377
4303000000,-2.1646512,-487.94949,-10.116021,195.87823
4304000000,-2.1650767,-488.20435,-10.094046,196.25174
4305000000,-2.1489699,-488.46619,-10.094169,195.88913
4306000000,-2.1434937,-488.54236,-10.137275,196.05209
4307000000,-2.1312814,-488.7395,-10.090994,195.965
4308000000,-2.1651084,-489.1217,-10.155421,195.5829
4309000000,-2.1644428,-489.24329,-10.097229,195.88361
4310000000,-2.1493168,-489.43698,-10.116735,195.54726
4311000000,-2.1390853,-489.58994,-10.136703,195.47079
4312000000,-2.1795502,-489.83264,-10.118549,195.71002
4313000000,-2.1557899,-489.96854,-10.106503,195.61183
4314000000,-2.150162,-490.34409,-10.158433,195.47534
4315000000,-2.1575305,-490.39365,-10.090652,195.52222
4316000000,-2.166656,-490.70047,-10.12641,195.50722
4317000000,-2.136008,-490.93625,-10.077674,195.22639
4318000000,-2.1724391,-491.07126,-10.102502,195.24086
4319000000,-2.1440907,-491.3172,-10.081198,195.35632
4320000000,-2.1498852,-491.48196,-10.112336,195.37708
4321000000,-2.1828794,-491.82062,-10.134707,195.14537
4322000000,-2.1232369,-491.85593,-10.097576,195.20918
4323000000,-2.1601684,-492.20752,-10.143752,194.88205
4324000000,-2.1538594,-492.33643,-10.143195,194.98705
4325000000,-2.1423433,-492.61752,-10.126007,194.91882
4326000000,-2.1519608,-492.68909,-10.109015,194.83791
4327000000,-2.144551,-493.11807,-10.148301,194.81703
4328000000,-2.1728702,-493.13956,-10.127245,194.84071
4329000000,-2.1990123,-493.3454,-10.136388,194.77415
4330000000,-2.1705842,-493.76721,-10.140446,194.57004
4331000000,-2.1772134,-493.80246,-10.149115,194.74113
4332000000,-2.1761739,-493.97791,-10.164751,194.62532
4333000000,-2.1300333,-494.23059,-10.117999,194.493
4334000000,-2.1979194,-494.52728,-10.174466,194.24561
4335000000,-2.1649883,-494.53116,-10.16833,194.13379
4336000000,-2.1733632,-494.81573,-10.142128,194.4157
4337000000,-2.163872,-495.06119,-10.139169,194.29724
4338000000,-2.1761336,-495.13965,-10.107487,194.21036
4339000000,-2.1575966,-495.54175,-10.161068,194.01337
4340000000,-2.1763434,-495.72977,-10.154979,193.98589
4341000000,-2.1993487,-495.84164,-10.164872,193.87837
4342000000,-2.1797149,-496.06284,-10.154635,193.89706
4343000000,-2.1729214,-496.35919,-10.141112,193.82573
4344000000,-2.2005522,-496.59906,-10.175238,193.85277
4345000000,-2.1670702,-496.90576,-10.137897,193.71588
4346000000,-2.18186,-497.09756,-10.132699,193.53972
4347000000,-2.1515026,-497.29318,-10.11865,193.64619
4348000000,-2.1631744,-497.31766,-10.158806,193.54037
4349000000,-2.1814787,-497.49329,-10.135942,193.47711
4350000000,-2.1893551,-497.88397,-10.138305,193.20795
4351000000,-2.1955445,-497.96436,-10.169839,193.2171
4352000000,-2.1714213,-498.2005,-10.174348,193.1067
4353000000,-2.2030983,-498.41873,-10.182164,193.0674
4354000000,-2.1938183,-498.57605,-10.129938,193.16466
4355000000,-2.1975722,-498.75458,-10.160849,192.94942
4356000000,-2.1874948,-499.078,-10.146489,192.80258
4357000000,-2.2020485,-499.28885,-10.175188,192.81087
4358000000,-2.2074926,-499.60818,-10.170775,192.71567
4359000000,-2.1985519,-499.53873,-10.161237,192.57178
4360000000,-2.1761003,-499.72232,-10.13816,192.58839
4361000000,-2.193454,-500.17554,-10.205949,192.51555
4362000000,-2.2069738,-500.20667,-10.169033,192.22411
4363000000,-2.1853597,-500.36694,-10.144104,192.38393
4364000000,-2.2112527,-500.69943,-10.181396,192.005
4365000000,-2.1809094,-501.0517,-10.135259,192.24818
4366000000,-2.2178793,-501.10596,-10.191422,192.22673
4367000000,-2.2007229,-501.19235,-10.152714,192.25513
4368000000,-2.2149138,-501.59436,-10.208378,192.10884
4369000000,-2.1970024,-501.78729,-10.166839,191.89734
4370000000,-2.2075913,-501.74527,-10.205544,192.07304
4371000000,-2.1721995,-502.12939,-10.1795,191.90256
4372000000,-2.2184167,-502.27835,-10.193471,191.89139
4373000000,-2.1936431,-502.53073,-10.202076,191.71231
4374000000,-2.2098384,-502.66785,-10.133319,191.61079
4375000000,-2.2144563,-503.02765,-10.191355,191.60355
4376000000,-2.211551,-503.28943,-10.18178,191.47324
4377000000,-2.1935513,-503.54095,-10.202202,191.24168
4378000000,-2.2000573,-503.69312,-10.176002,191.18718
4379000000,-2.2169735,-503.87228,-10.194283,191.16747
4380000000,-2.2101495,-503.98322,-10.198987,191.24437
4381000000,-2.1939313,-504.21567,-10.177348,191.07303
4382000000,-2.2089102,-504.36597,-10.220125,191.15167
4383000000,-2.2083929,-504.69098,-10.221781,190.91124
4384000000,-2.2391863,-505.03436,-10.207773,190.89609
4385000000,-2.2117941,-505.25299,-10.181827,190.82898
4386000000,-2.2245665,-505.31467,-10.219483,190.86171
4387000000,-2.228977,-505.50122,-10.19472,190.53439
4388000000,-2.2392969,-505.70575,-10.20832,190.62775
4389000000,-2.2199373,-506.03305,-10.220009,190.51971
4390000000,-2.2382197,-506.01926,-10.215999,190.38629
4391000000,-2.2173123,-506.42111,-10.233753,190.25835
4392000000,-2.2304168,-506.55591,-10.226783,190.43079
4393000000,-2.2111225,-506.7435,-10.208576,190.31766
4394000000,-2.2112095,-506.90561,-10.230151,190.38763
4395000000,-2.2517045,-507.17621,-10.244152,190.31021
4396000000,-2.2480907,-507.47415,-10.224996,189.94148
4397000000,-2.2332706,-507.49033,-10.24554,190.02208
4398000000,-2.2211382,-507.88156,-10.234805,189.8844
4399000000,-2.2542129,-508.08069,-10.276308,189.55774
4400000000,-2.2495098,-508.09503,-10.226645,189.49475
4401000000,-2.2443075,-508.33978,-10.249422,189.81052
4402000000,-2.2353013,-508.71057,-10.249022,189.45151
4403000000,-2.2115326,-508.92386,-10.244856,189.40297
4404000000,-2.2728701,-508.99667,-10.267667,189.34145
4405000000,-2.2549608,-509.1868,-10.263488,189.2722
4406000000,-2.2344527,-509.44223,-10.240508,189.07736
4407000000,-2.2535353,-509.68521,-10.232255,189.18649
4408000000,-2.246506,-510.02347,-10.265492,188.77951
4409000000,-2.2294126,-510.11459,-10.259777,189.02171
4410000000,-2.2158353,-510.23224,-10.253009,188.9514
4411000000,-2.2382143,-510.56549,-10.275509,188.68977
4412000000,-2.2612841,-510.76587,-10.285085,188.74649
4413000000,-2.2422771,-511.00803,-10.275906,188.55891
4414000000,-2.2724402,-510.96558,-10.279317,188.51521
4415000000,-2.2244463,-511.15469,-10.282207,188.25517
4416000000,-2.2331183,-511.60419,-10.28755,188.30214
4417000000,-2.2621686,-511.67221,-10.311728,188.19972
4418000000,-2.2206883,-512.18909,-10.279479,187.62538
4419000000,-2.2560978,-511.93234,-10.306872,187.87241
4420000000,-2.2559471,-512.44568,-10.303312,187.80983
4421000000,-2.2520626,-512.47363,-10.312038,187.80447
4422000000,-2.2355185,-512.81775,-10.29178,187.73491
4423000000,-2.2648089,-513.00574,-10.308765,187.61415
4424000000,-2.2539823,-513.11426,-10.313591,187.67688
4425000000,-2.2651205,-513.41174,-10.35829,187.31468
4426000000,-2.267941,-513.68304,-10.315254,187.3374
4427000000,-2.2396007,-513.65546,-10.3137,187.36369
4428000000,-2.2426219,-513.96411,-10.325179,187.39752
4429000000,-2.2444773,-514.24323,-10.337431,187.05746
4430000000,-2.2591889,-514.46338,-10.335961,187.06848
4431000000,-2.260071,-514.56091,-10.30246,187.09952
4432000000,-2.2791972,-514.80225,-10.319648,186.9138
4433000000,-2.27827,-515.06171,-10.33128,187.17828
4434000000,-2.2686434,-515.27374,-10.352208,186.70911
4435000000,-2.2401562,-515.58807,-10.335293,186.81114
4436000000,-2.2562087,-515.71967,-10.345406,186.75648
4437000000,-2.2716146,-515.78436,-10.32683,186.74295
4438000000,-2.2603474,-516.0896,-10.335989,186.43733
4439000000,-2.2711971,-516.35223,-10.359,186.36879
4440000000,-2.2801292,-516.38873,-10.336204,186.22498
4441000000,-2.2679758,-516.70166,-10.341719,186.19368
4442000000,-2.2866623,-516.90948,-10.341522,186.0834
4443000000,-2.2846513,-517.12854,-10.353006,186.02199
4444000000,-2.2653556,-517.45367,-10.349428,185.75726
4445000000,-2.2674882,-517.64081,-10.357368,185.70697
4446000000,-2.2798603,-517.80212,-10.347854,185.7446
4447000000,-2.281579,-517.94348,-10.382875,185.51457
4448000000,-2.2728455,-518.26489,-10.387693,185.42816
4449000000,-2.2791011,-518.40283,-10.375264,185.4834
4450000000,-2.2683828,-518.59857,-10.383396,185.06786
4451000000,-2.2908306,-518.71991,-10.366091,185.172
4452000000,-2.2839715,-519.04633,-10.389656,184.99335
4453000000,-2.2860456,-519.33014,-10.404643,184.97029
4454000000,-2.2868519,-519.55603,-10.371766,184.75934
4455000000,-2.2780302,-519.52484,-10.403168,184.93326
4456000000,-2.2797368,-519.82111,-10.417703,184.78085
4457000000,-2.2999425,-519.97784,-10.407646,184.65041
4458000000,-2.2910483,-520.40094,-10.412603,184.44405
4459000000,-2.3016994,-520.45703,-10.420625,184.65521
4460000000,-2.2855625,-520.72168,-10.397434,184.39468
4461000000,-2.2907403,-520.84784,-10.419651,184.3943
4462000000,-2.2783806,-520.99878,-10.421413,184.13361
4463000000,-2.290092,-521.37335,-10.435883,184.06021
4464000000,-2.3142343,-521.48932,-10.443795,184.15363
4465000000,-2.2847381,-521.74457,-10.449219,183.61522
4466000000,-2.2993426,-522.06873,-10.445757,183.60202
4467000000,-2.3115721,-522.02417,-10.460171,183.4482
4468000000,-2.3022234,-522.46027,-10.459222,183.41309
4469000000,-2.2942519,-522.58972,-10.456552,183.54471
4470000000,-2.2992792,-522.67993,-10.461214,183.15628
4471000000,-2.3097987,-523.04193,-10.46113,183.15939
4472000000,-2.2904899,-523.16949,-10.466684,183.00612
4473000000,-2.2905955,-523.37091,-10.470921,182.74245
4474000000,-2.3038526,-523.59479,-10.46322,182.86005
4475000000,-2.2740343,-523.76697,-10.47879,182.7005
4476000000,-2.2989724,-524.11694,-10.470712,182.61563
4477000000,-2.3050749,-524.30524,-10.498392,182.5114
4478000000,-2.3159099,-524.49731,-10.491986,182.48346
4479000000,-2.3116786,-524.79181,-10.485915,182.20906
4480000000,-2.3006735,-524.88855,-10.500125,182.11192
4481000000,-2.3098888,-525.21973,-10.520099,181.96326
4482000000,-2.3097293,-525.29773,-10.474172,181.9281
4483000000,-2.3099866,-525.56763,-10.499464,181.8558
4484000000,-2.30516,-525.74219,-10.495298,181.48889
4485000000,-2.2835674,-525.97314,-10.498346,181.55617
4486000000,-2.3056123,-526.13324,-10.511844,181.592
4487000000,-2.3186033,-526.23749,-10.523734,181.35225
4488000000,-2.3018367,-526.51318,-10.54042,181.29913
4489000000,-2.2979093,-526.7384,-10.519144,181.22836
4490000000,-2.3287852,-527.00073,-10.513246,181.05743
4491000000,-2.307673,-527.41083,-10.513062,180.8226
4492000000,-2.3370674,-527.43347,-10.56015,180.80611
4493000000,-2.3143449,-527.70349,-10.549423,180.71661
4494000000,-2.3212395,-527.87158,-10.550637,180.61642
4495000000,-2.3226302,-527.91962,-10.572277,180.70605
4496000000,-2.3369062,-528.29205,-10.59961,180.38348
4497000000,-2.2994835,-528.32971,-10.573158,180.29524
4498000000,-2.3096163,-528.72137,-10.561047,180.15489
4499000000,-2.2991421,-528.88861,-10.564342,180.32437
4500000000,-2.328043,-528.92108,-10.60307,180.18198
4501000000,-2.3210943,-529.01697,-10.576842,179.94356
4502000000,-2.3519158,-529.51154,-10.618191,179.70624
4503000000,-2.3066149,-529.58044,-10.584725,179.72902
4504000000,-2.3330326,-529.96613,-10.596128,179.65916
4505000000,-2.3053398,-530.01807,-10.617388,179.50159
4506000000,-2.338088,-530.17261,-10.625623,179.22519
4507000000,-2.3334358,-530.40558,-10.639505,179.3447
4508000000,-2.3129215,-530.74591,-10.633744,178.92499
4509000000,-2.3247802,-530.94836,-10.642173,178.89886
4510000000,-2.3285484,-531.24622,-10.630396,178.85912
4511000000,-2.3344212,-531.42023,-10.646864,178.79596
4512000000,-2.323405,-531.55322,-10.666451,178.72722
4513000000,-2.3512394,-531.7146,-10.71318,178.39928
4514000000,-2.3150752,-531.88159,-10.651909,178.48648
4515000000,-2.3411083,-532.24042,-10.67533,178.27879
4516000000,-2.3060465,-532.30713,-10.709476,178.2462
4517000000,-2.3366978,-532.59637,-10.68341,178.12009
4518000000,-2.3173409,-532.63831,-10.709097,178.11414
4519000000,-2.3067563,-533.13293,-10.689136,177.81915
4520000000,-2.3521459,-533.14655,-10.739389,177.65536
4521000000,-2.331429,-533.29749,-10.716259,177.83994
4522000000,-2.3333621,-533.63708,-10.687325,177.44208
4523000000,-2.3443911,-533.89685,-10.722931,177.2607
4524000000,-2.3430915,-533.84888,-10.70632,177.5238
4525000000,-2.3232009,-534.12756,-10.723712,177.32008
4526000000,-2.3334303,-534.48944,-10.763608,177.0843
4527000000,-2.315696,-534.56421,-10.768684,177.0013
4528000000,-2.3225956,-534.82855,-10.72733,176.95605
4529000000,-2.3588088,-535.25726,-10.786161,176.72389
4530000000,-2.3126466,-535.31482,-10.736723,176.73787
4531000000,-2.3485372,-535.42462,-10.790525,176.77896
4532000000,-2.3287599,-535.78278,-10.786181,176.32568
4533000000,-2.3385274,-535.92389,-10.817616,176.40175
4534000000,-2.3372693,-536.09662,-10.81442,176.2943
4535000000,-2.3216178,-536.2168,-10.81772,176.02199
4536000000,-2.3395922,-536.61713,-10.842141,175.91437
4537000000,-2.3352876,-536.81824,-10.862678,175.62148
