Freq(Hz),S11 Log Mag(dB),S11 Phase(�),S22 Log Mag(dB),S22 Phase(�),S21 Log Mag(dB),S21 Phase(�),S31 Log Mag(dB),S31 Phase(�),S32 Log Mag(dB),S32 Phase(�),S33 Log Mag(dB),S33 Phase(�)
1754000000,-25.202234,87.744385,-16.081486,-24.160788,-3.231667,-162.86591,-3.2234976,-163.25247,-16.242861,-232.00787,-16.727283,-28.158743
1755000000,-25.173168,87.773689,-16.081923,-24.304596,-3.2255991,-163.06064,-3.2453518,-163.4021,-16.271496,-232.21231,-16.70998,-28.322666
1756000000,-25.220678,88.947716,-16.080276,-24.452576,-3.2432652,-163.0829,-3.2538571,-163.32785,-16.286364,-232.42213,-16.734329,-28.348022
1757000000,-25.401394,88.548531,-16.053791,-24.646484,-3.2212448,-163.46385,-3.2299678,-163.56935,-16.27199,-232.7007,-16.697308,-28.605955
1758000000,-25.327648,88.423698,-16.064758,-24.635399,-3.2142799,-163.31186,-3.2166853,-163.57425,-16.290876,-232.5672,-16.726904,-28.594725
1759000000,-25.381285,88.484108,-16.074106,-24.632908,-3.2387729,-163.51366,-3.2396812,-163.63718,-16.309343,-232.858,-16.710379,-28.659895
1760000000,-25.453995,88.012672,-16.051653,-24.681284,-3.2052622,-163.4984,-3.2403283,-163.69038,-16.323959,-232.78181,-16.679699,-28.70052
1761000000,-25.503183,88.255135,-16.062632,-24.715696,-3.2329304,-163.62216,-3.2340448,-163.75085,-16.32745,-232.90659,-16.687292,-28.767626
1762000000,-25.492987,88.789658,-16.046469,-24.724283,-3.2030816,-163.73589,-3.2241247,-163.92812,-16.323391,-232.96202,-16.696592,-28.84864
1763000000,-25.602726,88.826683,-16.067574,-24.720451,-3.2361276,-163.75323,-3.2418284,-163.98212,-16.392071,-233.06543,-16.690077,-28.797686
1764000000,-25.509066,88.844421,-16.056374,-24.769033,-3.1923409,-163.98076,-3.2270555,-164.14458,-16.383358,-233.27405,-16.691862,-28.824686
1765000000,-25.696812,89.107056,-16.044609,-24.964354,-3.2283885,-164.1805,-3.2210965,-164.2827,-16.372383,-233.32303,-16.662001,-29.043846
1766000000,-25.762516,89.160484,-16.036917,-25.049177,-3.2390139,-164.19078,-3.2396162,-164.35405,-16.42177,-233.3165,-16.676664,-29.133226
1767000000,-25.825232,89.290939,-16.029781,-25.051918,-3.2187936,-164.13284,-3.2292545,-164.43954,-16.406164,-233.54753,-16.659571,-29.261992
1768000000,-25.793777,89.896805,-16.03149,-25.169437,-3.2026043,-164.36157,-3.2042344,-164.52408,-16.413248,-233.61731,-16.651688,-29.197334
1769000000,-25.88796,89.023132,-16.018698,-25.117523,-3.2053127,-164.33223,-3.2111738,-164.43753,-16.417192,-233.54771,-16.634224,-29.167664
1770000000,-25.916126,88.955505,-16.02858,-25.153433,-3.221355,-164.50414,-3.2330701,-164.68916,-16.442223,-233.88486,-16.644329,-29.202635
1771000000,-26.009398,88.703079,-16.012024,-25.290207,-3.2048063,-164.41917,-3.2387702,-164.79434,-16.478827,-234.03171,-16.625488,-29.383255
1772000000,-25.998426,89.603645,-16.007078,-25.460651,-3.2011151,-164.78351,-3.1844118,-164.96068,-16.445644,-234.14796,-16.626484,-29.522779
1773000000,-26.044195,90.239914,-16.028212,-25.560411,-3.1962755,-164.76605,-3.1895547,-164.90825,-16.446835,-234.07573,-16.632553,-29.674402
1774000000,-26.1283,89.778961,-16.018696,-25.425629,-3.223736,-164.89906,-3.2435968,-165.05222,-16.504923,-234.20303,-16.619745,-29.557436
1775000000,-26.121258,89.96302,-16.009861,-25.309517,-3.2192438,-164.88365,-3.2217429,-165.04416,-16.50491,-234.38579,-16.619955,-29.503567
1776000000,-26.182528,90.011986,-16.002682,-25.396757,-3.2108319,-164.99435,-3.216943,-165.37172,-16.523371,-234.51662,-16.614208,-29.664274
1777000000,-26.259043,89.571991,-15.964666,-25.624155,-3.21696,-165.25276,-3.2366817,-165.33815,-16.532812,-234.57001,-16.572987,-29.795069
1778000000,-26.363796,89.859848,-15.998342,-25.884451,-3.2117777,-165.34209,-3.2263653,-165.41528,-16.536629,-234.6935,-16.612757,-29.91143
1779000000,-26.393042,89.946594,-15.961744,-25.588316,-3.2242682,-165.26199,-3.212991,-165.35368,-16.552305,-234.54059,-16.586098,-29.771357
1780000000,-26.525713,91.091461,-15.989941,-25.721333,-3.2177951,-165.42896,-3.2170768,-165.59801,-16.600601,-234.82527,-16.592142,-30.017509
1781000000,-26.475891,91.512604,-16.022163,-25.961229,-3.2190349,-165.46542,-3.2261174,-165.79616,-16.594967,-235.0005,-16.615585,-30.205717
1782000000,-26.573582,90.64901,-15.96678,-25.937498,-3.2250488,-165.79787,-3.2112985,-165.75525,-16.621202,-235.12102,-16.564697,-30.157198
1783000000,-26.633875,90.501465,-15.946131,-26.064196,-3.2086098,-165.75301,-3.2182455,-166.00507,-16.618008,-235.0556,-16.550674,-30.305624
1784000000,-26.520935,91.322578,-15.988278,-26.000988,-3.2220011,-165.96236,-3.2306821,-166.11612,-16.620325,-235.38127,-16.590124,-30.268776
1785000000,-26.671093,91.18528,-15.947421,-25.986069,-3.2065432,-165.69858,-3.2129967,-166.035,-16.649572,-235.33652,-16.529783,-30.20142
1786000000,-26.67256,91.862,-15.952121,-26.4097,-3.2159634,-165.9919,-3.225204,-166.25146,-16.636736,-235.51776,-16.568241,-30.5438
1787000000,-26.835642,92.065926,-15.939394,-26.390881,-3.2050345,-166.17847,-3.2343171,-166.39946,-16.66291,-235.60541,-16.537964,-30.576998
1788000000,-26.912603,91.863426,-15.952209,-26.358557,-3.2085538,-166.18094,-3.2226636,-166.22728,-16.706549,-235.75641,-16.537645,-30.731306
1789000000,-26.814163,91.750832,-15.941767,-26.249031,-3.2098401,-166.38802,-3.2241294,-166.40698,-16.694571,-235.73349,-16.526875,-30.590727
1790000000,-26.876785,92.064697,-15.97098,-26.442631,-3.2261462,-166.43344,-3.2301419,-166.67574,-16.710798,-236.04562,-16.568232,-30.656549
1791000000,-26.868605,92.244415,-15.950257,-26.521927,-3.2014267,-166.5611,-3.2124031,-166.6833,-16.725813,-236.22012,-16.550203,-30.809389
1792000000,-26.9158,92.221085,-15.93252,-26.633629,-3.1972044,-166.60634,-3.2261937,-166.88326,-16.715017,-236.25688,-16.549221,-30.923027
1793000000,-27.124092,92.968361,-15.955851,-26.777372,-3.2000048,-166.78883,-3.2149043,-166.95395,-16.760752,-236.20059,-16.54929,-31.07538
1794000000,-27.110954,92.345436,-15.902484,-26.570965,-3.1988459,-166.67502,-3.1987669,-167.04802,-16.736689,-236.31073,-16.497297,-30.88253
1795000000,-27.108706,93.209633,-15.951629,-26.741768,-3.2079523,-166.99762,-3.2295752,-167.17462,-16.793879,-236.43031,-16.564379,-31.005751
1796000000,-27.142355,93.238037,-15.937855,-26.788002,-3.1738112,-166.99776,-3.2271774,-167.24991,-16.764599,-236.82819,-16.52039,-31.093353
1797000000,-27.263651,93.457474,-15.92776,-27.097757,-3.2183397,-167.29103,-3.2282627,-167.26233,-16.818899,-236.70387,-16.503799,-31.352669
1798000000,-27.346436,93.407455,-15.913664,-26.941843,-3.210124,-167.08739,-3.2225618,-167.37762,-16.83596,-236.83086,-16.501522,-31.366879
1799000000,-27.311024,94.218857,-15.931859,-27.119316,-3.2247748,-167.43156,-3.2453489,-167.46782,-16.83209,-236.97186,-16.541721,-31.433531
1800000000,-27.392389,93.522614,-15.898024,-26.999912,-3.1790533,-167.27405,-3.2215466,-167.4353,-16.836487,-237.12228,-16.50473,-31.3992
1801000000,-27.479656,93.806786,-15.886067,-27.209522,-3.2249582,-167.41209,-3.238764,-167.73056,-16.852737,-237.06169,-16.458344,-31.596264
1802000000,-27.443996,94.403091,-15.890876,-27.141682,-3.1857045,-167.54776,-3.2323604,-167.91109,-16.892904,-237.3656,-16.493559,-31.611141
1803000000,-27.613304,94.370079,-15.908779,-27.290981,-3.2213511,-167.70587,-3.2367454,-167.93011,-16.899035,-237.23425,-16.466764,-31.633768
1804000000,-27.550625,94.93589,-15.929216,-27.364428,-3.2080028,-167.84622,-3.2294934,-167.97739,-16.904634,-237.49472,-16.487846,-31.753611
1805000000,-27.738052,94.69928,-15.882756,-27.474112,-3.2111549,-167.8358,-3.2335784,-168.13641,-16.929977,-237.46524,-16.466095,-31.754704
1806000000,-27.749102,94.853561,-15.892628,-27.604364,-3.1919744,-168.0108,-3.2246993,-168.24171,-16.916046,-237.73734,-16.453186,-31.900164
1807000000,-27.736778,95.306564,-15.88928,-27.502878,-3.1971886,-168.10318,-3.2314129,-168.22523,-16.962908,-237.68217,-16.442905,-32.003719
1808000000,-27.760996,95.419296,-15.901429,-27.476772,-3.2130075,-168.17133,-3.2128923,-168.2655,-16.96036,-237.77007,-16.468214,-31.921783
1809000000,-27.931206,95.51606,-15.867,-27.680756,-3.2232068,-168.46033,-3.2440612,-168.61862,-16.981375,-238.10684,-16.447493,-32.128422
1810000000,-27.972908,96.232437,-15.877765,-27.726622,-3.2394035,-168.32388,-3.2332139,-168.42746,-17.018379,-237.92776,-16.447824,-32.157093
1811000000,-27.973522,96.023087,-15.883494,-27.86264,-3.2198501,-168.67743,-3.2189543,-168.67465,-17.009872,-238.01595,-16.459408,-32.301659
1812000000,-28.024046,96.341095,-15.858009,-27.943348,-3.2047925,-168.49919,-3.2199378,-168.73912,-17.003971,-238.34573,-16.453146,-32.459869
1813000000,-28.093918,97.737328,-15.872043,-28.111061,-3.2467172,-168.48416,-3.2508016,-168.8437,-17.061838,-238.23424,-16.455929,-32.559944
1814000000,-28.116905,97.168686,-15.846014,-27.977547,-3.2148697,-168.84056,-3.2175839,-168.99567,-17.021959,-238.51628,-16.411184,-32.328506
1815000000,-28.07794,97.514755,-15.881163,-28.031878,-3.2085583,-168.89214,-3.2376335,-169.15904,-17.057833,-238.67679,-16.418289,-32.478691
1816000000,-28.253399,97.802109,-15.857074,-28.142445,-3.2534523,-168.84329,-3.2402346,-169.17879,-17.091993,-238.69785,-16.405064,-32.584671
1817000000,-28.284258,98.012253,-15.889932,-28.105181,-3.1840398,-169.04434,-3.2236099,-169.27365,-17.081644,-238.79953,-16.447083,-32.712765
1818000000,-28.371525,97.924309,-15.851997,-28.221972,-3.1911216,-169.12776,-3.2139907,-169.38593,-17.075747,-238.89198,-16.416302,-32.700718
1819000000,-28.526703,98.638817,-15.852623,-28.353966,-3.2481091,-169.27203,-3.2622492,-169.53986,-17.13159,-238.99304,-16.415419,-32.861202
1820000000,-28.508678,98.108261,-15.80436,-28.505016,-3.2318652,-169.45576,-3.2165489,-169.47498,-17.145548,-239.13799,-16.367735,-33.047939
1821000000,-28.601763,99.364647,-15.843807,-28.341314,-3.2156906,-169.33965,-3.2370067,-169.53868,-17.128689,-239.17036,-16.3901,-32.925308
1822000000,-28.573843,98.744949,-15.838696,-28.52939,-3.2038887,-169.50206,-3.218008,-169.66019,-17.159061,-239.3036,-16.390404,-33.049561
1823000000,-28.658203,100.10329,-15.844442,-28.57061,-3.2068942,-169.6633,-3.2232962,-169.76291,-17.171301,-239.42616,-16.405945,-33.291283
1824000000,-28.719255,99.641243,-15.809235,-28.54582,-3.1963058,-169.6244,-3.2216678,-169.72658,-17.162348,-239.36392,-16.374828,-33.272747
1825000000,-28.821312,100.61787,-15.822361,-28.936701,-3.2117643,-169.70869,-3.2350659,-170.07304,-17.178305,-239.52376,-16.394527,-33.571438
1826000000,-28.72753,101.09011,-15.831327,-28.733213,-3.2181411,-169.93419,-3.233752,-170.07278,-17.236042,-239.6367,-16.382761,-33.289124
1827000000,-28.887505,101.14939,-15.827385,-29.034086,-3.1739724,-170.08583,-3.2071269,-170.14827,-17.215429,-239.7659,-16.387165,-33.520279
1828000000,-28.864986,101.12648,-15.826982,-28.857231,-3.1997812,-170.03523,-3.2074099,-170.28416,-17.242805,-239.84393,-16.371849,-33.613766
1829000000,-29.027571,101.62706,-15.816528,-29.159126,-3.1961844,-170.06987,-3.2099502,-170.25041,-17.26717,-239.86119,-16.36412,-33.782955
1830000000,-29.128134,101.51552,-15.776819,-29.016848,-3.227021,-170.24765,-3.2385952,-170.42014,-17.287941,-240.12749,-16.330313,-33.681591
1831000000,-29.12388,101.92134,-15.779926,-29.089636,-3.2179401,-170.33994,-3.2120981,-170.49947,-17.278891,-240.06548,-16.329847,-33.76297
1832000000,-29.090094,102.78242,-15.81792,-29.006697,-3.2392132,-170.28067,-3.2422154,-170.62708,-17.31558,-240.13416,-16.3647,-33.666832
1833000000,-29.205133,102.99678,-15.795591,-29.134701,-3.2444654,-170.32802,-3.2441556,-170.77165,-17.342916,-240.34143,-16.364002,-33.832211
1834000000,-29.271835,103.05333,-15.786161,-29.36034,-3.2306647,-170.6913,-3.229609,-170.69601,-17.322208,-240.28171,-16.322388,-33.988121
1835000000,-29.297626,103.091,-15.764743,-29.391697,-3.1870244,-170.71266,-3.2023106,-170.98709,-17.326715,-240.54271,-16.296906,-34.115246
1836000000,-29.409113,103.99293,-15.761908,-29.522837,-3.2191494,-170.70903,-3.2275944,-170.93114,-17.327232,-240.54358,-16.304602,-34.212139
1837000000,-29.339613,104.14599,-15.78961,-29.541452,-3.2153602,-170.92104,-3.2243404,-171.19086,-17.381832,-240.60516,-16.332008,-34.226311
1838000000,-29.39146,104.33937,-15.78645,-29.724806,-3.206744,-171.1618,-3.2354629,-171.30756,-17.37431,-240.95171,-16.311483,-34.411877
1839000000,-29.478615,104.20572,-15.774547,-29.515108,-3.2148058,-171.11989,-3.2383139,-171.27559,-17.420671,-240.89799,-16.309395,-34.240444
1840000000,-29.563917,105.56673,-15.765301,-29.728365,-3.2093472,-171.18683,-3.2351413,-171.33865,-17.446445,-240.88567,-16.314598,-34.385086
1841000000,-29.568251,105.70766,-15.763151,-29.833904,-3.2007434,-171.33409,-3.2425666,-171.54036,-17.443079,-241.18152,-16.320742,-34.439156
1842000000,-29.583143,106.08985,-15.77421,-29.659359,-3.2062864,-171.3929,-3.2099216,-171.66777,-17.453659,-241.24023,-16.314514,-34.529076
1843000000,-29.722666,106.75747,-15.745108,-30.175154,-3.1904204,-171.4321,-3.2075729,-171.69972,-17.443491,-241.34372,-16.289888,-34.879272
1844000000,-29.604805,106.62428,-15.760723,-30.0016,-3.2281156,-171.4767,-3.248569,-171.77248,-17.490677,-241.35416,-16.318659,-34.699097
1845000000,-29.861376,107.41075,-15.750824,-30.249033,-3.2107928,-171.68283,-3.2316458,-171.86934,-17.475239,-241.61169,-16.282175,-34.903969
1846000000,-29.824968,108.29084,-15.765926,-30.414351,-3.2046664,-172.00462,-3.2347534,-172.20888,-17.50489,-241.71709,-16.291096,-35.124458
1847000000,-29.928734,107.67268,-15.741033,-30.36698,-3.2181268,-171.93881,-3.2459776,-172.0764,-17.550589,-241.69855,-16.279934,-35.102436
1848000000,-29.812147,108.30965,-15.764869,-30.283522,-3.2459655,-172.02118,-3.2603669,-172.2809,-17.534464,-242.06609,-16.285608,-35.083424
1849000000,-29.99299,108.98339,-15.74112,-30.351465,-3.2043731,-172.03062,-3.2051313,-172.32643,-17.525858,-241.81271,-16.268019,-35.210712
1850000000,-30.035572,109.14449,-15.749271,-30.394007,-3.2482073,-172.17427,-3.2518382,-172.28459,-17.571125,-241.9586,-16.262119,-35.103161
1851000000,-30.133398,110.79944,-15.727557,-30.512836,-3.2132866,-172.23607,-3.2224274,-172.33658,-17.583796,-241.91609,-16.253422,-35.310108
1852000000,-30.248787,110.63237,-15.731318,-30.568798,-3.2228842,-172.31912,-3.2460272,-172.46124,-17.620121,-242.02365,-16.255289,-35.380405
1853000000,-30.149202,110.54393,-15.717178,-30.647568,-3.2190421,-172.54118,-3.2197502,-172.71819,-17.634079,-242.40279,-16.248018,-35.497208
1854000000,-30.251326,111.22166,-15.706182,-30.776634,-3.2380221,-172.47832,-3.2602324,-172.68217,-17.648273,-242.2787,-16.246096,-35.596199
1855000000,-30.300495,111.93677,-15.711926,-30.937534,-3.2234414,-172.69742,-3.2361133,-172.74324,-17.655165,-242.57504,-16.24049,-35.836586
1856000000,-30.310575,112.2368,-15.73738,-30.868917,-3.2263725,-172.66574,-3.2130556,-173.01683,-17.690414,-242.52745,-16.238337,-35.831249
1857000000,-30.504885,112.11742,-15.701047,-30.927656,-3.1956739,-172.90956,-3.1948125,-173.0504,-17.669548,-242.8344,-16.216303,-35.788376
1858000000,-30.343023,113.38189,-15.712651,-31.209307,-3.2046399,-173.0631,-3.2218513,-173.16153,-17.70689,-242.90005,-16.215473,-35.951973
1859000000,-30.597839,113.5923,-15.704872,-30.992142,-3.2065845,-172.99385,-3.2326317,-173.12465,-17.702312,-242.77307,-16.22761,-35.983952
1860000000,-30.569639,114.42879,-15.704955,-31.285637,-3.2320852,-173.27739,-3.2135866,-173.35771,-17.73917,-242.79865,-16.210361,-36.191166
1861000000,-30.629116,113.83292,-15.682556,-31.381269,-3.2347937,-173.3774,-3.2474411,-173.60405,-17.744194,-243.1067,-16.212181,-36.135147
1862000000,-30.56995,114.98763,-15.684819,-31.246138,-3.1870944,-173.2113,-3.2486589,-173.39642,-17.735918,-243.03952,-16.206867,-35.983566
1863000000,-30.701342,115.73399,-15.687075,-31.312634,-3.2099323,-173.27118,-3.2360139,-173.72591,-17.752861,-243.17995,-16.181713,-36.264137
1864000000,-30.870852,116.58692,-15.652929,-31.592819,-3.1988134,-173.15709,-3.2282228,-173.48763,-17.772423,-243.14455,-16.158453,-36.44585
1865000000,-30.851263,116.46329,-15.672374,-31.450361,-3.2028618,-173.58664,-3.2322383,-173.7934,-17.80888,-243.47758,-16.185736,-36.477631
1866000000,-30.855932,117.65955,-15.68105,-31.697996,-3.2078161,-173.68964,-3.2516842,-173.76717,-17.822531,-243.47855,-16.178219,-36.515079
1867000000,-30.856274,117.70169,-15.684904,-31.667053,-3.2067976,-173.80815,-3.2573776,-174.02852,-17.825117,-243.57753,-16.156178,-36.601849
1868000000,-30.841236,117.67284,-15.65761,-31.677271,-3.2439525,-173.92267,-3.2376978,-173.94243,-17.848282,-243.75569,-16.171057,-36.572811
1869000000,-30.987955,118.6804,-15.673409,-31.741449,-3.2250743,-173.86966,-3.2419791,-174.06895,-17.854685,-243.65222,-16.152369,-36.644417
1870000000,-31.108685,120.47767,-15.642138,-31.900665,-3.2284622,-174.13652,-3.2472456,-174.32721,-17.896992,-243.79202,-16.134396,-36.880211
1871000000,-30.969017,121.43928,-15.664278,-32.082787,-3.1939478,-174.16496,-3.2187705,-174.20998,-17.862972,-243.95207,-16.155781,-36.966133
1872000000,-31.042137,121.02673,-15.656793,-32.104115,-3.1865635,-174.27628,-3.1932716,-174.66045,-17.870157,-244.09514,-16.140928,-37.090115
1873000000,-31.028986,122.02188,-15.658974,-32.25066,-3.2169819,-174.27322,-3.2315898,-174.45279,-17.897915,-244.0363,-16.167437,-37.255516
1874000000,-31.057726,121.74856,-15.64977,-32.152504,-3.2139924,-174.30594,-3.2271559,-174.6396,-17.943155,-244.19975,-16.148375,-37.202885
1875000000,-31.082176,123.17642,-15.642592,-32.32555,-3.2113199,-174.4785,-3.2371778,-174.76608,-17.957132,-244.44043,-16.12464,-37.188084
1876000000,-31.138926,123.71134,-15.646111,-32.511318,-3.1985414,-174.6304,-3.2059996,-174.97487,-17.941874,-244.34915,-16.124962,-37.550396
1877000000,-31.099981,123.51559,-15.629482,-32.297421,-3.2175298,-174.57668,-3.2313049,-174.99127,-17.978233,-244.33644,-16.118315,-37.312988
1878000000,-31.284845,124.44639,-15.634334,-32.364056,-3.1744699,-174.96759,-3.2177882,-175.06647,-17.984667,-244.62566,-16.104319,-37.382481
1879000000,-31.177959,124.49998,-15.627952,-32.671436,-3.2106738,-175.02409,-3.233161,-175.37924,-18.026196,-244.78702,-16.120052,-37.619698
1880000000,-31.109013,124.66592,-15.623774,-32.495174,-3.2166684,-175.17345,-3.2121,-175.33032,-18.021532,-244.91393,-16.101099,-37.427841
1881000000,-31.292475,126.06255,-15.624195,-32.643318,-3.2056167,-174.95493,-3.2027779,-175.25426,-18.008337,-244.75937,-16.092537,-37.711376
1882000000,-31.189289,128.2023,-15.615548,-32.960934,-3.2032692,-175.29634,-3.2162936,-175.40521,-18.062868,-245.10696,-16.102356,-38.066284
1883000000,-31.239418,128.27365,-15.627224,-32.987926,-3.2035124,-175.29892,-3.2305875,-175.54961,-18.061911,-245.00888,-16.110928,-37.952496
1884000000,-31.287762,128.09367,-15.627992,-33.035381,-3.2236345,-175.37357,-3.2591312,-175.68881,-18.118433,-245.03123,-16.087875,-37.941437
1885000000,-31.183088,130.34998,-15.638923,-33.203941,-3.2124863,-175.54623,-3.2219057,-175.86108,-18.091644,-245.31053,-16.114607,-38.164063
1886000000,-31.103241,129.3735,-15.607835,-32.932739,-3.2186043,-175.62991,-3.2381921,-176.03323,-18.140961,-245.41794,-16.10219,-38.10833
1887000000,-31.31645,129.76457,-15.623885,-33.058647,-3.2185137,-175.83632,-3.228637,-175.9304,-18.140865,-245.39471,-16.072607,-38.094551
1888000000,-31.308584,132.11435,-15.605063,-33.150547,-3.1925054,-175.75125,-3.230973,-175.96468,-18.107759,-245.48575,-16.082935,-38.224224
1889000000,-31.364384,131.05792,-15.590183,-33.183167,-3.2015567,-175.98604,-3.2065597,-176.08768,-18.152903,-245.44968,-16.053417,-38.281754
1890000000,-31.379368,131.63504,-15.602809,-33.529449,-3.2083297,-176.10254,-3.2172952,-176.08752,-18.195026,-245.85086,-16.067354,-38.433884
1891000000,-31.298721,133.93512,-15.585633,-33.351097,-3.2060928,-176.17148,-3.2132268,-176.5062,-18.165953,-245.98106,-16.041922,-38.523182
1892000000,-31.301437,133.85457,-15.589602,-33.559395,-3.2238822,-176.26181,-3.255661,-176.58131,-18.214603,-245.83102,-16.055109,-38.731945
1893000000,-31.318468,134.68542,-15.59044,-33.576344,-3.1822133,-176.33086,-3.2262642,-176.479,-18.226057,-245.92722,-16.045948,-38.734905
1894000000,-31.311781,135.60388,-15.583042,-33.670841,-3.2245462,-176.38863,-3.2390714,-176.51299,-18.243645,-246.0235,-16.058928,-38.757355
1895000000,-31.513062,136.34482,-15.601645,-33.900116,-3.2070534,-176.54478,-3.2273054,-176.87755,-18.252075,-246.3394,-16.044481,-39.00032
