Freq(Hz),S11 Log Mag(dB),S11 Phase(�),S22 Log Mag(dB),S22 Phase(�),S21 Log Mag(dB),S21 Phase(�),S31 Log Mag(dB),S31 Phase(�),S32 Log Mag(dB),S32 Phase(�),S33 Log Mag(dB),S33 Phase(�)
3288000000,-32.716446,21.784521,-16.406929,-71.901405,-3.2210176,-310.23038,-3.3027265,-309.75668,-17.182997,-259.30252,-16.209389,-70.752182
3289000000,-32.468315,19.374956,-16.338423,-71.405617,-3.2620683,-310.21475,-3.334794,-309.95334,-17.200329,-259.35791,-16.18845,-70.351494
3290000000,-32.774017,17.623371,-16.377359,-71.638641,-3.2567997,-310.33102,-3.3274336,-309.82254,-17.173306,-259.29935,-16.165857,-70.38739
3291000000,-32.781551,16.914133,-16.397999,-71.772507,-3.2084177,-310.56973,-3.2776854,-310.08798,-17.140738,-259.57635,-16.156456,-70.604546
3292000000,-32.514927,13.955242,-16.272837,-71.579185,-3.2363887,-310.29559,-3.2955706,-310.08694,-17.16045,-259.57965,-16.055264,-70.145302
3293000000,-32.796307,13.849462,-16.259972,-71.791298,-3.2341933,-310.66629,-3.3113577,-310.16147,-17.134129,-259.64694,-16.075043,-70.146851
3294000000,-33.066307,10.872536,-16.230339,-71.670044,-3.2326934,-310.81961,-3.303335,-310.28372,-17.133238,-259.6857,-16.100542,-71.156509
3295000000,-33.233673,9.0274172,-16.254187,-71.749596,-3.2237902,-310.71329,-3.3287199,-310.29312,-17.139288,-259.91943,-16.029118,-70.240219
3296000000,-33.068661,9.2585516,-16.275257,-71.361244,-3.2338521,-310.90811,-3.3089459,-310.51233,-17.126049,-259.75681,-16.078136,-70.55706
3297000000,-33.180702,9.2297401,-16.262608,-71.730186,-3.2051954,-310.98517,-3.2911217,-310.62219,-17.095581,-259.74265,-16.032589,-70.311638
3298000000,-33.752186,8.7077065,-16.23386,-71.785385,-3.2547233,-311.2868,-3.3147314,-310.80817,-17.109724,-260.29672,-16.096718,-70.515205
3299000000,-33.898079,4.9937754,-16.230381,-71.645378,-3.2714548,-311.27429,-3.3434057,-310.767,-17.133463,-259.92041,-16.047915,-70.891724
3300000000,-33.680748,2.3450885,-16.162424,-72.301964,-3.2456391,-311.50342,-3.2823722,-311.12717,-17.060463,-260.24432,-15.948858,-70.585381
3301000000,-33.770199,1.0457742,-16.163652,-72.170364,-3.2708058,-311.49478,-3.3028946,-310.98572,-17.056271,-260.1445,-15.970412,-70.482628
3302000000,-33.616356,-0.014284347,-16.176708,-72.16423,-3.2390633,-311.44254,-3.2992034,-310.92584,-17.051596,-260.07071,-15.987524,-70.746468
3303000000,-33.746281,-0.93448621,-16.052906,-71.956635,-3.216574,-311.64249,-3.3046598,-311.14703,-17.03285,-260.17804,-15.971428,-70.908211
3304000000,-34.074108,-3.6885881,-16.100449,-72.500862,-3.2105541,-311.95886,-3.2917199,-311.4075,-17.028328,-260.55225,-15.906322,-71.282509
3305000000,-34.004669,-5.9424005,-16.026327,-72.084625,-3.2283671,-311.8114,-3.291409,-311.37552,-17.017559,-260.42682,-15.904225,-70.555687
3306000000,-34.129627,-7.5286589,-16.080057,-71.97187,-3.2326503,-312.043,-3.2729795,-311.61743,-17.010687,-260.48206,-15.904555,-70.734154
3307000000,-34.324585,-7.8032036,-16.069273,-72.219986,-3.2230537,-312.07767,-3.3137994,-311.59763,-17.02145,-260.50845,-15.899057,-70.936005
3308000000,-34.330574,-8.5660543,-16.054621,-72.234818,-3.2455218,-312.05637,-3.3077471,-311.74121,-17.037794,-260.72922,-15.912417,-70.984062
3309000000,-34.043102,-9.0664816,-16.013281,-72.280815,-3.2333961,-312.17667,-3.3190877,-312.00592,-16.987024,-260.69879,-15.849674,-70.169128
3310000000,-34.346836,-14.681656,-16.003489,-72.585365,-3.2352767,-312.41278,-3.293366,-311.93094,-16.99469,-260.77014,-15.857226,-71.016029
3311000000,-34.22567,-17.885916,-15.988605,-72.464516,-3.2681041,-312.56693,-3.320312,-312.02945,-16.99169,-260.97385,-15.797569,-71.27681
3312000000,-34.442905,-18.318974,-15.93655,-72.646278,-3.2520421,-312.74521,-3.3165212,-312.10391,-16.959217,-261.03778,-15.798265,-70.879677
3313000000,-34.090771,-18.243158,-15.933491,-72.163696,-3.2739742,-312.77972,-3.3308451,-312.3078,-16.95636,-261.14664,-15.72739,-70.541191
3314000000,-34.191357,-19.733473,-15.976678,-72.538696,-3.2524765,-312.75012,-3.3126504,-312.384,-16.943232,-260.98322,-15.786649,-70.787018
3315000000,-34.203861,-22.356947,-15.889378,-72.306412,-3.2444854,-312.80701,-3.3082855,-312.53629,-16.955757,-261.11462,-15.773614,-70.645981
3316000000,-34.236549,-25.216282,-15.911684,-72.391701,-3.2377753,-312.82651,-3.2909718,-312.35065,-16.917984,-261.05362,-15.737682,-71.076927
3317000000,-34.119606,-26.594988,-15.890957,-72.476883,-3.2462029,-313.21802,-3.3233991,-312.59378,-16.91576,-261.34232,-15.745096,-70.683571
3318000000,-33.952469,-28.390127,-15.869637,-72.172691,-3.2317553,-313.19269,-3.3058777,-312.73236,-16.901875,-261.42508,-15.769417,-70.699944
3319000000,-34.446205,-29.509119,-15.90001,-72.646599,-3.2518928,-313.42404,-3.3062103,-312.85178,-16.922382,-261.61639,-15.737679,-71.390526
3320000000,-33.992508,-31.911068,-15.844893,-71.956245,-3.2351074,-313.18549,-3.3048131,-312.46762,-16.88518,-261.31122,-15.73506,-70.868874
3321000000,-34.090927,-34.606754,-15.881938,-72.582275,-3.2552857,-313.53568,-3.3189437,-312.91724,-16.861422,-261.61536,-15.678361,-71.05114
3322000000,-33.85083,-34.385849,-15.791195,-72.764885,-3.2106333,-313.55298,-3.2750654,-313.07678,-16.831367,-261.74545,-15.687338,-71.245651
3323000000,-33.727291,-37.006355,-15.834393,-72.674133,-3.2287285,-313.75079,-3.2895324,-313.02704,-16.858427,-261.57629,-15.643122,-70.960403
3324000000,-33.842941,-37.356712,-15.787332,-72.557381,-3.2462664,-313.83939,-3.2727907,-313.18826,-16.845201,-261.58417,-15.674701,-70.628723
3325000000,-33.688496,-38.87455,-15.812179,-72.56739,-3.2313008,-313.81653,-3.2910068,-313.41602,-16.843496,-261.88126,-15.648213,-71.063675
3326000000,-33.748314,-40.193336,-15.723661,-72.686073,-3.2544003,-314.02823,-3.3296328,-313.49973,-16.839403,-261.81494,-15.595654,-70.830132
3327000000,-33.314072,-43.07336,-15.638768,-72.428749,-3.2130818,-314.14548,-3.2667918,-313.6619,-16.807507,-261.83527,-15.557659,-71.245903
3328000000,-33.521862,-43.36367,-15.705098,-72.738678,-3.2456934,-314.07028,-3.2796576,-313.54654,-16.807795,-262.03372,-15.607288,-70.820213
3329000000,-33.284847,-46.076084,-15.678206,-72.975815,-3.227891,-314.4133,-3.2927301,-313.85049,-16.787708,-262.03867,-15.589764,-70.878044
3330000000,-33.354126,-46.993248,-15.702805,-72.899788,-3.2513511,-314.39688,-3.3095043,-313.8374,-16.766411,-262.09735,-15.608939,-70.996933
3331000000,-33.338917,-49.454369,-15.706011,-73.28978,-3.2205045,-314.57574,-3.3023682,-314.14749,-16.759327,-262.37003,-15.590049,-71.320435
3332000000,-33.099987,-49.088322,-15.652058,-73.216019,-3.2491045,-314.67746,-3.287003,-314.13391,-16.754164,-262.35504,-15.542547,-71.610428
3333000000,-32.964504,-52.243359,-15.670042,-73.224556,-3.2459712,-314.8248,-3.3035812,-314.34222,-16.784777,-262.41,-15.576779,-71.201118
3334000000,-32.944946,-52.822239,-15.685729,-72.947983,-3.261085,-314.76453,-3.2941401,-314.30658,-16.734247,-262.27802,-15.502096,-71.092278
3335000000,-32.747616,-52.150208,-15.653682,-72.823944,-3.25896,-314.9903,-3.3156166,-314.32315,-16.727154,-262.42404,-15.530161,-71.321243
3336000000,-32.722443,-55.211632,-15.647471,-73.370293,-3.2647984,-315.02264,-3.312372,-314.42493,-16.722004,-262.53531,-15.473166,-71.239067
3337000000,-32.296638,-55.314911,-15.567374,-72.920151,-3.2404928,-315.15396,-3.3020334,-314.59821,-16.686541,-262.71375,-15.415275,-71.345947
3338000000,-32.46405,-59.116539,-15.612993,-73.292496,-3.2393548,-315.15384,-3.3184707,-314.73447,-16.681505,-262.60217,-15.536965,-70.650055
3339000000,-32.387222,-57.300098,-15.575089,-72.90078,-3.2556469,-315.17255,-3.3408427,-314.81284,-16.729839,-262.80923,-15.477631,-71.021881
3340000000,-32.091438,-59.398838,-15.531838,-73.232903,-3.2435627,-315.29324,-3.3221257,-314.89105,-16.689785,-262.85397,-15.475918,-71.241043
3341000000,-31.819843,-60.158531,-15.534806,-73.182426,-3.2460296,-315.36417,-3.3210616,-314.94254,-16.661369,-262.82037,-15.409428,-71.603798
3342000000,-31.88999,-60.720261,-15.494795,-73.268829,-3.2313728,-315.65692,-3.2922204,-314.96524,-16.646173,-263.03757,-15.323575,-71.16256
3343000000,-31.903793,-62.257263,-15.454149,-73.324593,-3.2584691,-315.72302,-3.2900562,-315.21103,-16.638105,-263.02838,-15.401386,-71.251724
3344000000,-31.814203,-62.920883,-15.500397,-73.262611,-3.2349472,-315.88358,-3.3042266,-315.43353,-16.644619,-263.33533,-15.416079,-71.086754
3345000000,-31.473333,-65.103607,-15.46607,-73.364548,-3.227226,-316.05536,-3.3028626,-315.41708,-16.608307,-263.15451,-15.315187,-71.425674
3346000000,-31.524916,-67.174301,-15.435883,-73.365616,-3.261755,-315.93585,-3.3354032,-315.49741,-16.606205,-263.28595,-15.383119,-71.528923
3347000000,-31.343138,-65.630424,-15.50171,-73.70491,-3.240834,-316.21942,-3.3204246,-315.6409,-16.604429,-263.22723,-15.337029,-71.477348
3348000000,-30.937487,-65.981171,-15.457603,-73.473686,-3.241318,-316.28439,-3.2971613,-315.72556,-16.566689,-263.43625,-15.344928,-71.239716
3349000000,-30.770813,-67.906395,-15.375713,-73.406868,-3.2353821,-316.42307,-3.3161845,-315.87219,-16.564835,-263.60196,-15.299815,-71.453445
3350000000,-30.981918,-69.428772,-15.404263,-73.659744,-3.2230473,-316.49796,-3.3060403,-316.13443,-16.558634,-263.68094,-15.325586,-71.713234
3351000000,-30.893114,-71.490143,-15.357075,-73.156616,-3.2373116,-316.67368,-3.316972,-316.12573,-16.567019,-263.67776,-15.331218,-71.372559
3352000000,-30.626934,-70.891464,-15.406684,-73.29631,-3.2258549,-316.5592,-3.2883487,-316.16537,-16.556519,-263.68292,-15.27567,-71.175964
3353000000,-30.405737,-70.578552,-15.329878,-73.038857,-3.2408984,-316.78564,-3.3038518,-316.27621,-16.522718,-263.76981,-15.227697,-71.370552
3354000000,-30.676018,-73.114494,-15.377977,-73.392067,-3.2430551,-316.66272,-3.3067722,-316.21109,-16.519333,-263.6622,-15.237105,-71.34301
3355000000,-30.498062,-74.812675,-15.333025,-73.312836,-3.2416887,-316.99927,-3.3294854,-316.40344,-16.544924,-264.01791,-15.260525,-71.548225
3356000000,-30.21475,-72.953514,-15.347345,-73.332184,-3.225842,-317.01532,-3.3108017,-316.53036,-16.481497,-264.03015,-15.270342,-71.430672
3357000000,-30.200632,-73.847946,-15.294565,-73.32,-3.2387624,-317.0683,-3.3046627,-316.46362,-16.508787,-264.04639,-15.270989,-71.464172
3358000000,-30.049082,-76.635185,-15.317348,-73.715111,-3.2798529,-317.0773,-3.2971396,-316.40967,-16.500948,-264.00858,-15.192977,-71.559219
3359000000,-30.154404,-76.268593,-15.290651,-73.67807,-3.2536376,-317.19266,-3.3130386,-316.6777,-16.481157,-264.1991,-15.2128,-71.31131
3360000000,-29.854185,-77.682327,-15.194116,-73.453255,-3.2470036,-317.42377,-3.2982905,-316.8812,-16.450741,-264.20444,-15.156503,-71.613884
3361000000,-29.38166,-79.574844,-15.167955,-73.998566,-3.2161169,-317.52728,-3.2834222,-317.08588,-16.430258,-264.37198,-15.181295,-72.114143
3362000000,-29.440775,-78.166672,-15.229963,-73.329994,-3.2238333,-317.65674,-3.2879753,-316.97754,-16.452183,-264.33905,-15.064693,-71.495499
3363000000,-29.521027,-80.70224,-15.192737,-74.102226,-3.2384729,-317.72803,-3.3105423,-317.30563,-16.449297,-264.60913,-15.192445,-72.104805
3364000000,-29.14418,-78.488869,-15.210414,-73.541283,-3.2512672,-317.7598,-3.2830288,-317.14352,-16.423037,-264.39713,-15.103354,-71.587097
3365000000,-29.122509,-81.834938,-15.150019,-73.852501,-3.2601447,-317.99167,-3.3059418,-317.48813,-16.459106,-264.68167,-15.047156,-72.260361
3366000000,-28.79035,-81.017555,-15.158926,-74.03746,-3.2540231,-317.98312,-3.3056967,-317.60773,-16.431297,-264.61719,-15.052515,-71.703705
3367000000,-28.721394,-81.714577,-15.128348,-73.673462,-3.2593958,-318.19681,-3.300797,-317.59201,-16.393576,-264.81412,-15.041571,-71.970154
3368000000,-28.803352,-84.012497,-15.132634,-74.425003,-3.2459407,-318.05099,-3.3238957,-317.46777,-16.356737,-264.64334,-15.001868,-71.866394
3369000000,-28.858425,-82.839699,-15.218513,-73.886482,-3.2803223,-318.2337,-3.3184319,-317.59833,-16.388842,-264.73465,-15.017755,-71.83506
3370000000,-28.535097,-82.834129,-15.129196,-74.092598,-3.2649591,-318.4993,-3.3308761,-317.97357,-16.371429,-265.08698,-15.022362,-71.927063
3371000000,-28.642633,-85.455246,-15.113882,-74.19603,-3.2698116,-318.37582,-3.3182266,-317.92172,-16.36022,-264.90994,-15.097984,-72.131195
3372000000,-28.321392,-85.29007,-15.082554,-74.079491,-3.2219267,-318.61996,-3.3063965,-318.07614,-16.326452,-265.0834,-15.006408,-72.260201
3373000000,-28.240051,-85.847298,-15.097887,-74.121628,-3.2418926,-318.76559,-3.3051186,-318.06226,-16.325214,-265.11557,-15.012478,-72.139038
3374000000,-28.135275,-85.208511,-15.041749,-73.946136,-3.2590747,-318.93185,-3.3060842,-318.37061,-16.337532,-265.2171,-14.967908,-71.912354
3375000000,-28.085737,-86.885078,-15.040809,-74.149345,-3.2664952,-318.8866,-3.3332279,-318.36075,-16.337736,-265.08493,-14.943506,-71.798264
3376000000,-27.950256,-87.23867,-15.073744,-74.206879,-3.2475648,-319.12827,-3.342288,-318.57098,-16.303547,-265.3522,-14.986197,-72.132187
3377000000,-27.55895,-87.538071,-15.005518,-74.296951,-3.2894874,-319.13968,-3.3244703,-318.48087,-16.319035,-265.3324,-14.906616,-72.106689
3378000000,-27.743738,-88.640297,-15.064602,-74.28894,-3.2399704,-319.25562,-3.3129461,-318.68893,-16.309549,-265.34979,-14.974487,-72.655678
3379000000,-27.638407,-89.177376,-15.006227,-74.441216,-3.2499893,-319.36761,-3.3307161,-318.60449,-16.271439,-265.4975,-14.949691,-72.390785
3380000000,-27.294868,-88.906097,-14.976429,-74.438583,-3.2469895,-319.39838,-3.3182151,-318.89981,-16.25342,-265.84375,-14.887938,-72.625877
3381000000,-27.333389,-89.502197,-14.959093,-74.548607,-3.2435994,-319.45572,-3.3181303,-318.97586,-16.26737,-265.65756,-14.880383,-72.477562
3382000000,-27.346359,-89.538963,-14.93152,-74.428841,-3.2448351,-319.69757,-3.3361483,-319.00818,-16.232941,-265.87073,-14.895694,-72.107811
3383000000,-27.107174,-89.97863,-14.899979,-74.62944,-3.2566216,-319.82281,-3.3385963,-319.35352,-16.222713,-266.02673,-14.841423,-72.292336
3384000000,-27.230749,-89.901855,-14.951753,-74.26207,-3.2631297,-319.91803,-3.316057,-319.34161,-16.236963,-266.07523,-14.859159,-72.111992
3385000000,-26.9067,-91.367363,-14.860559,-74.714249,-3.24439,-319.85959,-3.2843995,-319.52884,-16.190405,-266.08182,-14.812141,-72.113846
3386000000,-26.883055,-91.804893,-14.930936,-74.523926,-3.2687504,-320.29156,-3.3162856,-319.64676,-16.181221,-266.14371,-14.84329,-72.518845
3387000000,-26.836697,-91.745468,-14.845592,-74.421196,-3.2810051,-320.32971,-3.351229,-319.84778,-16.220165,-266.31989,-14.822606,-72.492516
3388000000,-26.714352,-92.174362,-14.838882,-74.627235,-3.265449,-320.23819,-3.3497674,-319.85507,-16.191881,-266.36502,-14.811666,-72.51899
3389000000,-26.598541,-92.57653,-14.759284,-74.864677,-3.2490079,-320.48672,-3.3204641,-319.93747,-16.152195,-266.18503,-14.807846,-72.750717
3390000000,-26.521906,-92.96666,-14.795938,-74.816818,-3.2562692,-320.39114,-3.3152819,-319.92554,-16.159918,-266.17929,-14.719766,-72.171417
3391000000,-26.556784,-93.407234,-14.811497,-74.772675,-3.2494469,-320.65002,-3.310626,-320.12366,-16.130447,-266.5271,-14.720572,-72.287529
3392000000,-26.353914,-93.135902,-14.789395,-74.651062,-3.2546813,-320.71768,-3.307385,-320.12842,-16.142527,-266.51715,-14.749785,-72.328224
3393000000,-26.178192,-94.408752,-14.663769,-74.627991,-3.232553,-320.58118,-3.3167207,-320.20874,-16.094532,-266.46832,-14.712337,-72.708977
3394000000,-26.115175,-94.327187,-14.76203,-74.73056,-3.2606044,-320.918,-3.3072424,-320.36969,-16.097702,-266.72781,-14.669118,-72.447884
3395000000,-26.06118,-95.195526,-14.719536,-74.676003,-3.2613213,-320.94412,-3.3063018,-320.31796,-16.086433,-266.78616,-14.687574,-72.894508
3396000000,-25.958895,-94.958191,-14.708691,-74.91156,-3.2261629,-321.17355,-3.3218036,-320.36685,-16.067074,-266.80859,-14.656718,-72.841125
3397000000,-25.897297,-95.224869,-14.758572,-74.88475,-3.2599659,-321.34253,-3.3198466,-320.75943,-16.056107,-266.9108,-14.669706,-72.558258
3398000000,-25.858513,-95.939697,-14.708337,-74.915489,-3.2873685,-321.28781,-3.3410022,-320.63464,-16.077045,-266.95959,-14.693332,-72.778244
3399000000,-25.704441,-95.695305,-14.653039,-75.012421,-3.2855227,-321.32404,-3.3436496,-320.90103,-16.072508,-266.99261,-14.650791,-72.880486
3400000000,-25.621309,-96.356483,-14.646844,-75.239822,-3.2462111,-321.67041,-3.3138883,-320.85843,-16.03788,-267.19601,-14.651667,-72.833275
3401000000,-25.587078,-96.609901,-14.648483,-75.47625,-3.2325783,-321.45496,-3.2811391,-321.03613,-16.001184,-267.2515,-14.600945,-72.673134
3402000000,-25.436251,-97.623154,-14.634203,-75.056885,-3.2565556,-321.69781,-3.321454,-321.14017,-16.006643,-267.15442,-14.601604,-73.066345
3403000000,-25.328367,-97.762215,-14.613246,-75.280212,-3.248414,-321.97879,-3.3654323,-321.33688,-16.013802,-267.31375,-14.560768,-73.303238
3404000000,-25.391037,-97.973419,-14.593685,-74.982353,-3.2518578,-321.83331,-3.3251369,-321.2265,-15.983855,-267.4613,-14.631612,-72.736855
3405000000,-25.195938,-98.136269,-14.59226,-75.468498,-3.299201,-321.94461,-3.3061955,-321.28708,-16.026739,-267.48502,-14.631468,-72.827232
3406000000,-24.989704,-97.834106,-14.533969,-75.046188,-3.2745392,-321.91312,-3.3122857,-321.29147,-15.959764,-267.46985,-14.573349,-72.783768
3407000000,-24.968937,-99.276581,-14.493379,-75.73661,-3.2553804,-322.17072,-3.3059106,-321.45145,-15.927928,-267.60434,-14.549944,-73.514503
3408000000,-24.927547,-98.261269,-14.474167,-75.236671,-3.2387524,-322.19672,-3.3092377,-321.44974,-15.924694,-267.49625,-14.527159,-72.91674
3409000000,-24.868383,-99.637459,-14.495389,-75.842926,-3.2817795,-322.52551,-3.3369238,-321.76733,-15.943055,-267.83423,-14.557158,-73.242188
3410000000,-24.847673,-99.623886,-14.486832,-75.180992,-3.2494416,-322.50253,-3.3181074,-321.73969,-15.931997,-267.67767,-14.46786,-72.889297
3411000000,-24.781782,-100.54129,-14.497447,-75.808243,-3.259573,-322.54797,-3.3364997,-321.90344,-15.916782,-268.01419,-14.477332,-73.628616
3412000000,-24.673241,-99.762573,-14.432953,-75.776955,-3.2707648,-322.66464,-3.3248391,-322.00311,-15.915673,-267.74521,-14.468608,-73.388519
3413000000,-24.481173,-100.6431,-14.436985,-75.7882,-3.2670987,-322.82401,-3.3490732,-322.26651,-15.907893,-267.98447,-14.480203,-73.555237
3414000000,-24.652004,-100.70535,-14.463942,-75.695038,-3.2614868,-322.82779,-3.3492501,-322.31854,-15.876826,-268.14111,-14.425666,-73.049652
3415000000,-24.32888,-101.44526,-14.382243,-75.821655,-3.2687006,-322.89841,-3.3560219,-322.27878,-15.916566,-268.20633,-14.421927,-73.35704
3416000000,-24.227028,-101.74701,-14.370718,-75.744049,-3.2571077,-323.09836,-3.3377266,-322.46655,-15.879079,-268.30029,-14.421412,-73.379837
3417000000,-24.235188,-101.12167,-14.343151,-75.608963,-3.2519965,-323.02243,-3.3453548,-322.49747,-15.851865,-268.27185,-14.364525,-73.684006
3418000000,-24.142708,-101.76105,-14.399214,-75.918358,-3.2720649,-323.49008,-3.3319213,-322.80722,-15.841441,-268.57605,-14.366827,-73.563919
3419000000,-24.097696,-102.06654,-14.390892,-76.11058,-3.2981839,-323.43918,-3.3372602,-322.76852,-15.807554,-268.79822,-14.385322,-73.60611
3420000000,-23.928686,-102.96831,-14.327621,-76.276695,-3.2613368,-323.65073,-3.3090415,-323.08575,-15.792162,-268.76001,-14.333264,-73.949715
3421000000,-23.859249,-103.12947,-14.321456,-76.406639,-3.3002648,-323.54294,-3.3165193,-322.93784,-15.82375,-268.63739,-14.332006,-73.929726
3422000000,-23.834898,-102.43198,-14.262852,-75.83551,-3.2648063,-323.63751,-3.3250515,-323.1084,-15.804849,-268.81281,-14.3229,-73.65712
3423000000,-23.679596,-103.83427,-14.26445,-76.478951,-3.2713583,-323.8999,-3.3231759,-323.36401,-15.794607,-268.9046,-14.316929,-74.108803
3424000000,-23.718765,-103.59795,-14.279831,-76.476158,-3.2645414,-324.05072,-3.3266654,-323.39127,-15.758802,-269.11523,-14.300689,-73.494629
3425000000,-23.734388,-103.65973,-14.283318,-76.231873,-3.2846863,-323.97095,-3.3313859,-323.32465,-15.757569,-268.93146,-14.285552,-74.001724
3426000000,-23.472925,-103.80501,-14.240328,-76.381798,-3.2802732,-324.0527,-3.3555727,-323.42139,-15.734175,-269.10565,-14.242567,-73.875946
3427000000,-23.535765,-104.41701,-14.260819,-76.283882,-3.2613726,-324.30527,-3.3141201,-323.72757,-15.7278,-269.2052,-14.299034,-74.09008
3428000000,-23.463982,-104.70638,-14.259554,-76.316307,-3.2524064,-324.34024,-3.3186867,-323.72626,-15.718819,-269.15054,-14.304385,-73.865723
3429000000,-23.327089,-104.96948,-14.190017,-76.660553,-3.2592678,-324.58435,-3.327987,-323.89386,-15.742099,-269.44806,-14.190968,-73.903191
3430000000,-23.276905,-105.52391,-14.186757,-76.36792,-3.2534695,-324.60999,-3.3162324,-324.11319,-15.699319,-269.47653,-14.214596,-74.117783
3431000000,-23.257053,-106.38461,-14.165014,-76.999748,-3.2542145,-324.53851,-3.2992077,-323.81998,-15.676885,-269.38687,-14.196701,-74.208801
3432000000,-23.131462,-105.16364,-14.196516,-76.460808,-3.2688081,-324.64093,-3.3444467,-323.92392,-15.681955,-269.56787,-14.22236,-74.185272
3433000000,-22.992439,-105.38245,-14.103784,-76.459137,-3.2681787,-324.6983,-3.282284,-324.27631,-15.652918,-269.67947,-14.101885,-73.982651
3434000000,-23.085157,-105.53558,-14.176884,-76.414825,-3.2503881,-324.76682,-3.3273182,-324.23767,-15.646722,-269.55481,-14.192943,-74.095062
3435000000,-22.982998,-106.30525,-14.154293,-76.712318,-3.2973962,-325.04514,-3.3283656,-324.37909,-15.6309,-269.74371,-14.187436,-74.3881
3436000000,-22.962032,-106.80722,-14.159609,-76.987144,-3.2823951,-325.15118,-3.3255911,-324.63083,-15.639999,-270.1004,-14.178083,-74.133316
3437000000,-22.897669,-106.71534,-14.082791,-76.989914,-3.2769384,-325.1842,-3.3473272,-324.53046,-15.632766,-269.83047,-14.126071,-74.53019
3438000000,-22.7728,-106.86271,-14.098878,-76.72216,-3.2802918,-325.26129,-3.3383377,-324.53009,-15.612954,-269.80783,-14.096684,-74.446869
3439000000,-22.691761,-107.40337,-14.03816,-77.089539,-3.2739778,-325.4032,-3.3344774,-324.78537,-15.584604,-269.96741,-14.101345,-74.702133
3440000000,-22.699274,-107.45997,-14.076502,-77.020264,-3.2552395,-325.67072,-3.3291533,-324.89786,-15.612487,-270.15274,-14.096353,-74.753723
3441000000,-22.594791,-107.37534,-14.02661,-77.106529,-3.258904,-325.44186,-3.3176169,-324.89352,-15.577836,-270.23047,-14.04069,-74.638809
3442000000,-22.438438,-107.92796,-13.992567,-77.275612,-3.306777,-325.70422,-3.3399324,-325.16577,-15.5761,-270.30246,-14.098021,-74.661827
3443000000,-22.378599,-107.83519,-13.939285,-77.254051,-3.2757411,-325.61771,-3.3276987,-325.09103,-15.549682,-270.19574,-14.013437,-74.385239
3444000000,-22.425554,-108.44064,-13.981712,-77.135406,-3.292542,-325.9213,-3.3313179,-325.33646,-15.554754,-270.46954,-14.047828,-74.465759
3445000000,-22.41675,-108.14418,-13.997239,-77.240097,-3.2928765,-325.95859,-3.3628156,-325.22601,-15.558762,-270.53754,-14.03564,-74.457169
3446000000,-22.229319,-108.8617,-13.891484,-77.597374,-3.2905631,-326.2793,-3.3418815,-325.56213,-15.533615,-270.51428,-13.979731,-74.718964
3447000000,-22.15626,-108.47899,-13.928884,-77.185341,-3.2804067,-326.25455,-3.3298509,-325.63141,-15.514963,-270.76303,-13.965558,-74.635956
3448000000,-22.284422,-108.77579,-13.927669,-76.798927,-3.2904088,-326.24527,-3.3582833,-325.664,-15.527762,-270.72064,-14.05698,-74.335861
3449000000,-22.084528,-108.94382,-13.925246,-76.978439,-3.3015225,-326.31454,-3.3503273,-325.7345,-15.486193,-270.57147,-14.009488,-74.931595
3450000000,-22.091272,-109.75729,-13.971971,-77.208183,-3.2966926,-326.4567,-3.3371856,-325.90848,-15.478872,-271.07483,-14.054602,-74.71405
3451000000,-21.988129,-109.34423,-13.876011,-77.729942,-3.3207285,-326.64038,-3.3557444,-325.98752,-15.475041,-270.88275,-13.952511,-74.849533
3452000000,-22.034685,-109.56828,-13.871781,-77.605911,-3.2747095,-326.832,-3.3287079,-326.04697,-15.461829,-270.9252,-13.956777,-74.640945
3453000000,-21.838095,-110.18481,-13.879643,-77.507492,-3.2757618,-327.01953,-3.3379874,-326.23996,-15.454898,-271.19461,-13.921029,-75.197479
3454000000,-21.89856,-109.99791,-13.879486,-77.930077,-3.3306162,-326.95889,-3.3267031,-326.51727,-15.454207,-271.14752,-13.913668,-75.055779
3455000000,-21.738201,-110.69787,-13.751081,-77.847557,-3.2861888,-327.16501,-3.3406801,-326.26282,-15.427919,-271.31213,-13.950973,-75.031242
3456000000,-21.713005,-110.76577,-13.839991,-77.898849,-3.2832296,-327.23984,-3.3535924,-326.50375,-15.430657,-271.27423,-13.945756,-75.36557
3457000000,-21.621164,-111.15141,-13.791041,-77.745972,-3.2797158,-327.1781,-3.3375108,-326.61853,-15.420556,-271.66763,-13.910197,-75.042732
3458000000,-21.639919,-111.2765,-13.814072,-78.274704,-3.2938704,-327.4245,-3.3477328,-326.81192,-15.410453,-271.69629,-13.917233,-75.373184
3459000000,-21.553461,-110.42163,-13.711202,-77.86586,-3.3086803,-327.57486,-3.3364968,-326.6499,-15.388829,-271.64368,-13.823441,-75.041214
3460000000,-21.411934,-111.69919,-13.693238,-78.343971,-3.2778077,-327.41721,-3.3490198,-326.7261,-15.368316,-271.37207,-13.783321,-75.526932
3461000000,-21.43623,-111.26891,-13.782954,-78.235115,-3.2720251,-327.89594,-3.3564789,-327.05759,-15.366358,-271.90161,-13.830344,-75.554825
3462000000,-21.317999,-111.85548,-13.755786,-78.31572,-3.3298571,-327.82291,-3.3607049,-327.02197,-15.371437,-271.96048,-13.846898,-75.594673
3463000000,-21.313238,-112.17355,-13.723908,-78.312965,-3.2901649,-327.84659,-3.33798,-327.05911,-15.341369,-271.76138,-13.789742,-75.616119
