"Freq [GHz]","S(1,1) []"
1.567,-0.977613264277406 + 0.187569090513706i
1.568,-0.977528083253411 + 0.187988995319751i
1.569,-0.977442713967627 + 0.188408812132856i
1.57,-0.977357156407584 + 0.188828541412513i
1.571,-0.977271410559724 + 0.189248183617885i
1.572,-0.977185476409407 + 0.189667739207808i
1.573,-0.977099353940899 + 0.190087208640798i
1.574,-0.977013043137383 + 0.190506592375048i
1.575,-0.976926543980955 + 0.190925890868435i
1.576,-0.97683985645262 + 0.191345104578524i
1.577,-0.976752980532299 + 0.191764233962566i
1.578,-0.976665916198824 + 0.192183279477504i
1.579,-0.976578663429938 + 0.192602241579974i
1.58,-0.976491222202299 + 0.193021120726311i
1.581,-0.976403592491472 + 0.193439917372548i
1.582,-0.976315774271938 + 0.193858631974422i
1.583,-0.976227767517086 + 0.194277264987372i
1.584,-0.976139572199219 + 0.194695816866549i
1.585,-0.976051188289547 + 0.195114288066811i
1.586,-0.975962615758194 + 0.195532679042735i
1.587,-0.975873854574192 + 0.19595099024861i
1.588,-0.975784904705485 + 0.196369222138443i
1.589,-0.975695766118923 + 0.196787375165966i
1.59,-0.975606438780268 + 0.197205449784636i
1.591,-0.975516922654189 + 0.197623446447634i
1.592,-0.975427217704267 + 0.198041365607873i
1.593,-0.975337323892986 + 0.198459207718002i
1.594,-0.975247241181741 + 0.198876973230402i
1.595,-0.975156969530833 + 0.199294662597189i
1.596,-0.97506650889947 + 0.199712276270231i
1.597,-0.974975859245765 + 0.200129814701129i
1.598,-0.97488502052674 + 0.200547278341236i
1.599,-0.974793992698319 + 0.200964667641654i
1.6,-0.974702775715333 + 0.201381983053237i
1.601,-0.974611369531515 + 0.201799225026594i
1.602,-0.974519774099505 + 0.202216394012089i
1.603,-0.974427989370841 + 0.202633490459852i
1.604,-0.97433601529597 + 0.203050514819771i
1.605,-0.974243851824236 + 0.203467467541502i
1.606,-0.974151498903886 + 0.20388434907447i
1.607,-0.974058956482069 + 0.20430115986787i
1.608,-0.973966224504832 + 0.204717900370672i
1.609,-0.973873302917122 + 0.205134571031622i
1.61,-0.973780191662787 + 0.205551172299246i
1.611,-0.973686890684569 + 0.205967704621854i
1.612,-0.973593399924112 + 0.206384168447536i
1.613,-0.973499719321951 + 0.206800564224176i
1.614,-0.973405848817524 + 0.207216892399444i
1.615,-0.973311788349158 + 0.207633153420804i
1.616,-0.973217537854076 + 0.208049347735517i
1.617,-0.973123097268398 + 0.208465475790641i
1.618,-0.973028466527131 + 0.208881538033035i
1.619,-0.972933645564179 + 0.209297534909365i
1.62,-0.972838634312334 + 0.209713466866101i
1.621,-0.97274343270328 + 0.210129334349522i
1.622,-0.972648040667589 + 0.210545137805719i
1.623,-0.972552458134722 + 0.210960877680601i
1.624,-0.972456685033028 + 0.211376554419892i
1.625,-0.972360721289743 + 0.211792168469134i
1.626,-0.972264566830987 + 0.212207720273697i
1.627,-0.972168221581766 + 0.212623210278771i
1.628,-0.972071685465969 + 0.213038638929381i
1.629,-0.971974958406369 + 0.213454006670374i
1.63,-0.971878040324619 + 0.213869313946438i
1.631,-0.971780931141254 + 0.214284561202096i
1.632,-0.971683630775689 + 0.214699748881709i
1.633,-0.971586139146218 + 0.215114877429478i
1.634,-0.971488456170008 + 0.215529947289452i
1.635,-0.971390581763109 + 0.215944958905522i
1.636,-0.971292515840441 + 0.216359912721437i
1.637,-0.971194258315802 + 0.21677480918079i
1.638,-0.971095809101861 + 0.217189648727035i
1.639,-0.970997168110159 + 0.217604431803478i
1.64,-0.970898335251109 + 0.218019158853293i
1.641,-0.97079931043399 + 0.218433830319512i
1.642,-0.970700093566954 + 0.218848446645034i
1.643,-0.970600684557017 + 0.219263008272627i
1.644,-0.970501083310061 + 0.219677515644931i
1.645,-0.970401289730834 + 0.220091969204457i
1.646,-0.970301303722945 + 0.220506369393596i
1.647,-0.970201125188867 + 0.22092071665462i
1.648,-0.970100754029932 + 0.221335011429676i
1.649,-0.970000190146334 + 0.2217492541608i
1.65,-0.969899433437119 + 0.222163445289918i
1.651,-0.969798483800197 + 0.222577585258841i
1.652,-0.969697341132328 + 0.222991674509275i
1.653,-0.969596005329126 + 0.223405713482821i
1.654,-0.96949447628506 + 0.22381970262098i
1.655,-0.969392753893447 + 0.224233642365152i
1.656,-0.969290838046456 + 0.224647533156637i
1.657,-0.969188728635101 + 0.22506137543665i
1.658,-0.969086425549245 + 0.225475169646305i
1.659,-0.968983928677593 + 0.225888916226635i
1.66,-0.968881237907697 + 0.226302615618581i
1.661,-0.968778353125947 + 0.226716268263005i
1.662,-0.968675274217575 + 0.227129874600688i
1.663,-0.968572001066651 + 0.227543435072332i
1.664,-0.968468533556085 + 0.227956950118565i
1.665,-0.968364871567616 + 0.22837042017994i
1.666,-0.968261014981823 + 0.228783845696943i
1.667,-0.968156963678114 + 0.229197227109991i
1.668,-0.968052717534727 + 0.22961056485944i
1.669,-0.96794827642873 + 0.230023859385578i
1.67,-0.967843640236016 + 0.230437111128639i
1.671,-0.967738808831306 + 0.230850320528799i
1.672,-0.967633782088143 + 0.23126348802618i
1.673,-0.96752855987889 + 0.231676614060854i
1.674,-0.967423142074732 + 0.232089699072842i
1.675,-0.967317528545672 + 0.232502743502123i
1.676,-0.967211719160527 + 0.232915747788629i
1.677,-0.967105713786931 + 0.233328712372256i
1.678,-0.966999512291329 + 0.233741637692857i
1.679,-0.966893114538977 + 0.234154524190254i
1.68,-0.966786520393938 + 0.234567372304237i
1.681,-0.966679729719085 + 0.234980182474562i
1.682,-0.966572742376093 + 0.235392955140964i
1.683,-0.966465558225442 + 0.235805690743149i
1.684,-0.966358177126409 + 0.236218389720802i
1.685,-0.966250598937074 + 0.236631052513591i
1.686,-0.966142823514313 + 0.237043679561168i
1.687,-0.966034850713794 + 0.237456271303169i
1.688,-0.965926680389979 + 0.23786882817922i
1.689,-0.965818312396123 + 0.23828135062894i
1.69,-0.965709746584267 + 0.23869383909194i
1.691,-0.965600982805237 + 0.239106294007833i
1.692,-0.965492020908648 + 0.239518715816224i
1.693,-0.965382860742892 + 0.239931104956729i
1.694,-0.965273502155143 + 0.240343461868966i
1.695,-0.965163944991352 + 0.240755786992557i
1.696,-0.965054189096247 + 0.241168080767141i
1.697,-0.964944234313329 + 0.241580343632366i
1.698,-0.964834080484866 + 0.241992576027897i
1.699,-0.9647237274519 + 0.242404778393419i
1.7,-0.964613175054236 + 0.242816951168637i
1.701,-0.964502423130444 + 0.243229094793281i
1.702,-0.964391471517855 + 0.243641209707108i
1.703,-0.964280320052559 + 0.244053296349902i
1.704,-0.964168968569406 + 0.244465355161482i
1.705,-0.964057416901996 + 0.244877386581701i
1.706,-0.963945664882684 + 0.245289391050451i
1.707,-0.963833712342572 + 0.245701369007662i
1.708,-0.963721559111512 + 0.246113320893306i
1.709,-0.9636092050181 + 0.246525247147406i
1.71,-0.963496649889673 + 0.246937148210026i
1.711,-0.963383893552307 + 0.24734902452129i
1.712,-0.963270935830816 + 0.247760876521367i
1.713,-0.963157776548749 + 0.248172704650489i
1.714,-0.963044415528386 + 0.248584509348945i
1.715,-0.962930852590737 + 0.248996291057085i
1.716,-0.962817087555537 + 0.249408050215324i
1.717,-0.962703120241247 + 0.249819787264148i
1.718,-0.962588950465046 + 0.250231502644107i
1.719,-0.962474578042836 + 0.25064319679583i
1.72,-0.962360002789231 + 0.251054870160017i
1.721,-0.962245224517558 + 0.251466523177448i
1.722,-0.962130243039859 + 0.251878156288984i
1.723,-0.962015058166877 + 0.252289769935572i
1.724,-0.961899669708064 + 0.252701364558244i
1.725,-0.961784077471572 + 0.253112940598118i
1.726,-0.961668281264253 + 0.253524498496408i
1.727,-0.961552280891653 + 0.253936038694421i
1.728,-0.961436076158015 + 0.254347561633563i
1.729,-0.961319666866267 + 0.254759067755341i
1.73,-0.961203052818028 + 0.25517055750136i
1.731,-0.961086233813601 + 0.255582031313335i
1.732,-0.960969209651969 + 0.25599348963309i
1.733,-0.960851980130794 + 0.256404932902558i
1.734,-0.960734545046412 + 0.256816361563784i
1.735,-0.960616904193833 + 0.257227776058936i
1.736,-0.960499057366735 + 0.257639176830298i
1.737,-0.960381004357463 + 0.258050564320274i
1.738,-0.960262744957022 + 0.258461938971396i
1.739,-0.96014427895508 + 0.258873301226323i
1.74,-0.96002560613996 + 0.259284651527846i
1.741,-0.959906726298637 + 0.259695990318885i
1.742,-0.959787639216738 + 0.260107318042501i
1.743,-0.959668344678537 + 0.26051863514189i
1.744,-0.959548842466949 + 0.260929942060395i
1.745,-0.959429132363532 + 0.261341239241497i
1.746,-0.959309214148477 + 0.261752527128827i
1.747,-0.959189087600614 + 0.262163806166167i
1.748,-0.959068752497398 + 0.262575076797451i
1.749,-0.958948208614913 + 0.26298633946677i
1.75,-0.958827455727867 + 0.263397594618369i
1.751,-0.958706493609585 + 0.263808842696659i
1.752,-0.958585322032012 + 0.264220084146211i
1.753,-0.958463940765703 + 0.264631319411767i
1.754,-0.958342349579824 + 0.265042548938236i
1.755,-0.958220548242146 + 0.265453773170699i
1.756,-0.958098536519042 + 0.265864992554413i
1.757,-0.957976314175483 + 0.266276207534814i
1.758,-0.957853880975038 + 0.266687418557517i
1.759,-0.957731236679863 + 0.267098626068321i
1.76,-0.957608381050704 + 0.267509830513213i
1.761,-0.957485313846893 + 0.267921032338368i
1.762,-0.957362034826336 + 0.268332231990153i
1.763,-0.957238543745523 + 0.268743429915131i
1.764,-0.95711484035951 + 0.269154626560062i
1.765,-0.956990924421926 + 0.269565822371905i
1.766,-0.956866795684965 + 0.269977017797827i
1.767,-0.956742453899378 + 0.270388213285196i
1.768,-0.956617898814478 + 0.270799409281595i
1.769,-0.956493130178129 + 0.271210606234813i
1.77,-0.956368147736745 + 0.271621804592858i
1.771,-0.956242951235284 + 0.272033004803953i
1.772,-0.956117540417249 + 0.272444207316546i
1.773,-0.955991915024676 + 0.272855412579302i
1.774,-0.955866074798136 + 0.27326662104112i
1.775,-0.955740019476732 + 0.273677833151122i
1.776,-0.955613748798088 + 0.274089049358662i
1.777,-0.95548726249835 + 0.274500270113334i
1.778,-0.955360560312183 + 0.274911495864968i
1.779,-0.955233641972763 + 0.275322727063631i
1.78,-0.955106507211774 + 0.275733964159638i
1.781,-0.954979155759405 + 0.276145207603547i
1.782,-0.954851587344346 + 0.276556457846172i
1.783,-0.954723801693779 + 0.27696771533857i
1.784,-0.954595798533382 + 0.277378980532061i
1.785,-0.954467577587316 + 0.277790253878219i
1.786,-0.954339138578227 + 0.27820153582888i
1.787,-0.954210481227237 + 0.278612826836146i
1.788,-0.954081605253944 + 0.279024127352383i
1.789,-0.953952510376413 + 0.279435437830228i
1.79,-0.953823196311174 + 0.279846758722591i
1.791,-0.95369366277322 + 0.280258090482657i
1.792,-0.953563909475995 + 0.280669433563891i
1.793,-0.953433936131396 + 0.28108078842004i
1.794,-0.953303742449768 + 0.281492155505131i
1.795,-0.953173328139896 + 0.281903535273485i
1.796,-0.953042692909001 + 0.282314928179709i
1.797,-0.952911836462737 + 0.282726334678705i
1.798,-0.952780758505187 + 0.283137755225672i
1.799,-0.952649458738855 + 0.283549190276105i
1.8,-0.952517936864664 + 0.283960640285806i
1.801,-0.952386192581947 + 0.284372105710879i
1.802,-0.952254225588451 + 0.284783587007739i
1.803,-0.95212203558032 + 0.285195084633108i
1.804,-0.951989622252101 + 0.285606599044027i
1.805,-0.951856985296731 + 0.286018130697851i
1.806,-0.951724124405538 + 0.286429680052256i
1.807,-0.951591039268232 + 0.286841247565245i
1.808,-0.951457729572901 + 0.287252833695141i
1.809,-0.951324195006007 + 0.287664438900598i
1.81,-0.951190435252378 + 0.288076063640606i
1.811,-0.951056449995208 + 0.288487708374487i
1.812,-0.950922238916046 + 0.288899373561904i
1.813,-0.950787801694795 + 0.289311059662856i
1.814,-0.950653138009704 + 0.289722767137693i
1.815,-0.950518247537365 + 0.290134496447108i
1.816,-0.950383129952704 + 0.290546248052148i
1.817,-0.950247784928983 + 0.290958022414209i
1.818,-0.950112212137785 + 0.291369819995049i
1.819,-0.949976411249014 + 0.29178164125678i
1.82,-0.949840381930891 + 0.292193486661883i
1.821,-0.949704123849945 + 0.292605356673199i
1.822,-0.949567636671008 + 0.293017251753941i
1.823,-0.949430920057213 + 0.293429172367695i
1.824,-0.949293973669982 + 0.29384111897842i
1.825,-0.949156797169027 + 0.294253092050452i
1.826,-0.949019390212339 + 0.294665092048511i
1.827,-0.948881752456184 + 0.295077119437701i
1.828,-0.948743883555103 + 0.295489174683514i
1.829,-0.948605783161893 + 0.295901258251829i
1.83,-0.948467450927617 + 0.296313370608923i
1.831,-0.948328886501585 + 0.296725512221467i
1.832,-0.948190089531354 + 0.297137683556534i
1.833,-0.948051059662725 + 0.297549885081599i
1.834,-0.947911796539731 + 0.297962117264544i
1.835,-0.947772299804632 + 0.298374380573658i
1.836,-0.947632569097913 + 0.298786675477646i
1.837,-0.947492604058275 + 0.299199002445628i
1.838,-0.947352404322628 + 0.299611361947141i
1.839,-0.947211969526086 + 0.300023754452145i
1.84,-0.947071299301963 + 0.300436180431026i
1.841,-0.946930393281764 + 0.300848640354597i
1.842,-0.946789251095177 + 0.301261134694103i
1.843,-0.946647872370072 + 0.301673663921227i
1.844,-0.946506256732489 + 0.302086228508084i
1.845,-0.946364403806638 + 0.302498828927235i
1.846,-0.946222313214884 + 0.302911465651683i
1.847,-0.946079984577751 + 0.30332413915488i
1.848,-0.945937417513904 + 0.303736849910728i
1.849,-0.945794611640152 + 0.304149598393584i
1.85,-0.945651566571439 + 0.30456238507826i
1.851,-0.945508281920831 + 0.304975210440032i
1.852,-0.94536475729952 + 0.305388074954636i
1.853,-0.945220992316808 + 0.305800979098278i
1.854,-0.945076986580105 + 0.306213923347635i
1.855,-0.944932739694921 + 0.306626908179854i
1.856,-0.944788251264861 + 0.307039934072559i
1.857,-0.944643520891614 + 0.30745300150386i
1.858,-0.944498548174949 + 0.307866110952343i
1.859,-0.944353332712708 + 0.308279262897086i
1.86,-0.944207874100799 + 0.308692457817652i
1.861,-0.944062171933188 + 0.309105696194103i
1.862,-0.943916225801891 + 0.309518978506994i
1.863,-0.943770035296971 + 0.309932305237379i
1.864,-0.943623600006526 + 0.31034567686682i
1.865,-0.943476919516683 + 0.31075909387738i
1.866,-0.943329993411594 + 0.311172556751635i
1.867,-0.943182821273425 + 0.311586065972672i
1.868,-0.943035402682349 + 0.311999622024098i
1.869,-0.942887737216541 + 0.312413225390038i
1.87,-0.942739824452167 + 0.31282687655514i
1.871,-0.942591663963379 + 0.313240576004579i
1.872,-0.942443255322309 + 0.313654324224059i
1.873,-0.942294598099059 + 0.314068121699818i
1.874,-0.942145691861689 + 0.314481968918633i
1.875,-0.94199653617622 + 0.31489586636782i
1.876,-0.941847130606616 + 0.315309814535234i
1.877,-0.941697474714783 + 0.315723813909285i
1.878,-0.941547568060558 + 0.316137864978926i
1.879,-0.941397410201701 + 0.31655196823367i
1.88,-0.941247000693888 + 0.316966124163581i
1.881,-0.941096339090704 + 0.317380333259291i
1.882,-0.940945424943633 + 0.31779459601199i
1.883,-0.940794257802051 + 0.318208912913436i
1.884,-0.940642837213217 + 0.318623284455964i
1.885,-0.940491162722266 + 0.319037711132475i
1.886,-0.940339233872201 + 0.319452193436455i
1.887,-0.940187050203882 + 0.319866731861967i
1.888,-0.940034611256023 + 0.32028132690366i
1.889,-0.939881916565176 + 0.320695979056774i
1.89,-0.939728965665731 + 0.321110688817138i
1.891,-0.939575758089899 + 0.321525456681176i
1.892,-0.939422293367714 + 0.321940283145914i
1.893,-0.939268571027012 + 0.322355168708976i
1.894,-0.939114590593431 + 0.322770113868598i
1.895,-0.938960351590404 + 0.323185119123619i
1.896,-0.938805853539139 + 0.323600184973495i
1.897,-0.938651095958623 + 0.324015311918297i
1.898,-0.938496078365604 + 0.324430500458718i
1.899,-0.938340800274591 + 0.324845751096073i
1.9,-0.938185261197833 + 0.325261064332304i
1.901,-0.938029460645322 + 0.325676440669985i
1.902,-0.937873398124775 + 0.326091880612322i
1.903,-0.937717073141632 + 0.326507384663165i
1.904,-0.937560485199042 + 0.326922953326999i
1.905,-0.937403633797855 + 0.327338587108956i
1.906,-0.937246518436612 + 0.32775428651482i
1.907,-0.937089138611539 + 0.328170052051023i
1.908,-0.936931493816533 + 0.328585884224657i
1.909,-0.936773583543156 + 0.32900178354347i
1.91,-0.936615407280624 + 0.329417750515875i
1.911,-0.936456964515796 + 0.329833785650956i
1.912,-0.93629825473317 + 0.33024988945846i
1.913,-0.936139277414866 + 0.330666062448814i
1.914,-0.93598003204062 + 0.331082305133121i
1.915,-0.935820518087775 + 0.331498618023166i
1.916,-0.935660735031269 + 0.33191500163142i
1.917,-0.935500682343626 + 0.332331456471041i
1.918,-0.935340359494947 + 0.332747983055884i
1.919,-0.935179765952898 + 0.333164581900496i
1.92,-0.935018901182702 + 0.333581253520125i
1.921,-0.934857764647127 + 0.333997998430726i
1.922,-0.934696355806476 + 0.334414817148962i
1.923,-0.934534674118577 + 0.334831710192199i
1.924,-0.934372719038775 + 0.33524867807853i
1.925,-0.934210490019916 + 0.335665721326759i
1.926,-0.934047986512344 + 0.336082840456415i
1.927,-0.933885207963884 + 0.336500035987756i
1.928,-0.933722153819834 + 0.336917308441765i
1.929,-0.933558823522953 + 0.337334658340164i
1.93,-0.933395216513454 + 0.33775208620541i
1.931,-0.933231332228989 + 0.338169592560702i
1.932,-0.933067170104639 + 0.338587177929987i
1.933,-0.932902729572906 + 0.339004842837959i
1.934,-0.932738010063698 + 0.339422587810065i
1.935,-0.932573011004318 + 0.33984041337251i
1.936,-0.93240773181946 + 0.34025832005226i
1.937,-0.932242171931187 + 0.340676308377045i
1.938,-0.932076330758927 + 0.341094378875364i
1.939,-0.93191020771946 + 0.341512532076488i
1.94,-0.931743802226906 + 0.341930768510467i
1.941,-0.931577113692713 + 0.342349088708125i
1.942,-0.931410141525649 + 0.342767493201077i
1.943,-0.931242885131784 + 0.343185982521723i
1.944,-0.931075343914483 + 0.343604557203256i
1.945,-0.930907517274396 + 0.34402321777966i
1.946,-0.930739404609439 + 0.344441964785728i
1.947,-0.930571005314788 + 0.344860798757048i
1.948,-0.930402318782869 + 0.345279720230021i
1.949,-0.930233344403336 + 0.345698729741856i
1.95,-0.930064081563069 + 0.346117827830583i
1.951,-0.929894529646159 + 0.346537015035046i
1.952,-0.929724688033891 + 0.346956291894915i
1.953,-0.929554556104738 + 0.347375658950687i
1.954,-0.929384133234347 + 0.347795116743692i
1.955,-0.929213418795521 + 0.348214665816094i
1.956,-0.929042412158215 + 0.348634306710897i
1.957,-0.928871112689517 + 0.349054039971948i
1.958,-0.928699519753639 + 0.349473866143943i
1.959,-0.9285276327119 + 0.349893785772431i
1.96,-0.928355450922719 + 0.35031379940381i
1.961,-0.928182973741596 + 0.350733907585347i
1.962,-0.928010200521104 + 0.351154110865166i
1.963,-0.927837130610869 + 0.351574409792263i
1.964,-0.927663763357566 + 0.351994804916502i
1.965,-0.927490098104899 + 0.352415296788627i
1.966,-0.927316134193591 + 0.352835885960261i
1.967,-0.927141870961365 + 0.353256572983909i
1.968,-0.926967307742939 + 0.353677358412968i
1.969,-0.926792443870007 + 0.354098242801724i
1.97,-0.926617278671224 + 0.354519226705363i
1.971,-0.926441811472195 + 0.354940310679971i
1.972,-0.926266041595462 + 0.355361495282536i
1.973,-0.926089968360487 + 0.355782781070958i
1.974,-0.925913591083641 + 0.356204168604049i
1.975,-0.925736909078187 + 0.356625658441541i
