frequency,e_Acetone,e_DI_water,e_Ethylene_Glycol,e_Glass_Cleaner,e_Hydrocal,e_Isopropyl_Acohol,e_Pine_Sol,e_Silicone_Fluid,e_Simple_Green_Cleaner,e_WD_40
3550000000,20.9681,75.7939,10.7789,77.0599,2.0578,6.9445,63.794,3.234,70.172,1.9933
3560000000,20.962,75.7708,10.7615,77.0721,2.0584,6.9289,63.7957,3.2382,70.1775,1.995
3570000000,20.9725,75.7663,10.758,77.0704,2.0544,6.9279,63.7951,3.2435,70.1993,1.9909
3580000000,20.9696,75.7578,10.7489,77.0885,2.0537,6.916,63.8237,3.2292,70.2186,1.9926
3590000000,20.9723,75.7435,10.7206,77.0883,2.0595,6.9052,63.8088,3.2289,70.2357,1.9998
3600000000,20.9816,75.7312,10.7117,77.0928,2.052,6.8974,63.8304,3.2152,70.2738,1.9948
3610000000,20.9752,75.7265,10.6977,77.1095,2.0632,6.8968,63.8359,3.2051,70.299,1.9924
3620000000,20.9756,75.7147,10.6863,77.0992,2.063,6.8946,63.8277,3.1953,70.288,1.9975
3630000000,20.9681,75.7041,10.6704,77.0577,2.0663,6.8898,63.8062,3.1876,70.2686,1.9934
3640000000,20.9629,75.6921,10.6565,77.0515,2.0647,6.8827,63.7851,3.1804,70.2294,1.9963
3650000000,20.9607,75.6891,10.6449,77.0354,2.0727,6.882,63.7605,3.1778,70.2016,1.9956
3660000000,20.9625,75.6774,10.6361,76.9974,2.0751,6.874,63.7218,3.1721,70.1582,1.9956
3670000000,20.9643,75.6849,10.6245,76.9713,2.0752,6.866,63.6961,3.1647,70.1433,1.9968
3680000000,20.9663,75.6864,10.6126,76.9308,2.0819,6.8615,63.6476,3.1549,70.0999,1.9973
3690000000,20.9676,75.6777,10.5957,76.8765,2.0811,6.851,63.6079,3.1451,70.0756,1.9933
3700000000,20.972,75.6629,10.5747,76.8251,2.0811,6.8502,63.5476,3.1297,70.0276,1.9955
3710000000,20.9616,75.6547,10.566,76.7792,2.0838,6.8452,63.5012,3.1226,69.9722,1.9972
3720000000,20.9507,75.6426,10.545,76.7264,2.0869,6.8382,63.4375,3.1087,69.9078,1.9989
3730000000,20.947,75.635,10.528,76.6702,2.0914,6.8295,63.3706,3.104,69.8262,2.0026
3740000000,20.9321,75.6177,10.4998,76.6136,2.091,6.8203,63.3048,3.0968,69.7363,2.0044
3750000000,20.923,75.603,10.481,76.5612,2.091,6.8103,63.2384,3.0949,69.6659,2.0074
3760000000,20.9311,75.5864,10.4688,76.5152,2.0976,6.7978,63.1879,3.102,69.6206,2.0155
3770000000,20.926,75.563,10.4365,76.455,2.1038,6.7783,63.1237,3.1046,69.5588,2.012
3780000000,20.9204,75.5551,10.4153,76.3825,2.0965,6.7679,63.0562,3.1111,69.511,2.0107
3790000000,20.9149,75.5359,10.4,76.3196,2.0946,6.7558,63.003,3.1137,69.4694,2.0112
3800000000,20.9021,75.5226,10.3763,76.2446,2.0994,6.7488,62.9238,3.1171,69.3908,2.0112
3810000000,20.8765,75.4976,10.347,76.1668,2.0997,6.7319,62.844,3.1163,69.2932,2.01
3820000000,20.8572,75.4617,10.32,76.1015,2.0968,6.7209,62.7643,3.1164,69.2099,2.0125
3830000000,20.8418,75.4558,10.2983,76.0567,2.0976,6.7135,62.7118,3.1101,69.135,2.0079
3840000000,20.8272,75.4263,10.2725,76.0225,2.0945,6.7024,62.6579,3.1079,69.068,2.0091
3850000000,20.811,75.4053,10.2426,76.0055,2.0918,6.6847,62.6242,3.1074,69.0177,2.0079
3860000000,20.8082,75.3927,10.2243,75.9954,2.0913,6.675,62.6082,3.1142,69.0091,2.0031
3870000000,20.8005,75.3651,10.1997,76.0015,2.0902,6.6532,62.6027,3.1225,68.9979,2.0067
3880000000,20.7877,75.3253,10.1808,75.9853,2.0863,6.6413,62.5756,3.1353,68.9938,2.0049
3890000000,20.7848,75.3011,10.1532,75.9654,2.0823,6.6345,62.5574,3.1433,68.9864,2.0056
3900000000,20.7634,75.2735,10.1309,75.9469,2.0765,6.6191,62.5308,3.1573,68.9671,2.0026
3910000000,20.7465,75.2586,10.1128,75.9387,2.0678,6.6088,62.5343,3.1656,68.9433,1.9993
3920000000,20.7415,75.2359,10.0855,75.9584,2.0682,6.5949,62.5281,3.1777,68.9316,1.9898
3930000000,20.7315,75.2221,10.071,75.9701,2.0608,6.5835,62.5342,3.1857,68.9479,1.9913
3940000000,20.7393,75.2006,10.0448,76.0017,2.0582,6.5764,62.5589,3.1937,68.9872,1.9842
3950000000,20.7524,75.1734,10.0308,76.0316,2.0554,6.561,62.5845,3.2049,69.025,1.9824
3960000000,20.7759,75.166,10.013,76.0783,2.0579,6.5519,62.6271,3.2118,69.1076,1.9786
3970000000,20.8086,75.1596,10.011,76.129,2.0567,6.5547,62.6871,3.2319,69.2332,1.9845
3980000000,20.8267,75.1386,10.0049,76.123,2.0594,6.5515,62.6818,3.2427,69.2657,1.9861
3990000000,20.8377,75.1377,9.9881,76.1044,2.0572,6.5463,62.67,3.261,69.2501,1.9792
4000000000,20.8418,75.1321,9.9777,76.1041,2.0537,6.5472,62.6615,3.2747,69.253,1.9794
4010000000,20.8447,75.1169,9.9599,76.0736,2.0494,6.5421,62.6472,3.2822,69.2268,1.9769
4020000000,20.8444,75.1097,9.9434,76.0716,2.0507,6.5305,62.6276,3.2911,69.1561,1.9796
4030000000,20.8444,75.0982,9.9277,76.0781,2.0432,6.519,62.6371,3.295,69.1329,1.9741
4040000000,20.8653,75.0902,9.919,76.1165,2.0432,6.5043,62.6636,3.2869,69.188,1.976
4050000000,20.8933,75.0978,9.9153,76.1771,2.0448,6.4914,62.7296,3.2869,69.2521,1.9808
4060000000,20.9126,75.0847,9.9052,76.2256,2.0569,6.4935,62.7718,3.2783,69.3133,1.9792
4070000000,20.9483,75.0802,9.898,76.2868,2.0492,6.4918,62.8093,3.2671,69.4306,1.981
4080000000,20.9776,75.0839,9.8912,76.3257,2.055,6.4934,62.8529,3.2538,69.5193,1.9824
4090000000,20.9957,75.0781,9.8965,76.3385,2.0573,6.5011,62.8615,3.2467,69.5565,1.9867
4100000000,21.0048,75.0768,9.8914,76.328,2.0585,6.5087,62.8663,3.2319,69.5565,1.9892
4110000000,21.0114,75.0603,9.8935,76.3131,2.0636,6.5069,62.8469,3.2226,69.5404,1.9952
4120000000,21.0107,75.0561,9.8898,76.2702,2.069,6.5095,62.8016,3.2135,69.478,1.9942
4130000000,21.0078,75.0382,9.8724,76.2269,2.0711,6.5033,62.757,3.2039,69.3997,1.9941
4140000000,21.0118,75.0156,9.8638,76.1598,2.0735,6.4952,62.6977,3.1951,69.3435,1.9967
4150000000,21.017,75.0069,9.8569,76.107,2.0821,6.487,62.661,3.1863,69.3311,2.0044
4160000000,21.024,74.9921,9.8461,76.0555,2.0859,6.4816,62.6027,3.1838,69.2736,2.001
4170000000,21.0226,74.982,9.8412,76.0147,2.0979,6.4705,62.57,3.1671,69.248,2.0065
4180000000,21.0209,74.961,9.8312,75.9547,2.0994,6.4727,62.5132,3.1584,69.2116,2.0073
4190000000,21.0119,74.9567,9.8201,75.8927,2.104,6.4722,62.4679,3.1502,69.1619,2.0101
4200000000,20.9921,74.9298,9.8105,75.8023,2.1076,6.4703,62.3874,3.1404,69.0342,2.0141
4210000000,20.9705,74.9154,9.7955,75.7103,2.1083,6.4587,62.3003,3.1356,68.9156,2.017
4220000000,20.955,74.881,9.7797,75.6057,2.1057,6.4558,62.2072,3.1319,68.8135,2.0152
4230000000,20.9329,74.8673,9.7642,75.4794,2.104,6.4422,62.0967,3.1324,68.6921,2.0144
4240000000,20.9116,74.8406,9.7364,75.3431,2.1048,6.4292,61.9706,3.1371,68.5355,2.0134
4250000000,20.8902,74.8178,9.7176,75.2464,2.1032,6.4138,61.8655,3.1367,68.4619,2.0164
4260000000,20.8766,74.7987,9.6952,75.1448,2.1041,6.4009,61.776,3.1377,68.3886,2.0185
4270000000,20.8451,74.7795,9.6649,75.056,2.0975,6.3845,61.6761,3.1356,68.2765,2.0136
4280000000,20.8258,74.7607,9.6433,75.0158,2.0966,6.3741,61.6233,3.1312,68.2165,2.0128
4290000000,20.8096,74.7395,9.6223,74.996,2.0923,6.3631,61.5858,3.1281,68.1794,2.0133
4300000000,20.7988,74.7248,9.6028,74.9912,2.0873,6.3529,61.5734,3.1291,68.1309,2.0115
4310000000,20.7825,74.6896,9.582,74.9852,2.0801,6.3385,61.5469,3.1315,68.0729,2.0052
4320000000,20.7885,74.6887,9.5648,74.9897,2.0782,6.3291,61.5546,3.1354,68.0919,2.0046
4330000000,20.7924,74.6441,9.5447,74.968,2.0761,6.3164,61.5283,3.1412,68.0884,1.995
4340000000,20.7968,74.6466,9.5245,74.9673,2.0736,6.3081,61.5309,3.1589,68.0963,1.9944
4350000000,20.8036,74.6294,9.5071,74.9568,2.0679,6.305,61.5125,3.1722,68.1134,1.9914
4360000000,20.8101,74.6103,9.4961,74.9674,2.0695,6.2962,61.5159,3.1859,68.166,1.9901
4370000000,20.815,74.5961,9.485,74.9616,2.0682,6.2957,61.5074,3.1931,68.1615,1.9867
4380000000,20.8103,74.5778,9.4708,74.98,2.0673,6.2853,61.4974,3.1992,68.1498,1.9897
4390000000,20.82,74.5681,9.4599,75.0255,2.0642,6.2772,61.5234,3.2027,68.1812,1.9896
4400000000,20.8394,74.5491,9.4521,75.0704,2.0594,6.2721,61.5599,3.2,68.2193,1.9894
4410000000,20.8574,74.5541,9.4309,75.1064,2.0556,6.2625,61.5787,3.2039,68.2304,1.9887
4420000000,20.8713,74.527,9.4193,75.1225,2.047,6.2546,61.5968,3.2071,68.2608,1.9848
4430000000,20.879,74.5058,9.4098,75.1937,2.0526,6.2328,61.6471,3.2187,68.35,1.9897
4440000000,20.9153,74.4893,9.3977,75.1992,2.0448,6.249,61.6675,3.23,68.3905,1.9875
4450000000,20.9298,74.476,9.3827,75.2164,2.0406,6.2467,61.6756,3.2414,68.397,1.985
4460000000,20.9412,74.4551,9.3703,75.2365,2.0385,6.2404,61.6861,3.2547,68.4347,1.9796
4470000000,20.9515,74.443,9.3591,75.2759,2.0387,6.2355,61.7201,3.264,68.4647,1.9751
4480000000,20.96,74.4285,9.3521,75.3085,2.0338,6.2329,61.7424,3.2709,68.4686,1.9774
4490000000,20.9769,74.4205,9.3487,75.386,2.0353,6.2216,61.7985,3.2703,68.5261,1.9744
4500000000,21.0161,74.4,9.3461,75.4583,2.035,6.2132,61.8529,3.2694,68.6168,1.9715
4510000000,21.0446,74.3846,9.3462,75.5318,2.0385,6.2096,61.901,3.2623,68.6948,1.9735
4520000000,21.0808,74.3559,9.3466,75.5976,2.0173,6.2071,61.9265,3.2854,68.7651,1.947
4530000000,21.1118,74.3435,9.3424,75.6017,2.0415,6.2085,61.9731,3.2609,68.8587,1.9727
4540000000,21.1421,74.3289,9.3452,75.6112,2.0452,6.2151,62.001,3.2583,68.9247,1.9714
4550000000,21.1542,74.3219,9.3503,75.6231,2.0499,6.2215,62.0204,3.2596,68.9483,1.9704
4560000000,21.1644,74.3108,9.3449,75.5908,2.047,6.2275,62.0041,3.2555,68.9223,1.9748
4570000000,21.1667,74.2977,9.3477,75.5758,2.0507,6.2298,61.9994,3.2516,68.888,1.9765
4580000000,21.1715,74.2823,9.3503,75.5497,2.0504,6.2284,61.9859,3.2459,68.8558,1.9796
4590000000,21.1686,74.2725,9.3435,75.498,2.0515,6.2228,61.9437,3.2391,68.7851,1.9801
4600000000,21.1838,74.2563,9.3379,75.4805,2.0437,6.2041,61.8996,3.2363,68.737,1.9827
4610000000,21.1902,74.2531,9.3327,75.4022,2.0621,6.2048,61.867,3.2138,68.7205,1.9883
4620000000,21.186,74.2326,9.3183,75.3041,2.0619,6.1995,61.7799,3.1997,68.6676,1.992
4630000000,21.1768,74.2213,9.3089,75.2197,2.0766,6.1898,61.6867,3.1885,68.6081,1.9987
4640000000,21.1658,74.2052,9.3007,75.0995,2.0738,6.1924,61.5911,3.1873,68.5414,1.9937
4650000000,21.1396,74.1992,9.2872,74.9919,2.0729,6.1911,61.4971,3.1821,68.4338,1.9928
4660000000,21.1155,74.1802,9.2764,74.8988,2.071,6.1919,61.3982,3.176,68.3031,1.9971
4670000000,21.094,74.169,9.2638,74.8338,2.072,6.1891,61.3361,3.1681,68.207,1.999
4680000000,21.0791,74.1486,9.2507,74.7856,2.0748,6.1814,61.2806,3.1582,68.1153,2.0008
4690000000,21.0616,74.1302,9.2402,74.7453,2.0741,6.1744,61.2387,3.1492,68.0235,1.9998
4700000000,21.0549,74.1113,9.2231,74.7159,2.0787,6.1561,61.1899,3.1441,67.9769,2.0034
4710000000,21.0483,74.094,9.2101,74.6682,2.0826,6.1496,61.1455,3.1353,67.9558,2.0006
4720000000,21.0304,74.0799,9.1977,74.6155,2.0837,6.1314,61.0856,3.1416,67.9315,2.0031
4730000000,21.0153,74.0599,9.1813,74.5322,2.0831,6.1345,60.9972,3.1452,67.8503,2.0013
4740000000,20.9926,74.0455,9.1667,74.4628,2.0852,6.1269,60.9295,3.151,67.7777,2.0027
4750000000,20.9642,74.018,9.1496,74.3822,2.0833,6.1212,60.8583,3.1582,67.684,2
4760000000,20.9384,73.9983,9.1296,74.3341,2.079,6.1155,60.7941,3.1666,67.5701,1.9977
4770000000,20.9139,73.9996,9.1132,74.3288,2.075,6.1054,60.7791,3.1715,67.4973,1.995
4780000000,20.9052,73.9667,9.0922,74.3322,2.0657,6.0943,60.7806,3.1737,67.4712,1.9956
4790000000,20.8998,73.9326,9.0762,74.3349,2.0673,6.0788,60.7627,3.1769,67.4754,1.9956
4800000000,20.9172,73.9133,9.0482,74.3487,2.06,6.056,60.7717,3.1826,67.5194,1.9952
4810000000,20.9153,73.8827,9.0353,74.3824,2.0691,6.048,60.7901,3.1766,67.5968,2.0046
4820000000,20.9325,73.8695,9.0359,74.3848,2.0642,6.0524,60.7742,3.1836,67.6643,1.9898
4830000000,20.9312,73.8438,9.0299,74.3741,2.0653,6.0513,60.7571,3.1909,67.6746,1.9877
4840000000,20.9318,73.8249,9.0204,74.368,2.0644,6.0487,60.7446,3.1976,67.6845,1.9877
4850000000,20.9362,73.8129,9.0088,74.3809,2.0608,6.0468,60.7476,3.2111,67.6774,1.9873
4860000000,20.9304,73.7884,9.0002,74.3843,2.0575,6.0435,60.7435,3.2223,67.6412,1.9868
4870000000,20.9367,73.7635,8.9899,74.3991,2.0575,6.0362,60.76,3.2387,67.6161,1.9837
4880000000,20.9582,73.7393,8.9599,74.4362,2.0574,6.0173,60.7763,3.2523,67.6369,1.9865
4890000000,20.9821,73.7179,8.9416,74.4642,2.053,6.006,60.8064,3.2678,67.704,1.9791
4900000000,20.9882,73.6981,8.9428,74.5026,2.0526,6.0102,60.8283,3.2786,67.774,1.978
4910000000,21.0141,73.6807,8.9361,74.4763,2.0658,6.0039,60.8436,3.2748,67.7997,1.9783
4920000000,21.0318,73.6677,8.9221,74.5585,2.0395,5.9998,60.8546,3.2911,67.8973,1.9732
4930000000,21.0371,73.6517,8.9293,74.5815,2.0467,5.9976,60.8908,3.3047,67.9634,1.9756
4940000000,21.044,73.6431,8.9271,74.5941,2.0411,5.9974,60.9063,3.3069,67.9735,1.973
4950000000,21.056,73.6295,8.9225,74.6159,2.0376,5.992,60.9348,3.3022,67.9696,1.9735
4960000000,21.0703,73.614,8.9184,74.6552,2.0386,5.9931,60.9768,3.293,67.9895,1.9742
4970000000,21.1047,73.6068,8.9119,74.6978,2.0447,5.9809,61.0202,3.3007,68.0384,1.9757
4980000000,21.0956,73.5988,8.8991,74.7423,2.0405,5.9831,61.0252,3.2717,68.0597,1.9769
4990000000,21.1361,73.5899,8.9134,74.7875,2.0471,5.9792,61.0819,3.2674,68.1243,1.9801
5000000000,21.1522,73.5699,8.899,74.8118,2.0543,5.9807,61.0878,3.2573,68.1921,1.9776
