Freq(Hz),S21 Log Mag(dB),S21 Phase(�)
1474000000,-6.8181434,-23.807859
1475000000,-6.8333392,-24.084944
1476000000,-6.7779489,-23.898077
1477000000,-6.7805738,-23.958187
1478000000,-6.7731004,-24.04311
1479000000,-6.7536306,-24.268152
1480000000,-6.6795483,-24.381477
1481000000,-6.681725,-24.390457
1482000000,-6.6353602,-24.610825
1483000000,-6.6167083,-24.554432
1484000000,-6.602262,-24.765388
1485000000,-6.576396,-24.682981
1486000000,-6.5397453,-24.841505
1487000000,-6.5341949,-24.910494
1488000000,-6.4963479,-24.875252
1489000000,-6.4723644,-25.1199
1490000000,-6.4322243,-25.107996
1491000000,-6.4059968,-25.488949
1492000000,-6.4035354,-25.420435
1493000000,-6.3648925,-25.390781
1494000000,-6.336915,-25.747755
1495000000,-6.3334165,-25.760519
1496000000,-6.3069015,-25.902468
1497000000,-6.2849674,-25.982424
1498000000,-6.2408557,-25.935205
1499000000,-6.2223973,-26.176111
1500000000,-6.2204051,-26.259104
1501000000,-6.173718,-26.445108
1502000000,-6.1725597,-26.54257
1503000000,-6.0997715,-26.310232
1504000000,-6.0819001,-26.660482
1505000000,-6.0860653,-27.02787
1506000000,-6.0640836,-26.909838
1507000000,-6.0314045,-26.945963
1508000000,-6.0206623,-27.215027
1509000000,-5.9848475,-27.11521
1510000000,-5.9431324,-27.304159
1511000000,-5.9555402,-27.208452
1512000000,-5.9237547,-27.417089
1513000000,-5.9082541,-27.391514
1514000000,-5.8440747,-27.648249
1515000000,-5.841815,-27.818296
1516000000,-5.8339577,-27.938194
1517000000,-5.819994,-28.029036
1518000000,-5.7728724,-28.096708
1519000000,-5.7520733,-28.077654
1520000000,-5.7246904,-28.267668
1521000000,-5.727663,-28.470287
1522000000,-5.703227,-28.68516
1523000000,-5.6686487,-28.914141
1524000000,-5.6637855,-28.783316
1525000000,-5.6145263,-28.913485
1526000000,-5.6137218,-29.255571
1527000000,-5.5963087,-29.393066
1528000000,-5.599072,-29.247976
1529000000,-5.5606189,-29.415863
1530000000,-5.5420585,-29.5529
1531000000,-5.5165567,-29.488079
1532000000,-5.4804454,-29.657351
1533000000,-5.4739246,-29.884005
1534000000,-5.4432383,-29.96246
1535000000,-5.4344096,-30.16814
1536000000,-5.3954434,-30.359221
1537000000,-5.3821859,-30.369816
1538000000,-5.3596773,-30.48658
1539000000,-5.3494339,-30.676418
1540000000,-5.303545,-30.685486
1541000000,-5.308434,-30.877844
1542000000,-5.293128,-30.986431
1543000000,-5.2721853,-31.167656
1544000000,-5.246923,-31.173565
1545000000,-5.2347841,-31.300575
1546000000,-5.2010217,-31.419462
1547000000,-5.1935744,-31.676308
1548000000,-5.164917,-31.546688
1549000000,-5.1441097,-31.848824
1550000000,-5.1483846,-31.936302
1551000000,-5.0996447,-32.093563
1552000000,-5.0918956,-32.253395
1553000000,-5.0770278,-32.261646
1554000000,-5.0408077,-32.186123
1555000000,-5.0262032,-32.447468
1556000000,-4.9928813,-32.498745
1557000000,-5.001596,-32.813232
1558000000,-4.9998302,-32.88147
1559000000,-4.9491568,-32.998447
1560000000,-4.956532,-33.311779
1561000000,-4.9136147,-33.296833
1562000000,-4.8958292,-33.52755
1563000000,-4.8982038,-33.353046
1564000000,-4.8740988,-33.761574
1565000000,-4.8712721,-33.724979
1566000000,-4.8212724,-33.867947
1567000000,-4.8157854,-34.127151
1568000000,-4.8067365,-34.060238
1569000000,-4.8162041,-34.539059
1570000000,-4.7437406,-34.481125
1571000000,-4.7610793,-34.635811
1572000000,-4.7311344,-34.648262
1573000000,-4.72048,-34.916435
1574000000,-4.6860957,-34.709011
1575000000,-4.659358,-35.193085
1576000000,-4.6375036,-35.242306
1577000000,-4.6364322,-35.454674
1578000000,-4.6272879,-35.482876
1579000000,-4.6139288,-35.806038
1580000000,-4.600606,-35.706867
1581000000,-4.5805144,-35.927181
1582000000,-4.5840406,-35.945892
1583000000,-4.5436254,-36.100098
1584000000,-4.5625219,-36.471802
1585000000,-4.5098939,-36.404892
1586000000,-4.5282202,-36.772816
1587000000,-4.4794116,-36.710236
1588000000,-4.4865131,-36.673168
1589000000,-4.4663296,-37.050766
1590000000,-4.4379458,-37.067375
1591000000,-4.4205217,-37.326969
1592000000,-4.4276528,-37.36478
1593000000,-4.3652186,-37.383453
1594000000,-4.3716216,-37.551929
1595000000,-4.3671737,-37.787231
1596000000,-4.3426094,-37.822884
1597000000,-4.3423924,-38.015884
1598000000,-4.3122649,-38.067375
1599000000,-4.3016734,-38.31789
1600000000,-4.2628188,-38.348846
1601000000,-4.256207,-38.556118
1602000000,-4.2499094,-38.728806
1603000000,-4.2418523,-38.795887
1604000000,-4.2382412,-39.061722
1605000000,-4.2096963,-39.036964
1606000000,-4.1924839,-39.152473
1607000000,-4.2063375,-39.502857
1608000000,-4.1662478,-39.519466
1609000000,-4.1541867,-39.746407
1610000000,-4.1428218,-39.935574
1611000000,-4.1309824,-39.92519
1612000000,-4.1247587,-40.165955
1613000000,-4.0883355,-40.124763
1614000000,-4.1157889,-40.26054
1615000000,-4.0666919,-40.222298
1616000000,-4.0775862,-40.501827
1617000000,-4.0556002,-40.713089
1618000000,-4.0540934,-40.85577
1619000000,-4.0165672,-41.144104
1620000000,-4.0036578,-41.341503
1621000000,-3.98401,-41.222546
1622000000,-3.9709826,-41.440857
1623000000,-3.9764085,-41.539856
1624000000,-3.946049,-41.718292
1625000000,-3.9478648,-41.867336
1626000000,-3.9457166,-41.971382
1627000000,-3.9271736,-41.959644
1628000000,-3.9235547,-42.131874
1629000000,-3.9101031,-42.515003
1630000000,-3.8636034,-42.577698
1631000000,-3.8829613,-42.608311
1632000000,-3.8533533,-42.799194
1633000000,-3.8204536,-42.93269
1634000000,-3.8502264,-43.016048
1635000000,-3.8392608,-43.16444
1636000000,-3.7867124,-43.48238
1637000000,-3.77544,-43.3535
1638000000,-3.7616181,-43.704002
1639000000,-3.7517483,-43.921528
1640000000,-3.7635605,-43.854946
1641000000,-3.7623386,-43.998695
1642000000,-3.7386897,-44.186371
1643000000,-3.7150364,-44.335915
1644000000,-3.7140026,-44.520405
1645000000,-3.7181263,-44.446495
1646000000,-3.7159457,-44.931221
1647000000,-3.653223,-44.882847
1648000000,-3.6630719,-44.90823
1649000000,-3.6687613,-45.128967
1650000000,-3.6169698,-45.188549
1651000000,-3.6330512,-45.4375
1652000000,-3.6288536,-45.614822
1653000000,-3.6165805,-45.83215
1654000000,-3.5830319,-45.777412
1655000000,-3.595742,-45.940315
1656000000,-3.5897622,-46.044708
1657000000,-3.5831373,-46.165504
1658000000,-3.5621941,-46.228649
1659000000,-3.5464077,-46.55357
1660000000,-3.5490947,-46.85804
1661000000,-3.5393989,-46.770893
1662000000,-3.5387676,-46.964615
1663000000,-3.5098681,-46.949169
1664000000,-3.4816773,-47.255985
1665000000,-3.4727535,-47.298325
1666000000,-3.45399,-47.41996
1667000000,-3.4589689,-47.697994
1668000000,-3.4773233,-47.802933
1669000000,-3.4508543,-47.956371
1670000000,-3.4577277,-48.274136
1671000000,-3.4386277,-48.295208
1672000000,-3.4325938,-48.40609
1673000000,-3.4008222,-48.645027
1674000000,-3.3945041,-48.732975
1675000000,-3.3890455,-48.862274
1676000000,-3.4050736,-48.971592
1677000000,-3.3825974,-49.007133
1678000000,-3.3685603,-49.19751
1679000000,-3.3731008,-49.318169
1680000000,-3.3684068,-49.431393
1681000000,-3.3648803,-49.482304
1682000000,-3.3388009,-49.674713
1683000000,-3.3190842,-50.018517
1684000000,-3.3141971,-50.024361
1685000000,-3.3295209,-50.008564
1686000000,-3.3066027,-50.166794
1687000000,-3.2828803,-50.317116
1688000000,-3.2917478,-50.607452
1689000000,-3.2989757,-50.662037
1690000000,-3.2702556,-50.800056
1691000000,-3.2496843,-50.831547
1692000000,-3.2547181,-51.139324
1693000000,-3.2416692,-51.275497
1694000000,-3.2366512,-51.648006
1695000000,-3.2222934,-51.52309
1696000000,-3.1975341,-51.85767
1697000000,-3.2357275,-51.839443
1698000000,-3.1964092,-52.016788
1699000000,-3.1594605,-52.110401
1700000000,-3.2034175,-52.24514
1701000000,-3.1780827,-52.297195
1702000000,-3.1838245,-52.699413
1703000000,-3.1583295,-52.638607
1704000000,-3.159487,-52.550941
1705000000,-3.1705086,-52.769669
1706000000,-3.1141188,-52.980282
1707000000,-3.1346364,-53.325596
1708000000,-3.1300998,-53.329357
1709000000,-3.1200216,-53.535896
1710000000,-3.1047156,-53.660301
1711000000,-3.1090636,-53.629814
1712000000,-3.0986419,-53.839767
1713000000,-3.0966954,-54.112827
1714000000,-3.096483,-54.236835
1715000000,-3.0835946,-54.442616
1716000000,-3.0950177,-54.471443
1717000000,-3.0641954,-54.511452
1718000000,-3.0654566,-54.61985
1719000000,-3.0527937,-54.802387
1720000000,-3.0440493,-54.856354
1721000000,-3.0511029,-54.988167
1722000000,-3.0458384,-55.246807
1723000000,-3.0326908,-55.216682
1724000000,-3.009428,-55.482067
1725000000,-3.0022368,-55.523945
1726000000,-3.0042307,-55.871933
1727000000,-3.0108912,-55.727154
1728000000,-2.9980841,-55.777252
1729000000,-2.9965351,-56.201351
1730000000,-2.9834394,-56.285954
1731000000,-2.9501143,-56.340572
1732000000,-2.9740822,-56.655045
1733000000,-2.958931,-56.708195
1734000000,-2.9624646,-56.871876
1735000000,-2.9721799,-56.825962
1736000000,-2.9400966,-57.046623
1737000000,-2.9703445,-57.162956
1738000000,-2.9287186,-57.429794
1739000000,-2.9250071,-57.53157
1740000000,-2.9503744,-57.729
1741000000,-2.9389815,-57.834923
1742000000,-2.9256201,-57.89706
1743000000,-2.9102342,-58.04818
1744000000,-2.9058728,-58.109482
1745000000,-2.8893161,-58.292645
1746000000,-2.8929372,-58.478024
1747000000,-2.9061244,-58.702251
1748000000,-2.8906147,-58.660812
1749000000,-2.8833003,-58.614498
1750000000,-2.8717847,-58.945454
1751000000,-2.8667479,-59.111519
1752000000,-2.8743312,-59.141838
1753000000,-2.863436,-59.396652
1754000000,-2.8446066,-59.562107
1755000000,-2.8434637,-59.639935
1756000000,-2.8405306,-59.777523
1757000000,-2.8429415,-60.083202
1758000000,-2.8300469,-60.048271
1759000000,-2.8443577,-60.198536
1760000000,-2.8259339,-60.274998
1761000000,-2.8204713,-60.388702
1762000000,-2.828512,-60.523113
1763000000,-2.8215928,-60.627583
1764000000,-2.808275,-60.808716
1765000000,-2.7973943,-61.035145
1766000000,-2.8098061,-61.0187
1767000000,-2.8178461,-61.215496
1768000000,-2.7858503,-61.289684
1769000000,-2.7748082,-61.391941
1770000000,-2.7754946,-61.451027
1771000000,-2.797781,-61.79406
1772000000,-2.7465913,-61.760216
1773000000,-2.7381527,-61.851933
1774000000,-2.7588406,-62.071426
1775000000,-2.749917,-62.103992
1776000000,-2.7588212,-62.443092
1777000000,-2.7457716,-62.522625
1778000000,-2.7526002,-62.720882
1779000000,-2.7539616,-62.659561
1780000000,-2.7442176,-62.920197
1781000000,-2.7335811,-62.918324
1782000000,-2.76513,-63.229454
1783000000,-2.7058179,-63.322922
1784000000,-2.7360802,-63.365074
1785000000,-2.7207975,-63.319466
1786000000,-2.7160835,-63.736103
1787000000,-2.7029958,-63.888988
1788000000,-2.7201023,-63.796326
1789000000,-2.6988366,-64.068298
1790000000,-2.7059669,-64.353188
1791000000,-2.6956952,-64.411224
1792000000,-2.6784403,-64.581551
1793000000,-2.6989396,-64.550903
1794000000,-2.6628032,-64.541801
1795000000,-2.6858752,-64.850685
1796000000,-2.6896439,-64.925072
