Freq [GHz],"dB(S(1,1)) []"
2.146,-18.61471322
2.147,-18.64772185
2.148,-18.68086471
2.149,-18.71414283
2.15,-18.74755725
2.151,-18.78110902
2.152,-18.81479921
2.153,-18.8486289
2.154,-18.88259918
2.155,-18.91671116
2.156,-18.95096594
2.157,-18.98536467
2.158,-19.01990849
2.159,-19.05459856
2.16,-19.08943605
2.161,-19.12442214
2.162,-19.15955805
2.163,-19.19484499
2.164,-19.23028419
2.165,-19.26587689
2.166,-19.30162437
2.167,-19.3375279
2.168,-19.37358878
2.169,-19.40980832
2.17,-19.44618785
2.171,-19.48272871
2.172,-19.51943227
2.173,-19.55629991
2.174,-19.59333303
2.175,-19.63053304
2.176,-19.66790139
2.177,-19.70543952
2.178,-19.74314891
2.179,-19.78103105
2.18,-19.81908746
2.181,-19.85731967
2.182,-19.89572923
2.183,-19.93431772
2.184,-19.97308674
2.185,-20.0120379
2.186,-20.05117285
2.187,-20.09049325
2.188,-20.13000078
2.189,-20.16969716
2.19,-20.20958412
2.191,-20.24966341
2.192,-20.28993683
2.193,-20.33040617
2.194,-20.37107327
2.195,-20.41193999
2.196,-20.45300822
2.197,-20.49427987
2.198,-20.53575688
2.199,-20.57744123
2.2,-20.61933491
2.201,-20.66143995
2.202,-20.70375841
2.203,-20.74629238
2.204,-20.78904397
2.205,-20.83201535
2.206,-20.87520869
2.207,-20.91862621
2.208,-20.96227016
2.209,-21.00614283
2.21,-21.05024654
2.211,-21.09458365
2.212,-21.13915655
2.213,-21.18396768
2.214,-21.22901949
2.215,-21.27431451
2.216,-21.31985527
2.217,-21.36564437
2.218,-21.41168444
2.219,-21.45797815
2.22,-21.50452821
2.221,-21.5513374
2.222,-21.59840851
2.223,-21.6457444
2.224,-21.69334797
2.225,-21.74122216
2.226,-21.78936997
2.227,-21.83779446
2.228,-21.88649873
2.229,-21.93548591
2.23,-21.98475923
2.231,-22.03432195
2.232,-22.08417738
2.233,-22.1343289
2.234,-22.18477996
2.235,-22.23553404
2.236,-22.2865947
2.237,-22.33796558
2.238,-22.38965036
2.239,-22.44165278
2.24,-22.49397669
2.241,-22.54662597
2.242,-22.59960459
2.243,-22.65291658
2.244,-22.70656606
2.245,-22.76055723
2.246,-22.81489435
2.247,-22.86958178
2.248,-22.92462395
2.249,-22.98002539
2.25,-23.0357907
2.251,-23.09192458
2.252,-23.14843182
2.253,-23.20531732
2.254,-23.26258605
2.255,-23.32024309
2.256,-23.37829364
2.257,-23.43674298
2.258,-23.49559652
2.259,-23.55485976
2.26,-23.61453833
2.261,-23.67463797
2.262,-23.73516454
2.263,-23.79612404
2.264,-23.85752257
2.265,-23.91936639
2.266,-23.98166188
2.267,-24.04441554
2.268,-24.10763406
2.269,-24.17132424
2.27,-24.23549305
2.271,-24.30014759
2.272,-24.36529516
2.273,-24.4309432
2.274,-24.49709933
2.275,-24.56377134
2.276,-24.6309672
2.277,-24.69869508
2.278,-24.76696333
2.279,-24.83578051
2.28,-24.90515538
2.281,-24.97509692
2.282,-25.04561431
2.283,-25.11671699
2.284,-25.18841459
2.285,-25.26071702
2.286,-25.33363443
2.287,-25.40717722
2.288,-25.48135606
2.289,-25.5561819
2.29,-25.63166599
2.291,-25.70781985
2.292,-25.78465532
2.293,-25.86218456
2.294,-25.94042007
2.295,-26.01937466
2.296,-26.09906153
2.297,-26.17949422
2.298,-26.26068667
2.299,-26.34265321
2.3,-26.42540857
2.301,-26.50896793
2.302,-26.59334688
2.303,-26.67856151
2.304,-26.76462836
2.305,-26.85156447
2.306,-26.93938742
2.307,-27.0281153
2.308,-27.11776679
2.309,-27.20836114
2.31,-27.2999182
2.311,-27.3924585
2.312,-27.48600317
2.313,-27.58057409
2.314,-27.67619383
2.315,-27.77288573
2.316,-27.8706739
2.317,-27.96958332
2.318,-28.06963978
2.319,-28.17087001
2.32,-28.27330168
2.321,-28.37696344
2.322,-28.481885
2.323,-28.58809715
2.324,-28.69563182
2.325,-28.80452215
2.326,-28.91480254
2.327,-29.02650874
2.328,-29.13967787
2.329,-29.25434854
2.33,-29.37056091
2.331,-29.48835676
2.332,-29.60777963
2.333,-29.72887484
2.334,-29.85168967
2.335,-29.97627343
2.336,-30.10267757
2.337,-30.23095583
2.338,-30.36116438
2.339,-30.49336194
2.34,-30.62760997
2.341,-30.76397283
2.342,-30.90251794
2.343,-31.04331602
2.344,-31.18644129
2.345,-31.3319717
2.346,-31.47998918
2.347,-31.63057994
2.348,-31.78383475
2.349,-31.93984927
2.35,-32.09872443
2.351,-32.26056677
2.352,-32.42548895
2.353,-32.59361014
2.354,-32.76505658
2.355,-32.93996215
2.356,-33.11846899
2.357,-33.30072817
2.358,-33.4869005
2.359,-33.67715736
2.36,-33.87168164
2.361,-34.07066883
2.362,-34.27432814
2.363,-34.48288389
2.364,-34.69657694
2.365,-34.9156664
2.366,-35.14043149
2.367,-35.3711737
2.368,-35.60821921
2.369,-35.85192166
2.37,-36.10266534
2.371,-36.3608688
2.372,-36.6269891
2.373,-36.90152663
2.374,-37.18503082
2.375,-37.47810671
2.376,-37.78142276
2.377,-38.09572
2.378,-38.42182299
2.379,-38.76065278
2.38,-39.11324265
2.381,-39.48075709
2.382,-39.86451499
2.383,-40.26601821
2.384,-40.68698711
2.385,-41.12940503
2.386,-41.59557485
2.387,-42.08819149
2.388,-42.6104363
2.389,-43.16610169
2.39,-43.75975831
2.391,-44.39698378
2.392,-45.08468202
2.393,-45.83154027
2.394,-46.64870148
2.395,-47.55078703
2.396,-48.55751421
2.397,-49.69637884
2.398,-51.00737395
2.399,-52.55193582
2.4,-54.43167164
2.401,-56.83338298
2.402,-60.16260453
2.403,-65.61860284
2.404,-82.02981698
2.405,-67.97792689
2.406,-61.34707214
2.407,-57.62377899
2.408,-55.02482345
2.409,-53.02672791
2.41,-51.4032798
2.411,-50.03596382
2.412,-48.85488503
2.413,-47.81534954
2.414,-46.88704047
2.415,-46.04844501
2.416,-45.28374467
2.417,-44.58096762
2.418,-43.93083458
2.419,-43.32600742
2.42,-42.76058286
2.421,-42.22974118
2.422,-41.7294963
2.423,-41.25651392
2.424,-40.80797677
2.425,-40.38148293
2.426,-39.97496803
2.427,-39.58664477
2.428,-39.2149555
2.429,-38.85853446
2.43,-38.51617751
2.431,-38.1868176
2.432,-37.86950472
2.433,-37.56338936
2.434,-37.26770885
2.435,-36.98177589
2.436,-36.70496895
2.437,-36.43672413
2.438,-36.17652824
2.439,-35.92391291
2.44,-35.67844951
2.441,-35.43974479
2.442,-35.20743708
2.443,-34.98119297
2.444,-34.76070451
2.445,-34.54568661
2.446,-34.33587487
2.447,-34.13102362
2.448,-33.93090419
2.449,-33.73530336
2.45,-33.54402204
2.451,-33.35687399
2.452,-33.17368481
2.453,-32.99429088
2.454,-32.81853854
2.455,-32.64628329
2.456,-32.47738907
2.457,-32.31172761
2.458,-32.14917786
2.459,-31.98962543
2.46,-31.83296215
2.461,-31.6790856
2.462,-31.52789872
2.463,-31.37930945
2.464,-31.23323035
2.465,-31.08957836
2.466,-30.94827446
2.467,-30.80924344
2.468,-30.67241366
2.469,-30.53771681
2.47,-30.4050877
2.471,-30.27446411
2.472,-30.14578659
2.473,-30.01899828
2.474,-29.8940448
2.475,-29.77087408
2.476,-29.64943624
2.477,-29.52968347
2.478,-29.4115699
2.479,-29.29505154
2.48,-29.18008612
2.481,-29.06663305
2.482,-28.95465331
2.483,-28.84410938
2.484,-28.73496514
2.485,-28.62718583
2.486,-28.52073798
2.487,-28.41558933
2.488,-28.31170877
2.489,-28.20906632
2.49,-28.10763304
2.491,-28.00738099
2.492,-27.9082832
2.493,-27.81031362
2.494,-27.71344705
2.495,-27.61765915
2.496,-27.52292638
2.497,-27.42922594
2.498,-27.3365358
2.499,-27.2448346
2.5,-27.15410166
2.501,-27.06431695
2.502,-26.97546104
2.503,-26.88751513
2.504,-26.80046094
2.505,-26.71428077
2.506,-26.62895744
2.507,-26.54447425
2.508,-26.46081501
2.509,-26.37796399
2.51,-26.2959059
2.511,-26.21462589
2.512,-26.13410952
2.513,-26.05434274
2.514,-25.97531192
2.515,-25.89700375
2.516,-25.81940533
2.517,-25.74250405
2.518,-25.66628769
2.519,-25.59074432
2.52,-25.51586231
2.521,-25.44163035
2.522,-25.36803742
2.523,-25.29507277
2.524,-25.22272591
2.525,-25.15098664
2.526,-25.07984499
2.527,-25.00929124
2.528,-24.9393159
2.529,-24.86990973
2.53,-24.80106368
2.531,-24.73276895
2.532,-24.66501691
2.533,-24.59779917
2.534,-24.5311075
2.535,-24.46493388
2.536,-24.39927047
2.537,-24.33410959
2.538,-24.26944377
2.539,-24.20526568
2.54,-24.14156815
2.541,-24.07834417
2.542,-24.0155869
2.543,-23.95328963
2.544,-23.89144581
2.545,-23.83004901
2.546,-23.76909294
2.547,-23.70857147
2.548,-23.64847857
2.549,-23.58880834
2.55,-23.529555
2.551,-23.47071291
2.552,-23.41227651
2.553,-23.35424038
2.554,-23.2965992
2.555,-23.23934776
2.556,-23.18248094
2.557,-23.12599373
2.558,-23.06988122
2.559,-23.01413859
2.56,-22.95876113
2.561,-22.90374419
2.562,-22.84908323
2.563,-22.79477379
2.564,-22.7408115
2.565,-22.68719206
2.566,-22.63391127
2.567,-22.58096498
2.568,-22.52834913
2.569,-22.47605975
2.57,-22.42409291
2.571,-22.37244478
2.572,-22.32111157
2.573,-22.27008959
2.574,-22.21937519
2.575,-22.1689648
2.576,-22.1188549
2.577,-22.06904204
2.578,-22.01952282
2.579,-21.97029391
2.58,-21.92135203
2.581,-21.87269397
2.582,-21.82431654
2.583,-21.77621664
2.584,-21.72839121
2.585,-21.68083723
2.586,-21.63355174
2.587,-21.58653183
2.588,-21.53977464
2.589,-21.49327733
2.59,-21.44703715
2.591,-21.40105137
2.592,-21.35531729
2.593,-21.30983227
2.594,-21.26459372
2.595,-21.21959908
2.596,-21.17484583
2.597,-21.13033148
2.598,-21.08605359
2.599,-21.04200977
2.6,-20.99819765
2.601,-20.95461488
2.602,-20.91125919
2.603,-20.8681283
2.604,-20.82522
2.605,-20.78253208
2.606,-20.74006239
2.607,-20.6978088
2.608,-20.65576921
2.609,-20.61394156
2.61,-20.5723238
2.611,-20.53091393
2.612,-20.48970998
2.613,-20.44870999
2.614,-20.40791205
2.615,-20.36731425
2.616,-20.32691474
2.617,-20.28671167
2.618,-20.24670322
2.619,-20.20688761
2.62,-20.16726307
2.621,-20.12782787
2.622,-20.08858028
2.623,-20.04951861
2.624,-20.0106412
2.625,-19.97194639
2.626,-19.93343257
2.627,-19.89509812
2.628,-19.85694147
2.629,-19.81896107
2.63,-19.78115536
2.631,-19.74352283
2.632,-19.70606198
2.633,-19.66877134
2.634,-19.63164944
2.635,-19.59469484
2.636,-19.55790612
2.637,-19.52128188
2.638,-19.48482073
2.639,-19.4485213
2.64,-19.41238224
2.641,-19.37640222
2.642,-19.34057992
2.643,-19.30491404
2.644,-19.2694033
2.645,-19.23404643
2.646,-19.19884218
2.647,-19.16378931
2.648,-19.12888659
2.649,-19.09413283
2.65,-19.05952684
2.651,-19.02506742
2.652,-18.99075343
2.653,-18.95658371
2.654,-18.92255713
2.655,-18.88867256
2.656,-18.8549289
2.657,-18.82132505
2.658,-18.78785994
2.659,-18.75453248
2.66,-18.72134163
2.661,-18.68828634
2.662,-18.65536558
2.663,-18.62257832
2.664,-18.58992357
2.665,-18.55740031
2.666,-18.52500757
2.667,-18.49274438
2.668,-18.46060976
2.669,-18.42860278
2.67,-18.39672247
2.671,-18.36496793
2.672,-18.33333821
2.673,-18.30183242
2.674,-18.27044966
2.675,-18.23918902
2.676,-18.20804965
2.677,-18.17703065
2.678,-18.14613118
2.679,-18.11535038
2.68,-18.0846874
2.681,-18.05414142
2.682,-18.02371161
2.683,-17.99339715
2.684,-17.96319725
2.685,-17.93311109
2.686,-17.90313789
2.687,-17.87327688
2.688,-17.84352727
2.689,-17.8138883
2.69,-17.78435921
2.691,-17.75493926
2.692,-17.72562771
2.693,-17.69642382
2.694,-17.66732686
2.695,-17.63833612
2.696,-17.60945089
2.697,-17.58067046
2.698,-17.55199413
2.699,-17.52342122
2.7,-17.49495105
2.701,-17.46658294
2.702,-17.43831621
2.703,-17.41015022
2.704,-17.38208429
2.705,-17.35411779
2.706,-17.32625008
2.707,-17.2984805
2.708,-17.27080845
2.709,-17.24323328
2.71,-17.21575439
2.711,-17.18837116
2.712,-17.16108299
2.713,-17.13388928
2.714,-17.10678943
2.715,-17.07978285
2.716,-17.05286897
2.717,-17.02604721
2.718,-16.99931699
2.719,-16.97267775
2.72,-16.94612893
2.721,-16.91966997
2.722,-16.89330033
2.723,-16.86701945
2.724,-16.8408268
2.725,-16.81472185
2.726,-16.78870406
2.727,-16.7627729
2.728,-16.73692787
2.729,-16.71116844
2.73,-16.68549411
2.731,-16.65990436
2.732,-16.6343987
2.733,-16.60897662
2.734,-16.58363765
2.735,-16.55838128
2.736,-16.53320704
2.737,-16.50811445
2.738,-16.48310303
2.739,-16.45817232
2.74,-16.43332184
2.741,-16.40855114
2.742,-16.38385975
2.743,-16.35924722
2.744,-16.33471311
2.745,-16.31025696
2.746,-16.28587834
2.747,-16.2615768
2.748,-16.23735192
2.749,-16.21320326
2.75,-16.18913039
2.751,-16.16513289
2.752,-16.14121035
2.753,-16.11736234
2.754,-16.09358845
2.755,-16.06988828
2.756,-16.04626141
2.757,-16.02270746
2.758,-15.99922601
2.759,-15.97581667
2.76,-15.95247906
2.761,-15.92921277
2.762,-15.90601744
2.763,-15.88289266
2.764,-15.85983808
2.765,-15.8368533
2.766,-15.81393796
2.767,-15.79109169
2.768,-15.76831412
2.769,-15.74560488
2.77,-15.72296363
2.771,-15.70038999
2.772,-15.67788361
2.773,-15.65544415
2.774,-15.63307124
2.775,-15.61076456
2.776,-15.58852375
2.777,-15.56634846
2.778,-15.54423838
2.779,-15.52219315
2.78,-15.50021245
2.781,-15.47829594
2.782,-15.4564433
2.783,-15.4346542
2.784,-15.41292833
2.785,-15.39126535
2.786,-15.36966496
2.787,-15.34812684
2.788,-15.32665068
2.789,-15.30523616
2.79,-15.28388298
2.791,-15.26259084
2.792,-15.24135942
2.793,-15.22018844
2.794,-15.19907759
2.795,-15.17802658
2.796,-15.15703511
2.797,-15.13610289
2.798,-15.11522963
2.799,-15.09441505
2.8,-15.07365885
2.801,-15.05296077
2.802,-15.03232051
2.803,-15.0117378
2.804,-14.99121236
2.805,-14.97074392
2.806,-14.9503322
2.807,-14.92997694
2.808,-14.90967786
2.809,-14.88943471
2.81,-14.86924721
2.811,-14.8491151
2.812,-14.82903812
2.813,-14.80901602
2.814,-14.78904854
2.815,-14.76913541
2.816,-14.7492764
2.817,-14.72947124
2.818,-14.7097197
2.819,-14.69002151
2.82,-14.67037643
2.821,-14.65078423
2.822,-14.63124466
2.823,-14.61175747
2.824,-14.59232243
2.825,-14.5729393
2.826,-14.55360785
2.827,-14.53432784
2.828,-14.51509904
2.829,-14.49592122
2.83,-14.47679415
2.831,-14.4577176
2.832,-14.43869134
2.833,-14.41971516
2.834,-14.40078883
2.835,-14.38191212
2.836,-14.36308483
2.837,-14.34430672
2.838,-14.32557759
2.839,-14.30689721
2.84,-14.28826538
2.841,-14.26968189
2.842,-14.25114651
2.843,-14.23265905
2.844,-14.21421929
2.845,-14.19582703
2.846,-14.17748206
2.847,-14.15918418
2.848,-14.14093318
2.849,-14.12272887
2.85,-14.10457105
2.851,-14.08645951
2.852,-14.06839406
2.853,-14.0503745
2.854,-14.03240065
2.855,-14.0144723
2.856,-13.99658926
2.857,-13.97875135
2.858,-13.96095837
2.859,-13.94321014
2.86,-13.92550647
2.861,-13.90784717
2.862,-13.89023205
2.863,-13.87266095
2.864,-13.85513366
2.865,-13.83765002
2.866,-13.82020984
2.867,-13.80281294
2.868,-13.78545915
2.869,-13.76814828
2.87,-13.75088017
2.871,-13.73365464
2.872,-13.71647152
2.873,-13.69933063
2.874,-13.68223181
2.875,-13.66517488
2.876,-13.64815967
2.877,-13.63118602
2.878,-13.61425376
2.879,-13.59736273
2.88,-13.58051276
2.881,-13.56370369
2.882,-13.54693534
2.883,-13.53020758
2.884,-13.51352022
2.885,-13.49687312
2.886,-13.48026611
2.887,-13.46369904
2.888,-13.44717175
2.889,-13.43068408
2.89,-13.41423588
2.891,-13.397827
2.892,-13.38145728
2.893,-13.36512658
2.894,-13.34883473
2.895,-13.33258159
2.896,-13.31636701
2.897,-13.30019085
2.898,-13.28405295
2.899,-13.26795317
2.9,-13.25189136
2.901,-13.23586738
2.902,-13.21988109
2.903,-13.20393233
2.904,-13.18802098
2.905,-13.17214688
2.906,-13.1563099
2.907,-13.1405099
2.908,-13.12474673
2.909,-13.10902027
2.91,-13.09333036
2.911,-13.07767689
2.912,-13.0620597
2.913,-13.04647867
2.914,-13.03093367
2.915,-13.01542455
2.916,-12.99995119
2.917,-12.98451345
2.918,-12.9691112
2.919,-12.95374432
2.92,-12.93841267
2.921,-12.92311612
2.922,-12.90785455
2.923,-12.89262783
2.924,-12.87743584
2.925,-12.86227843
2.926,-12.8471555
2.927,-12.83206692
2.928,-12.81701256
2.929,-12.8019923
2.93,-12.78700602
2.931,-12.77205359
2.932,-12.7571349
2.933,-12.74224982
2.934,-12.72739823
2.935,-12.71258003
2.936,-12.69779508
2.937,-12.68304327
2.938,-12.66832448
2.939,-12.65363859
2.94,-12.6389855
2.941,-12.62436509
2.942,-12.60977723
2.943,-12.59522182
2.944,-12.58069875
2.945,-12.56620789
2.946,-12.55174914
2.947,-12.5373224
2.948,-12.52292753
2.949,-12.50856445
2.95,-12.49423303
2.951,-12.47993317
2.952,-12.46566476
2.953,-12.45142769
2.954,-12.43722186
2.955,-12.42304715
2.956,-12.40890346
2.957,-12.39479069
2.958,-12.38070873
2.959,-12.36665748
2.96,-12.35263683
2.961,-12.33864668
2.962,-12.32468692
2.963,-12.31075746
2.964,-12.29685819
2.965,-12.28298901
2.966,-12.26914982
2.967,-12.25534052
2.968,-12.24156102
2.969,-12.2278112
2.97,-12.21409098
2.971,-12.20040025
2.972,-12.18673892
2.973,-12.17310689
2.974,-12.15950406
2.975,-12.14593034
2.976,-12.13238564
2.977,-12.11886985
2.978,-12.10538288
2.979,-12.09192464
2.98,-12.07849503
2.981,-12.06509397
2.982,-12.05172135
2.983,-12.0383771
2.984,-12.0250611
2.985,-12.01177328
2.986,-11.99851354
2.987,-11.9852818
2.988,-11.97207796
2.989,-11.95890193
2.99,-11.94575362
2.991,-11.93263295
2.992,-11.91953982
2.993,-11.90647416
2.994,-11.89343587
2.995,-11.88042486
2.996,-11.86744105
2.997,-11.85448436
2.998,-11.84155469
2.999,-11.82865197
3,-11.8157761
