Freq(Hz),S11 Log Mag(dB),S11 Phase(°),S21 Log Mag(dB),S21 Phase(°),S31 Log Mag(dB),S31 Phase(°),S41 Log Mag(dB),S41 Phase(°),,S11_HFSS,S21_HFSS,S31_HFSS,S41_HFSS
3992000000,-5.0806746,-190.96152,-6.5611033,-200.06009,-11.440359,-225.62186,-5.6287045,-311.01022,,-4.507292345,-7.182721012,-12.69290506,-5.462510727
3993000000,-5.0958142,-190.95879,-6.5900288,-200.21185,-11.496167,-225.80377,-5.6680408,-311.21106,,-4.509898337,-7.178158574,-12.68161088,-5.463768956
3994000000,-5.0753527,-191.12964,-6.582252,-200.14941,-11.457142,-225.42111,-5.6212616,-311.28476,,-4.512508,-7.173623949,-12.67023948,-5.465032207
3995000000,-5.0605516,-191.16077,-6.5848622,-200.17007,-11.475019,-225.16846,-5.6629176,-311.36612,,-4.515121282,-7.169116992,-12.65879243,-5.46630043
3996000000,-5.0851731,-191.38615,-6.5797582,-200.40356,-11.474174,-225.26888,-5.6447339,-311.55844,,-4.51773813,-7.164637556,-12.64727127,-5.467573577
3997000000,-5.1025052,-191.2597,-6.5641155,-200.52974,-11.470605,-225.21912,-5.6047683,-311.62177,,-4.520358492,-7.160185496,-12.63567755,-5.468851597
3998000000,-5.0965381,-191.47911,-6.5845141,-200.64497,-11.46256,-225.00148,-5.6580725,-311.80725,,-4.522982316,-7.155760667,-12.62401278,-5.470134442
3999000000,-5.0821881,-191.80356,-6.5663548,-200.72629,-11.471081,-225.20056,-5.6521811,-312.04092,,-4.52560955,-7.151362926,-12.61227847,-5.471422063
4000000000,-5.0909171,-191.62419,-6.5582948,-200.87729,-11.48174,-225.11238,-5.6414571,-312.17468,,-4.528240145,-7.146992128,-12.60047612,-5.472714411
4001000000,-5.0916252,-191.9614,-6.5472183,-200.78963,-11.43238,-224.86548,-5.6299949,-312.32199,,-4.53087405,-7.142648131,-12.58860721,-5.474011439
4002000000,-5.097775,-192.05431,-6.555131,-201.0432,-11.459039,-224.83311,-5.662178,-312.23654,,-4.533511214,-7.138330793,-12.5766732,-5.475313099
4003000000,-5.0590124,-192.03165,-6.5839281,-201.00409,-11.463206,-224.72649,-5.6557531,-312.55032,,-4.536151588,-7.134039974,-12.56467555,-5.476619343
4004000000,-5.09969,-192.24744,-6.6046157,-200.88884,-11.478198,-224.5173,-5.6659455,-312.41736,,-4.538795123,-7.12977553,-12.55261569,-5.477930126
4005000000,-5.092988,-192.27312,-6.562212,-201.12357,-11.461118,-224.52843,-5.6580124,-312.57779,,-4.54144177,-7.125537324,-12.54049504,-5.4792454
4006000000,-5.0981188,-192.39563,-6.5892978,-201.23418,-11.471056,-224.7993,-5.6582265,-312.94568,,-4.544091481,-7.121325215,-12.52831501,-5.480565118
4007000000,-5.1107302,-192.75343,-6.5484848,-201.45503,-11.47075,-224.57605,-5.6529098,-313.11816,,-4.546744207,-7.117139063,-12.516077,-5.481889236
4008000000,-5.0845761,-192.5672,-6.5475039,-201.39319,-11.470533,-224.3933,-5.6536059,-313.06458,,-4.549399902,-7.112978732,-12.50378238,-5.483217707
4009000000,-5.1119094,-192.84573,-6.5946913,-201.4474,-11.52961,-224.40645,-5.6600766,-313.12976,,-4.552058517,-7.108844084,-12.49143252,-5.484550487
4010000000,-5.1029568,-192.83646,-6.5716496,-201.64111,-11.523514,-224.34135,-5.6527338,-313.61255,,-4.554720007,-7.10473498,-12.47902877,-5.48588753
4011000000,-5.1135592,-192.9995,-6.587007,-201.62575,-11.482477,-224.30161,-5.6610732,-313.66846,,-4.557384325,-7.100651286,-12.46657246,-5.487228791
4012000000,-5.1067381,-193.31377,-6.5595989,-201.75937,-11.519743,-224.23509,-5.6910682,-313.69107,,-4.560051425,-7.096592865,-12.45406492,-5.488574227
4013000000,-5.1113868,-193.24954,-6.5704422,-201.75955,-11.508291,-224.19777,-5.6516695,-313.79788,,-4.562721261,-7.092559582,-12.44150744,-5.489923794
4014000000,-5.1395292,-193.35855,-6.5963984,-201.77887,-11.51097,-223.87985,-5.6863208,-313.88562,,-4.565393787,-7.088551303,-12.42890132,-5.491277447
4015000000,-5.1011887,-193.45467,-6.5476003,-202.09906,-11.491943,-224.15947,-5.6708241,-314.27267,,-4.568068961,-7.084567894,-12.41624784,-5.492635144
4016000000,-5.085001,-193.58887,-6.5482416,-202.15529,-11.49484,-224.10399,-5.6764884,-314.41531,,-4.570746735,-7.080609221,-12.40354825,-5.493996841
4017000000,-5.1468554,-193.83771,-6.5688543,-202.38875,-11.519824,-223.83037,-5.6875019,-314.53226,,-4.573427068,-7.076675153,-12.39080381,-5.495362497
4018000000,-5.1106815,-193.77226,-6.5581775,-202.16116,-11.520368,-223.8705,-5.672821,-314.45535,,-4.576109915,-7.072765556,-12.37801575,-5.496732068
4019000000,-5.0986257,-193.89616,-6.5443716,-202.40569,-11.501023,-223.67511,-5.6704817,-314.7309,,-4.578795232,-7.068880301,-12.36518527,-5.498105512
4020000000,-5.1050401,-194.04997,-6.5421929,-202.23909,-11.507233,-223.52432,-5.6743736,-314.72882,,-4.581482977,-7.065019255,-12.3523136,-5.499482788
4021000000,-5.1186738,-194.32043,-6.5499058,-202.49702,-11.475213,-223.58426,-5.6837387,-315.04495,,-4.584173107,-7.061182289,-12.33940191,-5.500863855
4022000000,-5.1008611,-194.37383,-6.5247688,-202.49377,-11.519659,-223.5994,-5.6717625,-315.21078,,-4.58686558,-7.057369273,-12.32645138,-5.50224867
4023000000,-5.0842347,-194.49426,-6.5402956,-202.7177,-11.521504,-223.51122,-5.6719975,-315.35983,,-4.589560354,-7.053580078,-12.31346317,-5.503637194
4024000000,-5.1211534,-194.59993,-6.5376043,-202.57893,-11.503363,-223.21158,-5.6677451,-315.47458,,-4.592257387,-7.049814577,-12.30043842,-5.505029386
4025000000,-5.0920453,-194.49573,-6.5278311,-202.69051,-11.505556,-223.22499,-5.6819797,-315.45572,,-4.594956639,-7.046072641,-12.28737827,-5.506425205
4026000000,-5.0838299,-194.81834,-6.5240026,-202.91977,-11.488667,-223.39876,-5.6811261,-315.70782,,-4.597658068,-7.042354143,-12.27428383,-5.507824612
4027000000,-5.1026978,-194.9023,-6.5381575,-203.06596,-11.513576,-223.36296,-5.6824741,-315.78577,,-4.600361635,-7.038658956,-12.26115621,-5.509227566
4028000000,-5.1058393,-195.13242,-6.5418134,-203.04192,-11.530653,-223.19327,-5.7094631,-315.79361,,-4.603067299,-7.034986956,-12.24799648,-5.51063403
4029000000,-5.0815945,-195.24135,-6.5119147,-203.11948,-11.516318,-223.07713,-5.6892624,-316.15265,,-4.60577502,-7.031338015,-12.23480574,-5.512043962
4030000000,-5.1327519,-195.32584,-6.532208,-203.32475,-11.503897,-223.28445,-5.6734104,-316.33432,,-4.608484759,-7.027712011,-12.22158503,-5.513457326
4031000000,-5.1232181,-195.44749,-6.5424972,-203.43851,-11.527675,-223.16521,-5.6937838,-316.46875,,-4.611196478,-7.024108818,-12.20833541,-5.514874082
4032000000,-5.1116853,-195.50435,-6.5065093,-203.36819,-11.506906,-223.01617,-5.6777077,-316.57822,,-4.613910136,-7.020528314,-12.1950579,-5.516294192
4033000000,-5.1317177,-195.52533,-6.5443287,-203.4939,-11.512828,-223.00826,-5.6888595,-316.72769,,-4.616625696,-7.016970375,-12.18175352,-5.517717618
4034000000,-5.1452961,-195.58125,-6.507267,-203.56902,-11.489587,-222.81784,-5.6746211,-316.65048,,-4.619343121,-7.013434878,-12.16842329,-5.519144323
4035000000,-5.1228843,-195.68625,-6.5289068,-203.64178,-11.513164,-222.70222,-5.7000031,-316.77194,,-4.622062371,-7.009921703,-12.15506818,-5.520574269
4036000000,-5.130568,-195.88754,-6.546083,-203.75409,-11.509856,-222.6205,-5.6953197,-317.14139,,-4.62478341,-7.006430728,-12.14168919,-5.522007419
4037000000,-5.165081,-196.03349,-6.5546794,-203.69971,-11.49433,-222.56364,-5.7104068,-317.18564,,-4.627506201,-7.002961832,-12.12828726,-5.523443736
4038000000,-5.1267595,-196.19031,-6.5446987,-203.95178,-11.507227,-222.56325,-5.6944766,-317.3125,,-4.630230708,-6.999514895,-12.11486336,-5.524883184
4039000000,-5.0890279,-196.22676,-6.5366116,-204.15915,-11.494243,-222.67619,-5.6658707,-317.51376,,-4.632956893,-6.996089798,-12.10141842,-5.526325727
4040000000,-5.1421366,-196.46106,-6.5420856,-204.12422,-11.502743,-222.68254,-5.7072668,-317.70026,,-4.63568472,-6.992686423,-12.08795337,-5.527771328
4041000000,-5.1434655,-196.58313,-6.5461965,-204.28287,-11.534589,-222.51012,-5.7105045,-317.93362,,-4.638414155,-6.98930465,-12.07446911,-5.529219952
4042000000,-5.1401415,-196.64554,-6.5319505,-204.26653,-11.529832,-222.34868,-5.6873651,-317.96811,,-4.641145161,-6.985944363,-12.06096655,-5.530671563
4043000000,-5.1486988,-196.86319,-6.5440326,-204.30042,-11.519331,-222.23959,-5.7317104,-317.93048,,-4.643877704,-6.982605443,-12.04744656,-5.532126126
4044000000,-5.1292911,-196.93935,-6.5368018,-204.33723,-11.51396,-222.22623,-5.7034702,-318.22708,,-4.646611748,-6.979287775,-12.03391004,-5.533583607
4045000000,-5.1352196,-196.97313,-6.5270319,-204.57979,-11.520884,-222.16644,-5.7006063,-318.25562,,-4.64934726,-6.975991242,-12.02035782,-5.53504397
4046000000,-5.1388474,-196.72682,-6.5439157,-204.40538,-11.487654,-221.9397,-5.7223835,-318.28928,,-4.652084204,-6.97271573,-12.00679077,-5.536507182
4047000000,-5.1432333,-197.04633,-6.5243444,-204.54224,-11.491571,-222.11664,-5.7135496,-318.47772,,-4.654822548,-6.969461122,-11.99320971,-5.537973207
4048000000,-5.1408901,-197.25241,-6.5647717,-204.7077,-11.507286,-221.98756,-5.7228494,-318.70779,,-4.657562258,-6.966227306,-11.97961547,-5.539442013
4049000000,-5.1270986,-197.54242,-6.5277796,-204.68706,-11.483143,-221.95398,-5.7055283,-318.69586,,-4.6603033,-6.963014166,-11.96600886,-5.540913565
4050000000,-5.1230612,-197.52596,-6.5232306,-204.87263,-11.465471,-221.72443,-5.7160983,-318.99979,,-4.663045641,-6.95982159,-11.95239067,-5.542387831
4051000000,-5.1453476,-197.6665,-6.5347023,-205.01866,-11.512082,-221.88086,-5.7333741,-319.08374,,-4.66578925,-6.956649466,-11.9387617,-5.543864776
4052000000,-5.1560121,-197.68613,-6.5335293,-205.14069,-11.504769,-221.78322,-5.7169294,-319.34518,,-4.668534092,-6.953497681,-11.92512272,-5.545344368
4053000000,-5.1217122,-197.71729,-6.5139561,-205.06837,-11.489507,-221.52802,-5.7190099,-319.31769,,-4.671280138,-6.950366123,-11.91147449,-5.546826575
4054000000,-5.1249027,-197.95552,-6.504693,-205.18297,-11.510106,-221.85982,-5.7357268,-319.49167,,-4.674027353,-6.947254682,-11.89781775,-5.548311364
4055000000,-5.1295133,-198.11606,-6.536056,-205.1839,-11.489593,-221.70694,-5.7339139,-319.59775,,-4.676775708,-6.944163247,-11.88415326,-5.549798703
4056000000,-5.1330314,-198.01282,-6.5222101,-205.41599,-11.484392,-221.59756,-5.7249908,-319.87137,,-4.679525172,-6.941091709,-11.87048174,-5.55128856
4057000000,-5.1359344,-198.22586,-6.5047064,-205.28329,-11.485203,-221.4873,-5.7192497,-319.82977,,-4.682275712,-6.938039957,-11.8568039,-5.552780904
4058000000,-5.1393342,-198.49698,-6.5339727,-205.47519,-11.483195,-221.61179,-5.7365432,-320.11584,,-4.685027298,-6.935007883,-11.84312045,-5.554275702
4059000000,-5.1423111,-198.51556,-6.5369492,-205.52861,-11.517341,-221.53542,-5.7465959,-320.07336,,-4.687779901,-6.93199538,-11.82943209,-5.555772924
4060000000,-5.1539087,-198.42168,-6.5388856,-205.69667,-11.510772,-221.49271,-5.7372718,-320.25708,,-4.69053349,-6.929002338,-11.81573949,-5.557272539
4061000000,-5.1673012,-198.85406,-6.5478091,-205.79298,-11.514951,-221.3,-5.7471399,-320.55225,,-4.693288035,-6.926028651,-11.80204333,-5.558774516
4062000000,-5.1526065,-198.8909,-6.5308499,-205.70859,-11.504241,-221.19562,-5.7505951,-320.51514,,-4.696043507,-6.923074212,-11.78834426,-5.560278825
4063000000,-5.1309791,-198.95399,-6.5078545,-205.81473,-11.498874,-221.18388,-5.7183867,-320.56879,,-4.698799876,-6.920138915,-11.77464295,-5.561785435
4064000000,-5.1490507,-199.07605,-6.5406852,-205.9926,-11.49353,-221.0947,-5.7423491,-320.81857,,-4.701557114,-6.917222655,-11.76094003,-5.563294316
4065000000,-5.1914377,-199.24698,-6.5353141,-206.09718,-11.487771,-220.95369,-5.7697663,-320.93033,,-4.704315192,-6.914325325,-11.74723613,-5.564805439
4066000000,-5.15939,-199.40047,-6.5593481,-206.10321,-11.470194,-220.98871,-5.7648535,-321.13254,,-4.707074081,-6.911446822,-11.73353187,-5.566318774
4067000000,-5.1417246,-199.4061,-6.5037203,-206.17332,-11.443292,-221.00249,-5.72651,-321.16895,,-4.709833754,-6.908587042,-11.71982785,-5.567834292
4068000000,-5.1644139,-199.59764,-6.5367999,-206.28775,-11.476917,-220.77509,-5.7593246,-321.28311,,-4.712594182,-6.905745881,-11.70612468,-5.569351963
4069000000,-5.1918063,-199.65625,-6.550355,-206.60225,-11.487886,-221.00211,-5.7692432,-321.66275,,-4.715355338,-6.902923235,-11.69242295,-5.570871758
4070000000,-5.1765652,-199.74437,-6.5021477,-206.38264,-11.431002,-220.80191,-5.7418742,-321.49561,,-4.718117194,-6.900119003,-11.67872323,-5.57239365
4071000000,-5.1539788,-199.85301,-6.5484118,-206.5164,-11.45725,-220.6088,-5.7623863,-321.76447,,-4.720879723,-6.897333082,-11.6650261,-5.573917609
4072000000,-5.1712179,-199.98354,-6.5439339,-206.41858,-11.462873,-220.72531,-5.7551422,-321.86447,,-4.723642899,-6.894565371,-11.65133211,-5.575443607
4073000000,-5.1570358,-199.97774,-6.5077543,-206.54367,-11.456188,-220.57803,-5.7830334,-322.00327,,-4.726406694,-6.891815769,-11.63764181,-5.576971616
4074000000,-5.1977439,-200.20656,-6.5076861,-206.70224,-11.45106,-220.54431,-5.7837682,-322.21005,,-4.729171082,-6.889084175,-11.62395574,-5.578501609
4075000000,-5.1748433,-200.2789,-6.5118542,-206.67293,-11.448466,-220.55643,-5.7429729,-322.31427,,-4.731936038,-6.886370489,-11.61027445,-5.580033557
4076000000,-5.1820812,-200.59908,-6.5643573,-206.77763,-11.46964,-220.42047,-5.7748971,-322.46188,,-4.734701535,-6.883674612,-11.59659843,-5.581567433
4077000000,-5.1558003,-200.49483,-6.5320125,-206.91425,-11.444403,-220.45557,-5.7671771,-322.5687,,-4.737467548,-6.880996445,-11.58292822,-5.583103211
4078000000,-5.1716776,-200.44136,-6.5603728,-207.04204,-11.437099,-220.36256,-5.7671165,-322.57037,,-4.740234051,-6.878335889,-11.56926432,-5.584640863
4079000000,-5.1554465,-200.58675,-6.5242577,-207.1098,-11.442562,-220.45747,-5.773531,-322.8367,,-4.743001019,-6.875692846,-11.55560721,-5.586180362
4080000000,-5.1849966,-200.84811,-6.5080428,-207.26122,-11.427563,-220.27301,-5.7832699,-322.82852,,-4.745768427,-6.873067219,-11.54195739,-5.587721682
4081000000,-5.1737494,-200.86537,-6.5316024,-207.08998,-11.41873,-219.94281,-5.7477083,-322.94852,,-4.748536251,-6.87045891,-11.52831533,-5.589264797
4082000000,-5.1750212,-201.07274,-6.5660133,-207.24419,-11.449262,-220.17409,-5.8024778,-323.25018,,-4.751304466,-6.867867823,-11.5146815,-5.590809679
4083000000,-5.1944761,-201.0562,-6.5451789,-207.49387,-11.420994,-219.91774,-5.7831259,-323.28751,,-4.754073047,-6.865293863,-11.50105637,-5.592356304
4084000000,-5.1956983,-201.37805,-6.5305591,-207.47887,-11.407123,-220.07855,-5.761807,-323.40466,,-4.756841972,-6.862736932,-11.48744039,-5.593904646
4085000000,-5.208137,-201.3454,-6.5131049,-207.51355,-11.406822,-220.06967,-5.7744904,-323.65143,,-4.759611215,-6.860196937,-11.47383399,-5.595454678
4086000000,-5.1934061,-201.51643,-6.5260019,-207.74234,-11.421154,-220.14609,-5.77702,-323.78052,,-4.762380755,-6.857673783,-11.46023762,-5.597006376
4087000000,-5.1965175,-201.50816,-6.5507402,-207.68291,-11.442977,-219.97755,-5.7911367,-323.81812,,-4.765150566,-6.855167375,-11.4466517,-5.598559715
4088000000,-5.2138071,-202.00386,-6.5647535,-207.93117,-11.405969,-219.9801,-5.8106041,-324.17508,,-4.767920626,-6.852677619,-11.43307666,-5.600114668
4089000000,-5.2003555,-201.65273,-6.5699792,-207.83818,-11.424454,-219.86426,-5.8076444,-324.22223,,-4.770690913,-6.850204424,-11.4195129,-5.601671213
4090000000,-5.1840053,-201.89764,-6.5105205,-207.97501,-11.420945,-219.8826,-5.8110247,-324.44116,,-4.773461404,-6.847747694,-11.40596084,-5.603229323
4091000000,-5.1760859,-201.92268,-6.5461807,-208.07112,-11.410114,-219.55432,-5.8079209,-324.35529,,-4.776232075,-6.84530734,-11.39242086,-5.604788975
4092000000,-5.2102151,-202.06621,-6.5512996,-208.05086,-11.423429,-219.60231,-5.805696,-324.47256,,-4.779002906,-6.842883268,-11.37889336,-5.606350144
4093000000,-5.2154851,-202.15945,-6.5340538,-208.2973,-11.392083,-219.61436,-5.8028378,-324.72061,,-4.781773874,-6.840475387,-11.36537872,-5.607912806
4094000000,-5.2258325,-202.02396,-6.5599771,-208.08859,-11.440094,-219.64381,-5.8188648,-324.70132,,-4.784544957,-6.838083607,-11.35187732,-5.609476938
4095000000,-5.210093,-202.41916,-6.5262232,-208.30885,-11.410342,-219.63113,-5.8166275,-325.06778,,-4.787316133,-6.835707836,-11.33838952,-5.611042515
4096000000,-5.2222586,-202.53348,-6.5597134,-208.30008,-11.401545,-219.30322,-5.8026834,-325.02563,,-4.790087382,-6.833347986,-11.32491568,-5.612609515
4097000000,-5.243856,-202.75652,-6.5639067,-208.41487,-11.374436,-219.37163,-5.8246245,-325.06192,,-4.792858682,-6.831003966,-11.31145615,-5.614177914
4098000000,-5.2089424,-202.77249,-6.5609903,-208.56483,-11.407476,-219.43025,-5.8078318,-325.47519,,-4.795630012,-6.828675687,-11.29801129,-5.615747688
4099000000,-5.2289329,-202.94107,-6.5636787,-208.72061,-11.387516,-219.51146,-5.8330927,-325.55219,,-4.798401352,-6.826363061,-11.28458143,-5.617318815
4100000000,-5.1894813,-202.97992,-6.5592318,-208.68262,-11.386458,-219.26131,-5.8085575,-325.65616,,-4.80117268,-6.824065999,-11.27116691,-5.618891272
4101000000,-5.2141352,-203.15305,-6.5527444,-208.5994,-11.372644,-218.97481,-5.8135757,-325.57629,,-4.803943977,-6.821784414,-11.25776805,-5.620465037
4102000000,-5.205523,-203.16206,-6.5327177,-208.77087,-11.376708,-219.18993,-5.7840853,-325.76077,,-4.806715223,-6.819518219,-11.24438517,-5.622040086
4103000000,-5.2020769,-203.4771,-6.5349092,-208.83951,-11.370551,-219.17186,-5.8231521,-325.9082,,-4.809486396,-6.817267326,-11.23101858,-5.623616399
4104000000,-5.2261901,-203.17085,-6.5499387,-208.91447,-11.364699,-219.16313,-5.801723,-326.20505,,-4.812257478,-6.815031649,-11.2176686,-5.625193952
4105000000,-5.2228575,-203.45377,-6.5460663,-209.0141,-11.329521,-218.90492,-5.8069763,-326.21954,,-4.81502845,-6.812811103,-11.20433552,-5.626772723
4106000000,-5.2087345,-203.62679,-6.544188,-209.11359,-11.358614,-219.10143,-5.8025608,-326.4747,,-4.817799291,-6.810605601,-11.19101964,-5.628352692
4107000000,-5.2181273,-203.65509,-6.5395565,-209.15613,-11.359354,-218.9361,-5.8237734,-326.44992,,-4.820569982,-6.808415058,-11.17772125,-5.629933836
4108000000,-5.1974998,-203.79491,-6.5594082,-209.24763,-11.369162,-218.9005,-5.8262382,-326.71313,,-4.823340505,-6.806239391,-11.16444062,-5.631516133
4109000000,-5.2229719,-204.03868,-6.5365276,-209.32654,-11.294724,-218.92039,-5.7963033,-326.70868,,-4.82611084,-6.804078514,-11.15117805,-5.633099564
4110000000,-5.2032342,-203.77689,-6.5362816,-209.21379,-11.322037,-218.78241,-5.793643,-326.71442,,-4.82888097,-6.801932344,-11.13793378,-5.634684106
4111000000,-5.2070518,-204.2603,-6.5397143,-209.35466,-11.314136,-218.72153,-5.8163342,-326.95468,,-4.831650875,-6.799800797,-11.1247081,-5.636269739
4112000000,-5.2109518,-204.1156,-6.5507274,-209.58356,-11.312549,-218.69612,-5.8463535,-326.97012,,-4.834420537,-6.79768379,-11.11150126,-5.637856441
4113000000,-5.2196388,-204.27121,-6.5553541,-209.49461,-11.318961,-218.6924,-5.8349619,-327.1535,,-4.837189938,-6.795581241,-11.09831352,-5.639444193
4114000000,-5.222033,-204.38043,-6.5572653,-209.64252,-11.301866,-218.61803,-5.8262758,-327.23022,,-4.839959061,-6.793493068,-11.08514512,-5.641032974
4115000000,-5.2227864,-204.50024,-6.5536079,-209.88823,-11.263723,-218.61633,-5.815928,-327.42957,,-4.842727887,-6.791419189,-11.0719963,-5.642622764
4116000000,-5.2348156,-204.59555,-6.5402346,-209.68155,-11.281003,-218.51863,-5.8127675,-327.55267,,-4.845496399,-6.789359522,-11.05886731,-5.644213541
4117000000,-5.2375264,-204.6804,-6.5527716,-209.88075,-11.296792,-218.57515,-5.8376298,-327.75644,,-4.84826458,-6.787313987,-11.04575838,-5.645805288
4118000000,-5.2158957,-204.66599,-6.5696411,-209.8681,-11.27851,-218.44026,-5.8418827,-327.9418,,-4.851032412,-6.785282503,-11.03266973,-5.647397983
4119000000,-5.226172,-204.78557,-6.5529084,-210.04715,-11.268626,-218.46169,-5.8210244,-327.92374,,-4.853799878,-6.78326499,-11.01960159,-5.648991607
4120000000,-5.2034636,-205.08557,-6.5457635,-210.19389,-11.265385,-218.3139,-5.8427215,-328.07156,,-4.856566961,-6.781261369,-11.00655417,-5.65058614
4121000000,-5.1922832,-205.22934,-6.5395794,-210.24574,-11.262136,-218.34525,-5.8189816,-328.18692,,-4.859333646,-6.77927156,-10.99352768,-5.652181563
4122000000,-5.2123728,-205.34737,-6.5465889,-210.32352,-11.249044,-218.49675,-5.8231101,-328.44354,,-4.862099914,-6.777295484,-10.98052234,-5.653777857
4123000000,-5.2147627,-205.41385,-6.5697522,-210.38249,-11.263225,-218.42931,-5.8461008,-328.59164,,-4.86486575,-6.775333063,-10.96753834,-5.655375004
4124000000,-5.255764,-205.44701,-6.5192928,-210.50359,-11.228902,-218.11275,-5.8026447,-328.54883,,-4.867631137,-6.773384219,-10.95457589,-5.656972982
4125000000,-5.2342844,-205.47852,-6.5468907,-210.55574,-11.280405,-218.10748,-5.8394995,-328.5527,,-4.87039606,-6.771448873,-10.94163517,-5.658571776
4126000000,-5.2284646,-205.63113,-6.5586061,-210.52483,-11.24407,-218.09894,-5.8127289,-328.83542,,-4.873160503,-6.76952695,-10.92871637,-5.660171364
4127000000,-5.2415094,-205.73297,-6.5444055,-210.59157,-11.205469,-218.05716,-5.8211989,-328.97659,,-4.875924449,-6.767618371,-10.91581969,-5.66177173
4128000000,-5.2415447,-205.94154,-6.5655456,-210.62711,-11.205606,-218.17661,-5.8453522,-329.13882,,-4.878687883,-6.765723061,-10.90294529,-5.663372854
4129000000,-5.2192273,-205.84642,-6.5586905,-210.91077,-11.211241,-218.2498,-5.8452621,-329.27002,,-4.88145079,-6.763840943,-10.89009335,-5.664974718
4130000000,-5.2267199,-205.96088,-6.5658393,-210.89694,-11.199129,-218.0968,-5.8350534,-329.47992,,-4.884213154,-6.761971941,-10.87726405,-5.666577305
4131000000,-5.2383742,-206.21336,-6.5645585,-210.85828,-11.22167,-217.93335,-5.8561306,-329.40619,,-4.886974961,-6.760115981,-10.86445755,-5.668180597
4132000000,-5.2462711,-206.35661,-6.5716305,-211.06108,-11.209405,-217.96013,-5.8465366,-329.74936,,-4.889736195,-6.758272987,-10.85167402,-5.669784575
4133000000,-5.2484493,-206.4398,-6.584435,-211.11659,-11.216799,-217.98567,-5.8460631,-329.7312,,-4.892496841,-6.756442885,-10.83891361,-5.671389222
4134000000,-5.2455077,-206.44168,-6.556221,-211.24699,-11.172244,-218.15459,-5.8462291,-329.90311,,-4.895256885,-6.7546256,-10.82617647,-5.672994521
4135000000,-5.234273,-206.73799,-6.5837975,-211.13901,-11.197851,-217.75421,-5.8689761,-329.81683,,-4.898016312,-6.752821059,-10.81346276,-5.674600454
4136000000,-5.2165747,-206.71436,-6.5711913,-211.38303,-11.175675,-217.94655,-5.8681097,-330.18533,,-4.900775108,-6.751029188,-10.80077262,-5.676207003
4137000000,-5.2403069,-206.87323,-6.5742674,-211.43053,-11.209106,-217.74696,-5.8589382,-330.40408,,-4.903533258,-6.749249914,-10.7881062,-5.677814153
4138000000,-5.2428632,-206.89824,-6.593698,-211.50011,-11.183354,-217.69743,-5.8590269,-330.40558,,-4.906290749,-6.747483165,-10.77546364,-5.679421886
4139000000,-5.2552309,-207.05716,-6.5687776,-211.60539,-11.152116,-217.67308,-5.832428,-330.53049,,-4.909047566,-6.745728867,-10.76284506,-5.681030184
4140000000,-5.2566037,-207.19069,-6.6105156,-211.57942,-11.193834,-217.81023,-5.8902941,-330.72055,,-4.911803695,-6.74398695,-10.75025061,-5.682639032
4141000000,-5.2267537,-207.08383,-6.5780702,-211.6732,-11.150743,-217.68445,-5.8503151,-330.6756,,-4.914559124,-6.742257342,-10.73768041,-5.684248412
4142000000,-5.2469864,-207.3965,-6.5927749,-211.64758,-11.158603,-217.64568,-5.8692107,-330.83777,,-4.917313837,-6.74053997,-10.72513458,-5.685858309
4143000000,-5.2526398,-207.52039,-6.5814757,-211.82278,-11.135041,-217.56778,-5.8632526,-331.12939,,-4.920067823,-6.738834766,-10.71261324,-5.687468706
4144000000,-5.2576571,-207.50128,-6.5917287,-211.89787,-11.137784,-217.48106,-5.8869061,-331.18094,,-4.922821067,-6.737141657,-10.70011652,-5.689079587
4145000000,-5.2488074,-207.63374,-6.5745001,-212.09024,-11.118091,-217.78764,-5.8513055,-331.22717,,-4.925573556,-6.735460574,-10.68764452,-5.690690935
4146000000,-5.2384624,-207.58304,-6.5750513,-212.17032,-11.122169,-217.57547,-5.8736463,-331.4071,,-4.928325277,-6.733791447,-10.67519736,-5.692302735
4147000000,-5.2606106,-207.73819,-6.5770345,-212.20172,-11.102661,-217.58423,-5.8561091,-331.5369,,-4.931076218,-6.732134206,-10.66277515,-5.693914971
4148000000,-5.2424178,-208.02426,-6.5671015,-212.20871,-11.091825,-217.416,-5.8587246,-331.66797,,-4.933826366,-6.730488783,-10.65037798,-5.695527627
4149000000,-5.2600374,-207.87187,-6.5916805,-212.18013,-11.130328,-217.34792,-5.8835044,-331.6756,,-4.936575707,-6.728855109,-10.63800596,-5.697140688
4150000000,-5.2520928,-208.18912,-6.5987868,-212.29163,-11.094583,-217.32935,-5.8934741,-331.96786,,-4.93932423,-6.727233115,-10.62565919,-5.698754137
4151000000,-5.2719507,-208.17209,-6.612772,-212.45808,-11.111443,-217.40942,-5.8882208,-331.98651,,-4.942071922,-6.725622734,-10.61333776,-5.700367961
4152000000,-5.249723,-208.48958,-6.6053977,-212.45819,-11.109249,-217.30408,-5.8666329,-332.11444,,-4.94481877,-6.724023897,-10.60104176,-5.701982144
4153000000,-5.2630496,-208.25693,-6.6256061,-212.3504,-11.082353,-217.314,-5.9022799,-332.18237,,-4.947564763,-6.722436538,-10.58877129,-5.703596669
4154000000,-5.2657642,-208.53674,-6.6217995,-212.54797,-11.08954,-217.35599,-5.9156809,-332.32788,,-4.950309888,-6.720860589,-10.57652643,-5.705211524
