Freq,HFSS,Analytical,Z0lver
2.579,-1.19734918,-1.0471,-1.204917684
2.58,-1.197374633,-1.0471,-1.204917684
2.581,-1.197400111,-1.0471,-1.204917684
2.582,-1.197425612,-1.0471,-1.204917684
2.583,-1.197451135,-1.0471,-1.204917684
2.584,-1.19747668,-1.0471,-1.204917684
2.585,-1.197502246,-1.0471,-1.204917684
2.586,-1.197527832,-1.0471,-1.204917684
2.587,-1.197553438,-1.0471,-1.204917684
2.588,-1.197579063,-1.0471,-1.204917684
2.589,-1.197604705,-1.0471,-1.204917684
2.59,-1.197630366,-1.0471,-1.204917684
2.591,-1.197656043,-1.0471,-1.204917684
2.592,-1.197681735,-1.0471,-1.204917684
2.593,-1.197707444,-1.0471,-1.204917684
2.594,-1.197733166,-1.0471,-1.204917684
2.595,-1.197758903,-1.0471,-1.204917684
2.596,-1.197784652,-1.0471,-1.204917684
2.597,-1.197810414,-1.0471,-1.204917684
2.598,-1.197836188,-1.0471,-1.204917684
2.599,-1.197861973,-1.0471,-1.204917684
2.6,-1.197887768,-1.0471,-1.204917684
2.601,-1.197913572,-1.0471,-1.204917684
2.602,-1.197939385,-1.0471,-1.204917684
2.603,-1.197965206,-1.0471,-1.204917684
2.604,-1.197991035,-1.0471,-1.204917684
2.605,-1.198016871,-1.0471,-1.204917684
2.606,-1.198042712,-1.0471,-1.204917684
2.607,-1.198068559,-1.0471,-1.204917684
2.608,-1.19809441,-1.0471,-1.204917684
2.609,-1.198120265,-1.0471,-1.204917684
2.61,-1.198146123,-1.0471,-1.204917684
2.611,-1.198171983,-1.0471,-1.204917684
2.612,-1.198197845,-1.0471,-1.204917684
2.613,-1.198223708,-1.0471,-1.204917684
2.614,-1.198249572,-1.0471,-1.204917684
2.615,-1.198275435,-1.0471,-1.204917684
2.616,-1.198301297,-1.0471,-1.204917684
2.617,-1.198327157,-1.0471,-1.204917684
2.618,-1.198353014,-1.0471,-1.204917684
2.619,-1.198378868,-1.0471,-1.204917684
2.62,-1.198404718,-1.0471,-1.204917684
2.621,-1.198430564,-1.0471,-1.204917684
2.622,-1.198456404,-1.0471,-1.204917684
2.623,-1.198482238,-1.0471,-1.204917684
2.624,-1.198508065,-1.0471,-1.204917684
2.625,-1.198533885,-1.0471,-1.204917684
2.626,-1.198559696,-1.0471,-1.204917684
2.627,-1.198585499,-1.0471,-1.204917684
2.628,-1.198611292,-1.0471,-1.204917684
2.629,-1.198637075,-1.0471,-1.204917684
2.63,-1.198662846,-1.0471,-1.204917684
2.631,-1.198688606,-1.0471,-1.204917684
2.632,-1.198714354,-1.0471,-1.204917684
2.633,-1.198740088,-1.0471,-1.204917684
2.634,-1.198765809,-1.0471,-1.204917684
2.635,-1.198791515,-1.0471,-1.204917684
2.636,-1.198817206,-1.0471,-1.204917684
2.637,-1.198842881,-1.0471,-1.204917684
2.638,-1.19886854,-1.0471,-1.204917684
2.639,-1.198894181,-1.0471,-1.204917684
2.64,-1.198919804,-1.0471,-1.204917684
2.641,-1.198945409,-1.0471,-1.204917684
2.642,-1.198970994,-1.0471,-1.204917684
2.643,-1.198996559,-1.0471,-1.204917684
2.644,-1.199022104,-1.0471,-1.204917684
2.645,-1.199047627,-1.0471,-1.204917684
2.646,-1.199073128,-1.0471,-1.204917684
2.647,-1.199098606,-1.0471,-1.204917684
2.648,-1.19912406,-1.0471,-1.204917684
2.649,-1.199149491,-1.0471,-1.204917684
2.65,-1.199174897,-1.0471,-1.204917684
2.651,-1.199200277,-1.0471,-1.204917684
2.652,-1.199225631,-1.0471,-1.204917684
2.653,-1.199250957,-1.0471,-1.204917684
2.654,-1.199276257,-1.0471,-1.204917684
2.655,-1.199301528,-1.0471,-1.204917684
2.656,-1.19932677,-1.0471,-1.204917684
2.657,-1.199351983,-1.0471,-1.204917684
2.658,-1.199377165,-1.0471,-1.204917684
2.659,-1.199402316,-1.0471,-1.204917684
2.66,-1.199427436,-1.0471,-1.204917684
2.661,-1.199452523,-1.0471,-1.204917684
2.662,-1.199477578,-1.0471,-1.204917684
2.663,-1.199502599,-1.0471,-1.204917684
2.664,-1.199527585,-1.0471,-1.204917684
2.665,-1.199552536,-1.0471,-1.204917684
2.666,-1.199577452,-1.0471,-1.204917684
2.667,-1.199602331,-1.0471,-1.204917684
2.668,-1.199627174,-1.0471,-1.204917684
2.669,-1.199651978,-1.0471,-1.204917684
2.67,-1.199676745,-1.0471,-1.204917684
2.671,-1.199701472,-1.0471,-1.204917684
2.672,-1.19972616,-1.0471,-1.204917684
2.673,-1.199750807,-1.0471,-1.204917684
2.674,-1.199775413,-1.0471,-1.204917684
2.675,-1.199799978,-1.0471,-1.204917684
2.676,-1.199824501,-1.0471,-1.204917684
2.677,-1.19984898,-1.0471,-1.204917684
2.678,-1.199873416,-1.0471,-1.204917684
2.679,-1.199897808,-1.0471,-1.204917684
2.68,-1.199922154,-1.0471,-1.204917684
2.681,-1.199946455,-1.0471,-1.204917684
2.682,-1.19997071,-1.0471,-1.204917684
2.683,-1.199994918,-1.0471,-1.204917684
2.684,-1.200019079,-1.0471,-1.204917684
2.685,-1.200043191,-1.0471,-1.204917684
2.686,-1.200067255,-1.0471,-1.204917684
2.687,-1.200091269,-1.0471,-1.204917684
2.688,-1.200115233,-1.0471,-1.204917684
2.689,-1.200139147,-1.0471,-1.204917684
2.69,-1.200163009,-1.0471,-1.204917684
2.691,-1.200186818,-1.0471,-1.204917684
2.692,-1.200210576,-1.0471,-1.204917684
2.693,-1.20023428,-1.0471,-1.204917684
2.694,-1.20025793,-1.0471,-1.204917684
2.695,-1.200281526,-1.0471,-1.204917684
2.696,-1.200305066,-1.0471,-1.204917684
2.697,-1.200328551,-1.0471,-1.204917684
2.698,-1.200351979,-1.0471,-1.204917684
2.699,-1.20037535,-1.0471,-1.204917684
2.7,-1.200398663,-1.0471,-1.204917684
2.701,-1.200421918,-1.0471,-1.204917684
2.702,-1.200445114,-1.0471,-1.204917684
2.703,-1.200468251,-1.0471,-1.204917684
2.704,-1.200491327,-1.0471,-1.204917684
2.705,-1.200514343,-1.0471,-1.204917684
2.706,-1.200537297,-1.0471,-1.204917684
2.707,-1.20056019,-1.0471,-1.204917684
2.708,-1.200583019,-1.0471,-1.204917684
2.709,-1.200605785,-1.0471,-1.204917684
2.71,-1.200628488,-1.0471,-1.204917684
2.711,-1.200651126,-1.0471,-1.204917684
2.712,-1.200673699,-1.0471,-1.204917684
2.713,-1.200696206,-1.0471,-1.204917684
2.714,-1.200718647,-1.0471,-1.204917684
2.715,-1.200741021,-1.0471,-1.204917684
2.716,-1.200763327,-1.0471,-1.204917684
2.717,-1.200785566,-1.0471,-1.204917684
2.718,-1.200807736,-1.0471,-1.204917684
2.719,-1.200829836,-1.0471,-1.204917684
2.72,-1.200851867,-1.0471,-1.204917684
2.721,-1.200873827,-1.0471,-1.204917684
2.722,-1.200895716,-1.0471,-1.204917684
2.723,-1.200917533,-1.0471,-1.204917684
2.724,-1.200939278,-1.0471,-1.204917684
2.725,-1.200960951,-1.0471,-1.204917684
2.726,-1.20098255,-1.0471,-1.204917684
2.727,-1.201004074,-1.0471,-1.204917684
2.728,-1.201025525,-1.0471,-1.204917684
2.729,-1.2010469,-1.0471,-1.204917684
2.73,-1.201068199,-1.0471,-1.204917684
2.731,-1.201089422,-1.0471,-1.204917684
2.732,-1.201110569,-1.0471,-1.204917684
2.733,-1.201131637,-1.0471,-1.204917684
2.734,-1.201152628,-1.0471,-1.204917684
2.735,-1.20117354,-1.0471,-1.204917684
2.736,-1.201194373,-1.0471,-1.204917684
2.737,-1.201215127,-1.0471,-1.204917684
2.738,-1.2012358,-1.0471,-1.204917684
2.739,-1.201256392,-1.0471,-1.204917684
2.74,-1.201276902,-1.0471,-1.204917684
2.741,-1.201297331,-1.0471,-1.204917684
2.742,-1.201317677,-1.0471,-1.204917684
2.743,-1.201337941,-1.0471,-1.204917684
2.744,-1.20135812,-1.0471,-1.204917684
2.745,-1.201378215,-1.0471,-1.204917684
2.746,-1.201398226,-1.0471,-1.204917684
2.747,-1.201418151,-1.0471,-1.204917684
2.748,-1.201437991,-1.0471,-1.204917684
2.749,-1.201457744,-1.0471,-1.204917684
2.75,-1.20147741,-1.0471,-1.204917684
2.751,-1.201496989,-1.0471,-1.204917684
2.752,-1.20151648,-1.0471,-1.204917684
2.753,-1.201535882,-1.0471,-1.204917684
2.754,-1.201555196,-1.0471,-1.204917684
2.755,-1.201574419,-1.0471,-1.204917684
2.756,-1.201593553,-1.0471,-1.204917684
2.757,-1.201612596,-1.0471,-1.204917684
2.758,-1.201631548,-1.0471,-1.204917684
2.759,-1.201650408,-1.0471,-1.204917684
2.76,-1.201669176,-1.0471,-1.204917684
2.761,-1.201687851,-1.0471,-1.204917684
2.762,-1.201706433,-1.0471,-1.204917684
2.763,-1.201724922,-1.0471,-1.204917684
2.764,-1.201743316,-1.0471,-1.204917684
2.765,-1.201761615,-1.0471,-1.204917684
2.766,-1.201779819,-1.0471,-1.204917684
2.767,-1.201797927,-1.0471,-1.204917684
2.768,-1.201815939,-1.0471,-1.204917684
2.769,-1.201833854,-1.0471,-1.204917684
2.77,-1.201851672,-1.0471,-1.204917684
2.771,-1.201869393,-1.0471,-1.204917684
2.772,-1.201887014,-1.0471,-1.204917684
2.773,-1.201904538,-1.0471,-1.204917684
2.774,-1.201921961,-1.0471,-1.204917684
2.775,-1.201939286,-1.0471,-1.204917684
2.776,-1.201956509,-1.0471,-1.204917684
2.777,-1.201973633,-1.0471,-1.204917684
2.778,-1.201990655,-1.0471,-1.204917684
2.779,-1.202007575,-1.0471,-1.204917684
2.78,-1.202024393,-1.0471,-1.204917684
2.781,-1.202041109,-1.0471,-1.204917684
2.782,-1.202057721,-1.0471,-1.204917684
2.783,-1.20207423,-1.0471,-1.204917684
2.784,-1.202090635,-1.0471,-1.204917684
2.785,-1.202106936,-1.0471,-1.204917684
2.786,-1.202123131,-1.0471,-1.204917684
2.787,-1.202139221,-1.0471,-1.204917684
2.788,-1.202155205,-1.0471,-1.204917684
2.789,-1.202171083,-1.0471,-1.204917684
2.79,-1.202186854,-1.0471,-1.204917684
2.791,-1.202202518,-1.0471,-1.204917684
2.792,-1.202218074,-1.0471,-1.204917684
2.793,-1.202233522,-1.0471,-1.204917684
2.794,-1.202248862,-1.0471,-1.204917684
2.795,-1.202264092,-1.0471,-1.204917684
2.796,-1.202279213,-1.0471,-1.204917684
2.797,-1.202294224,-1.0471,-1.204917684
2.798,-1.202309125,-1.0471,-1.204917684
2.799,-1.202323915,-1.0471,-1.204917684
2.8,-1.202338594,-1.0471,-1.204917684
2.801,-1.202353161,-1.0471,-1.204917684
2.802,-1.202367616,-1.0471,-1.204917684
2.803,-1.202381959,-1.0471,-1.204917684
2.804,-1.202396189,-1.0471,-1.204917684
2.805,-1.202410306,-1.0471,-1.204917684
2.806,-1.202424308,-1.0471,-1.204917684
2.807,-1.202438197,-1.0471,-1.204917684
2.808,-1.202451971,-1.0471,-1.204917684
2.809,-1.20246563,-1.0471,-1.204917684
2.81,-1.202479174,-1.0471,-1.204917684
2.811,-1.202492603,-1.0471,-1.204917684
2.812,-1.202505915,-1.0471,-1.204917684
2.813,-1.20251911,-1.0471,-1.204917684
2.814,-1.202532189,-1.0471,-1.204917684
2.815,-1.20254515,-1.0471,-1.204917684
2.816,-1.202557993,-1.0471,-1.204917684
2.817,-1.202570719,-1.0471,-1.204917684
2.818,-1.202583326,-1.0471,-1.204917684
2.819,-1.202595814,-1.0471,-1.204917684
2.82,-1.202608183,-1.0471,-1.204917684
2.821,-1.202620432,-1.0471,-1.204917684
2.822,-1.202632561,-1.0471,-1.204917684
2.823,-1.20264457,-1.0471,-1.204917684
2.824,-1.202656458,-1.0471,-1.204917684
2.825,-1.202668225,-1.0471,-1.204917684
2.826,-1.202679871,-1.0471,-1.204917684
2.827,-1.202691394,-1.0471,-1.204917684
2.828,-1.202702796,-1.0471,-1.204917684
2.829,-1.202714075,-1.0471,-1.204917684
2.83,-1.202725231,-1.0471,-1.204917684
2.831,-1.202736264,-1.0471,-1.204917684
2.832,-1.202747174,-1.0471,-1.204917684
2.833,-1.202757959,-1.0471,-1.204917684
2.834,-1.202768621,-1.0471,-1.204917684
2.835,-1.202779157,-1.0471,-1.204917684
2.836,-1.202789569,-1.0471,-1.204917684
2.837,-1.202799855,-1.0471,-1.204917684
2.838,-1.202810016,-1.0471,-1.204917684
2.839,-1.202820051,-1.0471,-1.204917684
2.84,-1.20282996,-1.0471,-1.204917684
2.841,-1.202839742,-1.0471,-1.204917684
2.842,-1.202849398,-1.0471,-1.204917684
2.843,-1.202858926,-1.0471,-1.204917684
2.844,-1.202868327,-1.0471,-1.204917684
2.845,-1.202877599,-1.0471,-1.204917684
2.846,-1.202886744,-1.0471,-1.204917684
2.847,-1.20289576,-1.0471,-1.204917684
2.848,-1.202904648,-1.0471,-1.204917684
2.849,-1.202913407,-1.0471,-1.204917684
2.85,-1.202922036,-1.0471,-1.204917684
2.851,-1.202930536,-1.0471,-1.204917684
2.852,-1.202938905,-1.0471,-1.204917684
2.853,-1.202947145,-1.0471,-1.204917684
2.854,-1.202955254,-1.0471,-1.204917684
2.855,-1.202963233,-1.0471,-1.204917684
2.856,-1.20297108,-1.0471,-1.204917684
2.857,-1.202978796,-1.0471,-1.204917684
2.858,-1.202986381,-1.0471,-1.204917684
2.859,-1.202993834,-1.0471,-1.204917684
2.86,-1.203001154,-1.0471,-1.204917684
2.861,-1.203008343,-1.0471,-1.204917684
2.862,-1.203015399,-1.0471,-1.204917684
2.863,-1.203022321,-1.0471,-1.204917684
2.864,-1.203029111,-1.0471,-1.204917684
2.865,-1.203035768,-1.0471,-1.204917684
2.866,-1.20304229,-1.0471,-1.204917684
2.867,-1.203048679,-1.0471,-1.204917684
2.868,-1.203054934,-1.0471,-1.204917684
2.869,-1.203061055,-1.0471,-1.204917684
2.87,-1.203067041,-1.0471,-1.204917684
2.871,-1.203072892,-1.0471,-1.204917684
2.872,-1.203078608,-1.0471,-1.204917684
2.873,-1.203084189,-1.0471,-1.204917684
2.874,-1.203089634,-1.0471,-1.204917684
2.875,-1.203094944,-1.0471,-1.204917684
2.876,-1.203100118,-1.0471,-1.204917684
2.877,-1.203105156,-1.0471,-1.204917684
2.878,-1.203110057,-1.0471,-1.204917684
2.879,-1.203114822,-1.0471,-1.204917684
2.88,-1.20311945,-1.0471,-1.204917684
2.881,-1.203123942,-1.0471,-1.204917684
2.882,-1.203128296,-1.0471,-1.204917684
2.883,-1.203132513,-1.0471,-1.204917684
2.884,-1.203136592,-1.0471,-1.204917684
2.885,-1.203140534,-1.0471,-1.204917684
2.886,-1.203144337,-1.0471,-1.204917684
2.887,-1.203148003,-1.0471,-1.204917684
2.888,-1.203151531,-1.0471,-1.204917684
2.889,-1.20315492,-1.0471,-1.204917684
2.89,-1.20315817,-1.0471,-1.204917684
2.891,-1.203161282,-1.0471,-1.204917684
2.892,-1.203164255,-1.0471,-1.204917684
2.893,-1.203167089,-1.0471,-1.204917684
2.894,-1.203169783,-1.0471,-1.204917684
2.895,-1.203172338,-1.0471,-1.204917684
2.896,-1.203174754,-1.0471,-1.204917684
2.897,-1.20317703,-1.0471,-1.204917684
2.898,-1.203179166,-1.0471,-1.204917684
2.899,-1.203181163,-1.0471,-1.204917684
2.9,-1.203183019,-1.0471,-1.204917684
2.901,-1.203184735,-1.0471,-1.204917684
2.902,-1.203186311,-1.0471,-1.204917684
2.903,-1.203187746,-1.0471,-1.204917684
2.904,-1.20318904,-1.0471,-1.204917684
2.905,-1.203190194,-1.0471,-1.204917684
2.906,-1.203191207,-1.0471,-1.204917684
2.907,-1.203192079,-1.0471,-1.204917684
2.908,-1.20319281,-1.0471,-1.204917684
2.909,-1.2031934,-1.0471,-1.204917684
2.91,-1.203193849,-1.0471,-1.204917684
2.911,-1.203194156,-1.0471,-1.204917684
2.912,-1.203194322,-1.0471,-1.204917684
2.913,-1.203194346,-1.0471,-1.204917684
2.914,-1.203194229,-1.0471,-1.204917684
2.915,-1.20319397,-1.0471,-1.204917684
2.916,-1.203193569,-1.0471,-1.204917684
2.917,-1.203193026,-1.0471,-1.204917684
2.918,-1.203192341,-1.0471,-1.204917684
2.919,-1.203191514,-1.0471,-1.204917684
2.92,-1.203190546,-1.0471,-1.204917684
2.921,-1.203189435,-1.0471,-1.204917684
2.922,-1.203188181,-1.0471,-1.204917684
2.923,-1.203186786,-1.0471,-1.204917684
2.924,-1.203185248,-1.0471,-1.204917684
2.925,-1.203183568,-1.0471,-1.204917684
2.926,-1.203181746,-1.0471,-1.204917684
2.927,-1.203179781,-1.0471,-1.204917684
2.928,-1.203177673,-1.0471,-1.204917684
2.929,-1.203175423,-1.0471,-1.204917684
2.93,-1.20317303,-1.0471,-1.204917684
2.931,-1.203170495,-1.0471,-1.204917684
2.932,-1.203167817,-1.0471,-1.204917684
2.933,-1.203164997,-1.0471,-1.204917684
2.934,-1.203162034,-1.0471,-1.204917684
2.935,-1.203158928,-1.0471,-1.204917684
2.936,-1.20315568,-1.0471,-1.204917684
2.937,-1.203152289,-1.0471,-1.204917684
2.938,-1.203148755,-1.0471,-1.204917684
2.939,-1.203145078,-1.0471,-1.204917684
2.94,-1.203141259,-1.0471,-1.204917684
2.941,-1.203137298,-1.0471,-1.204917684
2.942,-1.203133193,-1.0471,-1.204917684
2.943,-1.203128946,-1.0471,-1.204917684
2.944,-1.203124556,-1.0471,-1.204917684
2.945,-1.203120024,-1.0471,-1.204917684
2.946,-1.203115349,-1.0471,-1.204917684
2.947,-1.203110532,-1.0471,-1.204917684
2.948,-1.203105572,-1.0471,-1.204917684
2.949,-1.20310047,-1.0471,-1.204917684
2.95,-1.203095225,-1.0471,-1.204917684
2.951,-1.203089838,-1.0471,-1.204917684
2.952,-1.203084309,-1.0471,-1.204917684
2.953,-1.203078637,-1.0471,-1.204917684
2.954,-1.203072824,-1.0471,-1.204917684
2.955,-1.203066868,-1.0471,-1.204917684
2.956,-1.20306077,-1.0471,-1.204917684
2.957,-1.20305453,-1.0471,-1.204917684
2.958,-1.203048148,-1.0471,-1.204917684
2.959,-1.203041624,-1.0471,-1.204917684
2.96,-1.203034959,-1.0471,-1.204917684
2.961,-1.203028152,-1.0471,-1.204917684
2.962,-1.203021203,-1.0471,-1.204917684
2.963,-1.203014113,-1.0471,-1.204917684
2.964,-1.203006881,-1.0471,-1.204917684
2.965,-1.202999508,-1.0471,-1.204917684
2.966,-1.202991994,-1.0471,-1.204917684
2.967,-1.202984339,-1.0471,-1.204917684
2.968,-1.202976543,-1.0471,-1.204917684
2.969,-1.202968606,-1.0471,-1.204917684
2.97,-1.202960528,-1.0471,-1.204917684
2.971,-1.202952309,-1.0471,-1.204917684
2.972,-1.202943951,-1.0471,-1.204917684
2.973,-1.202935451,-1.0471,-1.204917684
2.974,-1.202926812,-1.0471,-1.204917684
2.975,-1.202918033,-1.0471,-1.204917684
2.976,-1.202909113,-1.0471,-1.204917684
2.977,-1.202900054,-1.0471,-1.204917684
2.978,-1.202890855,-1.0471,-1.204917684
2.979,-1.202881517,-1.0471,-1.204917684
2.98,-1.20287204,-1.0471,-1.204917684
2.981,-1.202862423,-1.0471,-1.204917684
2.982,-1.202852668,-1.0471,-1.204917684
2.983,-1.202842773,-1.0471,-1.204917684
2.984,-1.20283274,-1.0471,-1.204917684
2.985,-1.202822569,-1.0471,-1.204917684
2.986,-1.202812259,-1.0471,-1.204917684
2.987,-1.202801811,-1.0471,-1.204917684
2.988,-1.202791226,-1.0471,-1.204917684
2.989,-1.202780502,-1.0471,-1.204917684
2.99,-1.202769642,-1.0471,-1.204917684
2.991,-1.202758644,-1.0471,-1.204917684
2.992,-1.202747509,-1.0471,-1.204917684
2.993,-1.202736237,-1.0471,-1.204917684
2.994,-1.202724828,-1.0471,-1.204917684
2.995,-1.202713283,-1.0471,-1.204917684
2.996,-1.202701602,-1.0471,-1.204917684
2.997,-1.202689785,-1.0471,-1.204917684
2.998,-1.202677833,-1.0471,-1.204917684
2.999,-1.202665744,-1.0471,-1.204917684
3,-1.202653521,-1.0471,-1.204917684
