"Freq [GHz]","ang_deg(S(2,3)) [deg]","ang_deg(S(4,2)) [deg]","ang_deg(S(4,3)) [deg]"
1.347,111.069694068873,126.852016876733,-168.586393835256
1.348,110.824419240128,126.650857177617,-168.677185704687
1.349,110.578969664433,126.449553204256,-168.767261091525
1.35,110.3333456632,126.248104688899,-168.856611794951
1.351,110.087547566517,126.046511368516,-168.945229550663
1.352,109.841575713212,125.844772984864,-169.03310603111
1.353,109.595430450909,125.642889284545,-169.120232845758
1.354,109.349112136086,125.440860019079,-169.206601541387
1.355,109.102621134136,125.238684944961,-169.292203602417
1.356,108.855957819423,125.036363823733,-169.377030451276
1.357,108.60912257534,124.833896422044,-169.461073448791
1.358,108.362115794367,124.631282511714,-169.544323894628
1.359,108.11493787813,124.428521869805,-169.626773027758
1.36,107.867589237453,124.225614278678,-169.708412026973
1.361,107.620070292417,124.022559526064,-169.789232011429
1.362,107.372381472417,123.819357405123,-169.869224041241
1.363,107.124523216213,123.616007714513,-169.948379118117
1.364,106.876495971991,123.412510258455,-170.02668818603
1.365,106.628300197411,123.208864846792,-170.104142131949
1.366,106.379936359667,123.005071295059,-170.180731786598
1.367,106.131404935536,122.801129424543,-170.256447925282
1.368,105.882706411432,122.597039062351,-170.331281268749
1.369,105.633841283459,122.392800041471,-170.405222484109
1.37,105.384810057464,122.188412200836,-170.478262185804
1.371,105.135613249087,121.983875385388,-170.550390936635
1.372,104.886251383809,121.779189446143,-170.621599248836
1.373,104.636724997009,121.574354240252,-170.691877585222
1.374,104.387034634006,121.369369631063,-170.761216360377
1.375,104.137180850114,121.164235488188,-170.829605941914
1.376,103.887164210686,120.958951687561,-170.897036651798
1.377,103.636985291165,120.753518111503,-170.963498767726
1.378,103.386644677128,120.547934648784,-171.028982524577
1.379,103.136142964334,120.342201194681,-171.093478115936
1.38,102.88548075877,120.136317651045,-171.156975695672
1.381,102.634658676694,119.930283926357,-171.219465379602
1.382,102.383677344682,119.724099935791,-171.280937247222
1.383,102.132537399668,119.517765601276,-171.341381343513
1.384,101.88123948899,119.311280851552,-171.400787680824
1.385,101.629784270428,119.104645622234,-171.459146240837
1.386,101.37817241225,118.897859855866,-171.516446976606
1.387,101.126404593248,118.690923501986,-171.572679814687
1.388,100.87448150278,118.483836517178,-171.627834657348
1.389,100.622403840807,118.276598865136,-171.681901384863
1.39,100.37017231793,118.069210516715,-171.734869857904
1.391,100.117787655432,117.861671449996,-171.786729920013
1.392,99.8652505853066,117.653981650333,-171.837471400174
1.393,99.6125618502983,117.446141110418,-171.887084115477
1.394,99.3597222039349,117.23814983033,-171.935557873878
1.395,99.1067324105605,117.030007817593,-171.98288247706
1.396,98.8535932453681,116.821715087229,-172.029047723394
1.397,98.6003054944307,116.613271661814,-172.074043411001
1.398,98.3468699547318,116.404677571529,-172.117859340922
1.399,98.0932874341944,116.19593285421,-172.160485320392
1.4,97.8395587517093,115.987037555409,-172.201911166225
1.401,97.5856847371623,115.777991728433,-172.242126708306
1.402,97.3316662314604,115.568795434406,-172.281121793204
1.403,97.077504086557,115.359448742312,-172.318886287886
1.404,96.8231991654752,115.149951729045,-172.355410083563
1.405,96.5687523423318,114.940304479461,-172.390683099643
1.406,96.314164502358,114.730507086423,-172.424695287809
1.407,96.0594365419208,114.520559650847,-172.457436636215
1.408,95.8045693685419,114.310462281753,-172.488897173816
1.409,95.5495639009164,114.100215096306,-172.519066974805
1.41,95.2944210689296,113.889818219863,-172.547936163199
1.411,95.0391418136736,113.679271786015,-172.575494917531
1.412,94.7837270874609,113.468575936633,-172.601733475693
1.413,94.528177853839,113.257730821908,-172.62664213989
1.414,94.2724950876019,113.046736600395,-172.650211281747
1.415,94.0166797748019,112.835593439049,-172.672431347529
1.416,93.760732912758,112.62430151327,-172.693292863513
1.417,93.5046555100657,112.412861006937,-172.712786441485
1.418,93.2484485866036,112.201272112451,-172.730902784379
1.419,92.992113173539,111.989535030767,-172.747632692051
1.42,92.7356503133327,111.777649971432,-172.76296706719
1.421,92.4790610597421,111.56561715262,-172.776896921373
1.422,92.2223464778228,111.353436801168,-172.789413381247
1.423,91.9655076439294,111.141109152603,-172.800507694868
1.424,91.7085456457142,110.928634451183,-172.810171238158
1.425,91.4514615821251,110.716012949917,-172.818395521519
1.426,91.1942565634017,110.503244910607,-172.825172196572
1.427,90.93693171107,110.290330603865,-172.830493063043
1.428,90.6794881579362,110.07727030915,-172.83435007578
1.429,90.4219270480782,109.86406431479,-172.836735351907
1.43,90.1642495368363,109.650712918007,-172.837641178118
1.431,89.9064567908023,109.437216424946,-172.837060018098
1.432,89.6485499878068,109.223575150694,-172.834984520075
1.433,89.3905303169053,109.009789419301,-172.831407524512
1.434,89.132398978363,108.795859563807,-172.826322071912
1.435,88.8741571836375,108.581785926256,-172.819721410759
1.436,88.6158061553603,108.367568857718,-172.811599005577
1.437,88.3573471273172,108.153208718304,-172.801948545108
1.438,88.0987813444261,107.938705877185,-172.790763950608
1.439,87.8401100627144,107.724060712603,-172.778039384251
1.44,87.581334549294,107.50927361189,-172.763769257645
1.441,87.3224560823351,107.294344971474,-172.747948240451
1.442,87.0634759510383,107.079275196897,-172.730571269101
1.443,86.8043954556055,106.864064702819,-172.711633555605
1.444,86.5452159072083,106.64871391303,-172.691130596457
1.445,86.2859386279559,106.433223260457,-172.669058181611
1.446,86.0265649508606,106.217593187169,-172.645412403546
1.447,85.7670962198016,106.001824144382,-172.620189666389
1.448,85.5075337894884,105.785916592463,-172.593386695112
1.449,85.2478790254209,105.569871000929,-172.565000544775
1.45,84.9881333038488,105.353687848454,-172.535028609826
1.451,84.7282980117293,105.137367622861,-172.503468633429
1.452,84.4683745466833,104.920910821124,-172.470318716835
1.453,84.2083643169491,104.704317949363,-172.43557732877
1.454,83.9482687413357,104.487589522842,-172.399243314829
1.455,83.6880892491731,104.270726065958,-172.361315906884
1.456,83.4278272802624,104.053728112236,-172.321794732477
1.457,83.1674842848227,103.836596204321,-172.280679824196
1.458,82.9070617234377,103.619330893963,-172.237971629022
1.459,82.6465610669995,103.401932742012,-172.19367101763
1.46,82.3859837966517,103.184402318397,-172.147779293649
1.461,82.12533140373,102.966740202117,-172.10029820284
1.462,81.8646053897018,102.74894698122,-172.051229942207
1.463,81.6038072661033,102.531023252789,-172.000577169011
1.464,81.3429385544764,102.312969622922,-171.948343009681
1.465,81.0820007863016,102.094786706708,-171.894531068606
1.466,80.8209955029321,101.876475128211,-171.839145436787
1.467,80.5599242555233,101.658035520439,-171.78219070035
1.468,80.2987886049632,101.439468525325,-171.723671948888
1.469,80.0375901217991,101.220774793697,-171.663594783626
1.47,79.776330386164,101.00195498525,-171.601965325396
1.471,79.5150109877007,100.78300976852,-171.538790222392
1.472,79.2536335254846,100.563939820846,-171.474076657708
1.473,78.9921996079439,100.344745828345,-171.407832356627
1.474,78.7307108527799,100.125428485873,-171.340065593653
1.475,78.4691688868839,99.905988496991,-171.270785199268
1.476,78.2075753462531,99.6864265739283,-171.200000566389
1.477,77.9459318759057,99.4667434375431,-171.127721656525
1.478,77.6842401297929,99.2469398172831,-171.053959005599
1.479,77.4225017707102,99.0270164511436,-170.97872372943
1.48,77.1607184702068,98.8069740856247,-170.902027528848
1.481,76.8988919084941,98.5868134756869,-170.823882694444
1.482,76.6370237743506,98.3665353847046,-170.744302110906
1.483,76.3751157650283,98.1461405844195,-170.663299260963
1.484,76.1131695861544,97.9256298548907,-170.580888228884
1.485,75.8511869516335,97.7050039844448,-170.497083703545
1.486,75.5891695835474,97.4842637696241,-170.411900981028
1.487,75.3271192120536,97.2634100151332,-170.325355966744
1.488,75.0650375752821,97.0424435337836,-170.237465177073
1.489,74.8029264192309,96.8213651464384,-170.148245740484
1.49,74.5407874976593,96.6001756819538,-170.057715398147
1.491,74.2786225719811,96.3788759771203,-169.965892504001
1.492,74.0164334111549,96.1574668766022,-169.872796024283
1.493,73.7542217915734,95.9359492328752,-169.778445536487
1.494,73.4919894969517,95.7143239061634,-169.682861227758
1.495,73.2297383182133,95.4925917643742,-169.586063892698
1.496,72.9674700533756,95.270753683032,-169.488074930583
1.497,72.705186507433,95.0488105452107,-169.388916341974
1.498,72.4428894922397,94.8267632414649,-169.288610724712
1.499,72.1805808263901,94.6046126697589,-169.187181269299
1.5,71.9182623350983,94.3823597353955,-169.084651753654
1.501,71.6559358500765,94.1600053509427,-168.981046537228
1.502,71.3936032094113,93.9375504361592,-168.876390554494
1.503,71.13126625744,93.7149959179188,-168.770709307788
1.504,70.8689268446237,93.492342730133,-168.664028859513
1.505,70.6065868274207,93.2695918136731,-168.556375823694
1.506,70.3442480681589,93.0467441162902,-168.447777356901
1.507,70.0819124349046,92.8238005925341,-168.338261148516
1.508,69.819581801333,92.6007622036716,-168.227855410369
1.509,69.557258046596,92.3776299176028,-168.116588865743
1.51,69.2949430551884,92.154404708776,-168.004490737736
1.511,69.032638716814,91.9310875581027,-167.891590737015
1.512,68.7703469262506,91.7076794528698,-167.777919048942
1.513,68.5080695832124,91.4841813866516,-167.663506320106
1.514,68.245808592213,91.2605943592203,-167.548383644248
1.515,67.9835658624269,91.0369193764555,-167.432582547613
1.516,67.7213433075494,90.8131574502527,-167.316134973728
1.517,67.4591428456554,90.5893095984296,-167.199073267626
1.518,67.1969663990589,90.3653768446335,-167.081430159529
1.519,66.9348158941687,90.1413602182451,-166.963238748017
1.52,66.6726932613466,89.9172607542835,-166.844532482683
1.521,66.4106004347608,89.6930794933082,-166.725345146316
1.522,66.1485393522421,89.4688174813216,-166.605710836617
