Freq [GHz],S11(dB)_HFSS,S11(dB)_measured,S22(dB)_HFSS,S22(dB)_measured,S33(dB)_HFSS,S33(dB)_measured,S44(dB)_HFSS,S44(dB)_measured
1.104,-3.932466743,-4.2282901,-12.1849898,-13.124392,-3.964912376,-4.153955,-12.11916116,-12.678459
1.105,-3.929092049,-4.2297597,-12.20519129,-13.116248,-3.96163152,-4.1471205,-12.13886349,-12.719204
1.106,-3.925719663,-4.2002821,-12.2254696,-13.153909,-3.958352866,-4.1255469,-12.15864009,-12.704473
1.107,-3.922349641,-4.2043591,-12.24582509,-13.17885,-3.955076468,-4.1359606,-12.17849129,-12.746101
1.108,-3.918982035,-4.2259541,-12.26625812,-13.21907,-3.95180238,-4.1336312,-12.19841746,-12.77954
1.109,-3.915616902,-4.1865425,-12.28676908,-13.229396,-3.948530655,-4.1268644,-12.21841894,-12.795933
1.11,-3.912254297,-4.1842017,-12.30735833,-13.242981,-3.945261349,-4.1168919,-12.23849608,-12.811255
1.111,-3.908894276,-4.1949115,-12.32802626,-13.300749,-3.941994516,-4.118175,-12.25864924,-12.852796
1.112,-3.905536896,-4.1940937,-12.34877324,-13.290686,-3.938730212,-4.121191,-12.27887878,-12.84136
1.113,-3.902182213,-4.1933866,-12.36959964,-13.310237,-3.935468493,-4.1194773,-12.29918504,-12.885521
1.114,-3.898830285,-4.1867261,-12.39050586,-13.348265,-3.932209416,-4.1550627,-12.3195684,-12.861771
1.115,-3.895481169,-4.1590929,-12.41149228,-13.346729,-3.928953037,-4.1026373,-12.34002921,-12.909768
1.116,-3.892134924,-4.1856356,-12.43255927,-13.37287,-3.925699414,-4.1175385,-12.36056783,-12.948167
1.117,-3.888791609,-4.1280727,-12.45370723,-13.368466,-3.922448605,-4.0942388,-12.38118462,-12.951998
1.118,-3.885451283,-4.1713462,-12.47493654,-13.419305,-3.919200668,-4.1105227,-12.40187995,-12.996731
1.119,-3.882114005,-4.1490335,-12.4962476,-13.435119,-3.915955661,-4.0840187,-12.42265418,-13.020425
1.12,-3.878779836,-4.1590729,-12.51764078,-13.448902,-3.912713644,-4.0950327,-12.44350768,-13.052306
1.121,-3.875448836,-4.154233,-12.5391165,-13.51543,-3.909474677,-4.0904202,-12.46444082,-13.079587
1.122,-3.872121066,-4.1493177,-12.56067513,-13.503929,-3.906238819,-4.0988798,-12.48545397,-13.057508
1.123,-3.868796588,-4.1469069,-12.58231708,-13.530619,-3.903006132,-4.0939822,-12.50654749,-13.106065
1.124,-3.865475464,-4.1206422,-12.60404274,-13.546482,-3.899776675,-4.0582395,-12.52772176,-13.110168
1.125,-3.862157757,-4.1539006,-12.62585251,-13.547588,-3.896550512,-4.0745382,-12.54897716,-13.128611
1.126,-3.858843529,-4.1183887,-12.6477468,-13.593624,-3.893327703,-4.0358047,-12.57031405,-13.152217
1.127,-3.855532843,-4.1287804,-12.669726,-13.600655,-3.890108312,-4.0700278,-12.59173281,-13.199745
1.128,-3.852225765,-4.1562419,-12.69179052,-13.645657,-3.886892401,-4.0952959,-12.61323383,-13.153053
1.129,-3.848922358,-4.1102138,-12.71394076,-13.670936,-3.883680034,-4.0527511,-12.63481747,-13.279607
1.13,-3.845622688,-4.1089478,-12.73617713,-13.706757,-3.880471275,-4.0449128,-12.65648412,-13.249386
1.131,-3.84232682,-4.1076126,-12.75850004,-13.71509,-3.877266189,-4.0259748,-12.67823415,-13.297416
1.132,-3.839034819,-4.1156411,-12.78090989,-13.71752,-3.87406484,-4.0615516,-12.70006796,-13.261535
1.133,-3.835746753,-4.1056261,-12.80340711,-13.751586,-3.870867293,-4.0564861,-12.72198592,-13.328335
1.134,-3.832462689,-4.1208034,-12.82599209,-13.754881,-3.867673616,-4.0296559,-12.74398841,-13.325243
1.135,-3.829182694,-4.1246586,-12.84866525,-13.785212,-3.864483874,-4.0557733,-12.76607582,-13.359515
1.136,-3.825906836,-4.1548204,-12.87142701,-13.833132,-3.861298135,-4.0560327,-12.78824855,-13.400002
1.137,-3.822635184,-4.126441,-12.89427779,-13.823071,-3.858116465,-4.0562325,-12.81050696,-13.417407
1.138,-3.819367807,-4.0962601,-12.917218,-13.829426,-3.854938934,-4.0365338,-12.83285146,-13.439708
1.139,-3.816104774,-4.1269302,-12.94024806,-13.90237,-3.851765609,-4.0408955,-12.85528242,-13.428802
1.14,-3.812846156,-4.105864,-12.96336839,-13.921273,-3.84859656,-4.0359964,-12.87780025,-13.463037
1.141,-3.809592024,-4.0986352,-12.98657941,-13.94909,-3.845431857,-4.0424466,-12.90040533,-13.50456
1.142,-3.806342449,-4.1280298,-13.00988155,-13.962859,-3.842271569,-4.0340657,-12.92309805,-13.548901
1.143,-3.803097502,-4.0842533,-13.03327522,-13.949276,-3.839115767,-4.027288,-12.94587881,-13.505291
1.144,-3.799857256,-4.1015277,-13.05676086,-14.014745,-3.835964523,-4.0223565,-12.968748,-13.574002
1.145,-3.796621784,-4.0715027,-13.08033888,-14.015103,-3.832817909,-4.014544,-12.991706,-13.611111
1.146,-3.79339116,-4.0463004,-13.10400973,-14.057835,-3.829675996,-4.0233102,-13.01475323,-13.584972
1.147,-3.790165456,-4.0396667,-13.12777381,-14.040915,-3.826538858,-3.9720747,-13.03789006,-13.594149
1.148,-3.786944749,-4.1092076,-13.15163157,-14.080016,-3.823406568,-3.9815993,-13.06111691,-13.627263
1.149,-3.783729113,-4.0901465,-13.17558343,-14.074581,-3.8202792,-4.0122695,-13.08443416,-13.645718
1.15,-3.780518623,-4.0735974,-13.19962982,-14.15172,-3.817156828,-4.0063033,-13.10784221,-13.681433
1.151,-3.777313357,-4.0711446,-13.22377118,-14.149512,-3.814039528,-4.0122952,-13.13134147,-13.720596
1.152,-3.77411339,-4.0487852,-13.24800794,-14.193211,-3.810927376,-4.0151644,-13.15493232,-13.733259
1.153,-3.770918801,-4.0502844,-13.27234052,-14.245227,-3.807820447,-3.9957395,-13.17861516,-13.779967
1.154,-3.767729666,-4.0532446,-13.29676938,-14.225039,-3.804718819,-4.0001531,-13.20239041,-13.758404
1.155,-3.764546066,-4.0148349,-13.32129493,-14.334568,-3.801622569,-3.976867,-13.22625844,-13.839528
1.156,-3.761368079,-4.0075536,-13.34591761,-14.316264,-3.798531774,-3.9814384,-13.25021967,-13.84905
1.157,-3.758195784,-4.0153189,-13.37063787,-14.326306,-3.795446514,-3.9591172,-13.2742745,-13.878798
1.158,-3.755029263,-4.0141749,-13.39545613,-14.344043,-3.792366868,-3.952503,-13.29842331,-13.890786
1.159,-3.751868595,-4.036943,-13.42037284,-14.377217,-3.789292914,-3.9729741,-13.32266652,-13.916877
1.16,-3.748713863,-3.9859405,-13.44538843,-14.388079,-3.786224735,-3.9551404,-13.34700453,-13.956418
1.161,-3.745565148,-4.0093269,-13.47050334,-14.379897,-3.78316241,-3.9519746,-13.37143772,-13.931711
1.162,-3.742422534,-4.013597,-13.495718,-14.447491,-3.780106021,-3.9600439,-13.39596651,-14.007255
1.163,-3.739286103,-4.0202541,-13.52103286,-14.517336,-3.77705565,-3.9741349,-13.42059129,-14.044711
1.164,-3.73615594,-4.0234413,-13.54644835,-14.505057,-3.77401138,-3.957778,-13.44531246,-14.058942
1.165,-3.73303213,-3.9899242,-13.57196492,-14.497372,-3.770973294,-3.9393685,-13.47013041,-14.084398
1.166,-3.729914756,-4.0118442,-13.59758299,-14.524496,-3.767941476,-3.9161968,-13.49504556,-14.132595
1.167,-3.726803906,-4.0050216,-13.62330301,-14.558489,-3.764916011,-3.9394083,-13.52005829,-14.100634
1.168,-3.723699665,-3.9846733,-13.64912541,-14.599392,-3.761896984,-3.936198,-13.545169,-14.176698
1.169,-3.72060212,-4.0202012,-13.67505064,-14.629166,-3.75888448,-3.9507997,-13.5703781,-14.18724
1.17,-3.71751136,-3.9567447,-13.70107914,-14.643111,-3.755878587,-3.9191415,-13.59568597,-14.210065
1.171,-3.714427472,-3.9782965,-13.72721132,-14.684739,-3.75287939,-3.9141614,-13.62109301,-14.236758
1.172,-3.711350546,-3.9788127,-13.75344765,-14.699851,-3.749886978,-3.939769,-13.64659961,-14.3003
1.173,-3.708280671,-3.9918613,-13.77978854,-14.736844,-3.74690144,-3.9272742,-13.67220617,-14.275702
1.174,-3.705217936,-3.9988966,-13.80623444,-14.784904,-3.743922863,-3.9351296,-13.69791309,-14.319696
1.175,-3.702162434,-3.9629395,-13.83278579,-14.78251,-3.740951338,-3.8935394,-13.72372074,-14.358027
1.176,-3.699114256,-3.9750917,-13.859443,-14.830959,-3.737986954,-3.8831642,-13.74962952,-14.416862
1.177,-3.696073493,-3.9795368,-13.88620652,-14.834679,-3.735029803,-3.8996644,-13.77563982,-14.45356
1.178,-3.693040238,-3.9618971,-13.91307678,-14.848782,-3.732079976,-3.9057665,-13.80175203,-14.439653
1.179,-3.690014586,-3.9839549,-13.94005421,-14.914859,-3.729137566,-3.890507,-13.82796652,-14.466558
1.18,-3.68699663,-3.9677856,-13.96713924,-14.926134,-3.726202664,-3.9020326,-13.85428369,-14.473047
1.181,-3.683986464,-3.9678741,-13.99433229,-14.979813,-3.723275365,-3.9114146,-13.8807039,-14.536185
1.182,-3.680984185,-3.9465578,-14.0216338,-15.021842,-3.720355763,-3.88569,-13.90722756,-14.619544
1.183,-3.677989888,-3.9479363,-14.04904418,-14.986027,-3.717443952,-3.8725348,-13.93385502,-14.610319
1.184,-3.67500367,-3.9816411,-14.07656385,-15.022136,-3.714540029,-3.8800955,-13.96058666,-14.639788
1.185,-3.672025629,-3.9643626,-14.10419325,-15.063628,-3.711644088,-3.8830724,-13.98742286,-14.651916
1.186,-3.669055863,-3.9281647,-14.13193278,-15.074021,-3.708756227,-3.8780611,-14.01436398,-14.701802
1.187,-3.666094471,-3.9631732,-14.15978286,-15.133344,-3.705876544,-3.8861239,-14.0414104,-14.794217
1.188,-3.663141551,-3.9079132,-14.18774391,-15.164326,-3.703005137,-3.8653648,-14.06856247,-14.779372
1.189,-3.660197205,-3.9375262,-14.21581633,-15.193095,-3.700142103,-3.8657823,-14.09582056,-14.844428
1.19,-3.657261533,-3.9190121,-14.24400054,-15.221097,-3.697287544,-3.8758864,-14.12318503,-14.818203
1.191,-3.654334637,-3.9171917,-14.27229694,-15.213277,-3.694441559,-3.8919089,-14.15065622,-14.894415
1.192,-3.651416619,-3.9062672,-14.30070593,-15.253966,-3.69160425,-3.8613553,-14.1782345,-14.882432
1.193,-3.648507583,-3.9283681,-14.32922791,-15.316069,-3.688775717,-3.8854892,-14.2059202,-14.891235
1.194,-3.64560763,-3.9179871,-14.35786328,-15.319004,-3.685956063,-3.8654051,-14.23371367,-14.924151
1.195,-3.642716867,-3.8925247,-14.38661243,-15.408396,-3.683145391,-3.8400655,-14.26161524,-14.994526
1.196,-3.639835399,-3.8899019,-14.41547575,-15.415642,-3.680343806,-3.854166,-14.28962527,-15.052389
1.197,-3.63696333,-3.907294,-14.44445361,-15.428439,-3.67755141,-3.8394694,-14.31774406,-15.033717
1.198,-3.634100768,-3.9039838,-14.47354641,-15.464396,-3.67476831,-3.8412685,-14.34597196,-15.077983
1.199,-3.63124782,-3.8737957,-14.50275451,-15.478719,-3.671994612,-3.8377407,-14.37430928,-15.101449
1.2,-3.628404593,-3.8938875,-14.53207829,-15.529302,-3.669230421,-3.8497722,-14.40275633,-15.135208
1.201,-3.625571197,-3.8862896,-14.56151812,-15.563667,-3.666475845,-3.8158014,-14.43131343,-15.137532
1.202,-3.622747741,-3.8777597,-14.59107434,-15.525178,-3.663730993,-3.7940733,-14.45998089,-15.179616
1.203,-3.619934334,-3.9081752,-14.62074733,-15.568213,-3.660995973,-3.8377852,-14.48875899,-15.229471
1.204,-3.617131089,-3.8827295,-14.65053742,-15.660727,-3.658270894,-3.8490131,-14.51764804,-15.281912
1.205,-3.614338116,-3.8712747,-14.68044496,-15.663119,-3.655555866,-3.8038507,-14.54664831,-15.29298
1.206,-3.611555528,-3.8870807,-14.71047029,-15.733595,-3.652851002,-3.8412943,-14.5757601,-15.357149
1.207,-3.608783438,-3.8848433,-14.74061375,-15.748971,-3.650156411,-3.8304846,-14.60498367,-15.380435
1.208,-3.606021959,-3.8642333,-14.77087565,-15.766316,-3.647472208,-3.7773244,-14.63431929,-15.405677
1.209,-3.603271207,-3.8626986,-14.80125631,-15.870885,-3.644798504,-3.7983341,-14.66376722,-15.465613
1.21,-3.600531296,-3.8841074,-14.83175605,-15.788723,-3.642135414,-3.8013463,-14.69332771,-15.414237
1.211,-3.597802343,-3.8703628,-14.86237516,-15.914862,-3.639483052,-3.8010924,-14.723001,-15.512677
1.212,-3.595084464,-3.8596709,-14.89311395,-15.901609,-3.636841535,-3.7863736,-14.75278733,-15.525446
1.213,-3.592377778,-3.8572607,-14.92397269,-15.945704,-3.634210977,-3.8116896,-14.78268692,-15.53488
1.214,-3.589682402,-3.857435,-14.95495166,-15.9285,-3.631591496,-3.7933595,-14.8127,-15.565172
1.215,-3.586998455,-3.8505599,-14.98605115,-15.980162,-3.62898321,-3.8008714,-14.84282677,-15.611825
1.216,-3.584326058,-3.8296194,-15.01727139,-16.075905,-3.626386237,-3.7918909,-14.87306743,-15.654854
1.217,-3.581665331,-3.852581,-15.04861266,-16.044891,-3.623800696,-3.7705638,-14.90342216,-15.654173
1.218,-3.579016395,-3.8201928,-15.08007518,-16.134657,-3.621226707,-3.7220619,-14.93389115,-15.742019
1.219,-3.576379373,-3.8161643,-15.11165918,-16.145931,-3.618664392,-3.7775753,-14.96447457,-15.774569
1.22,-3.573754387,-3.846261,-15.14336489,-16.172037,-3.61611387,-3.7722943,-14.99517257,-15.802177
1.221,-3.571141561,-3.8577456,-15.17519251,-16.180277,-3.613575266,-3.7734392,-15.02598529,-15.821028
1.222,-3.568541021,-3.8450742,-15.20714224,-16.186668,-3.611048701,-3.7697001,-15.05691287,-15.854444
1.223,-3.56595289,-3.8369982,-15.23921426,-16.284023,-3.6085343,-3.770097,-15.08795544,-15.894844
1.224,-3.563377295,-3.8250549,-15.27140875,-16.255322,-3.606032187,-3.7348461,-15.1191131,-15.895182
1.225,-3.560814363,-3.8378477,-15.30372586,-16.359943,-3.603542488,-3.7913959,-15.15038594,-16.008682
1.226,-3.558264222,-3.85182,-15.33616574,-16.336536,-3.601065329,-3.7669432,-15.18177405,-15.976637
1.227,-3.555727,-3.8697028,-15.36872852,-16.421535,-3.598600837,-3.7717335,-15.21327749,-15.993281
1.228,-3.553202826,-3.8298249,-15.40141432,-16.464907,-3.596149139,-3.7662954,-15.24489633,-16.088068
1.229,-3.550691831,-3.8315227,-15.43422324,-16.477255,-3.593710365,-3.7596586,-15.27663059,-16.071192
1.23,-3.548194144,-3.800163,-15.46715536,-16.481773,-3.591284643,-3.7619433,-15.3084803,-16.115971
1.231,-3.545709899,-3.7995343,-15.50021076,-16.548128,-3.588872104,-3.7610831,-15.34044547,-16.18816
1.232,-3.543239226,-3.8664637,-15.53338949,-16.611876,-3.586472879,-3.7754121,-15.37252609,-16.205656
1.233,-3.54078226,-3.8142729,-15.56669159,-16.564123,-3.584087099,-3.7403319,-15.40472213,-16.207718
1.234,-3.538339134,-3.8092718,-15.60011708,-16.672022,-3.581714897,-3.7407656,-15.43703354,-16.291611
1.235,-3.535909983,-3.7762263,-15.63366595,-16.655109,-3.579356407,-3.729342,-15.46946027,-16.309183
1.236,-3.533494943,-3.7815378,-15.66733819,-16.720268,-3.577011762,-3.7242434,-15.50200223,-16.363079
1.237,-3.531094151,-3.7720773,-15.70113376,-16.75005,-3.574681098,-3.7319307,-15.53465932,-16.415663
1.238,-3.528707743,-3.7747607,-15.73505261,-16.79896,-3.572364551,-3.7167082,-15.56743142,-16.404844
1.239,-3.526335858,-3.7629299,-15.76909465,-16.848015,-3.570062256,-3.7408621,-15.60031839,-16.455265
1.24,-3.523978635,-3.7762694,-15.80325978,-16.917322,-3.567774352,-3.7263525,-15.63332006,-16.548227
