Freq(Hz),S21 Log Mag(dB),S21 Phase(¡)
3466000000,-15.312918,-271.99457
3467000000,-15.298611,-272.18472
3468000000,-15.2679,-272.29065
3469000000,-15.24355,-272.43036
3470000000,-15.25376,-272.57504
3471000000,-15.245646,-272.5351
3472000000,-15.23149,-272.52954
3473000000,-15.217492,-272.68735
3474000000,-15.197716,-272.64017
3475000000,-15.182953,-272.74991
3476000000,-15.171949,-273.0824
3477000000,-15.14329,-272.98813
3478000000,-15.171417,-273.1163
3479000000,-15.160357,-273.0798
3480000000,-15.118798,-273.26492
3481000000,-15.127813,-273.32605
3482000000,-15.094552,-273.31128
3483000000,-15.087231,-273.3959
3484000000,-15.094088,-273.50629
3485000000,-15.059935,-273.72742
3486000000,-15.075966,-273.91785
3487000000,-15.104238,-273.8194
3488000000,-15.018581,-273.65863
3489000000,-15.036287,-274.03854
3490000000,-15.007763,-274.02722
3491000000,-14.993073,-274.15945
3492000000,-14.995843,-274.27426
3493000000,-14.989458,-274.11526
3494000000,-14.951789,-274.2041
3495000000,-14.95786,-274.49249
3496000000,-14.950251,-274.49408
3497000000,-14.958129,-274.85062
3498000000,-14.91643,-274.72937
3499000000,-14.915122,-274.82581
3500000000,-14.880066,-274.68628
3501000000,-14.889522,-274.89844
3502000000,-14.883249,-275.02734
3503000000,-14.857614,-275.0961
3504000000,-14.846335,-275.36566
3505000000,-14.853558,-275.16113
3506000000,-14.80722,-275.28345
3507000000,-14.784029,-275.51694
3508000000,-14.800694,-275.49945
3509000000,-14.799096,-275.4281
3510000000,-14.746799,-275.71002
3511000000,-14.791561,-275.85785
3512000000,-14.759668,-275.72009
3513000000,-14.733395,-275.91119
3514000000,-14.730033,-276.11157
3515000000,-14.709208,-275.93021
3516000000,-14.68939,-276.28543
3517000000,-14.647196,-276.21188
3518000000,-14.681057,-276.22421
3519000000,-14.666327,-276.46481
3520000000,-14.632685,-276.61777
3521000000,-14.619277,-276.64041
3522000000,-14.639142,-276.76062
3523000000,-14.599873,-276.77155
3524000000,-14.572043,-276.68524
3525000000,-14.617447,-276.86328
3526000000,-14.560973,-276.98648
3527000000,-14.573633,-277.17859
3528000000,-14.558108,-277.09482
3529000000,-14.548595,-277.18304
3530000000,-14.521219,-277.28342
3531000000,-14.509748,-277.54202
3532000000,-14.517141,-277.51392
3533000000,-14.478065,-277.55249
3534000000,-14.472812,-277.57382
3535000000,-14.442072,-277.79208
3536000000,-14.457954,-277.75119
3537000000,-14.45399,-277.7793
3538000000,-14.401694,-278.09128
3539000000,-14.41767,-278.29364
3540000000,-14.423798,-278.38379
3541000000,-14.390622,-278.44363
3542000000,-14.359885,-278.29956
3543000000,-14.350883,-278.44482
3544000000,-14.338129,-278.43842
3545000000,-14.328344,-278.71548
3546000000,-14.2709,-278.76025
3547000000,-14.331921,-278.81863
3548000000,-14.297786,-278.98419
3549000000,-14.272062,-279.1861
3550000000,-14.286659,-278.96863
3551000000,-14.272954,-279.22693
3552000000,-14.258327,-279.21063
3553000000,-14.243979,-279.19778
3554000000,-14.218094,-279.43066
3555000000,-14.196501,-279.69247
3556000000,-14.218442,-279.59833
3557000000,-14.203403,-279.70853
3558000000,-14.183802,-279.85916
3559000000,-14.176946,-279.90515
3560000000,-14.158513,-279.93784
3561000000,-14.114975,-280.02985
3562000000,-14.11701,-280.18942
3563000000,-14.093012,-280.29245
3564000000,-14.07591,-280.34952
3565000000,-14.058095,-280.54471
3566000000,-14.032229,-280.3927
3567000000,-14.059309,-280.63602
3568000000,-14.058755,-280.75137
3569000000,-14.038787,-280.85474
3570000000,-14.023158,-280.74664
3571000000,-13.999619,-280.96112
3572000000,-13.987736,-281.12488
3573000000,-13.98871,-281.19543
3574000000,-13.954884,-281.07135
3575000000,-13.928874,-281.43707
3576000000,-13.933335,-281.53943
3577000000,-13.951407,-281.33185
3578000000,-13.920263,-281.56708
3579000000,-13.921558,-281.78625
3580000000,-13.866773,-281.91733
3581000000,-13.871483,-282.02466
3582000000,-13.855287,-282.01669
3583000000,-13.847144,-282.02298
3584000000,-13.826954,-282.27332
3585000000,-13.812919,-282.21692
3586000000,-13.797249,-282.36679
3587000000,-13.760286,-282.52112
3588000000,-13.765261,-282.46402
3589000000,-13.737646,-282.60223
3590000000,-13.744915,-282.78696
3591000000,-13.75627,-282.78717
3592000000,-13.73743,-282.80231
3593000000,-13.702958,-282.92361
3594000000,-13.712269,-283.12512
3595000000,-13.705763,-283.19739
3596000000,-13.689047,-283.47107
3597000000,-13.685787,-283.39661
3598000000,-13.67779,-283.42816
3599000000,-13.643756,-283.50278
3600000000,-13.627848,-283.58313
3601000000,-13.619971,-283.71933
3602000000,-13.583574,-283.98376
3603000000,-13.604521,-284.10349
3604000000,-13.557957,-284.22369
3605000000,-13.547654,-284.28439
3606000000,-13.545375,-284.37009
3607000000,-13.503938,-284.57864
3608000000,-13.486048,-284.48224
3609000000,-13.487186,-284.72165
3610000000,-13.493937,-284.78
3611000000,-13.46559,-284.80188
3612000000,-13.466394,-284.73541
3613000000,-13.433729,-285.03061
3614000000,-13.450001,-285.06464
3615000000,-13.425853,-285.49924
3616000000,-13.404945,-285.10342
3617000000,-13.413155,-285.4848
3618000000,-13.403128,-285.48227
3619000000,-13.359111,-285.71762
3620000000,-13.365899,-285.7153
3621000000,-13.347548,-285.87027
3622000000,-13.355281,-285.92471
3623000000,-13.318725,-286.08353
3624000000,-13.333205,-285.92896
3625000000,-13.311929,-286.1575
3626000000,-13.285223,-286.51233
3627000000,-13.25204,-286.31018
3628000000,-13.281582,-286.39307
3629000000,-13.237414,-286.67621
3630000000,-13.262998,-286.6315
3631000000,-13.186893,-286.88107
3632000000,-13.203038,-286.80569
3633000000,-13.165195,-287.18008
3634000000,-13.184293,-287.27362
3635000000,-13.178547,-287.25415
3636000000,-13.153887,-287.20956
3637000000,-13.138019,-287.49863
3638000000,-13.126852,-287.68088
3639000000,-13.119977,-287.65067
3640000000,-13.125039,-287.82681
3641000000,-13.075322,-287.91287
3642000000,-13.100485,-287.60434
3643000000,-13.052178,-288.08395
3644000000,-13.070884,-288.13321
3645000000,-13.042919,-288.19516
3646000000,-13.023841,-288.31534
3647000000,-13.03004,-288.48141
3648000000,-12.997795,-288.77051
3649000000,-12.956801,-288.82297
3650000000,-12.947026,-288.69702
3651000000,-12.967735,-288.85709
3652000000,-12.939622,-288.94772
3653000000,-12.928194,-289.14493
3654000000,-12.935575,-289.15112
3655000000,-12.892698,-289.36526
3656000000,-12.88074,-289.28424
3657000000,-12.875668,-289.46378
3658000000,-12.871247,-289.65372
3659000000,-12.845669,-289.89316
3660000000,-12.816708,-289.84332
3661000000,-12.83349,-289.96167
3662000000,-12.81171,-290.03857
3663000000,-12.812938,-290.09277
3664000000,-12.79526,-290.36325
3665000000,-12.775014,-290.28842
3666000000,-12.777372,-290.41629
3667000000,-12.754143,-290.59201
3668000000,-12.726929,-290.60809
3669000000,-12.713833,-290.61676
3670000000,-12.708261,-290.94937
3671000000,-12.670067,-291.00269
3672000000,-12.687088,-291.07111
3673000000,-12.691048,-291.14835
3674000000,-12.648993,-291.30725
3675000000,-12.638974,-291.65897
3676000000,-12.625783,-291.46567
3677000000,-12.612329,-291.57468
3678000000,-12.595639,-291.59171
3679000000,-12.594146,-291.79123
3680000000,-12.629215,-291.88449
3681000000,-12.574954,-292.05811
3682000000,-12.530256,-292.15305
3683000000,-12.524334,-292.24768
3684000000,-12.541725,-292.38626
3685000000,-12.535321,-292.40707
3686000000,-12.479168,-292.8186
3687000000,-12.486614,-292.79498
3688000000,-12.460598,-292.76111
3689000000,-12.450294,-293.07199
3690000000,-12.43412,-293.15463
3691000000,-12.416089,-293.15381
3692000000,-12.430632,-293.23495
3693000000,-12.403803,-293.40448
3694000000,-12.381276,-293.56165
3695000000,-12.400004,-293.73166
3696000000,-12.317506,-293.70078
3697000000,-12.342148,-293.93457
3698000000,-12.353131,-293.89139
3699000000,-12.304218,-294.03983
3700000000,-12.319826,-294.1192
3701000000,-12.33103,-294.22992
3702000000,-12.296991,-294.4754
3703000000,-12.308285,-294.45493
3704000000,-12.294427,-294.82416
3705000000,-12.262818,-294.68069
3706000000,-12.238975,-294.64377
3707000000,-12.219525,-295.08679
3708000000,-12.208457,-295.11847
3709000000,-12.164991,-295.10587
3710000000,-12.187167,-295.1192
3711000000,-12.154769,-295.31747
3712000000,-12.167808,-295.42218
3713000000,-12.141293,-295.61841
3714000000,-12.146291,-295.62946
3715000000,-12.107517,-295.8898
3716000000,-12.095119,-295.94476
3717000000,-12.065773,-296.05518
3718000000,-12.080612,-296.12241
3719000000,-12.040337,-296.33313
3720000000,-12.044636,-296.42807
3721000000,-12.054568,-296.70483
3722000000,-12.040401,-296.78409
3723000000,-12.062647,-297.05325
3724000000,-12.009835,-296.93799
3725000000,-11.979293,-296.81653
3726000000,-12.009506,-297.2341
3727000000,-11.990685,-297.21844
3728000000,-11.956995,-297.48831
3729000000,-11.910015,-297.62646
3730000000,-11.953157,-297.55902
3731000000,-11.89685,-297.63586
3732000000,-11.925547,-297.71829
3733000000,-11.909945,-297.93372
3734000000,-11.91472,-297.99292
3735000000,-11.882334,-298.10172
3736000000,-11.842253,-298.11331
3737000000,-11.85143,-298.41409
3738000000,-11.844665,-298.54935
3739000000,-11.817591,-298.71906
3740000000,-11.804178,-298.81876
3741000000,-11.777012,-298.7981
3742000000,-11.778681,-299.04498
3743000000,-11.776514,-299.19977
3744000000,-11.772312,-299.06161
3745000000,-11.747653,-299.34476
3746000000,-11.705079,-299.57556
3747000000,-11.711919,-299.81155
3748000000,-11.706394,-299.82462
3749000000,-11.69733,-299.72076
3750000000,-11.681469,-299.97873
3751000000,-11.662952,-299.99969
3752000000,-11.617095,-300.38065
3753000000,-11.603136,-300.23389
3754000000,-11.63994,-300.45471
3755000000,-11.616323,-300.65097
3756000000,-11.594959,-300.91348
3757000000,-11.566121,-300.73364
3758000000,-11.575144,-300.77405
3759000000,-11.53498,-301.06427
3760000000,-11.55764,-301.19055
3761000000,-11.545313,-301.33746
3762000000,-11.542183,-301.53104
3763000000,-11.455954,-301.51624
3764000000,-11.495565,-301.84915
3765000000,-11.445555,-301.51138
3766000000,-11.468239,-301.86227
3767000000,-11.472976,-301.82825
3768000000,-11.43645,-302.4075
3769000000,-11.420538,-302.3811
3770000000,-11.436404,-302.48685
3771000000,-11.44896,-302.57993
3772000000,-11.384241,-302.75558
3773000000,-11.381441,-302.94867
3774000000,-11.383338,-302.70966
3775000000,-11.399299,-303.02197
3776000000,-11.324984,-303.16943
3777000000,-11.293293,-303.3381
3778000000,-11.330104,-303.45453
3779000000,-11.302451,-303.50302
3780000000,-11.290545,-303.75113
3781000000,-11.273383,-304.02499
3782000000,-11.268327,-303.80023
3783000000,-11.302668,-304.02887
3784000000,-11.243402,-304.15012
3785000000,-11.265472,-304.32663
3786000000,-11.207705,-304.37756
3787000000,-11.210041,-304.5202
3788000000,-11.187496,-304.85754
3789000000,-11.154798,-304.76956
3790000000,-11.150135,-304.79276
3791000000,-11.151314,-304.81689
3792000000,-11.126967,-305.09656
3793000000,-11.12203,-305.06537
3794000000,-11.122061,-305.26285
3795000000,-11.127874,-305.35706
3796000000,-11.076228,-305.89752
3797000000,-11.082934,-305.48608
3798000000,-11.056589,-305.87527
3799000000,-11.046576,-305.83047
3800000000,-11.043916,-305.90305
3801000000,-11.010658,-306.1221
3802000000,-11.002434,-306.23297
3803000000,-10.995247,-306.41287
3804000000,-10.982157,-306.59476
3805000000,-10.975045,-306.72049
3806000000,-10.967918,-306.70432
3807000000,-10.939428,-307.01468
3808000000,-10.924302,-307.04199
3809000000,-10.870315,-307.21176
3810000000,-10.892077,-307.53983
3811000000,-10.876569,-307.61014
3812000000,-10.850895,-307.646
3813000000,-10.854235,-307.57605
3814000000,-10.837397,-307.90063
3815000000,-10.839535,-307.98608
3816000000,-10.814583,-307.99814
3817000000,-10.815369,-308.39093
3818000000,-10.835132,-308.37448
3819000000,-10.768491,-308.39316
3820000000,-10.785931,-308.57309
3821000000,-10.776955,-308.75259
3822000000,-10.71016,-308.62778
3823000000,-10.754663,-308.98749
3824000000,-10.755972,-309.39084
3825000000,-10.675671,-309.35217
3826000000,-10.725928,-309.62863
3827000000,-10.704277,-309.34311
3828000000,-10.686844,-309.66138
3829000000,-10.64305,-309.81815
3830000000,-10.644526,-309.94589
3831000000,-10.651829,-310.0578
3832000000,-10.616633,-310.01373
3833000000,-10.612826,-310.27289
3834000000,-10.575369,-310.20538
3835000000,-10.594957,-310.43259
3836000000,-10.572653,-310.68869
3837000000,-10.530424,-310.77576
3838000000,-10.542737,-310.82504
3839000000,-10.515068,-311.1655
3840000000,-10.529683,-311.20386
3841000000,-10.522756,-311.28723
3842000000,-10.494336,-311.38385
3843000000,-10.492379,-311.75381
3844000000,-10.466302,-311.69818
3845000000,-10.466599,-311.96219
3846000000,-10.421925,-312.03922
3847000000,-10.438387,-312.38361
3848000000,-10.404949,-312.19031
3849000000,-10.39402,-312.4989
3850000000,-10.411649,-312.53134
3851000000,-10.394133,-312.62231
3852000000,-10.367859,-312.89963
3853000000,-10.36914,-313.17102
3854000000,-10.386725,-313.23877
3855000000,-10.358724,-313.24997
3856000000,-10.345104,-313.17032
3857000000,-10.318466,-313.48831
3858000000,-10.296892,-313.62796
3859000000,-10.284885,-313.56586
3860000000,-10.274737,-313.91995
3861000000,-10.29363,-313.98788
3862000000,-10.270299,-314.16669
3863000000,-10.244837,-314.23044
3864000000,-10.219356,-314.49786
3865000000,-10.255829,-314.51813
3866000000,-10.201362,-314.88983
3867000000,-10.198747,-314.83893
3868000000,-10.182681,-314.80157
3869000000,-10.184491,-315.4747
3870000000,-10.147653,-315.19702
3871000000,-10.143347,-315.37735
3872000000,-10.15316,-315.39917
3873000000,-10.128475,-315.71921
3874000000,-10.120755,-315.71133
3875000000,-10.112386,-315.99911
3876000000,-10.069362,-316.23901
3877000000,-10.062201,-316.18073
3878000000,-10.071715,-316.36142
3879000000,-10.073214,-316.50525
3880000000,-10.047922,-316.6886
3881000000,-10.039899,-316.90344
3882000000,-9.9745026,-316.8215
3883000000,-9.9885969,-316.99933
3884000000,-10.010694,-317.31888
3885000000,-9.9830189,-317.32315
3886000000,-9.9577227,-317.39929
3887000000,-9.9511509,-317.52786
3888000000,-9.9662848,-317.57236
3889000000,-9.9267883,-317.98505
3890000000,-9.9349985,-317.8963
3891000000,-9.9264841,-318.12753
3892000000,-9.8938398,-318.27579
3893000000,-9.8722124,-318.57541
3894000000,-9.8468056,-318.50162
3895000000,-9.8535185,-318.72107
3896000000,-9.8214197,-318.86261
3897000000,-9.8461075,-319.12643
3898000000,-9.8554678,-318.88434
3899000000,-9.829051,-319.48584
3900000000,-9.8174706,-319.40826
3901000000,-9.7890053,-319.60004
3902000000,-9.8097782,-319.65558
3903000000,-9.7934666,-320.05777
3904000000,-9.7166157,-319.65793
3905000000,-9.724967,-320.29391
3906000000,-9.7279568,-320.16013
3907000000,-9.7425919,-320.32086
3908000000,-9.7352934,-320.31998
3909000000,-9.6936398,-320.46112
3910000000,-9.6948042,-320.8602
3911000000,-9.6545992,-320.97086
3912000000,-9.6549759,-321.28195
3913000000,-9.6592007,-321.25348
3914000000,-9.6432571,-321.4444
3915000000,-9.6408882,-321.55826
3916000000,-9.6209993,-321.68149
3917000000,-9.5967169,-321.80011
3918000000,-9.5955381,-321.82553
3919000000,-9.5814848,-322.18088
3920000000,-9.5602303,-322.16327
3921000000,-9.5479546,-322.26816
3922000000,-9.5244122,-322.48889
3923000000,-9.5252142,-322.69739
3924000000,-9.519207,-322.73721
3925000000,-9.5158195,-322.99255
3926000000,-9.5169697,-323.33319
3927000000,-9.4803715,-323.16153
3928000000,-9.4465914,-323.21918
3929000000,-9.4581995,-323.47858
3930000000,-9.4844856,-323.56931
3931000000,-9.4527054,-323.79602
3932000000,-9.4248562,-324.013
3933000000,-9.4131727,-324.16791
3934000000,-9.3883781,-324.22223
3935000000,-9.3701172,-324.28433
3936000000,-9.3863659,-324.56354
3937000000,-9.3849392,-324.79898
3938000000,-9.335845,-324.99487
3939000000,-9.3903942,-324.96008
3940000000,-9.3351927,-325.43365
3941000000,-9.3192263,-325.07324
3942000000,-9.3252478,-325.39969
3943000000,-9.3064318,-325.5831
3944000000,-9.2950859,-325.85968
3945000000,-9.2752008,-325.93268
3946000000,-9.2708454,-325.97913
3947000000,-9.2648535,-326.15359
3948000000,-9.248642,-326.37866
3949000000,-9.2145319,-326.43582
3950000000,-9.2189808,-326.56702
3951000000,-9.2152576,-326.83701
3952000000,-9.1867104,-326.86368
3953000000,-9.1797323,-326.95389
3954000000,-9.1872463,-326.9278
3955000000,-9.1437626,-327.25537
3956000000,-9.1017485,-327.25778
3957000000,-9.1598558,-327.39999
3958000000,-9.1407318,-327.97452
3959000000,-9.1088972,-328.00308
3960000000,-9.1171007,-328.14539
3961000000,-9.1298208,-328.26263
3962000000,-9.0911121,-328.47137
3963000000,-9.0766373,-328.54364
3964000000,-9.0537395,-328.6694
3965000000,-9.0575218,-328.81216
3966000000,-9.0418243,-328.87695
3967000000,-9.0422564,-329.12268
3968000000,-9.007411,-329.28812
3969000000,-9.0179663,-329.10965
3970000000,-9.0282898,-329.39014
3971000000,-8.9736605,-329.82193
3972000000,-9.0021467,-329.79892
3973000000,-8.970583,-329.85913
3974000000,-8.9290667,-330.15891
3975000000,-8.9540234,-330.50363
3976000000,-8.938138,-330.44879
3977000000,-8.8949413,-330.63123
3978000000,-8.8623238,-330.62469
3979000000,-8.8850489,-330.89386
3980000000,-8.8934603,-331.20966
3981000000,-8.8736477,-331.44913
3982000000,-8.8620214,-331.29129
3983000000,-8.8351345,-331.49307
3984000000,-8.8551798,-331.4191
3985000000,-8.8048716,-331.90295
3986000000,-8.8222075,-331.88376
3987000000,-8.8055735,-332.09604
3988000000,-8.8243923,-332.0889
3989000000,-8.7637949,-332.39514
3990000000,-8.7734566,-332.63052
3991000000,-8.7797394,-332.67868
3992000000,-8.7587175,-332.97009
3993000000,-8.7501831,-333.19464
3994000000,-8.7280207,-333.15973
3995000000,-8.7573938,-333.22763
3996000000,-8.7157364,-333.56781
3997000000,-8.6988583,-333.67297
3998000000,-8.7058802,-333.91025
3999000000,-8.7074661,-334.01294
4000000000,-8.6798124,-334.28952
4001000000,-8.6314716,-334.25522
4002000000,-8.6516304,-334.35168
4003000000,-8.6752014,-334.41913
4004000000,-8.6679459,-334.50531
4005000000,-8.6307478,-334.74774
4006000000,-8.6362295,-334.96402
4007000000,-8.6397943,-335.22327
4008000000,-8.5956059,-335.29239
4009000000,-8.590704,-335.29779
4010000000,-8.6102333,-335.67947
4011000000,-8.5420399,-335.77649
4012000000,-8.5724306,-335.73547
4013000000,-8.5357895,-335.96671
4014000000,-8.5503712,-336.22733
4015000000,-8.5240297,-336.46432
4016000000,-8.5074158,-336.61285
4017000000,-8.4963055,-336.742
4018000000,-8.5060234,-336.63589
4019000000,-8.4862747,-337.11914
4020000000,-8.4795351,-336.98367
4021000000,-8.4429531,-337.2251
4022000000,-8.4507504,-337.38739
4023000000,-8.4445477,-337.6806
4024000000,-8.432477,-337.58325
4025000000,-8.4274082,-337.85468
4026000000,-8.390687,-338.18771
4027000000,-8.3962965,-338.29929
4028000000,-8.4139557,-338.47852
4029000000,-8.3783112,-338.5304
4030000000,-8.3582821,-338.75662
4031000000,-8.3661327,-339.12332
4032000000,-8.3294086,-339.02417
4033000000,-8.3830605,-339.11261
4034000000,-8.3205776,-339.30832
4035000000,-8.3113279,-339.50961
4036000000,-8.3217878,-339.78867
4037000000,-8.3368111,-339.8205
4038000000,-8.2852812,-339.94266
4039000000,-8.2787905,-340.33047
4040000000,-8.2858629,-340.40192
4041000000,-8.2763948,-340.77301
4042000000,-8.2459269,-340.86667
4043000000,-8.2899199,-340.82928
4044000000,-8.235796,-340.84509
4045000000,-8.2380562,-341.08371
4046000000,-8.2364378,-340.95694
4047000000,-8.2152081,-341.33566
4048000000,-8.1998072,-341.65356
4049000000,-8.1853542,-341.50632
4050000000,-8.198678,-341.90891
4051000000,-8.1963644,-342.05548
4052000000,-8.1781025,-342.41385
4053000000,-8.1422653,-342.33633
4054000000,-8.1625977,-342.56805
4055000000,-8.1430254,-342.76794
4056000000,-8.1199636,-343.00156
4057000000,-8.0842867,-342.89429
4058000000,-8.0924511,-343.1666
4059000000,-8.0909805,-343.22244
4060000000,-8.0833635,-343.46634
4061000000,-8.0883226,-343.54095
4062000000,-8.0547009,-343.75269
4063000000,-8.06569,-343.9342
4064000000,-8.0357323,-344.15802
4065000000,-8.0434418,-344.18732
4066000000,-8.0362253,-344.53775
4067000000,-7.9919348,-344.6106
4068000000,-8.0062466,-344.75983
4069000000,-8.0265551,-345.16678
4070000000,-7.9753728,-345.047
4071000000,-7.9839826,-345.48941
4072000000,-7.9958034,-345.55893
4073000000,-7.9684997,-345.61243
4074000000,-7.9490552,-345.68262
4075000000,-7.944973,-345.89526
4076000000,-7.9504924,-346.11584
4077000000,-7.9188428,-346.26736
4078000000,-7.925374,-346.41058
4079000000,-7.9008207,-346.71521
4080000000,-7.8842421,-346.76205
4081000000,-7.8792987,-346.64771
4082000000,-7.9130263,-347.34076
4083000000,-7.8606434,-347.27594
4084000000,-7.8716798,-347.42722
4085000000,-7.8580961,-347.59485
4086000000,-7.8464065,-347.81409
4087000000,-7.8797488,-347.96204
4088000000,-7.8534012,-348.19684
4089000000,-7.8497448,-348.13208
4090000000,-7.8212843,-348.47977
4091000000,-7.7852826,-348.51392
4092000000,-7.7932715,-348.54376
4093000000,-7.7841349,-349.00095
4094000000,-7.8003521,-349.08151
4095000000,-7.7850275,-349.29089
4096000000,-7.7780423,-349.30011
4097000000,-7.7852612,-349.52957
4098000000,-7.7787027,-349.72757
4099000000,-7.7501888,-349.93903
4100000000,-7.7535315,-349.96265
4101000000,-7.7291145,-350.07535
4102000000,-7.7156692,-350.40558
4103000000,-7.7074385,-350.49237
4104000000,-7.6992283,-350.63821
4105000000,-7.6733508,-350.70581
4106000000,-7.6682925,-350.99796
4107000000,-7.682404,-351.19885
4108000000,-7.6632447,-351.17575
4109000000,-7.6462445,-351.56168
4110000000,-7.6406031,-351.52658
4111000000,-7.6227989,-351.83795
4112000000,-7.6316075,-351.85046
4113000000,-7.6363344,-352.07529
4114000000,-7.5987945,-352.22324
4115000000,-7.6023774,-352.47763
4116000000,-7.6049438,-352.54715
4117000000,-7.5906472,-352.80353
4118000000,-7.5944791,-352.88327
4119000000,-7.5803432,-353.18799
4120000000,-7.5704303,-353.26599
4121000000,-7.5354543,-353.69162
4122000000,-7.5310297,-353.58313
4123000000,-7.5412045,-353.87662
4124000000,-7.5262933,-353.93317
4125000000,-7.5253429,-354.11301
4126000000,-7.5140996,-354.19458
4127000000,-7.5005112,-354.53729
4128000000,-7.5056367,-354.66498
4129000000,-7.4637208,-355.03339
4130000000,-7.4838705,-355.14194
4131000000,-7.4640331,-355.0907
4132000000,-7.4696383,-355.30966
4133000000,-7.4682775,-355.51349
4134000000,-7.4130683,-355.80441
4135000000,-7.4352612,-355.71494
4136000000,-7.4215579,-356.0007
4137000000,-7.4233222,-356.17322
4138000000,-7.4058247,-356.23605
4139000000,-7.40732,-356.55002
4140000000,-7.4435306,-356.62378
4141000000,-7.3766856,-356.68839
4142000000,-7.4150271,-356.88516
4143000000,-7.4008884,-357.18277
4144000000,-7.4000025,-357.33261
4145000000,-7.341361,-357.67447
4146000000,-7.3590555,-357.7381
4147000000,-7.3462415,-357.89819
4148000000,-7.3178978,-357.88663
4149000000,-7.3086967,-358.06122
4150000000,-7.3331976,-358.44846
4151000000,-7.3164725,-358.6351
4152000000,-7.3155107,-358.69482
4153000000,-7.3267164,-358.92377
4154000000,-7.3185678,-359.02271
4155000000,-7.3027201,-359.11011
4156000000,-7.2871094,-359.34421
4157000000,-7.2957859,-359.46851
4158000000,-7.2930956,-359.79102
4159000000,-7.2639046,-359.83075
4160000000,-7.266921,-360.08237
4161000000,-7.2706399,-360.22281
4162000000,-7.2597394,-360.28958
4163000000,-7.2550106,-360.53198
4164000000,-7.2256045,-360.57269
4165000000,-7.2364593,-360.71384
4166000000,-7.2368045,-361.07181
4167000000,-7.1910024,-361.18317
4168000000,-7.210773,-361.41531
4169000000,-7.1992807,-361.49823
4170000000,-7.1758838,-361.82663
4171000000,-7.1850367,-361.75259
4172000000,-7.1435156,-362.13864
4173000000,-7.1506171,-362.19391
4174000000,-7.1453805,-362.36777
4175000000,-7.1503491,-362.46851
4176000000,-7.1476331,-362.78378
4177000000,-7.1281042,-362.93927
4178000000,-7.1315503,-362.79422
4179000000,-7.0860348,-363.29623
4180000000,-7.1024609,-363.41638
4181000000,-7.1114454,-363.50287
4182000000,-7.0907879,-363.69543
4183000000,-7.1092148,-363.73959
4184000000,-7.110743,-364.0943
4185000000,-7.076438,-364.14334
4186000000,-7.0704441,-364.46738
4187000000,-7.1025133,-364.66452
4188000000,-7.0616322,-364.79568
4189000000,-7.0553303,-364.97595
4190000000,-7.058713,-365.18829
4191000000,-7.0305848,-365.22012
4192000000,-7.0324297,-365.3277
4193000000,-7.029573,-365.53564
4194000000,-7.0321069,-365.64114
4195000000,-7.0168142,-365.90344
4196000000,-6.9895124,-366.01306
4197000000,-7.018898,-366.09393
4198000000,-7.0139661,-366.49814
4199000000,-7.0014205,-366.65143
4200000000,-6.9628987,-366.79132
4201000000,-6.9554996,-367.09033
4202000000,-6.9720044,-367.02216
4203000000,-6.9628329,-367.30164
4204000000,-6.939383,-367.55533
4205000000,-6.9472823,-367.6911
4206000000,-6.9630089,-367.81891
4207000000,-6.9491391,-368.15253
4208000000,-6.9606514,-368.04785
4209000000,-6.917429,-368.33099
4210000000,-6.9026289,-368.50055
4211000000,-6.9280171,-368.63708
4212000000,-6.9009943,-368.84622
4213000000,-6.9325619,-368.88589
4214000000,-6.8867741,-369.08173
4215000000,-6.9095092,-369.38403
4216000000,-6.8927422,-369.3819
4217000000,-6.8799467,-369.81818
4218000000,-6.8566208,-369.94952
4219000000,-6.854816,-370.08188
4220000000,-6.873702,-369.95496
4221000000,-6.8532972,-370.42322
4222000000,-6.8453708,-370.52005
4223000000,-6.8236446,-370.88745
4224000000,-6.8246417,-370.89288
4225000000,-6.8436584,-371.24094
4226000000,-6.8184071,-371.18973
4227000000,-6.8304696,-371.40002
4228000000,-6.8181186,-371.67117
4229000000,-6.841126,-371.98291
4230000000,-6.8028393,-371.84613
4231000000,-6.8109417,-372.1868
4232000000,-6.7831383,-372.3306
4233000000,-6.8135543,-372.51917
4234000000,-6.7947474,-372.71359
4235000000,-6.7863679,-372.78732
4236000000,-6.7586718,-372.84476
4237000000,-6.7620659,-373.09598
4238000000,-6.7626915,-373.2478
4239000000,-6.7576642,-373.50867
4240000000,-6.7638354,-373.51828
4241000000,-6.7339211,-373.79718
4242000000,-6.7402215,-373.94791
4243000000,-6.7624111,-374.19122
4244000000,-6.760457,-374.43375
4245000000,-6.7345724,-374.47458
4246000000,-6.7288594,-374.60452
4247000000,-6.7318025,-374.87259
4248000000,-6.7407842,-374.92917
4249000000,-6.7187452,-375.103
4250000000,-6.7017808,-375.2128
4251000000,-6.6966834,-375.48257
4252000000,-6.7040081,-375.73804
4253000000,-6.700645,-375.75876
4254000000,-6.6929588,-376.00281
4255000000,-6.6952982,-376.10385
4256000000,-6.6634874,-376.35828
4257000000,-6.6518092,-376.58914
4258000000,-6.6635714,-376.67422
4259000000,-6.6720309,-377.0014
4260000000,-6.6554546,-377.02194
4261000000,-6.6632724,-377.03302
4262000000,-6.6523919,-377.28455
4263000000,-6.6270733,-377.56464
4264000000,-6.6395664,-377.77951
4265000000,-6.6546659,-377.90253
4266000000,-6.6262784,-378.0965
