"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1))_1 []"
1.338,-1.21963990057492,-11.0446281711933
1.339,-1.22172381679418,-11.0283027844403
1.34,-1.22380473167788,-11.0120384084643
1.341,-1.22588259602831,-10.9958350510401
1.342,-1.22795736081944,-10.9796927185269
1.343,-1.23002897719891,-10.9636114158665
1.344,-1.23209739649063,-10.9475911465827
1.345,-1.23416257019801,-10.93163191278
1.346,-1.2362244500054,-10.9157337151423
1.347,-1.23828298778151,-10.8998965529329
1.348,-1.24033813558109,-10.8841204239933
1.349,-1.24238984564797,-10.8684053247428
1.35,-1.24443807041704,-10.8527512501785
1.351,-1.24648276251686,-10.8371581938747
1.352,-1.24852387477234,-10.8216261479832
1.353,-1.25056136020633,-10.8061551032333
1.354,-1.25259517204257,-10.7907450489322
1.355,-1.25462526370823,-10.775395972965
1.356,-1.25665158883522,-10.760107861796
1.357,-1.25867410126358,-10.7448807004688
1.358,-1.26069275504294,-10.7297144726072
1.359,-1.26270750443521,-10.7146091604168
1.36,-1.26471830391667,-10.6995647446855
1.361,-1.26672510818018,-10.684581204785
1.362,-1.26872787213714,-10.6696585186726
1.363,-1.27072655092001,-10.6547966628923
1.364,-1.27272109988422,-10.6399956125769
1.365,-1.27471147461013,-10.6252553414498
1.366,-1.27669763090571,-10.610575821827
1.367,-1.27867952480771,-10.5959570246193
1.368,-1.28065711258456,-10.5813989193347
1.369,-1.28263035073776,-10.5669014740808
1.37,-1.28459919600422,-10.5524646555675
1.371,-1.28656360535825,-10.5380884291097
1.372,-1.28852353601314,-10.5237727586301
1.373,-1.29047894542364,-10.5095176066627
1.374,-1.29242979128727,-10.4953229343552
1.375,-1.29437603154666,-10.4811887014732
1.376,-1.2963176243912,-10.467114866403
1.377,-1.29825452825868,-10.4531013861556
1.378,-1.30018670183774,-10.4391482163703
1.379,-1.30211410406899,-10.4252553113185
1.38,-1.30403669414667,-10.411422623908
1.381,-1.30595443152134,-10.3976501056867
1.382,-1.30786727590035,-10.3839377068474
1.383,-1.30977518725061,-10.3702853762318
1.384,-1.31167812579939,-10.3566930613354
1.385,-1.3135760520365,-10.3431607083117
1.386,-1.31546892671561,-10.3296882619777
1.387,-1.31735671085597,-10.3162756658182
1.388,-1.31923936574405,-10.3029228619914
1.389,-1.32111685293473,-10.2896297913335
1.39,-1.3229891342531,-10.2763963933648
1.391,-1.32485617179592,-10.2632226062942
1.392,-1.32671792793312,-10.2501083670258
1.393,-1.32857436530863,-10.2370536111638
1.394,-1.33042544684274,-10.2240582730187
1.395,-1.33227113573289,-10.2111222856131
1.396,-1.33411139545497,-10.1982455806878
1.397,-1.33594618976489,-10.185428088708
1.398,-1.33777548269995,-10.1726697388698
1.399,-1.33959923857965,-10.1599704591059
1.4,-1.34141742200741,-10.1473301760929
1.401,-1.34322999787146,-10.1347488152576
1.402,-1.34503693134645,-10.1222263007838
1.403,-1.34683818789406,-10.1097625556189
1.404,-1.34863373326442,-10.0973575014813
1.405,-1.35042353349743,-10.0850110588671
1.406,-1.35220755492349,-10.0727231470574
1.407,-1.35398576416483,-10.0604936841257
1.408,-1.35575812813614,-10.048322586945
1.409,-1.35752461404618,-10.0362097711955
1.41,-1.35928518939807,-10.024155151372
1.411,-1.36103982199091,-10.0121586407918
1.412,-1.36278847992035,-10.0002201516022
1.413,-1.36453113157934,-9.98833959478856
1.414,-1.36626774565937,-9.97651688018216
1.415,-1.36799829115117,-9.96475191646824
1.416,-1.36972273734546,-9.95304461119415
1.417,-1.37144105383363,-9.94139487077758
1.418,-1.37315321050896,-9.92980260051484
1.419,-1.37485917756674,-9.91826770458929
1.42,-1.37655892550562,-9.90679008607973
1.421,-1.37825242512774,-9.89536964696908
1.422,-1.37993964753991,-9.88400628815286
1.423,-1.3816205641536,-9.87269990944803
1.424,-1.38329514668629,-9.86145040960169
1.425,-1.38496336716151,-9.85025768629999
1.426,-1.38662519790944,-9.83912163617703
1.427,-1.38828061156789,-9.82804215482387
1.428,-1.38992958108223,-9.81701913679762
1.429,-1.39157207970629,-9.80605247563054
1.43,-1.39320808100238,-9.79514206383927
1.431,-1.39483755884234,-9.78428779293412
1.432,-1.39646048740741,-9.77348955342831
1.433,-1.39807684118864,-9.7627472348475
1.434,-1.39968659498766,-9.75206072573909
1.435,-1.40128972391658,-9.74142991368182
1.436,-1.40288620339829,-9.73085468529532
1.437,-1.40447600916703,-9.72033492624966
1.438,-1.40605911726864,-9.70987052127511
1.439,-1.4076355040602,-9.69946135417175
1.44,-1.409205146211,-9.68910730781932
1.441,-1.41076802070224,-9.67880826418699
1.442,-1.41232410482735,-9.66856410434318
1.443,-1.41387337619188,-9.65837470846553
1.444,-1.415415812714,-9.64823995585076
1.445,-1.41695139262427,-9.6381597249247
1.446,-1.41848009446577,-9.62813389325227
1.447,-1.42000189709396,-9.61816233754753
1.448,-1.42151677967716,-9.60824493368377
1.449,-1.42302472169604,-9.59838155670365
1.45,-1.42452570294363,-9.58857208082928
1.451,-1.42601970352556,-9.57881637947244
1.452,-1.42750670385968,-9.5691143252448
1.453,-1.42898668467592,-9.55946578996806
1.454,-1.43045962701639,-9.5498706446843
1.455,-1.43192551223519,-9.54032875966617
1.456,-1.43338432199769,-9.53084000442724
1.457,-1.43483603828113,-9.52140424773226
1.458,-1.4362806433738,-9.51202135760754
1.459,-1.43771811987507,-9.50269120135122
1.46,-1.43914845069486,-9.49341364554371
1.461,-1.44057161905357,-9.48418855605798
1.462,-1.44198760848175,-9.47501579806998
1.463,-1.44339640281957,-9.46589523606902
1.464,-1.44479798621643,-9.45682673386815
1.465,-1.44619234313089,-9.44781015461456
1.466,-1.44757945833014,-9.4388453608
1.467,-1.44895931688921,-9.42993221427117
1.468,-1.45033190419086,-9.42107057624012
1.469,-1.45169720592512,-9.41226030729465
1.47,-1.45305520808861,-9.40350126740874
1.471,-1.45440589698419,-9.3947933159529
1.472,-1.45574925922019,-9.38613631170463
1.473,-1.4570852817103,-9.37753011285873
1.474,-1.45841395167227,-9.36897457703773
1.475,-1.4597352566281,-9.36046956130221
1.476,-1.46104918440265,-9.35201492216123
1.477,-1.46235572312384,-9.34361051558258
1.478,-1.4636548612213,-9.33525619700318
1.479,-1.46494658742587,-9.32695182133934
1.48,-1.46623089076917,-9.31869724299712
1.481,-1.4675077605825,-9.31049231588252
1.482,-1.4687771864964,-9.30233689341181
1.483,-1.47003915843959,-9.29423082852174
1.484,-1.47129366663856,-9.28617397367974
1.485,-1.47254070161666,-9.27816618089413
1.486,-1.47378025419302,-9.27020730172429
1.487,-1.47501231548198,-9.26229718729076
1.488,-1.47623687689228,-9.25443568828537
1.489,-1.47745393012604,-9.24662265498135
1.49,-1.47866346717802,-9.23885793724336
1.491,-1.47986548033457,-9.23114138453747
1.492,-1.48105996217281,-9.2234728459412
1.493,-1.48224690555967,-9.21585217015348
1.494,-1.48342630365109,-9.20827920550451
1.495,-1.48459814989067,-9.20075379996568
1.496,-1.48576243800926,-9.19327580115944
1.497,-1.48691916202334,-9.18584505636906
1.498,-1.48806831623452,-9.17846141254841
1.499,-1.48920989522821,-9.1711247163317
1.5,-1.49034389387261,-9.16383481404315
1.501,-1.49147030731797,-9.15659155170666
1.502,-1.49258913099498,-9.14939477505538
1.503,-1.49370036061408,-9.14224432954127
1.504,-1.49480399216425,-9.13514006034462
1.505,-1.4959000219119,-9.1280818123835
1.506,-1.49698844639972,-9.12106943032319
1.507,-1.49806926244543,-9.11410275858555
1.508,-1.49914246714086,-9.1071816413583
1.509,-1.50020805785064,-9.10030592260435
1.51,-1.50126603221108,-9.09347544607095
1.511,-1.50231638812878,-9.08669005529891
1.512,-1.50335912377968,-9.07994959363166
1.513,-1.50439423760762,-9.07325390422437
1.514,-1.50542172832323,-9.06660283005291
1.515,-1.50644159490288,-9.0599962139228
1.516,-1.50745383658683,-9.05343389847812
1.517,-1.50845845287858,-9.04691572621037
1.518,-1.50945544354338,-9.04044153946717
1.519,-1.51044480860657,-9.03401118046108
1.52,-1.51142654835295,-9.02762449127818
1.521,-1.51240066332492,-9.02128131388676
1.522,-1.51336715432135,-9.01498149014578
1.523,-1.51432602239645,-9.00872486181337
1.524,-1.51527726885788,-9.00251127055533
1.525,-1.516220895266,-8.9963405579534
1.526,-1.51715690343213,-8.99021256551359
1.527,-1.51808529541728,-8.98412713467442
1.528,-1.51900607353067,-8.97808410681511
1.529,-1.5199192403286,-8.97208332326366
1.53,-1.52082479861267,-8.96612462530489
1.531,-1.52172275142878,-8.96020785418846
1.532,-1.52261310206528,-8.95433285113674
1.533,-1.52349585405181,-8.94849945735269
1.534,-1.52437101115801,-8.94270751402763
1.535,-1.52523857739158,-8.93695686234894
1.536,-1.52609855699726,-8.93124734350777
1.537,-1.52695095445538,-8.92557879870654
1.538,-1.52779577447967,-8.9199510691665
1.539,-1.52863302201704,-8.91436399613518
1.54,-1.52946270224499,-8.90881742089377
1.541,-1.53028482057074,-8.90331118476439
1.542,-1.53109938262931,-8.8978451291174
1.543,-1.5319063942824,-8.89241909537848
1.544,-1.5327058616167,-8.88703292503583
1.545,-1.53349779094229,-8.88168645964714
1.546,-1.5342821887914,-8.87637954084658
1.547,-1.53505906191657,-8.87111201035166
1.548,-1.53582841728912,-8.86588370997011
1.549,-1.5365902620981,-8.86069448160658
1.55,-1.53734460374815,-8.85554416726933
1.551,-1.53809144985811,-8.85043260907689
1.552,-1.53883080825981,-8.84535964926454
1.553,-1.53956268699603,-8.84032513019078
1.554,-1.54028709431937,-8.8353288943438
1.555,-1.54100403869027,-8.83037078434771
1.556,-1.54171352877577,-8.8254506429689
1.557,-1.54241557344782,-8.82056831312212
1.558,-1.54311018178164,-8.81572363787666
1.559,-1.54379736305421,-8.8109164604624
1.56,-1.54447712674285,-8.8061466242757
1.561,-1.54514948252322,-8.80141397288543
1.562,-1.54581444026808,-8.79671835003866
1.563,-1.54647201004561,-8.79205959966653
1.564,-1.54712220211783,-8.78743756588985
1.565,-1.54776502693881,-8.78285209302478
1.566,-1.54840049515355,-8.77830302558834
1.567,-1.54902861759577,-8.77379020830387
1.568,-1.5496494052867,-8.76931348610647
1.569,-1.55026286943351,-8.7648727041483
1.57,-1.55086902142728,-8.76046770780386
1.571,-1.55146787284201,-8.75609834267516
1.572,-1.55205943543252,-8.75176445459682
1.573,-1.55264372113302,-8.74746588964121
1.574,-1.55322074205563,-8.74320249412329
1.575,-1.55379051048832,-8.73897411460564
1.576,-1.55435303889401,-8.73478059790323
1.577,-1.55490833990834,-8.73062179108818
1.578,-1.55545642633819,-8.72649754149453
1.579,-1.55599731116045,-8.72240769672281
1.58,-1.55653100751983,-8.71835210464456
1.581,-1.55705752872783,-8.71433061340694
1.582,-1.55757688826039,-8.71034307143706
1.583,-1.55808909975726,-8.70638932744635
1.584,-1.55859417701955,-8.70246923043486
1.585,-1.55909213400847,-8.69858262969548
1.586,-1.5595829848437,-8.69472937481807
1.587,-1.56006674380177,-8.69090931569355
1.588,-1.56054342531443,-8.68712230251794
1.589,-1.56101304396707,-8.68336818579627
1.59,-1.56147561449734,-8.67964681634649
1.591,-1.56193115179283,-8.67595804530327
1.592,-1.56237967089046,-8.67230172412176
1.593,-1.56282118697417,-8.66867770458126
1.594,-1.56325571537351,-8.66508583878888
1.595,-1.56368327156216,-8.661525979183
1.596,-1.56410387115636,-8.6579979785369
1.597,-1.564517529913,-8.65450168996204
1.598,-1.56492426372845,-8.65103696691154
1.599,-1.56532408863655,-8.6476036631834
1.6,-1.56571702080772,-8.64420163292376
1.601,-1.56610307654654,-8.64083073063008
1.602,-1.56648227229062,-8.63749081115426
1.603,-1.56685462460912,-8.63418172970563
1.604,-1.56722015020103,-8.630903341854
1.605,-1.56757886589348,-8.62765550353256
1.606,-1.56793078864046,-8.62443807104074
1.607,-1.56827593552102,-8.62125090104701
1.608,-1.56861432373795,-8.61809385059165
1.609,-1.56894597061595,-8.61496677708938
1.61,-1.56927089360043,-8.61186953833204
1.611,-1.56958911025561,-8.60880199249112
1.612,-1.56990063826316,-8.60576399812029
1.613,-1.57020549542074,-8.60275541415783
1.614,-1.57050369964048,-8.59977609992903
1.615,-1.57079526894713,-8.59682591514851
1.616,-1.57108022147689,-8.59390471992253
1.617,-1.57135857547588,-8.59101237475118
1.618,-1.5716303492985,-8.58814874053056
1.619,-1.57189556140575,-8.58531367855488
1.62,-1.57215423036437,-8.58250705051855
1.621,-1.57240637484434,-8.57972871851812
1.622,-1.57265201361853,-8.57697854505426
1.623,-1.57289116556038,-8.57425639303367
1.624,-1.57312384964266,-8.57156212577091
1.625,-1.57335008493615,-8.56889560699015
1.626,-1.57356989060802,-8.56625670082696
1.627,-1.57378328592026,-8.56364527182998
1.628,-1.57399029022872,-8.56106118496251
1.629,-1.57419092298091,-8.55850430560414
1.63,-1.57438520371517,-8.55597449955227
1.631,-1.57457315205892,-8.55347163302357
1.632,-1.57475478772737,-8.55099557265547
1.633,-1.574930130522,-8.54854618550745
1.634,-1.57509920032922,-8.54612333906245
1.635,-1.57526201711872,-8.54372690122814
1.636,-1.57541860094265,-8.54135674033816
1.637,-1.57556897193337,-8.53901272515328
1.638,-1.57571315030277,-8.5366947248626
1.639,-1.57585115634044,-8.5344026090846
1.64,-1.5759830104127,-8.53213624786824
1.641,-1.57610873296073,-8.52989551169393
1.642,-1.57622834449948,-8.5276802714745
1.643,-1.57634186561637,-8.52549039855617
1.644,-1.57644931696983,-8.52332576471936
1.645,-1.5765507192879,-8.52118624217955
1.646,-1.5766460933668,-8.51907170358809
1.647,-1.57673546007013,-8.51698202203293
1.648,-1.5768188403266,-8.51491707103932
1.649,-1.57689625512963,-8.51287672457049
1.65,-1.57696772553551,-8.51086085702828
1.651,-1.57703327266237,-8.5088693432537
1.652,-1.57709291768844,-8.5069020585275
1.653,-1.57714668185137,-8.50495887857067
1.654,-1.57719458644635,-8.5030396795449
1.655,-1.57723665282534,-8.501144338053
1.656,-1.57727290239528,-8.49927273113934
1.657,-1.57730335661737,-8.49742473629009
1.658,-1.57732803700537,-8.49560023143369
1.659,-1.57734696512458,-8.49379909494101
1.66,-1.57736016259041,-8.49202120562562
1.661,-1.57736765106739,-8.49026644274404
1.662,-1.57736945226784,-8.48853468599587
1.663,-1.57736558795052,-8.48682581552393
1.664,-1.57735607991952,-8.48513971191437
1.665,-1.57734095002309,-8.48347625619678
