"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1))_1 []"
2.59,-1.11139391158301,-9.08182648599281
2.591,-1.11133448932582,-9.08105901066769
2.592,-1.1112765805571,-9.0802851523327
2.593,-1.11122018586587,-9.07950490768985
2.594,-1.1111653058467,-9.07871827345154
2.595,-1.11111194109974,-9.07792524634051
2.596,-1.11106009223072,-9.07712582308969
2.597,-1.11100975985107,-9.07632000044207
2.598,-1.11096094457789,-9.07550777515066
2.599,-1.11091364703405,-9.07468914397832
2.6,-1.11086786784817,-9.07386410369771
2.601,-1.11082360765474,-9.07303265109114
2.602,-1.1107808670941,-9.0721947829505
2.603,-1.11073964681252,-9.07135049607715
2.604,-1.11069994746221,-9.07049978728175
2.605,-1.11066176970139,-9.06964265338428
2.606,-1.11062511419433,-9.06877909121382
2.607,-1.1105899816114,-9.06790909760849
2.608,-1.11055637262908,-9.06703266941535
2.609,-1.11052428793003,-9.06614980349031
2.61,-1.11049372820314,-9.06526049669796
2.611,-1.11046469414356,-9.06436474591155
2.612,-1.11043718645274,-9.06346254801282
2.613,-1.11041120583848,-9.06255389989192
2.614,-1.11038675301496,-9.0616387984473
2.615,-1.11036382870284,-9.06071724058562
2.616,-1.1103424336292,-9.05978922322163
2.617,-1.11032256852769,-9.05885474327805
2.618,-1.1103042341385,-9.05791379768551
2.619,-1.11028743120844,-9.05696638338239
2.62,-1.11027216049099,-9.05601249731475
2.621,-1.11025842274629,-9.05505213643624
2.622,-1.11024621874127,-9.05408529770794
2.623,-1.11023554924961,-9.0531119780983
2.624,-1.11022641505184,-9.05213217458302
2.625,-1.11021881693534,-9.05114588414495
2.626,-1.11021275569443,-9.05015310377399
2.627,-1.1102082321304,-9.04915383046695
2.628,-1.11020524705152,-9.0481480612275
2.629,-1.11020380127313,-9.04713579306602
2.63,-1.11020389561765,-9.04611702299952
2.631,-1.11020553091466,-9.04509174805151
2.632,-1.1102087080009,-9.04405996525193
2.633,-1.11021342772036,-9.04302167163703
2.634,-1.11021969092429,-9.04197686424924
2.635,-1.11022749847127,-9.0409255401371
2.636,-1.11023685122722,-9.03986769635513
2.637,-1.11024775006548,-9.03880332996376
2.638,-1.11026019586685,-9.03773243802918
2.639,-1.11027418951961,-9.03665501762326
2.64,-1.1102897319196,-9.03557106582344
2.641,-1.11030682397021,-9.03448057971264
2.642,-1.11032546658252,-9.03338355637912
2.643,-1.11034566067524,-9.0322799929164
2.644,-1.11036740717483,-9.03116988642319
2.645,-1.11039070701547,-9.03005323400317
2.646,-1.11041556113921,-9.02893003276504
2.647,-1.11044197049594,-9.02780027982228
2.648,-1.11046993604343,-9.02666397229314
2.649,-1.11049945874743,-9.02552110730046
2.65,-1.11053053958166,-9.02437168197164
2.651,-1.11056317952791,-9.02321569343846
2.652,-1.11059737957603,-9.02205313883704
2.653,-1.11063314072401,-9.02088401530769
2.654,-1.11067046397802,-9.01970831999481
2.655,-1.11070935035247,-9.01852605004684
2.656,-1.11074980087001,-9.01733720261607
2.657,-1.11079181656163,-9.01614177485858
2.658,-1.11083539846668,-9.01493976393416
2.659,-1.11088054763291,-9.01373116700615
2.66,-1.11092726511655,-9.01251598124137
2.661,-1.1109755519823,-9.01129420381001
2.662,-1.11102540930343,-9.01006583188551
2.663,-1.11107683816183,-9.00883086264448
2.664,-1.11112983964799,-9.00758929326658
2.665,-1.11118441486111,-9.00634112093442
2.666,-1.11124056490913,-9.00508634283344
2.667,-1.11129829090878,-9.00382495615183
2.668,-1.11135759398561,-9.00255695808039
2.669,-1.11141847527407,-9.00128234581248
2.67,-1.11148093591752,-9.00000111654387
2.671,-1.1115449770683,-8.99871326747262
2.672,-1.11161059988779,-8.99741879579905
2.673,-1.11167780554641,-8.99611769872556
2.674,-1.11174659522373,-8.99480997345654
2.675,-1.11181697010848,-8.99349561719832
2.676,-1.11188893139859,-8.99217462715897
2.677,-1.11196248030126,-8.9908470005483
2.678,-1.11203761803303,-8.98951273457767
2.679,-1.11211434581977,-8.98817182645992
2.68,-1.11219266489677,-8.98682427340927
2.681,-1.11227257650878,-8.98547007264123
2.682,-1.11235408191006,-8.98410922137243
2.683,-1.11243718236444,-8.98274171682059
2.684,-1.11252187914532,-8.98136755620437
2.685,-1.1126081735358,-8.97998673674329
2.686,-1.11269606682865,-8.9785992556576
2.687,-1.11278556032641,-8.9772051101682
2.688,-1.11287665534143,-8.97580429749653
2.689,-1.11296935319592,-8.97439681486444
2.69,-1.11306365522197,-8.97298265949411
2.691,-1.11315956276164,-8.97156182860797
2.692,-1.11325707716701,-8.9701343194285
2.693,-1.11335619980019,-8.96870012917826
2.694,-1.1134569320334,-8.96725925507967
2.695,-1.11355927524904,-8.96581169435497
2.696,-1.1136632308397,-8.96435744422609
2.697,-1.11376880020822,-8.96289650191454
2.698,-1.11387598476778,-8.96142886464133
2.699,-1.11398478594189,-8.95995452962685
2.7,-1.1140952051645,-8.95847349409075
2.701,-1.11420724388,-8.95698575525186
2.702,-1.11432090354332,-8.9554913103281
2.703,-1.11443618561994,-8.95399015653631
2.704,-1.11455309158597,-8.95248229109219
2.705,-1.11467162292819,-8.95096771121024
2.706,-1.11479178114411,-8.94944641410355
2.707,-1.114913567742,-8.94791839698378
2.708,-1.115036984241,-8.94638365706102
2.709,-1.11516203217108,-8.94484219154369
2.71,-1.1152887130732,-8.94329399763843
2.711,-1.11541702849927,-8.94173907255004
2.712,-1.11554698001225,-8.94017741348128
2.713,-1.11567856918622,-8.93860901763287
2.714,-1.1158117976064,-8.93703388220329
2.715,-1.1159466668692,-8.93545200438878
2.716,-1.11608317858229,-8.93386338138314
2.717,-1.11622133436467,-8.93226801037766
2.718,-1.11636113584671,-8.93066588856104
2.719,-1.11650258467018,-8.92905701311926
2.72,-1.11664568248833,-8.92744138123544
2.721,-1.11679043096597,-8.92581899008984
2.722,-1.11693683177945,-8.92418983685963
2.723,-1.11708488661682,-8.92255391871887
2.724,-1.11723459717777,-8.92091123283837
2.725,-1.11738596517379,-8.91926177638562
2.726,-1.11753899232816,-8.91760554652461
2.727,-1.11769368037602,-8.91594254041582
2.728,-1.11785003106444,-8.91427275521604
2.729,-1.11800804615247,-8.91259618807831
2.73,-1.1181677274112,-8.91091283615179
2.731,-1.11832907662381,-8.90922269658168
2.732,-1.1184920955856,-8.90752576650909
2.733,-1.11865678610414,-8.90582204307093
2.734,-1.11882314999921,-8.90411152339984
2.735,-1.11899118910294,-8.90239420462407
2.736,-1.11916090525982,-8.90067008386735
2.737,-1.1193323003268,-8.89893915824882
2.738,-1.11950537617332,-8.8972014248829
2.739,-1.11968013468137,-8.8954568808792
2.74,-1.11985657774557,-8.89370552334243
2.741,-1.12003470727319,-8.89194734937224
2.742,-1.12021452518425,-8.89018235606318
2.743,-1.12039603341156,-8.88841054050455
2.744,-1.12057923390079,-8.88663189978032
2.745,-1.1207641286105,-8.88484643096902
2.746,-1.12095071951226,-8.88305413114362
2.747,-1.12113900859062,-8.88125499737144
2.748,-1.12132899784329,-8.87944902671405
2.749,-1.12152068928108,-8.87763621622715
2.75,-1.12171408492804,-8.87581656296047
2.751,-1.12190918682149,-8.87399006395768
2.752,-1.1221059970121,-8.87215671625625
2.753,-1.12230451756394,-8.87031651688739
2.754,-1.12250475055452,-8.86846946287592
2.755,-1.12270669807492,-8.86661555124015
2.756,-1.12291036222975,-8.86475477899182
2.757,-1.12311574513733,-8.86288714313593
2.758,-1.12332284892967,-8.86101264067071
2.759,-1.12353167575254,-8.85913126858747
2.76,-1.12374222776558,-8.85724302387049
2.761,-1.12395450714231,-8.85534790349694
2.762,-1.12416851607026,-8.85344590443676
2.763,-1.12438425675094,-8.85153702365255
2.764,-1.12460173140001,-8.84962125809951
2.765,-1.12482094224727,-8.84769860472525
2.766,-1.12504189153674,-8.84576906046976
2.767,-1.12526458152676,-8.84383262226528
2.768,-1.12548901449001,-8.8418892870362
2.769,-1.12571519271361,-8.83993905169893
2.77,-1.12594311849917,-8.83798191316184
2.771,-1.12617279416286,-8.8360178683251
2.772,-1.12640422203548,-8.83404691408062
2.773,-1.12663740446252,-8.83206904731196
2.774,-1.12687234380423,-8.83008426489413
2.775,-1.12710904243569,-8.82809256369362
2.776,-1.12734750274691,-8.82609394056818
2.777,-1.12758772714281,-8.82408839236677
2.778,-1.1278297180434,-8.82207591592946
2.779,-1.12807347788375,-8.8200565080873
2.78,-1.12831900911415,-8.81803016566223
2.781,-1.12856631420008,-8.81599688546697
2.782,-1.12881539562239,-8.81395666430492
2.783,-1.12906625587727,-8.81190949897004
2.784,-1.12931889747639,-8.80985538624677
2.785,-1.12957332294694,-8.80779432290992
2.786,-1.1298295348317,-8.80572630572454
2.787,-1.13008753568913,-8.80365133144583
2.788,-1.13034732809343,-8.80156939681905
2.789,-1.1306089146346,-8.79948049857941
2.79,-1.13087229791854,-8.79738463345194
2.791,-1.1311374805671,-8.7952817981514
2.792,-1.13140446521817,-8.79317198938221
2.793,-1.13167325452575,-8.79105520383828
2.794,-1.13194385116,-8.78893143820296
2.795,-1.13221625780734,-8.7868006891489
2.796,-1.13249047717053,-8.78466295333797
2.797,-1.13276651196873,-8.78251822742113
2.798,-1.13304436493759,-8.78036650803836
2.799,-1.13332403882927,-8.77820779181852
2.8,-1.13360553641262,-8.77604207537926
2.801,-1.13388886047316,-8.77386935532693
2.802,-1.13417401381321,-8.77168962825645
2.803,-1.13446099925194,-8.76950289075121
2.804,-1.13474981962546,-8.76730913938297
2.805,-1.13504047778692,-8.76510837071179
2.806,-1.13533297660653,-8.76290058128584
2.807,-1.1356273189717,-8.76068576764138
2.808,-1.13592350778709,-8.75846392630262
2.809,-1.13622154597467,-8.75623505378159
2.81,-1.13652143647386,-8.75399914657811
2.811,-1.13682318224153,-8.7517562011796
2.812,-1.13712678625218,-8.74950621406103
2.813,-1.13743225149788,-8.74724918168478
2.814,-1.13773958098853,-8.74498510050058
2.815,-1.13804877775179,-8.74271396694537
2.816,-1.13835984483323,-8.74043577744318
2.817,-1.13867278529641,-8.73815052840508
2.818,-1.13898760222295,-8.73585821622904
2.819,-1.13930429871262,-8.73355883729981
2.82,-1.13962287788343,-8.73125238798887
2.821,-1.1399433428717,-8.72893886465425
2.822,-1.14026569683215,-8.72661826364051
2.823,-1.140589942938,-8.72429058127856
2.824,-1.14091608438103,-8.72195581388559
2.825,-1.1412441243717,-8.71961395776497
2.826,-1.14157406613917,-8.71726500920613
2.827,-1.14190591293149,-8.7149089644845
2.828,-1.14223966801559,-8.7125458198613
2.829,-1.14257533467742,-8.71017557158357
2.83,-1.14291291622203,-8.70779821588396
2.831,-1.14325241597366,-8.70541374898067
2.832,-1.14359383727582,-8.70302216707736
2.833,-1.14393718349136,-8.70062346636301
2.834,-1.14428245800262,-8.69821764301182
2.835,-1.14462966421147,-8.69580469318315
2.836,-1.14497880553941,-8.69338461302135
2.837,-1.14532988542768,-8.6909573986557
2.838,-1.14568290733733,-8.68852304620031
2.839,-1.14603787474932,-8.68608155175397
2.84,-1.14639479116462,-8.68363291140009
2.841,-1.14675366010431,-8.68117712120658
2.842,-1.14711448510965,-8.67871417722574
2.843,-1.14747726974218,-8.67624407549416
2.844,-1.14784201758383,-8.67376681203262
2.845,-1.14820873223701,-8.671282382846
2.846,-1.14857741732471,-8.66879078392312
2.847,-1.14894807649058,-8.66629201123671
2.848,-1.14932071339904,-8.66378606074323
2.849,-1.14969533173537,-8.66127292838287
2.85,-1.15007193520584,-8.65875261007931
2.851,-1.15045052753773,-8.65622510173972
2.852,-1.15083111247954,-8.65369039925463
2.853,-1.15121369380098,-8.6511484984978
2.854,-1.15159827529316,-8.64859939532612
2.855,-1.15198486076863,-8.64604308557958
2.856,-1.15237345406152,-8.64347956508104
2.857,-1.1527640590276,-8.64090882963622
2.858,-1.15315667954443,-8.63833087503357
2.859,-1.15355131951143,-8.63574569704414
2.86,-1.15394798285001,-8.63315329142155
2.861,-1.15434667350364,-8.63055365390176
2.862,-1.15474739543798,-8.62794678020311
2.863,-1.15515015264098,-8.6253326660261
2.864,-1.15555494912299,-8.62271130705336
2.865,-1.15596178891685,-8.62008269894951
2.866,-1.15637067607802,-8.61744683736106
2.867,-1.15678161468466,-8.61480371791631
2.868,-1.15719460883778,-8.61215333622527
2.869,-1.1576096626613,-8.60949568787949
2.87,-1.15802678030221,-8.60683076845204
2.871,-1.15844596593061,-8.60415857349734
2.872,-1.1588672237399,-8.60147909855111
2.873,-1.15929055794685,-8.5987923391302
2.874,-1.15971597279172,-8.59609829073255
2.875,-1.16014347253834,-8.59339694883704
2.876,-1.1605730614743,-8.59068830890343
2.877,-1.16100474391098,-8.58797236637223
2.878,-1.16143852418373,-8.58524911666459
2.879,-1.16187440665194,-8.58251855518219
2.88,-1.16231239569916,-8.57978067730718
2.881,-1.16275249573327,-8.57703547840205
2.882,-1.16319471118653,-8.5742829538095
2.883,-1.16363904651572,-8.57152309885238
2.884,-1.16408550620229,-8.56875590883355
2.885,-1.16453409475242,-8.56598137903583
2.886,-1.16498481669721,-8.56319950472183
2.887,-1.16543767659273,-8.56041028113388
2.888,-1.16589267902019,-8.55761370349394
2.889,-1.16634982858605,-8.55480976700347
2.89,-1.16680912992214,-8.55199846684335
2.891,-1.16727058768578,-8.54917979817376
2.892,-1.16773420655989,-8.54635375613407
2.893,-1.16819999125318,-8.54352033584276
2.894,-1.16866794650019,-8.5406795323973
2.895,-1.16913807706145,-8.53783134087408
2.896,-1.16961038772365,-8.53497575632823
2.897,-1.17008488329969,-8.53211277379361
2.898,-1.17056156862888,-8.52924238828265
2.899,-1.17104044857701,-8.52636459478626
2.9,-1.17152152803653,-8.52347938827372
2.901,-1.17200481192665,-8.5205867636926
2.902,-1.17249030519349,-8.51768671596863
2.903,-1.17297801281019,-8.51477924000563
2.904,-1.17346793977707,-8.51186433068537
2.905,-1.17396009112174,-8.50894198286749
2.906,-1.17445447189924,-8.5060121913894
2.907,-1.17495108719222,-8.50307495106614
2.908,-1.175449942111,-8.50013025669037
2.909,-1.17595104179375,-8.49717810303215
2.91,-1.17645439140663,-8.49421848483891
2.911,-1.17695999614394,-8.49125139683532
2.912,-1.1774678612282,-8.48827683372324
2.913,-1.17797799191039,-8.48529479018152
2.914,-1.17849039346998,-8.48230526086599
2.915,-1.17900507121517,-8.47930824040932
2.916,-1.17952203048297,-8.47630372342091
2.917,-1.18004127663935,-8.47329170448681
2.918,-1.18056281507944,-8.4702721781696
2.919,-1.1810866512276,-8.4672451390083
2.92,-1.18161279053761,-8.46421058151825
2.921,-1.18214123849283,-8.46116850019104
2.922,-1.1826720006063,-8.45811888949438
2.923,-1.18320508242094,-8.45506174387202
2.924,-1.18374048950966,-8.45199705774362
2.925,-1.18427822747555,-8.44892482550467
2.926,-1.184818301952,-8.4458450415264
2.927,-1.18536071860285,-8.44275770015565
2.928,-1.1859054831226,-8.43966279571478
2.929,-1.18645260123648,-8.43656032250158
2.93,-1.18700207870068,-8.43345027478916
2.931,-1.18755392130246,-8.43033264682584
2.932,-1.18810813486034,-8.42720743283507
2.933,-1.18866472522423,-8.42407462701532
2.934,-1.18922369827561,-8.42093422353995
2.935,-1.18978505992768,-8.41778621655717
2.936,-1.19034881612554,-8.41463060018989
2.937,-1.19091497284633,-8.41146736853563
2.938,-1.19148353609941,-8.40829651566643
2.939,-1.1920545119265,-8.40511803562877
2.94,-1.19262790640188,-8.40193192244339
2.941,-1.19320372563255,-8.39873817010529
2.942,-1.19378197575836,-8.39553677258356
2.943,-1.19436266295224,-8.39232772382133
2.944,-1.19494579342033,-8.38911101773563
2.945,-1.19553137340214,-8.38588664821728
2.946,-1.19611940917078,-8.38265460913085
2.947,-1.19670990703305,-8.37941489431452
2.948,-1.19730287332971,-8.37616749757997
2.949,-1.19789831443555,-8.37291241271232
2.95,-1.19849623675968,-8.36964963346998
2.951,-1.1990966467456,-8.3663791535846
2.952,-1.19969955087148,-8.36310096676094
2.953,-1.20030495565023,-8.35981506667678
2.954,-1.2009128676298,-8.35652144698282
2.955,-1.20152329339326,-8.3532201013026
2.956,-1.20213623955905,-8.34991102323235
2.957,-1.20275171278113,-8.34659420634095
2.958,-1.20336971974918,-8.34326964416981
2.959,-1.20399026718878,-8.33993733023276
2.96,-1.20461336186162,-8.33659725801595
2.961,-1.20523901056565,-8.3332494209778
2.962,-1.20586722013531,-8.3298938125488
2.963,-1.20649799744169,-8.32653042613154
2.964,-1.20713134939274,-8.32315925510052
2.965,-1.20776728293349,-8.31978029280208
2.966,-1.20840580504617,-8.31639353255431
2.967,-1.20904692275049,-8.31299896764695
2.968,-1.2096906431038,-8.30959659134127
2.969,-1.21033697320128,-8.30618639687003
2.97,-1.21098592017616,-8.30276837743729
2.971,-1.21163749119991,-8.29934252621844
2.972,-1.21229169348246,-8.29590883635995
2.973,-1.21294853427238,-8.29246730097943
2.974,-1.2136080208571,-8.28901791316541
2.975,-1.21427016056314,-8.28556066597731
2.976,-1.21493496075627,-8.28209555244533
2.977,-1.21560242884176,-8.27862256557033
2.978,-1.21627257226455,-8.27514169832379
2.979,-1.21694539850954,-8.27165294364765
2.98,-1.2176209151017,-8.26815629445424
2.981,-1.21829912960639,-8.26465174362621
2.982,-1.21898004962948,-8.26113928401641
2.983,-1.21966368281764,-8.25761890844777
2.984,-1.22035003685854,-8.25409060971327
2.985,-1.22103911948106,-8.25055438057579
2.986,-1.22173093845551,-8.24701021376802
2.987,-1.22242550159387,-8.2434581019924
2.988,-1.22312281675002,-8.23989803792101
2.989,-1.22382289181994,-8.23633001419544
2.99,-1.22452573474196,-8.23275402342675
2.991,-1.22523135349701,-8.22917005819536
2.992,-1.22593975610877,-8.22557811105092
2.993,-1.22665095064403,-8.22197817451227
2.994,-1.22736494521279,-8.21837024106733
2.995,-1.22808174796862,-8.21475430317297
2.996,-1.22880136710881,-8.21113035325496
2.997,-1.22952381087464,-8.20749838370788
2.998,-1.23024908755162,-8.203858386895
2.999,-1.23097720546974,-8.20021035514818
3,-1.23170817300371,-8.19655428076785
3.001,-1.2324419985732,-8.1928901560228
3.002,-1.23317869064309,-8.18921797315022
3.003,-1.23391825772372,-8.18553772435548
3.004,-1.23466070837117,-8.18184940181214
3.005,-1.23540605118742,-8.17815299766181
3.006,-1.23615429482074,-8.17444850401408
3.007,-1.23690544796583,-8.17073591294641
3.008,-1.23765951936416,-8.16701521650403
3.009,-1.23841651780415,-8.16328640669991
3.01,-1.23917645212151,-8.1595494755146
3.011,-1.23993933119944,-8.15580441489617
3.012,-1.24070516396895,-8.15205121676011
3.013,-1.24147395940909,-8.14828987298929
3.014,-1.2422457265472,-8.14452037543379
3.015,-1.24302047445926,-8.14074271591086
3.016,-1.24379821227006,-8.13695688620484
3.017,-1.24457894915355,-8.13316287806705
3.018,-1.24536269433309,-8.1293606832157
3.019,-1.24614945708173,-8.1255502933358
3.02,-1.24693924672246,-8.12173170007911
3.021,-1.24773207262856,-8.117904895064
3.022,-1.24852794422381,-8.11406986987539
3.023,-1.24932687098283,-8.11022661606469
3.024,-1.25012886243132,-8.10637512514963
3.025,-1.25093392814641,-8.10251538861429
3.026,-1.25174207775688,-8.0986473979089
3.027,-1.25255332094351,-8.09477114444984
3.028,-1.25336766743933,-8.0908866196195
3.029,-1.25418512703,-8.08699381476624
3.03,-1.25500570955399,-8.08309272120425
3.031,-1.25582942490296,-8.07918333021351
3.032,-1.25665628302207,-8.07526563303971
3.033,-1.25748629391024,-8.07133962089412
3.034,-1.25831946762047,-8.06740528495355
3.035,-1.25915581426018,-8.06346261636025
3.036,-1.2599953439915,-8.05951160622183
3.037,-1.26083806703158,-8.05555224561117
3.038,-1.26168399365292,-8.05158452556634
3.039,-1.26253313418366,-8.04760843709053
3.04,-1.26338549900795,-8.04362397115194
3.041,-1.26424109856622,-8.03963111868377
3.042,-1.26509994335555,-8.03562987058401
3.043,-1.26596204392997,-8.03162021771549
3.044,-1.2668274109008,-8.02760215090573
3.045,-1.26769605493695,-8.02357566094689
3.046,-1.26856798676536,-8.01954073859563
3.047,-1.26944321717116,-8.01549737457313
3.048,-1.27032175699818,-8.01144555956493
3.049,-1.27120361714923,-8.00738528422088
3.05,-1.27208880858637,-8.00331653915507
3.051,-1.27297734233137,-7.99923931494572
3.052,-1.27386922946602,-7.99515360213514
3.053,-1.27476448113243,-7.99105939122965
3.054,-1.27566310853347,-7.98695667269947
3.055,-1.27656512293303,-7.98284543697867
3.056,-1.2774705356565,-7.9787256744651
3.057,-1.27837935809099,-7.97459737552027
3.058,-1.27929160168581,-7.97046053046934
3.059,-1.28020727795278,-7.96631512960101
3.06,-1.28112639846661,-7.96216116316743
3.061,-1.28204897486529,-7.95799862138415
3.062,-1.2829750188504,-7.95382749443006
3.063,-1.28390454218759,-7.94964777244726
3.064,-1.28483755670687,-7.94545944554105
3.065,-1.28577407430303,-7.94126250377984
3.066,-1.28671410693602,-7.93705693719504
3.067,-1.28765766663135,-7.93284273578106
3.068,-1.28860476548046,-7.92861988949516
3.069,-1.28955541564113,-7.92438838825744
3.07,-1.29050962933785,-7.92014822195073
3.071,-1.29146741886224,-7.91589938042056
3.072,-1.29242879657347,-7.91164185347506
3.073,-1.29339377489863,-7.90737563088489
3.074,-1.29436236633316,-7.90310070238319
3.075,-1.29533458344123,-7.89881705766551
3.076,-1.29631043885619,-7.89452468638973
3.077,-1.29728994528097,-7.89022357817601
3.078,-1.29827311548851,-7.8859137226067
3.079,-1.29925996232216,-7.8815951092263
3.08,-1.30025049869613,-7.87726772754139
3.081,-1.30124473759589,-7.87293156702055
3.082,-1.30224269207864,-7.8685866170943
3.083,-1.30324437527371,-7.86423286715505
3.084,-1.30424980038303,-7.85987030655705
3.085,-1.30525898068153,-7.85549892461627
3.086,-1.30627192951761,-7.85111871061039
3.087,-1.30728866031361,-7.84672965377872
3.088,-1.30830918656621,-7.84233174332217
3.089,-1.30933352184692,-7.83792496840312
3.09,-1.31036167980253,-7.83350931814544
3.091,-1.31139367415556,-7.82908478163438
3.092,-1.31242951870475,-7.82465134791652
3.093,-1.31346922732548,-7.82020900599972
3.094,-1.31451281397029,-7.81575774485308
3.095,-1.31556029266935,-7.81129755340686
3.096,-1.31661167753089,-7.80682842055239
3.097,-1.31766698274173,-7.80235033514212
3.098,-1.31872622256774,-7.79786328598944
3.099,-1.31978941135436,-7.79336726186872
3.1,-1.32085656352707,-7.78886225151522
3.101,-1.32192769359185,-7.78434824362503
3.102,-1.32300281613574,-7.77982522685502
3.103,-1.3240819458273,-7.77529318982282
3.104,-1.32516509741717,-7.77075212110673
3.105,-1.32625228573851,-7.76620200924569
3.106,-1.32734352570756,-7.76164284273922
3.107,-1.32843883232414,-7.7570746100474
3.108,-1.32953822067219,-7.75249729959078
3.109,-1.33064170592028,-7.74791089975035
3.11,-1.33174930332214,-7.74331539886753
3.111,-1.33286102821721,-7.73871078524404
3.112,-1.33397689603113,-7.73409704714196
3.113,-1.33509692227638,-7.72947417278361
3.114,-1.33622112255269,-7.72484215035153
3.115,-1.33734951254769,-7.72020096798843
3.116,-1.33848210803747,-7.71555061379717
3.117,-1.33961892488704,-7.7108910758407
3.118,-1.34075997905102,-7.70622234214203
3.119,-1.34190528657407,-7.70154440068417
3.12,-1.3430548635916,-7.69685723941014
3.121,-1.34420872633022,-7.69216084622287
3.122,-1.34536689110842,-7.68745520898519
3.123,-1.34652937433708,-7.68274031551983
3.124,-1.34769619252011,-7.67801615360932
3.125,-1.34886736225497,-7.673282710996
3.126,-1.35004290023338,-7.66853997538199
3.127,-1.35122282324182,-7.66378793442913
3.128,-1.35240714816216,-7.65902657575894
3.129,-1.35359589197233,-7.65425588695266
3.13,-1.35478907174683,-7.64947585555111
3.131,-1.35598670465744,-7.64468646905478
3.132,-1.35718880797379,-7.63988771492373
3.133,-1.35839539906404,-7.63507958057754
3.134,-1.35960649539547,-7.63026205339536
3.135,-1.36082211453512,-7.62543512071587
3.136,-1.36204227415044,-7.62059876983716
3.137,-1.36326699200997,-7.61575298801686
3.138,-1.36449628598395,-7.61089776247198
3.139,-1.36573017404499,-7.60603308037899
3.14,-1.36696867426877,-7.60115892887373
3.141,-1.36821180483462,-7.59627529505143
3.142,-1.36945958402628,-7.5913821659667
3.143,-1.37071203023257,-7.58647952863346
3.144,-1.37196916194803,-7.58156737002501
3.145,-1.3732309977736,-7.57664567707391
3.146,-1.3744975564174,-7.57171443667206
3.147,-1.37576885669533,-7.56677363567065
3.148,-1.37704491753185,-7.56182326088013
3.149,-1.37832575796065,-7.55686329907024
3.15,-1.37961139712536,-7.55189373696996
3.151,-1.38090185428031,-7.54691456126756
3.152,-1.38219714879121,-7.54192575861052
3.153,-1.38349730013593,-7.53692731560558
3.154,-1.38480232790518,-7.53191921881872
3.155,-1.38611225180333,-7.52690145477514
3.156,-1.38742709164909,-7.52187400995931
3.157,-1.38874686737629,-7.5168368708149
3.158,-1.39007159903467,-7.51179002374483
3.159,-1.3914013067906,-7.50673345511124
3.16,-1.39273601092786,-7.50166715123555
3.161,-1.39407573184848,-7.49659109839839
3.162,-1.39542049007343,-7.49150528283967
3.163,-1.39677030624348,-7.48640969075854
3.164,-1.39812520111999,-7.48130430831343
3.165,-1.3994851955857,-7.47618912162204
3.166,-1.40085031064551,-7.47106411676138
3.167,-1.40222056742735,-7.46592927976775
3.168,-1.403595987183,-7.46078459663678
3.169,-1.40497659128886,-7.45563005332343
3.17,-1.40636240124685,-7.45046563574203
3.171,-1.40775343868521,-7.44529132976624
3.172,-1.4091497253594,-7.44010712122916
3.173,-1.41055128315288,-7.43491299592328
3.174,-1.41195813407805,-7.42970893960054
3.175,-1.41337030027706,-7.42449493797234
3.176,-1.41478780402271,-7.41927097670956
3.177,-1.41621066771935,-7.41403704144262
3.178,-1.41763891390373,-7.40879311776146
3.179,-1.41907256524595,-7.40353919121563
3.18,-1.42051164455029,-7.39827524731428
3.181,-1.42195617475619,-7.3930012715262
3.182,-1.42340617893913,-7.38771724927986
3.183,-1.4248616803116,-7.38242316596349
3.184,-1.42632270222396,-7.37711900692502
3.185,-1.42778926816544,-7.37180475747224
3.186,-1.42926140176506,-7.36648040287275
3.187,-1.4307391267926,-7.36114592835406
3.188,-1.43222246715958,-7.35580131910362
3.189,-1.43371144692015,-7.35044656026884
3.19,-1.4352060902722,-7.34508163695719
3.191,-1.43670642155822,-7.33970653423622
3.192,-1.43821246526636,-7.33432123713364
3.193,-1.43972424603143,-7.32892573063733
3.194,-1.44124178863589,-7.32351999969544
3.195,-1.44276511801089,-7.31810402921646
3.196,-1.44429425923727,-7.31267780406921
3.197,-1.44582923754661,-7.30724130908299
3.198,-1.44737007832229,-7.30179452904761
3.199,-1.44891680710051,-7.2963374487134
3.2,-1.45046944957137,-7.29087005279141
3.201,-1.45202803157992,-7.28539232595336
3.202,-1.45359257912728,-7.27990425283177
3.203,-1.45516311837167,-7.27440581802003
3.204,-1.45673967562952,-7.26889700607247
3.205,-1.45832227737664,-7.26337780150445
3.206,-1.4599109502492,-7.25784818879243
3.207,-1.461505721045,-7.25230815237407
3.208,-1.46310661672449,-7.24675767664831
3.209,-1.46471366441194,-7.24119674597543
3.21,-1.46632689139664,-7.23562534467721
3.211,-1.46794632513398,-7.23004345703695
3.212,-1.46957199324667,-7.22445106729963
3.213,-1.47120392352591,-7.21884815967194
3.214,-1.47284214393256,-7.21323471832244
3.215,-1.47448668259834,-7.20761072738163
3.216,-1.47613756782709,-7.20197617094208
3.217,-1.47779482809585,-7.19633103305852
3.218,-1.47945849205626,-7.19067529774794
3.219,-1.48112858853567,-7.18500894898973
3.22,-1.48280514653847,-7.17933197072579
3.221,-1.48448819524728,-7.17364434686062
3.222,-1.48617776402423,-7.16794606126148
3.223,-1.48787388241229,-7.16223709775849
3.224,-1.48957658013649,-7.15651744014477
