"Freq [GHz]","S(1,1) []"
3.577,-0.785561548379361 + 0.531763245639124i
3.578,-0.785136124727429 + 0.532491610484593i
3.579,-0.784709970572473 + 0.533218783241554i
3.58,-0.784283086770658 + 0.533944769714808i
3.581,-0.783855474151213 + 0.534669575672904i
3.582,-0.783427133516648 + 0.535393206848366i
3.583,-0.782998065642976 + 0.536115668937928i
3.584,-0.782568271279941 + 0.536836967602757i
3.585,-0.782137751151222 + 0.537557108468679i
3.586,-0.781706505954653 + 0.538276097126399i
3.587,-0.781274536362435 + 0.538993939131727i
3.588,-0.78084184302134 + 0.539710640005795i
3.589,-0.780408426552916 + 0.540426205235273i
3.59,-0.779974287553693 + 0.541140640272589i
3.591,-0.779539426595381 + 0.541853950536135i
3.592,-0.779103844225063 + 0.542566141410491i
3.593,-0.778667540965396 + 0.543277218246623i
3.594,-0.7782305173148 + 0.543987186362102i
3.595,-0.777792773747647 + 0.544696051041303i
3.596,-0.777354310714445 + 0.545403817535615i
3.597,-0.776915128642031 + 0.546110491063642i
3.598,-0.776475227933744 + 0.546816076811408i
3.599,-0.776034608969607 + 0.547520579932552i
3.6,-0.775593272106508 + 0.548224005548531i
3.601,-0.775151217678369 + 0.548926358748812i
3.602,-0.774708445996323 + 0.549627644591076i
3.603,-0.774264957348882 + 0.550327868101397i
3.604,-0.773820752002103 + 0.551027034274449i
3.605,-0.773375830199759 + 0.551725148073683i
3.606,-0.772930192163497 + 0.552422214431531i
3.607,-0.772483838093001 + 0.553118238249572i
3.608,-0.772036768166153 + 0.553813224398737i
3.609,-0.771588982539185 + 0.554507177719482i
3.61,-0.771140481346839 + 0.555200103021972i
3.611,-0.770691264702516 + 0.555892005086264i
3.612,-0.77024133269843 + 0.556582888662483i
3.613,-0.769790685405753 + 0.557272758471002i
3.614,-0.769339322874762 + 0.557961619202616i
3.615,-0.768887245134984 + 0.558649475518716i
3.616,-0.768434452195342 + 0.559336332051467i
3.617,-0.76798094404429 + 0.560022193403971i
3.618,-0.767526720649952 + 0.560707064150447i
3.619,-0.767071781960266 + 0.561390948836389i
3.62,-0.766616127903107 + 0.56207385197874i
3.621,-0.766159758386432 + 0.562755778066057i
3.622,-0.765702673298403 + 0.563436731558668i
3.623,-0.765244872507518 + 0.564116716888851i
3.624,-0.764786355862741 + 0.564795738460974i
3.625,-0.764327123193625 + 0.565473800651668i
3.626,-0.763867174310438 + 0.566150907809988i
3.627,-0.763406509004281 + 0.566827064257557i
3.628,-0.762945127047215 + 0.567502274288733i
3.629,-0.762483028192375 + 0.56817654217076i
3.63,-0.762020212174088 + 0.568849872143919i
3.631,-0.761556678707988 + 0.569522268421679i
3.632,-0.761092427491133 + 0.570193735190852i
3.633,-0.76062745820211 + 0.570864276611736i
3.634,-0.76016177050116 + 0.571533896818264i
3.635,-0.759695364030264 + 0.572202599918153i
3.636,-0.759228238413271 + 0.572870389993047i
3.637,-0.758760393255996 + 0.573537271098657i
3.638,-0.758291828146325 + 0.574203247264908i
3.639,-0.757822542654312 + 0.574868322496077i
3.64,-0.757352536332293 + 0.575532500770933i
3.641,-0.756881808714973 + 0.57619578604288i
3.642,-0.756410359319531 + 0.57685818224008i
3.643,-0.755938187645714 + 0.57751969326561i
3.644,-0.755465293175936 + 0.578180322997575i
3.645,-0.754991675375368 + 0.578840075289256i
3.646,-0.75451733369203 + 0.579498953969237i
3.647,-0.75404226755689 + 0.580156962841532i
3.648,-0.753566476383943 + 0.580814105685719i
3.649,-0.753089959570306 + 0.58147038625707i
3.65,-0.752612716496303 + 0.582125808286674i
3.651,-0.752134746525549 + 0.582780375481562i
3.652,-0.75165604900504 + 0.583434091524837i
3.653,-0.75117662326523 + 0.584086960075791i
3.654,-0.750696468620118 + 0.584738984770033i
3.655,-0.75021558436732 + 0.585390169219608i
3.656,-0.749733969788162 + 0.586040517013114i
3.657,-0.749251624147739 + 0.586690031715825i
3.658,-0.748768546695014 + 0.587338716869806i
3.659,-0.748284736662874 + 0.587986575994031i
3.66,-0.747800193268216 + 0.588633612584498i
3.661,-0.747314915712014 + 0.589279830114343i
3.662,-0.746828903179393 + 0.589925232033953i
3.663,-0.746342154839703 + 0.590569821771077i
3.664,-0.745854669846582 + 0.591213602730939i
3.665,-0.74536644733803 + 0.591856578296345i
3.666,-0.744877486436472 + 0.592498751827794i
3.667,-0.744387786248826 + 0.593140126663586i
3.668,-0.743897345866569 + 0.593780706119923i
3.669,-0.743406164365799 + 0.594420493491025i
3.67,-0.7429142408073 + 0.595059492049221i
3.671,-0.7424215742366 + 0.595697705045064i
3.672,-0.741928163684035 + 0.596335135707424i
3.673,-0.741434008164805 + 0.596971787243596i
3.674,-0.740939106679039 + 0.597607662839398i
3.675,-0.740443458211843 + 0.598242765659267i
3.676,-0.739947061733365 + 0.598877098846359i
3.677,-0.739449916198847 + 0.599510665522647i
3.678,-0.738952020548675 + 0.600143468789018i
3.679,-0.738453373708441 + 0.600775511725362i
3.68,-0.737953974588989 + 0.601406797390673i
3.681,-0.737453822086468 + 0.602037328823136i
3.682,-0.736952915082382 + 0.602667109040224i
3.683,-0.73645125244364 + 0.603296141038782i
3.684,-0.735948833022605 + 0.603924427795127i
3.685,-0.735445655657141 + 0.604551972265126i
3.686,-0.734941719170658 + 0.60517877738429i
3.687,-0.734437022372159 + 0.605804846067862i
3.688,-0.733931564056285 + 0.606430181210895i
3.689,-0.73342534300336 + 0.607054785688348i
3.69,-0.73291835797943 + 0.607678662355161i
3.691,-0.732410607736307 + 0.608301814046343i
3.692,-0.73190209101161 + 0.608924243577051i
3.693,-0.731392806528808 + 0.609545953742674i
3.694,-0.730882752997256 + 0.61016694731891i
3.695,-0.73037192911223 + 0.610787227061846i
3.696,-0.729860333554976 + 0.61140679570804i
3.697,-0.729347964992733 + 0.612025655974592i
3.698,-0.728834822078779 + 0.612643810559226i
3.699,-0.728320903452462 + 0.613261262140361i
3.7,-0.727806207739233 + 0.61387801337719i
3.701,-0.727290733550684 + 0.614494066909749i
3.702,-0.726774479484574 + 0.615109425358993i
3.703,-0.726257444124868 + 0.615724091326866i
3.704,-0.725739626041762 + 0.616338067396375i
3.705,-0.725221023791718 + 0.616951356131652i
3.706,-0.724701635917488 + 0.617563960078035i
3.707,-0.724181460948149 + 0.618175881762126i
3.708,-0.723660497399126 + 0.618787123691863i
3.709,-0.723138743772221 + 0.619397688356583i
3.71,-0.722616198555636 + 0.620007578227096i
3.711,-0.722092860224008 + 0.620616795755739i
3.712,-0.721568727238421 + 0.621225343376444i
3.713,-0.721043798046442 + 0.621833223504803i
3.714,-0.720518071082134 + 0.62244043853813i
3.715,-0.719991544766086 + 0.623046990855516i
3.716,-0.719464217505433 + 0.623652882817896i
3.717,-0.718936087693873 + 0.624258116768109i
3.718,-0.718407153711697 + 0.624862695030947i
3.719,-0.717877413925796 + 0.625466619913227i
3.72,-0.717346866689692 + 0.626069893703834i
3.721,-0.716815510343551 + 0.626672518673787i
3.722,-0.716283343214195 + 0.627274497076291i
3.723,-0.715750363615133 + 0.627875831146786i
3.724,-0.715216569846564 + 0.628476523103012i
3.725,-0.7146819601954 + 0.62907657514505i
3.726,-0.714146532935278 + 0.629675989455381i
3.727,-0.713610286326575 + 0.630274768198934i
3.728,-0.713073218616422 + 0.630872913523138i
3.729,-0.712535328038718 + 0.631470427557967i
3.73,-0.71199661281414 + 0.632067312415999i
3.731,-0.711457071150155 + 0.632663570192447i
3.732,-0.710916701241034 + 0.633259202965224i
3.733,-0.710375501267859 + 0.633854212794974i
3.734,-0.709833469398537 + 0.634448601725129i
3.735,-0.7092906037878 + 0.635042371781944i
3.736,-0.708746902577227 + 0.635635524974547i
3.737,-0.708202363895241 + 0.636228063294979i
3.738,-0.707656985857121 + 0.636819988718235i
3.739,-0.707110766565009 + 0.637411303202311i
3.74,-0.706563704107913 + 0.638002008688236i
3.741,-0.706015796561716 + 0.638592107100119i
3.742,-0.705467041989182 + 0.639181600345181i
3.743,-0.704917438439952 + 0.639770490313801i
3.744,-0.704366983950559 + 0.640358778879545i
3.745,-0.703815676544423 + 0.640946467899208i
3.746,-0.703263514231858 + 0.641533559212851i
3.747,-0.70271049501007 + 0.642120054643826i
3.748,-0.702156616863165 + 0.642705955998824i
3.749,-0.701601877762142 + 0.643291265067895i
3.75,-0.701046275664899 + 0.643875983624493i
3.751,-0.700489808516231 + 0.644460113425496i
3.752,-0.699932474247827 + 0.645043656211244i
3.753,-0.699374270778274 + 0.64562661370557i
3.754,-0.698815196013048 + 0.646208987615824i
3.755,-0.698255247844519 + 0.646790779632903i
3.756,-0.697694424151943 + 0.647371991431287i
3.757,-0.697132722801459 + 0.647952624669051i
3.758,-0.696570141646087 + 0.648532680987905i
3.759,-0.696006678525721 + 0.649112162013213i
3.76,-0.695442331267126 + 0.649691069354018i
3.761,-0.694877097683932 + 0.650269404603067i
3.762,-0.694310975576626 + 0.650847169336834i
3.763,-0.693743962732548 + 0.651424365115544i
3.764,-0.693176056925881 + 0.652000993483189i
3.765,-0.692607255917646 + 0.652577055967557i
3.766,-0.692037557455691 + 0.653152554080248i
3.767,-0.691466959274685 + 0.65372748931669i
3.768,-0.690895459096107 + 0.654301863156162i
3.769,-0.690323054628237 + 0.654875677061812i
3.77,-0.689749743566145 + 0.655448932480673i
3.771,-0.689175523591681 + 0.656021630843678i
3.772,-0.688600392373464 + 0.656593773565676i
3.773,-0.688024347566869 + 0.657165362045449i
3.774,-0.687447386814017 + 0.657736397665723i
3.775,-0.686869507743759 + 0.658306881793182i
3.776,-0.686290707971665 + 0.658876815778482i
3.777,-0.685710985100013 + 0.659446200956262i
3.778,-0.685130336717768 + 0.660015038645153i
3.779,-0.684548760400573 + 0.660583330147791i
3.78,-0.683966253710735 + 0.661151076750825i
3.781,-0.683382814197202 + 0.661718279724924i
3.782,-0.682798439395554 + 0.66228494032479i
3.783,-0.682213126827984 + 0.662851059789156i
3.784,-0.681626874003281 + 0.663416639340805i
3.785,-0.681039678416815 + 0.663981680186564i
3.786,-0.680451537550513 + 0.664546183517313i
3.787,-0.679862448872848 + 0.665110150507993i
3.788,-0.679272409838817 + 0.665673582317602i
3.789,-0.678681417889917 + 0.666236480089203i
3.79,-0.678089470454136 + 0.666798844949923i
3.791,-0.677496564945925 + 0.667360678010957i
3.792,-0.676902698766175 + 0.667921980367562i
3.793,-0.676307869302208 + 0.668482753099064i
3.794,-0.67571207392774 + 0.669042997268852i
3.795,-0.675115310002874 + 0.669602713924376i
3.796,-0.674517574874065 + 0.670161904097148i
3.797,-0.673918865874104 + 0.670720568802731i
3.798,-0.673319180322097 + 0.671278709040742i
3.799,-0.672718515523433 + 0.671836325794843i
3.8,-0.672116868769771 + 0.672393420032737i
3.801,-0.671514237339003 + 0.672949992706156i
3.802,-0.670910618495239 + 0.673506044750862i
3.803,-0.670306009488777 + 0.674061577086632i
3.804,-0.669700407556081 + 0.674616590617251i
3.805,-0.669093809919748 + 0.6751710862305i
3.806,-0.668486213788489 + 0.675725064798153i
3.807,-0.667877616357097 + 0.676278527175953i
3.808,-0.667268014806422 + 0.676831474203612i
3.809,-0.666657406303341 + 0.677383906704789i
3.81,-0.666045788000732 + 0.677935825487082i
3.811,-0.665433157037446 + 0.678487231342009i
3.812,-0.664819510538272 + 0.679038125044997i
3.813,-0.664204845613916 + 0.67958850735536i
3.814,-0.663589159360965 + 0.680138379016289i
3.815,-0.66297244886186 + 0.68068774075483i
3.816,-0.66235471118486 + 0.681236593281862i
3.817,-0.661735943384021 + 0.681784937292085i
3.818,-0.661116142499153 + 0.682332773463997i
3.819,-0.660495305555797 + 0.682880102459869i
3.82,-0.659873429565185 + 0.683426924925727i
3.821,-0.659250511524219 + 0.683973241491332i
3.822,-0.658626548415421 + 0.684519052770147i
3.823,-0.658001537206916 + 0.685064359359325i
3.824,-0.657375474852387 + 0.685609161839673i
3.825,-0.656748358291048 + 0.686153460775634i
3.826,-0.656120184447603 + 0.686697256715254i
3.827,-0.655490950232217 + 0.687240550190158i
3.828,-0.654860652540478 + 0.687783341715525i
3.829,-0.654229288253356 + 0.688325631790047i
3.83,-0.653596854237177 + 0.688867420895912i
3.831,-0.65296334734358 + 0.689408709498766i
3.832,-0.652328764409482 + 0.689949498047682i
3.833,-0.651693102257037 + 0.690489786975129i
3.834,-0.651056357693605 + 0.691029576696937i
3.835,-0.650418527511708 + 0.691568867612263i
3.836,-0.649779608488996 + 0.692107660103559i
3.837,-0.649139597388202 + 0.692645954536525i
3.838,-0.648498490957114 + 0.693183751260091i
3.839,-0.647856285928519 + 0.693721050606358i
3.84,-0.647212979020183 + 0.694257852890578i
3.841,-0.646568566934791 + 0.6947941584111i
3.842,-0.64592304635992 + 0.695329967449338i
3.843,-0.645276413967995 + 0.695865280269729i
3.844,-0.644628666416243 + 0.696400097119686i
3.845,-0.643979800346655 + 0.696934418229561i
3.846,-0.643329812385946 + 0.697468243812597i
3.847,-0.642678699145507 + 0.698001574064885i
3.848,-0.642026457221367 + 0.698534409165317i
3.849,-0.641373083194147 + 0.699066749275539i
3.85,-0.640718573629018 + 0.69959859453991i
3.851,-0.640062925075658 + 0.700129945085443i
3.852,-0.639406134068203 + 0.700660801021759i
3.853,-0.63874819712521 + 0.701191162441046i
3.854,-0.638089110749603 + 0.701721029417994i
3.855,-0.637428871428641 + 0.702250402009752i
3.856,-0.636767475633854 + 0.702779280255873i
3.857,-0.636104919821013 + 0.703307664178256i
3.858,-0.635441200430078 + 0.703835553781096i
3.859,-0.634776313885149 + 0.704362949050829i
3.86,-0.634110256594422 + 0.704889849956068i
3.861,-0.633443024950144 + 0.705416256447552i
3.862,-0.632774615328554 + 0.705942168458089i
3.863,-0.632105024089855 + 0.706467585902485i
3.864,-0.631434247578143 + 0.706992508677496i
3.865,-0.630762282121376 + 0.70751693666176i
3.866,-0.630089124031315 + 0.708040869715734i
3.867,-0.629414769603479 + 0.708564307681636i
3.868,-0.628739215117094 + 0.709087250383371i
3.869,-0.628062456835044 + 0.709609697626477i
3.87,-0.627384491003819 + 0.710131649198045i
3.871,-0.626705313853465 + 0.710653104866666i
3.872,-0.626024921597536 + 0.711174064382348i
3.873,-0.625343310433035 + 0.71169452747646i
3.874,-0.62466047654037 + 0.712214493861652i
3.875,-0.623976416083301 + 0.712733963231783i
3.876,-0.623291125208886 + 0.713252935261859i
3.877,-0.622604600047424 + 0.713771409607944i
3.878,-0.621916836712413 + 0.714289385907098i
3.879,-0.621227831300482 + 0.714806863777294i
3.88,-0.620537579891358 + 0.715323842817345i
3.881,-0.619846078547787 + 0.715840322606822i
3.882,-0.619153323315504 + 0.716356302705979i
3.883,-0.61845931022316 + 0.71687178265567i
3.884,-0.617764035282278 + 0.717386761977273i
3.885,-0.617067494487194 + 0.717901240172597i
3.886,-0.616369683814999 + 0.718415216723811i
3.887,-0.615670599225493 + 0.718928691093352i
3.888,-0.614970236661119 + 0.719441662723841i
3.889,-0.614268592046909 + 0.719954131037998i
3.89,-0.61356566129043 + 0.720466095438551i
3.891,-0.612861440281727 + 0.720977555308152i
3.892,-0.612155924893262 + 0.72148851000928i
3.893,-0.61144911097986 + 0.721998958884158i
3.894,-0.610740994378653 + 0.722508901254651i
3.895,-0.610031570909016 + 0.723018336422182i
3.896,-0.609320836372515 + 0.723527263667633i
3.897,-0.608608786552841 + 0.724035682251246i
3.898,-0.607895417215761 + 0.724543591412532i
3.899,-0.607180724109049 + 0.725050990370169i
3.9,-0.606464702962432 + 0.725557878321903i
3.901,-0.60574734948753 + 0.726064254444449i
3.902,-0.605028659377795 + 0.726570117893384i
3.903,-0.604308628308449 + 0.727075467803053i
3.904,-0.603587251936429 + 0.727580303286457i
3.905,-0.602864525900318 + 0.728084623435152i
3.906,-0.602140445820289 + 0.728588427319134i
3.907,-0.601415007298047 + 0.729091713986746i
3.908,-0.60068820591676 + 0.729594482464552i
3.909,-0.599960037240999 + 0.730096731757238i
3.91,-0.59923049681668 + 0.730598460847496i
3.911,-0.598499580170998 + 0.731099668695913i
3.912,-0.597767282812365 + 0.731600354240849i
3.913,-0.597033600230348 + 0.732100516398335i
3.914,-0.596298527895603 + 0.732600154061939i
3.915,-0.595562061259815 + 0.733099266102663i
3.916,-0.594824195755635 + 0.733597851368815i
3.917,-0.59408492679661 + 0.734095908685888i
3.918,-0.593344249777126 + 0.734593436856441i
3.919,-0.592602160072341 + 0.735090434659974i
3.92,-0.591858653038117 + 0.735586900852799i
3.921,-0.59111372401096 + 0.736082834167921i
3.922,-0.590367368307955 + 0.736578233314902i
3.923,-0.589619581226694 + 0.737073096979738i
3.924,-0.58887035804522 + 0.737567423824722i
3.925,-0.588119694021954 + 0.738061212488322i
3.926,-0.587367584395633 + 0.738554461585033i
3.927,-0.58661402438524 + 0.739047169705255i
3.928,-0.585859009189943 + 0.73953933541515i
3.929,-0.585102533989022 + 0.740030957256504i
3.93,-0.58434459394181 + 0.74052203374659i
3.931,-0.583585184187619 + 0.741012563378026i
3.932,-0.582824299845674 + 0.74150254461863i
3.933,-0.582061936015049 + 0.741991975911282i
3.934,-0.5812980877746 + 0.742480855673772i
3.935,-0.580532750182888 + 0.742969182298658i
3.936,-0.579765918278124 + 0.743456954153112i
3.937,-0.57899758707809 + 0.743944169578779i
3.938,-0.578227751580081 + 0.744430826891613i
3.939,-0.577456406760822 + 0.744916924381734i
3.94,-0.576683547576419 + 0.745402460313271i
3.941,-0.575909168962271 + 0.7458874329242i
3.942,-0.575133265833009 + 0.746371840426192i
3.943,-0.574355833082434 + 0.746855681004452i
3.944,-0.573576865583437 + 0.747338952817554i
3.945,-0.57279635818793 + 0.747821653997285i
3.946,-0.572014305726786 + 0.748303782648474i
3.947,-0.571230703009757 + 0.748785336848828i
3.948,-0.570445544825417 + 0.749266314648763i
3.949,-0.569658825941078 + 0.749746714071237i
3.95,-0.568870541102731 + 0.750226533111577i
3.951,-0.568080685034974 + 0.750705769737304i
3.952,-0.567289252440934 + 0.751184421887961i
3.953,-0.566496238002204 + 0.751662487474934i
3.954,-0.565701636378771 + 0.752139964381275i
3.955,-0.564905442208946 + 0.752616850461521i
3.956,-0.564107650109287 + 0.753093143541514i
3.957,-0.563308254674538 + 0.753568841418214i
3.958,-0.562507250477548 + 0.754043941859515i
3.959,-0.561704632069209 + 0.754518442604057i
3.96,-0.560900393978379 + 0.754992341361038i
3.961,-0.560094530711812 + 0.75546563581002i
3.962,-0.559287036754086 + 0.755938323600739i
3.963,-0.558477906567536 + 0.756410402352909i
3.964,-0.557667134592177 + 0.756881869656022i
3.965,-0.556854715245631 + 0.757352723069155i
3.966,-0.556040642923071 + 0.757822960120764i
3.967,-0.555224911997123 + 0.758292578308483i
3.968,-0.554407516817821 + 0.758761575098921i
3.969,-0.553588451712516 + 0.75922994792745i
3.97,-0.552767710985817 + 0.759697694198004i
3.971,-0.551945288919508 + 0.760164811282862i
3.972,-0.551121179772492 + 0.760631296522439i
3.973,-0.550295377780703 + 0.761097147225063i
3.974,-0.549467877157044 + 0.761562360666773i
3.975,-0.548638672091309 + 0.762026934091084i
3.976,-0.547807756750123 + 0.762490864708779i
3.977,-0.546975125276853 + 0.762954149697675i
3.978,-0.546140771791555 + 0.763416786202405i
3.979,-0.545304690390889 + 0.763878771334185i
3.98,-0.544466875148052 + 0.76434010217059i
3.981,-0.543627320112708 + 0.764800775755316i
