"Freq [GHz]","S(1,1) []"
2.999,-0.00491887598776248 - 0.0250376143884945i
3,-0.00965028957522309 - 0.0310305953166653i
3.001,-0.0144710952256409 - 0.0369408589525579i
3.002,-0.0193792310337688 - 0.0427665375623142i
3.003,-0.0243725846489997 - 0.0485058312954275i
3.004,-0.0294489960390154 - 0.0541570098208195i
3.005,-0.0346062603133792 - 0.059718413829582i
3.006,-0.0398421305997086 - 0.0651884564020024i
3.007,-0.0451543209648576 - 0.0705656242370693i
3.008,-0.0505405093736222 - 0.0758484787430003i
3.009,-0.0559983406774102 - 0.0810356569879789i
3.01,-0.0615254296253132 - 0.0861258725105379i
3.011,-0.0671193638900564 - 0.0911179159896061i
3.012,-0.0727777071014858 - 0.0960106557747188i
3.013,-0.0784980018801387 - 0.100803038277156i
3.014,-0.0842777728638046 - 0.105494088223384i
3.015,-0.0901145297199948 - 0.110082908772495i
3.016,-0.0960057701374665 - 0.114568681499721i
3.017,-0.101948982790133 - 0.118950666248495i
3.018,-0.107941650266998 - 0.123228200853974i
3.019,-0.113981251961849 - 0.127400700741072i
3.02,-0.120065266916849 - 0.1314676584006i
3.021,-0.126191176614404 - 0.135428642747254i
3.022,-0.132356467711962 - 0.139283298363514i
3.023,-0.13855863471468 - 0.143031344633751i
3.024,-0.144795182581351 - 0.146672574773111i
3.025,-0.151063629259136 - 0.150206854755852i
3.026,-0.157361508143098 - 0.153634122148085i
3.027,-0.163686370456834 - 0.156954384849933i
3.028,-0.17003578755092 - 0.16016771975236i
3.029,-0.176407353116024 - 0.163274271313837i
3.03,-0.182798685308228 - 0.166274250062353i
3.031,-0.18920742878405 - 0.169167931028049i
3.032,-0.195631256643395 - 0.171955652112033i
3.033,-0.202067872278594 - 0.174637812396765i
3.034,-0.208515011128427 - 0.177214870403492i
3.035,-0.214970442336002 - 0.179687342302144i
3.036,-0.221431970309928 - 0.182055800079075i
3.037,-0.227897436188349 - 0.184320869667926i
3.038,-0.234364719205796 - 0.186483229048831i
3.039,-0.240831737963062 - 0.188543606321096i
3.04,-0.247296451600657 - 0.190502777754361i
3.041,-0.253756860876382 - 0.192361565823059i
3.042,-0.260211009148276 - 0.194120837228986i
3.043,-0.266656983263864 - 0.195781500916496i
3.044,-0.273092914357395 - 0.197344506084779i
3.045,-0.279516978556423 - 0.198810840201444i
3.046,-0.285927397599763 - 0.200181527021502i
3.047,-0.292322439368631 - 0.201457624615614i
3.048,-0.298700418333229 - 0.202640223411324i
3.049,-0.305059695916916 - 0.203730444250776i
3.05,-0.31139868078044 - 0.204729436468217i
3.051,-0.317715829028709 - 0.20563837599041i
3.052,-0.324009644342704 - 0.206458463462871i
3.053,-0.330278678039177 - 0.207190922404645i
3.054,-0.336521529060994 - 0.20783699739415i
3.055,-0.342736843900775 - 0.208397952288384i
3.056,-0.348923316460822 - 0.208875068477653i
3.057,-0.355079687852146 - 0.209269643177747i
3.058,-0.361204746135528 - 0.20958298776132i
3.059,-0.36729732600751 - 0.209816426130018i
3.06,-0.373356308434274 - 0.209971293128776i
3.061,-0.379380620236274 - 0.210048933003487i
3.062,-0.385369233626545 - 0.210050697903069i
3.063,-0.391321165705523 - 0.209977946426857i
3.064,-0.397235477915267 - 0.209832042218i
3.065,-0.403111275455786 - 0.209614352603495i
3.066,-0.408947706666304 - 0.209326247281238i
3.067,-0.414743962374098 - 0.208969097054438i
3.068,-0.420499275213548 - 0.208544272613549i
3.069,-0.426212918917997 - 0.208053143365743i
3.07,-0.431884207586881 - 0.207497076311903i
3.071,-0.437512494930574 - 0.206877434970919i
3.072,-0.443097173495345 - 0.20619557835102i
3.073,-0.448637673870619 - 0.205452859967777i
3.074,-0.454133463880823 - 0.204650626908305i
3.075,-0.459584047763881 - 0.20379021894112i
3.076,-0.464988965338427 - 0.202872967671033i
3.077,-0.470347791161653 - 0.201900195738397i
3.078,-0.475660133679709 - 0.200873216061941i
3.079,-0.480925634372379 - 0.199793331124404i
3.08,-0.486143966893768 - 0.19866183230009i
3.081,-0.491314836210612 - 0.197479999223451i
3.082,-0.496437977739733 - 0.196249099197744i
3.083,-0.501513156486083 - 0.194970386642799i
3.084,-0.506540166182763 - 0.193645102580859i
3.085,-0.511518828434284 - 0.192274474159484i
3.086,-0.516448991864289 - 0.19085971421045i
3.087,-0.521330531268855 - 0.189402020843562i
3.088,-0.52616334677645 - 0.187902577074316i
3.089,-0.53094736301551 - 0.186362550484289i
3.09,-0.535682528290558 - 0.184783092913168i
3.091,-0.540368813767697 - 0.183165340181321i
3.092,-0.545006212670268 - 0.181510411841788i
3.093,-0.549594739485346 - 0.179819410960615i
3.094,-0.554134429181791 - 0.178093423924406i
3.095,-0.558625336440348 - 0.176333520274048i
3.096,-0.563067534896428 - 0.174540752563492i
3.097,-0.567461116395955 - 0.172716156242564i
3.098,-0.571806190264755 - 0.170860749562734i
3.099,-0.576102882591846 - 0.168975533504819i
3.1,-0.580351335526939 - 0.167061491727611i
3.101,-0.584551706592442 - 0.165119590536441i
3.102,-0.588704168010196 - 0.163150778870671i
3.103,-0.592808906043144 - 0.16115598830921i
3.104,-0.59686612035205 - 0.159136133093087i
3.105,-0.600876023367446 - 0.157092110164181i
3.106,-0.604838839676835 - 0.155024799219238i
3.107,-0.608754805427217 - 0.152935062778294i
3.108,-0.612624167742978 - 0.15082374626667i
3.109,-0.616447184159096 - 0.148691678109754i
3.11,-0.620224122069649 - 0.146539669839749i
3.111,-0.623955258191569 - 0.144368516213641i
3.112,-0.627640878043527 - 0.142178995341656i
3.113,-0.63128127543989 - 0.139971868825498i
3.114,-0.634876751999582 - 0.137747881905653i
3.115,-0.638427616669726 - 0.135507763617135i
3.116,-0.641934185263903 - 0.133252226953026i
3.117,-0.645396780014859 - 0.13098196903518i
3.118,-0.648815729141448 - 0.128697671291531i
3.119,-0.652191366429635 - 0.126399999639434i
3.12,-0.65552403082735 - 0.124089604674468i
3.121,-0.658814066052933 - 0.121767121864244i
3.122,-0.662061820216973 - 0.119433171746663i
3.123,-0.665267645457293 - 0.117088360132194i
3.124,-0.668431897586826 - 0.114733278309691i
3.125,-0.671554935754136 - 0.112368503255355i
3.126,-0.67463712211633 - 0.109994597844381i
3.127,-0.677678821524093 - 0.107612111064952i
3.128,-0.680680401218588 - 0.105221578234183i
3.129,-0.683642230539939 - 0.102823521215662i
3.13,-0.686564680647049 - 0.100418448638268i
3.131,-0.689448124248475 - 0.0980068561159508i
3.132,-0.69229293534407 - 0.0955892264681617i
3.133,-0.695099488977156 - 0.0931660299406606i
3.134,-0.697868160996932 - 0.0907377244264457i
3.135,-0.700599327830847 - 0.0883047556865424i
3.136,-0.703293366266681 - 0.0858675575704188i
3.137,-0.705950653244077 - 0.0834265522358135i
3.138,-0.708571565655217 - 0.0809821503677724i
3.139,-0.71115648015444 - 0.0785347513966765i
3.14,-0.713705772976493 - 0.0760847437151204i
3.141,-0.716219819763183 - 0.0736325048934453i
3.142,-0.718698995398174 - 0.0711784018937688i
3.143,-0.721143673849679 - 0.0687227912823903i
3.144,-0.723554228020801 - 0.0662660194404135i
3.145,-0.72593102960728 - 0.0638084227724731i
3.146,-0.72827444896242 - 0.0613503279134469i
3.147,-0.730584854968942 - 0.0588920519330603i
3.148,-0.732862614917554 - 0.0564339025382778i
3.149,-0.735108094392013 - 0.0539761782733754i
3.15,-0.737321657160442 - 0.051519168717673i
3.151,-0.739503665072705 - 0.0490631546807743i
3.152,-0.741654477963622 - 0.0466084083953339i
3.153,-0.74377445356183 - 0.044155193707214i
3.154,-0.745863947404066 - 0.0417037662630548i
3.155,-0.747923312754695 - 0.0392543736951554i
3.156,-0.74995290053029 - 0.0368072558036688i
3.157,-0.75195305922908 - 0.0343626447360396i
3.158,-0.753924134865065 - 0.0319207651636994i
3.159,-0.755866470906648 - 0.0294818344559556i
3.16,-0.757780408219592 - 0.0270460628511012i
3.161,-0.759666285014158 - 0.0246136536246682i
3.162,-0.761524436796215 - 0.0221848032549048i
3.163,-0.763355196322229 - 0.0197597015853647i
3.164,-0.765158893557917 - 0.0173385319847172i
3.165,-0.766935855640462 - 0.0149214715036715i
3.166,-0.768686406844106 - 0.0125086910291234i
3.167,-0.77041086854902 - 0.0101003554354428i
3.168,-0.772109559213267 - 0.00769662373298319i
3.169,-0.773782794347788 - 0.00529764921377041i
3.17,-0.775430886494221 - 0.00290357959442822i
3.171,-0.777054145205467 - 0.000514557156335416i
3.172,-0.778652877028869 + 0.00186928111694662i
3.173,-0.780227385491907 + 0.00424780340500053i
3.174,-0.781777971090252 + 0.00662088291851948i
3.175,-0.783304931278136 + 0.00898839777000449i
3.176,-0.784808560460862 + 0.0113502308470519i
3.177,-0.786289149989426 + 0.0137062696883114i
3.178,-0.787746988157077 + 0.0160564063619743i
3.179,-0.789182360197791 + 0.0184005373468624i
3.18,-0.790595548286511 + 0.020738563416011i
3.181,-0.791986831541112 + 0.0230703895227706i
3.182,-0.793356486025971 + 0.0253959246893467i
3.183,-0.79470478475707 + 0.0277150818977755i
3.184,-0.796031997708574 + 0.030027777983287i
3.185,-0.797338391820771 + 0.0323339335300283i
3.186,-0.798624231009334 + 0.0346334727691004i
3.187,-0.799889776175818 + 0.0369263234788914i
3.188,-0.801135285219327 + 0.0392124168876459i
3.189,-0.802361013049286 + 0.0414916875782567i
3.19,-0.803567211599255 + 0.04376407339523i
3.191,-0.804754129841733 + 0.0460295153537868i
3.192,-0.805922013803875 + 0.0482879575510701i
3.193,-0.807071106584088 + 0.0505393470794219i
3.194,-0.80820164836944 + 0.0527836339416851i
3.195,-0.80931387645383 + 0.0550207709684979i
3.196,-0.81040802525688 + 0.0572507137375504i
3.197,-0.811484326343484 + 0.0594734204947532i
3.198,-0.812543008443996 + 0.061688852077296i
3.199,-0.813584297474979 + 0.0638969718385569i
3.2,-0.814608416560509 + 0.0660977455748175i
3.201,-0.815615586053962 + 0.0682911414537571i
3.202,-0.816606023560269 + 0.070477129944693i
3.203,-0.817579943958597 + 0.0726556837505212i
3.204,-0.818537559425403 + 0.0748267777413302i
3.205,-0.819479079457863 + 0.0769903888896677i
3.206,-0.820404710897607 + 0.0791464962073883i
3.207,-0.821314657954759 + 0.0812950806840932i
3.208,-0.822209122232223 + 0.0834361252270936i
3.209,-0.823088302750226 + 0.0855696146028925i
3.21,-0.823952395971051 + 0.0876955353801281i
3.211,-0.82480159582396 + 0.0898138758739733i
3.212,-0.825636093730275 + 0.0919246260919295i
3.213,-0.826456078628601 + 0.0940277776810166i
3.214,-0.827261737000149 + 0.0961233238763016i
3.215,-0.828053252894162 + 0.0982112594507566i
3.216,-0.828830807953413 + 0.100291580666387i
3.217,-0.829594581439754 + 0.102364285226659i
3.218,-0.830344750259702 + 0.104429372230119i
3.219,-0.831081488990043 + 0.106486842125247i
3.22,-0.831804969903439 + 0.108536696666473i
3.221,-0.832515362994026 + 0.110578938871355i
3.222,-0.833212836002976 + 0.112613572978864i
3.223,-0.833897554444026 + 0.114640604408792i
3.224,-0.834569681628947 + 0.116660039722214i
3.225,-0.835229378692952 + 0.118671886583001i
3.226,-0.835876804620019 + 0.120676153720361i
3.227,-0.836512116268129 + 0.122672850892378i
3.228,-0.837135468394402 + 0.124661988850513i
3.229,-0.837747013680126 + 0.126643579305089i
3.23,-0.838346902755664 + 0.128617634891663i
3.231,-0.838935284225232 + 0.130584169138341i
3.232,-0.839512304691549 + 0.132543196433957i
3.233,-0.840078108780338 + 0.134494731997125i
3.234,-0.840632839164671 + 0.136438791846129i
3.235,-0.84117663658917 + 0.138375392769636i
3.236,-0.841709639894034 + 0.140304552298219i
3.237,-0.842231986038901 + 0.142226288676647i
3.238,-0.842743810126534 + 0.144140620836953i
3.239,-0.843245245426329 + 0.146047568372237i
3.24,-0.843736423397637 + 0.147947151511198i
3.241,-0.844217473712899 + 0.149839391093376i
3.242,-0.844688524280586 + 0.151724308545082i
3.243,-0.845149701267946 + 0.153601925855996i
3.244,-0.845601129123554 + 0.155472265556437i
3.245,-0.846042930599645 + 0.157335350695249i
3.246,-0.846475226774267 + 0.159191204818329i
3.247,-0.846898137073201 + 0.161039851947762i
3.248,-0.847311779291688 + 0.162881316561536i
3.249,-0.847716269615939 + 0.164715623573841i
3.25,-0.84811172264443 + 0.166542798315941i
3.251,-0.848498251408985 + 0.168362866517574i
3.252,-0.848875967395639 + 0.170175854288902i
3.253,-0.84924498056529 + 0.171981788102973i
3.254,-0.849605399374129 + 0.173780694778695i
3.255,-0.84995733079385 + 0.175572601464308i
3.256,-0.850300880331641 + 0.177357535621323i
3.257,-0.850636152049962 + 0.179135525008942i
3.258,-0.850963248586094 + 0.180906597668933i
3.259,-0.851282271171471 + 0.182670781910945i
3.26,-0.851593319650795 + 0.184428106298264i
3.261,-0.851896492500934 + 0.186178599633981i
3.262,-0.852191886849585 + 0.187922290947583i
3.263,-0.852479598493741 + 0.189659209481931i
3.264,-0.852759721917923 + 0.191389384680634i
3.265,-0.853032350312198 + 0.19311284617581i
3.266,-0.853297575589985 + 0.194829623776202i
3.267,-0.853555488405643 + 0.196539747455663i
3.268,-0.85380617817184 + 0.198243247341987i
3.269,-0.854049733076711 + 0.199940153706086i
3.27,-0.854286240100804 + 0.201630496951494i
3.271,-0.854515785033817 + 0.203314307604189i
3.272,-0.854738452491116 + 0.204991616302748i
3.273,-0.854954325930052 + 0.206662453788782i
3.274,-0.855163487666066 + 0.208326850897693i
3.275,-0.855366018888592 + 0.209984838549709i
3.276,-0.855561999676751 + 0.211636447741194i
3.277,-0.85575150901484 + 0.213281709536248i
3.278,-0.855934624807631 + 0.214920655058564i
3.279,-0.856111423895451 + 0.216553315483549i
3.28,-0.856281982069083 + 0.218179722030698i
3.281,-0.856446374084459 + 0.219799905956205i
3.282,-0.856604673677158 + 0.221413898545829i
3.283,-0.856756953576717 + 0.223021731107978i
3.284,-0.856903285520744 + 0.22462343496703i
3.285,-0.857043740268849 + 0.226219041456867i
3.286,-0.857178387616377 + 0.227808581914629i
3.287,-0.857307296407964 + 0.229392087674671i
3.288,-0.857430534550907 + 0.230969590062729i
3.289,-0.857548169028345 + 0.232541120390272i
3.29,-0.85766026591227 + 0.234106709949059i
3.291,-0.857766890376353 + 0.23566639000588i
3.292,-0.857868106708595 + 0.237220191797464i
3.293,-0.857963978323801 + 0.23876814652558i
3.294,-0.85805456777589 + 0.240310285352307i
3.295,-0.858139936770018 + 0.241846639395457i
3.296,-0.858220146174555 + 0.243377239724179i
3.297,-0.858295256032866 + 0.2449021173547i
3.298,-0.85836532557496 + 0.246421303246245i
3.299,-0.858430413228945 + 0.24793482829708i
3.3,-0.858490576632344 + 0.249442723340711i
3.301,-0.858545872643239 + 0.250945019142222i
3.302,-0.858596357351266 + 0.252441746394757i
3.303,-0.858642086088446 + 0.253932935716124i
3.304,-0.858683113439874 + 0.255418617645528i
3.305,-0.85871949325424 + 0.256898822640437i
3.306,-0.858751278654217 + 0.258373581073567i
3.307,-0.858778522046694 + 0.25984292322998i
3.308,-0.858801275132858 + 0.261306879304307i
3.309,-0.858819588918139 + 0.262765479398066i
3.31,-0.858833513722013 + 0.264218753517112i
3.311,-0.858843099187658 + 0.265666731569166i
3.312,-0.858848394291476 + 0.267109443361472i
3.313,-0.858849447352478 + 0.268546918598528i
3.314,-0.858846306041536 + 0.269979186879936i
3.315,-0.858839017390493 + 0.271406277698332i
3.316,-0.858827627801153 + 0.272828220437407i
3.317,-0.858812183054132 + 0.274245044370025i
3.318,-0.858792728317588 + 0.27565677865642i
3.319,-0.858769308155817 + 0.277063452342473i
3.32,-0.858741966537736 + 0.27846509435808i
3.321,-0.85871074684523 + 0.279861733515591i
3.322,-0.858675691881382 + 0.281253398508326i
3.323,-0.858636843878595 + 0.282640117909161i
3.324,-0.858594244506576 + 0.2840219201692i
3.325,-0.858547934880219 + 0.285398833616492i
3.326,-0.858497955567368 + 0.286770886454844i
3.327,-0.858444346596468 + 0.288138106762677i
3.328,-0.858387147464102 + 0.289500522491953i
3.329,-0.858326397142423 + 0.290858161467164i
3.33,-0.858262134086469 + 0.292211051384387i
3.331,-0.858194396241386 + 0.293559219810377i
3.332,-0.858123221049526 + 0.294902694181741i
3.333,-0.85804864545746 + 0.296241501804151i
3.334,-0.857970705922875 + 0.297575669851607i
3.335,-0.85788943842138 + 0.298905225365766i
3.336,-0.857804878453204 + 0.300230195255304i
3.337,-0.857717061049801 + 0.301550606295338i
3.338,-0.857626020780359 + 0.302866485126886i
3.339,-0.857531791758209 + 0.304177858256378i
3.34,-0.857434407647149 + 0.305484752055209i
3.341,-0.857333901667661 + 0.306787192759329i
3.342,-0.857230306603055 + 0.308085206468883i
3.343,-0.857123654805508 + 0.309378819147879i
3.344,-0.857013978202022 + 0.310668056623908i
3.345,-0.856901308300293 + 0.31195294458789i
3.346,-0.856785676194493 + 0.313233508593858i
3.347,-0.856667112570972 + 0.314509774058781i
3.348,-0.85654564771387 + 0.315781766262421i
3.349,-0.856421311510649 + 0.317049510347204i
3.35,-0.856294133457549 + 0.318313031318159i
3.351,-0.856164142664955 + 0.31957235404285i
3.352,-0.856031367862694 + 0.320827503251359i
3.353,-0.85589583740525 + 0.322078503536287i
3.354,-0.855757579276902 + 0.323325379352797i
3.355,-0.855616621096792 + 0.324568155018656i
3.356,-0.855472990123911 + 0.325806854714336i
3.357,-0.855326713262018 + 0.327041502483114i
3.358,-0.855177817064487 + 0.328272122231207i
3.359,-0.855026327739077 + 0.329498737727929i
3.36,-0.854872271152645 + 0.330721372605868i
3.361,-0.854715672835774 + 0.331940050361082i
3.362,-0.854556557987342 + 0.333154794353327i
3.363,-0.85439495147903 + 0.33436562780629i
3.364,-0.854230877859752 + 0.335572573807847i
3.365,-0.854064361360028 + 0.336775655310348i
3.366,-0.853895425896291 + 0.337974895130901i
3.367,-0.853724095075133 + 0.339170315951695i
3.368,-0.853550392197485 + 0.34036194032032i
3.369,-0.853374340262744 + 0.341549790650115i
3.37,-0.853195961972828 + 0.34273388922053i
3.371,-0.853015279736183 + 0.343914258177494i
3.372,-0.852832315671725 + 0.34509091953381i
3.373,-0.852647091612734 + 0.346263895169545i
3.374,-0.852459629110673 + 0.347433206832462i
3.375,-0.852269949438971 + 0.348598876138432i
3.376,-0.852078073596741 + 0.349760924571879i
3.377,-0.851884022312448 + 0.350919373486231i
3.378,-0.851687816047519 + 0.352074244104379i
3.379,-0.851489474999904 + 0.353225557519149i
3.38,-0.851289019107584 + 0.354373334693782i
3.381,-0.851086468052037 + 0.355517596462431i
3.382,-0.850881841261632 + 0.356658363530657i
3.383,-0.850675157915001 + 0.357795656475936i
3.384,-0.850466436944342 + 0.358929495748182i
3.385,-0.850255697038683 + 0.360059901670268i
3.386,-0.850042956647098 + 0.361186894438561i
3.387,-0.849828233981876 + 0.362310494123463i
3.388,-0.849611547021643 + 0.363430720669954i
3.389,-0.849392913514441 + 0.364547593898148i
3.39,-0.849172350980761 + 0.365661133503854i
3.391,-0.848949876716533 + 0.366771359059143i
3.392,-0.848725507796079 + 0.367878290012907i
3.393,-0.848499261075007 + 0.368981945691452i
3.394,-0.848271153193082 + 0.370082345299067i
3.395,-0.848041200577046 + 0.371179507918616i
3.396,-0.8478094194434 + 0.372273452512123i
3.397,-0.847575825801145 + 0.373364197921372i
3.398,-0.847340435454484 + 0.374451762868495i
3.399,-0.847103264005485 + 0.375536165956587i
3.4,-0.846864326856709 + 0.376617425670297i
3.401,-0.846623639213798 + 0.377695560376448i
3.402,-0.846381216088022 + 0.378770588324636i
3.403,-0.846137072298798 + 0.379842527647853i
3.404,-0.845891222476169 + 0.380911396363097i
3.405,-0.845643681063241 + 0.381977212371989i
3.406,-0.845394462318603 + 0.383039993461397i
3.407,-0.84514358031869 + 0.384099757304054i
3.408,-0.84489104896013 + 0.385156521459185i
3.409,-0.844636881962052 + 0.386210303373123i
3.41,-0.844381092868357 + 0.387261120379946i
3.411,-0.844123695049962 + 0.388308989702093i
3.412,-0.843864701707011 + 0.389353928451001i
3.413,-0.843604125871054 + 0.390395953627726i
3.414,-0.843341980407197 + 0.391435082123575i
3.415,-0.843078278016216 + 0.392471330720736i
3.416,-0.84281303123665 + 0.393504716092904i
3.417,-0.842546252446856 + 0.394535254805917i
3.418,-0.842277953867043 + 0.395562963318378i
3.419,-0.842008147561264 + 0.396587857982288i
3.42,-0.841736845439403 + 0.39760995504368i
3.421,-0.841464059259106 + 0.398629270643238i
3.422,-0.841189800627708 + 0.39964582081693i
3.423,-0.840914081004118 + 0.40065962149664i
3.424,-0.840636911700689 + 0.401670688510787i
3.425,-0.840358303885051 + 0.402679037584957i
3.426,-0.840078268581926 + 0.403684684342523i
3.427,-0.839796816674915 + 0.404687644305276i
3.428,-0.83951395890826 + 0.405687932894038i
3.429,-0.839229705888577 + 0.406685565429295i
3.43,-0.838944068086578 + 0.407680557131805i
3.431,-0.838657055838753 + 0.408672923123228i
3.432,-0.838368679349035 + 0.409662678426736i
3.433,-0.83807894869045 + 0.410649837967633i
3.434,-0.837787873806728 + 0.411634416573964i
3.435,-0.837495464513907 + 0.412616428977131i
3.436,-0.837201730501902 + 0.413595889812507i
3.437,-0.836906681336061 + 0.414572813620034i
3.438,-0.836610326458698 + 0.415547214844842i
3.439,-0.836312675190598 + 0.416519107837845i
3.44,-0.836013736732515 + 0.417488506856346i
3.441,-0.835713520166631 + 0.418455426064638i
3.442,-0.835412034458009 + 0.419419879534603i
3.443,-0.835109288456023 + 0.420381881246306i
3.444,-0.834805290895766 + 0.421341445088594i
3.445,-0.834500050399434 + 0.422298584859676i
3.446,-0.834193575477703 + 0.423253314267727i
3.447,-0.833885874531079 + 0.42420564693146i
3.448,-0.833576955851226 + 0.425155596380725i
3.449,-0.833266827622287 + 0.426103176057076i
3.45,-0.832955497922173 + 0.427048399314362i
3.451,-0.832642974723849 + 0.427991279419296i
3.452,-0.83232926589659 + 0.428931829552031i
3.453,-0.832014379207225 + 0.429870062806734i
3.454,-0.831698322321368 + 0.430805992192151i
3.455,-0.831381102804623 + 0.431739630632175i
3.456,-0.831062728123778 + 0.432670990966407i
3.457,-0.830743205647986 + 0.43360008595072i
3.458,-0.830422542649924 + 0.434526928257812i
3.459,-0.830100746306934 + 0.435451530477764i
3.46,-0.82977782370216 + 0.436373905118593i
3.461,-0.829453781825656 + 0.437294064606794i
3.462,-0.829128627575493 + 0.438212021287898i
3.463,-0.828802367758831 + 0.439127787427004i
3.464,-0.828475009093 + 0.440041375209325i
3.465,-0.828146558206551 + 0.440952796740724i
3.466,-0.827817021640295 + 0.441862064048251i
3.467,-0.82748640584833 + 0.442769189080669i
3.468,-0.827154717199058 + 0.443674183708989i
3.469,-0.826821961976178 + 0.444577059726991i
3.47,-0.826488146379675 + 0.445477828851749i
3.471,-0.826153276526793 + 0.446376502724147i
3.472,-0.82581735845299 + 0.447273092909403i
3.473,-0.825480398112892 + 0.448167610897574i
3.474,-0.825142401381214 + 0.449060068104073i
3.475,-0.824803374053697 + 0.44995047587017i
3.476,-0.824463321848002 + 0.450838845463504i
3.477,-0.824122250404616 + 0.451725188078578i
3.478,-0.823780165287731 + 0.452609514837261i
3.479,-0.823437071986118 + 0.453491836789283i
3.48,-0.823092975913991 + 0.454372164912725i
3.481,-0.822747882411849 + 0.45525051011451i
3.482,-0.822401796747324 + 0.456126883230889i
3.483,-0.822054724115996 + 0.457001295027924i
3.484,-0.82170666964222 + 0.457873756201966i
3.485,-0.821357638379922 + 0.458744277380136i
3.486,-0.821007635313399 + 0.459612869120797i
3.487,-0.820656665358098 + 0.460479541914021i
3.488,-0.820304733361393 + 0.461344306182063i
3.489,-0.819951844103345 + 0.462207172279823i
3.49,-0.819598002297458 + 0.463068150495307i
3.491,-0.819243212591413 + 0.463927251050087i
3.492,-0.818887479567815 + 0.464784484099755i
3.493,-0.818530807744902 + 0.465639859734378i
3.494,-0.818173201577266 + 0.466493387978946i
3.495,-0.817814665456558 + 0.467345078793817i
3.496,-0.817455203712176 + 0.468194942075165i
3.497,-0.817094820611959 + 0.469042987655419i
3.498,-0.816733520362855 + 0.469889225303696i
3.499,-0.816371307111595 + 0.470733664726241i
3.5,-0.816008184945348 + 0.471576315566857i
3.501,-0.815644157892374 + 0.472417187407334i
3.502,-0.815279229922661 + 0.473256289767874i
3.503,-0.814913404948563 + 0.474093632107513i
3.504,-0.81454668682542 + 0.474929223824543i
3.505,-0.814179079352178 + 0.475763074256928i
3.506,-0.813810586271996 + 0.476595192682718i
3.507,-0.813441211272846 + 0.477425588320456i
3.508,-0.813070957988102 + 0.478254270329595i
3.509,-0.812699829997136 + 0.479081247810895i
3.51,-0.812327830825879 + 0.47990652980683i
3.511,-0.811954963947402 + 0.480730125301985i
3.512,-0.811581232782475 + 0.481552043223456i
3.513,-0.811206640700121 + 0.482372292441238i
3.514,-0.810831191018161 + 0.483190881768622i
3.515,-0.810454887003759 + 0.48400781996258i
3.516,-0.810077731873952 + 0.484823115724154i
3.517,-0.809699728796173 + 0.48563677769883i
3.518,-0.809320880888779 + 0.486448814476927i
3.519,-0.808941191221554 + 0.487259234593973i
3.52,-0.808560662816222 + 0.48806804653107i
3.521,-0.808179298646941 + 0.488875258715278i
3.522,-0.807797101640798 + 0.489680879519976i
3.523,-0.807414074678298 + 0.490484917265232i
3.524,-0.807030220593835 + 0.49128738021816i
3.525,-0.806645542176177 + 0.492088276593291i
3.526,-0.806260042168923 + 0.492887614552921i
3.527,-0.805873723270974 + 0.493685402207471i
3.528,-0.805486588136982 + 0.494481647615842i
3.529,-0.805098639377798 + 0.49527635878576i
3.53,-0.804709879560922 + 0.496069543674126i
3.531,-0.804320311210938 + 0.49686121018736i
3.532,-0.803929936809945 + 0.497651366181746i
3.533,-0.803538758797981 + 0.498440019463766i
3.534,-0.803146779573451 + 0.499227177790444i
3.535,-0.802754001493539 + 0.500012848869674i
3.536,-0.802360426874616 + 0.500797040360557i
3.537,-0.801966057992647 + 0.501579759873728i
3.538,-0.80157089708359 + 0.502361014971683i
3.539,-0.801174946343791 + 0.503140813169103i
3.54,-0.800778207930376 + 0.50391916193318i
3.541,-0.800380683961628 + 0.50469606868393i
3.542,-0.799982376517371 + 0.505471540794516i
3.543,-0.799583287639346 + 0.506245585591556i
3.544,-0.799183419331577 + 0.507018210355444i
3.545,-0.798782773560736 + 0.507789422320655i
3.546,-0.798381352256507 + 0.508559228676047i
3.547,-0.797979157311936 + 0.509327636565175i
3.548,-0.797576190583783 + 0.510094653086593i
3.549,-0.797172453892872 + 0.510860285294145i
3.55,-0.796767949024429 + 0.511624540197275i
3.551,-0.796362677728419 + 0.512387424761312i
3.552,-0.795956641719881 + 0.513148945907773i
3.553,-0.795549842679254 + 0.513909110514647i
3.554,-0.795142282252707 + 0.514667925416685i
3.555,-0.794733962052453 + 0.515425397405689i
3.556,-0.794324883657064 + 0.516181533230795i
3.557,-0.793915048611793 + 0.516936339598754i
3.558,-0.793504458428866 + 0.517689823174213i
3.559,-0.793093114587805 + 0.518441990579989i
3.56,-0.792681018535708 + 0.519192848397352i
3.561,-0.792268171687564 + 0.519942403166292i
3.562,-0.791854575426528 + 0.52069066138579i
3.563,-0.791440231104222 + 0.52143762951409i
3.564,-0.791025140041014 + 0.522183313968964i
3.565,-0.790609303526302 + 0.522927721127976i
3.566,-0.790192722818785 + 0.523670857328745i
3.567,-0.789775399146748 + 0.524412728869206i
3.568,-0.789357333708319 + 0.525153342007868i
3.569,-0.788938527671746 + 0.52589270296407i
3.57,-0.788518982175656 + 0.526630817918236i
3.571,-0.788098698329314 + 0.527367693012124i
3.572,-0.787677677212883 + 0.528103334349082i
3.573,-0.787255919877673 + 0.528837747994287i
3.574,-0.786833427346393 + 0.529570939975001i
3.575,-0.786410200613398 + 0.53030291628081i
3.576,-0.785986240644929 + 0.531033682863865i
