Freq [GHz],S11 Log Mag(dB),S21 Log Mag(dB),S22 Log Mag(dB),S31 Log Mag(dB),S32 Log Mag(dB),S33 Log Mag(dB)
2.201,-16.28235383,-3.502306824,-15.82632873,-3.521672592,-12.47631279,-15.27336162
2.202,-16.278427,-3.502572306,-15.82440402,-3.521889601,-12.48171052,-15.27186966
2.203,-16.27448369,-3.502838295,-15.82247861,-3.522107014,-12.48711107,-15.27037826
2.204,-16.27052398,-3.503104792,-15.82055253,-3.522324832,-12.49251442,-15.26888743
2.205,-16.26654795,-3.503371794,-15.81862579,-3.522543051,-12.49792059,-15.26739719
2.206,-16.2625557,-3.5036393,-15.8166984,-3.522761673,-12.50332957,-15.26590753
2.207,-16.25854731,-3.503907309,-15.81477038,-3.522980696,-12.50874138,-15.26441847
2.208,-16.25452288,-3.50417582,-15.81284173,-3.523200119,-12.514156,-15.26293001
2.209,-16.25048248,-3.504444832,-15.81091247,-3.523419942,-12.51957345,-15.26144216
2.21,-16.2464262,-3.504714343,-15.80898262,-3.523640163,-12.52499373,-15.25995493
2.211,-16.24235414,-3.504984353,-15.80705218,-3.523860783,-12.53041683,-15.25846831
2.212,-16.23826639,-3.50525486,-15.80512118,-3.524081799,-12.53584276,-15.25698233
2.213,-16.23416302,-3.505525863,-15.80318961,-3.524303211,-12.54127152,-15.25549698
2.214,-16.23004414,-3.505797361,-15.80125751,-3.524525018,-12.54670312,-15.25401226
2.215,-16.22590982,-3.506069352,-15.79932488,-3.52474722,-12.55213755,-15.2525282
2.216,-16.22176016,-3.506341836,-15.79739172,-3.524969815,-12.55757482,-15.25104479
2.217,-16.21759525,-3.50661481,-15.79545807,-3.525192803,-12.56301493,-15.24956205
2.218,-16.21341518,-3.506888275,-15.79352392,-3.525416182,-12.56845788,-15.24807997
2.219,-16.20922002,-3.507162228,-15.79158929,-3.525639952,-12.57390367,-15.24659856
2.22,-16.20500988,-3.507436669,-15.7896542,-3.525864113,-12.57935231,-15.24511783
2.221,-16.20078485,-3.507711597,-15.78771865,-3.526088662,-12.5848038,-15.24363779
2.222,-16.196545,-3.507987009,-15.78578266,-3.526313599,-12.59025814,-15.24215845
2.223,-16.19229044,-3.508262905,-15.78384624,-3.526538924,-12.59571533,-15.2406798
2.224,-16.18802124,-3.508539284,-15.7819094,-3.526764635,-12.60117538,-15.23920186
2.225,-16.18373751,-3.508816143,-15.77997216,-3.526990732,-12.60663828,-15.23772463
2.226,-16.17943932,-3.509093484,-15.77803452,-3.527217213,-12.61210404,-15.23624812
2.227,-16.17512677,-3.509371302,-15.77609651,-3.527444077,-12.61757266,-15.23477234
2.228,-16.17079995,-3.509649599,-15.77415812,-3.527671325,-12.62304414,-15.23329728
2.229,-16.16645895,-3.509928372,-15.77221938,-3.527898954,-12.62851849,-15.23182297
2.23,-16.16210385,-3.51020762,-15.7702803,-3.528126964,-12.6339957,-15.2303494
2.231,-16.15773475,-3.510487341,-15.76834088,-3.528355354,-12.63947578,-15.22887658
2.232,-16.15335174,-3.510767536,-15.76640115,-3.528584122,-12.64495874,-15.22740451
2.233,-16.1489549,-3.511048201,-15.7644611,-3.528813269,-12.65044456,-15.22593322
2.234,-16.14454433,-3.511329337,-15.76252076,-3.529042793,-12.65593326,-15.22446269
2.235,-16.14012011,-3.511610941,-15.76058013,-3.529272693,-12.66142484,-15.22299293
2.236,-16.13568233,-3.511893013,-15.75863923,-3.529502968,-12.6669193,-15.22152396
2.237,-16.13123109,-3.512175551,-15.75669806,-3.529733618,-12.67241663,-15.22005578
2.238,-16.12676648,-3.512458553,-15.75475665,-3.52996464,-12.67791685,-15.21858839
2.239,-16.12228857,-3.51274202,-15.752815,-3.530196035,-12.68341996,-15.2171218
2.24,-16.11779747,-3.513025948,-15.75087312,-3.530427801,-12.68892595,-15.21565602
2.241,-16.11329326,-3.513310338,-15.74893102,-3.530659938,-12.69443483,-15.21419106
2.242,-16.10877604,-3.513595187,-15.74698872,-3.530892444,-12.6999466,-15.21272692
2.243,-16.10424588,-3.513880495,-15.74504622,-3.531125318,-12.70546126,-15.2112636
2.244,-16.09970289,-3.514166259,-15.74310355,-3.531358559,-12.71097882,-15.20980111
2.245,-16.09514715,-3.51445248,-15.7411607,-3.531592167,-12.71649928,-15.20833947
2.246,-16.09057875,-3.514739155,-15.73921769,-3.531826141,-12.72202264,-15.20687867
2.247,-16.08599778,-3.515026283,-15.73727454,-3.532060478,-12.72754889,-15.20541872
2.248,-16.08140433,-3.515313863,-15.73533125,-3.532295179,-12.73307805,-15.20395963
2.249,-16.07679849,-3.515601893,-15.73338783,-3.532530243,-12.73861012,-15.20250141
2.25,-16.07218034,-3.515890372,-15.73144429,-3.532765668,-12.74414509,-15.20104405
2.251,-16.06754999,-3.516179299,-15.72950066,-3.533001453,-12.74968298,-15.19958758
2.252,-16.06290751,-3.516468673,-15.72755693,-3.533237597,-12.75522377,-15.19813198
2.253,-16.058253,-3.516758492,-15.72561311,-3.5334741,-12.76076748,-15.19667728
2.254,-16.05358654,-3.517048754,-15.72366923,-3.53371096,-12.7663141,-15.19522348
2.255,-16.04890823,-3.517339459,-15.72172528,-3.533948176,-12.77186364,-15.19377057
2.256,-16.04421815,-3.517630606,-15.71978129,-3.534185747,-12.7774161,-15.19231858
2.257,-16.0395164,-3.517922191,-15.71783725,-3.534423673,-12.78297148,-15.1908675
2.258,-16.03480306,-3.518214216,-15.71589319,-3.534661951,-12.78852978,-15.18941735
2.259,-16.03007822,-3.518506677,-15.71394911,-3.534900582,-12.79409101,-15.18796812
2.26,-16.02534196,-3.518799574,-15.71200503,-3.535139564,-12.79965517,-15.18651983
2.261,-16.02059439,-3.519092905,-15.71006094,-3.535378895,-12.80522225,-15.18507248
2.262,-16.01583558,-3.519386669,-15.70811688,-3.535618576,-12.81079227,-15.18362607
2.263,-16.01106563,-3.519680864,-15.70617283,-3.535858604,-12.81636522,-15.18218062
2.264,-16.00628462,-3.51997549,-15.70422883,-3.536098979,-12.82194111,-15.18073613
2.265,-16.00149265,-3.520270544,-15.70228487,-3.5363397,-12.82751994,-15.17929261
2.266,-15.9966898,-3.520566026,-15.70034096,-3.536580765,-12.8331017,-15.17785007
2.267,-15.99187615,-3.520861934,-15.69839712,-3.536822174,-12.83868641,-15.1764085
2.268,-15.98705181,-3.521158266,-15.69645337,-3.537063926,-12.84427405,-15.17496792
2.269,-15.98221685,-3.521455022,-15.69450969,-3.537306018,-12.84986465,-15.17352833
2.27,-15.97737136,-3.521752199,-15.69256612,-3.537548451,-12.85545819,-15.17208975
2.271,-15.97251543,-3.522049797,-15.69062266,-3.537791223,-12.86105468,-15.17065216
2.272,-15.96764916,-3.522347814,-15.68867931,-3.538034333,-12.86665413,-15.1692156
2.273,-15.96277261,-3.522646248,-15.6867361,-3.538277781,-12.87225653,-15.16778005
2.274,-15.9578859,-3.522945098,-15.68479302,-3.538521564,-12.87786188,-15.16634553
2.275,-15.95298909,-3.523244364,-15.6828501,-3.538765681,-12.88347019,-15.16491204
2.276,-15.94808229,-3.523544042,-15.68090733,-3.539010133,-12.88908146,-15.16347959
2.277,-15.94316557,-3.523844133,-15.67896474,-3.539254917,-12.89469569,-15.16204818
2.278,-15.93823902,-3.524144634,-15.67702232,-3.539500032,-12.90031289,-15.16061783
2.279,-15.93330274,-3.524445544,-15.6750801,-3.539745477,-12.90593305,-15.15918854
2.28,-15.9283568,-3.524746862,-15.67313808,-3.539991252,-12.91155618,-15.15776032
2.281,-15.92340129,-3.525048586,-15.67119627,-3.540237355,-12.91718228,-15.15633316
2.282,-15.91843631,-3.525350714,-15.66925468,-3.540483784,-12.92281135,-15.15490709
2.283,-15.91346193,-3.525653246,-15.66731332,-3.54073054,-12.9284434,-15.1534821
2.284,-15.90847824,-3.52595618,-15.66537221,-3.54097762,-12.93407842,-15.15205821
2.285,-15.90348533,-3.526259515,-15.66343134,-3.541225023,-12.93971642,-15.15063542
2.286,-15.89848329,-3.526563248,-15.66149074,-3.541472749,-12.9453574,-15.14921373
2.287,-15.8934722,-3.526867379,-15.65955041,-3.541720796,-12.95100136,-15.14779316
2.288,-15.88845215,-3.527171906,-15.65761036,-3.541969163,-12.9566483,-15.1463737
2.289,-15.88342321,-3.527476827,-15.65567061,-3.542217848,-12.96229823,-15.14495538
2.29,-15.87838549,-3.527782142,-15.65373115,-3.542466852,-12.96795115,-15.14353819
2.291,-15.87333906,-3.528087848,-15.65179201,-3.542716171,-12.97360706,-15.14212214
2.292,-15.868284,-3.528393945,-15.64985319,-3.542965807,-12.97926596,-15.14070723
2.293,-15.86322041,-3.52870043,-15.6479147,-3.543215756,-12.98492785,-15.13929349
2.294,-15.85814837,-3.529007303,-15.64597656,-3.543466018,-12.99059274,-15.1378809
2.295,-15.85306796,-3.529314561,-15.64403876,-3.543716592,-12.99626062,-15.13646948
2.296,-15.84797926,-3.529622204,-15.64210133,-3.543967477,-13.00193151,-15.13505924
2.297,-15.84288237,-3.529930229,-15.64016427,-3.544218671,-13.0076054,-15.13365018
2.298,-15.83777736,-3.530238636,-15.63822759,-3.544470173,-13.01328229,-15.13224232
2.299,-15.83266432,-3.530547423,-15.6362913,-3.544721983,-13.01896219,-15.13083565
2.3,-15.82754334,-3.530856588,-15.63435541,-3.544974098,-13.0246451,-15.12943018
2.301,-15.82241449,-3.53116613,-15.63241994,-3.545226518,-13.03033102,-15.12802592
2.302,-15.81727786,-3.531476047,-15.63048488,-3.545479241,-13.03601994,-15.12662289
2.303,-15.81213353,-3.531786338,-15.62855026,-3.545732267,-13.04171189,-15.12522107
2.304,-15.80698159,-3.532097002,-15.62661608,-3.545985593,-13.04740685,-15.1238205
2.305,-15.80182212,-3.532408036,-15.62468235,-3.54623922,-13.05310482,-15.12242116
2.306,-15.7966552,-3.53271944,-15.62274907,-3.546493145,-13.05880582,-15.12102307
2.307,-15.79148092,-3.533031211,-15.62081627,-3.546747367,-13.06450984,-15.11962623
2.308,-15.78629935,-3.533343349,-15.61888395,-3.547001885,-13.07021688,-15.11823065
2.309,-15.78111058,-3.533655851,-15.61695212,-3.547256698,-13.07592695,-15.11683635
2.31,-15.77591469,-3.533968717,-15.61502079,-3.547511805,-13.08164005,-15.11544332
2.311,-15.77071177,-3.534281944,-15.61308997,-3.547767205,-13.08735617,-15.11405157
2.312,-15.76550189,-3.534595532,-15.61115967,-3.548022895,-13.09307533,-15.11266112
2.313,-15.76028514,-3.534909479,-15.6092299,-3.548278876,-13.09879753,-15.11127196
2.314,-15.75506159,-3.535223782,-15.60730066,-3.548535145,-13.10452275,-15.10988411
2.315,-15.74983133,-3.535538441,-15.60537198,-3.548791702,-13.11025102,-15.10849757
2.316,-15.74459444,-3.535853454,-15.60344385,-3.549048545,-13.11598233,-15.10711236
2.317,-15.739351,-3.53616882,-15.60151629,-3.549305673,-13.12171668,-15.10572847
2.318,-15.73410109,-3.536484537,-15.59958932,-3.549563085,-13.12745407,-15.10434591
2.319,-15.72884479,-3.536800603,-15.59766292,-3.549820779,-13.13319451,-15.10296471
2.32,-15.72358218,-3.537117016,-15.59573713,-3.550078754,-13.138938,-15.10158485
2.321,-15.71831334,-3.537433777,-15.59381195,-3.550337009,-13.14468454,-15.10020635
2.322,-15.71303835,-3.537750882,-15.59188738,-3.550595543,-13.15043413,-15.09882921
2.323,-15.70775729,-3.53806833,-15.58996344,-3.550854354,-13.15618678,-15.09745345
2.324,-15.70247023,-3.53838612,-15.58804013,-3.551113441,-13.16194248,-15.09607908
2.325,-15.69717726,-3.53870425,-15.58611747,-3.551372804,-13.16770124,-15.09470609
2.326,-15.69187846,-3.539022718,-15.58419547,-3.551632439,-13.17346306,-15.09333449
2.327,-15.68657391,-3.539341523,-15.58227414,-3.551892347,-13.17922794,-15.09196431
2.328,-15.68126367,-3.539660664,-15.58035348,-3.552152526,-13.18499589,-15.09059553
2.329,-15.67594784,-3.539980138,-15.57843351,-3.552412975,-13.1907669,-15.08922817
2.33,-15.67062648,-3.540299945,-15.57651423,-3.552673692,-13.19654099,-15.08786225
2.331,-15.66529968,-3.540620082,-15.57459566,-3.552934676,-13.20231814,-15.08649776
2.332,-15.65996752,-3.540940548,-15.5726778,-3.553195926,-13.20809836,-15.08513471
2.333,-15.65463006,-3.541261342,-15.57076067,-3.55345744,-13.21388167,-15.08377311
2.334,-15.64928739,-3.541582462,-15.56884427,-3.553719218,-13.21966804,-15.08241297
2.335,-15.64393959,-3.541903906,-15.56692862,-3.553981257,-13.2254575,-15.0810543
2.336,-15.63858673,-3.542225672,-15.56501373,-3.554243557,-13.23125003,-15.07969711
2.337,-15.63322888,-3.54254776,-15.56309959,-3.554506116,-13.23704565,-15.0783414
2.338,-15.62786613,-3.542870167,-15.56118623,-3.554768933,-13.24284436,-15.07698718
2.339,-15.62249855,-3.543192892,-15.55927366,-3.555032007,-13.24864615,-15.07563446
2.34,-15.61712622,-3.543515933,-15.55736188,-3.555295336,-13.25445103,-15.07428325
2.341,-15.6117492,-3.543839289,-15.5554509,-3.555558919,-13.260259,-15.07293355
2.342,-15.60636758,-3.544162958,-15.55354073,-3.555822755,-13.26607006,-15.07158538
2.343,-15.60098143,-3.544486938,-15.55163139,-3.556086842,-13.27188422,-15.07023873
2.344,-15.59559082,-3.544811228,-15.54972288,-3.556351179,-13.27770148,-15.06889363
2.345,-15.59019584,-3.545135826,-15.54781522,-3.556615765,-13.28352183,-15.06755008
2.346,-15.58479655,-3.545460731,-15.5459084,-3.556880598,-13.28934529,-15.06620808
2.347,-15.57939302,-3.545785941,-15.54400245,-3.557145677,-13.29517185,-15.06486765
2.348,-15.57398534,-3.546111454,-15.54209738,-3.557411001,-13.30100151,-15.06352879
2.349,-15.56857358,-3.546437269,-15.54019318,-3.557676568,-13.30683428,-15.06219151
2.35,-15.5631578,-3.546763384,-15.53828988,-3.557942376,-13.31267016,-15.06085582
2.351,-15.55773808,-3.547089797,-15.53638748,-3.558208426,-13.31850916,-15.05952173
2.352,-15.5523145,-3.547416507,-15.53448599,-3.558474715,-13.32435126,-15.05818925
2.353,-15.54688712,-3.547743513,-15.53258542,-3.558741241,-13.33019649,-15.05685838
2.354,-15.54145603,-3.548070812,-15.53068578,-3.559008004,-13.33604483,-15.05552914
2.355,-15.53602128,-3.548398402,-15.52878709,-3.559275002,-13.34189629,-15.05420152
2.356,-15.53058296,-3.548726283,-15.52688934,-3.559542234,-13.34775087,-15.05287555
2.357,-15.52514114,-3.549054453,-15.52499256,-3.559809699,-13.35360857,-15.05155122
2.358,-15.51969588,-3.549382909,-15.52309675,-3.560077394,-13.3594694,-15.05022855
2.359,-15.51424725,-3.549711651,-15.52120193,-3.560345319,-13.36533336,-15.04890755
2.36,-15.50879534,-3.550040676,-15.51930809,-3.560613473,-13.37120045,-15.04758822
2.361,-15.5033402,-3.550369983,-15.51741525,-3.560881853,-13.37707067,-15.04627058
2.362,-15.49788192,-3.550699571,-15.51552343,-3.561150459,-13.38294403,-15.04495463
2.363,-15.49242055,-3.551029437,-15.51363262,-3.561419289,-13.38882052,-15.04364037
2.364,-15.48695617,-3.55135958,-15.51174285,-3.561688342,-13.39470015,-15.04232783
2.365,-15.48148885,-3.551689999,-15.50985412,-3.561957617,-13.40058292,-15.041017
2.366,-15.47601866,-3.552020691,-15.50796644,-3.562227111,-13.40646884,-15.0397079
2.367,-15.47054567,-3.552351655,-15.50607982,-3.562496824,-13.41235789,-15.03840054
2.368,-15.46506994,-3.55268289,-15.50419428,-3.562766754,-13.4182501,-15.03709492
2.369,-15.45959155,-3.553014393,-15.50230981,-3.5630369,-13.42414545,-15.03579105
2.37,-15.45411056,-3.553346163,-15.50042644,-3.563307261,-13.43004396,-15.03448895
2.371,-15.44862704,-3.553678198,-15.49854417,-3.563577834,-13.43594562,-15.03318861
2.372,-15.44314106,-3.554010497,-15.496663,-3.563848619,-13.44185043,-15.03189006
2.373,-15.43765269,-3.554343057,-15.49478296,-3.564119615,-13.4477584,-15.03059329
2.374,-15.432162,-3.554675878,-15.49290406,-3.564390819,-13.45366953,-15.02929832
2.375,-15.42666905,-3.555008958,-15.49102629,-3.564662231,-13.45958382,-15.02800516
2.376,-15.4211739,-3.555342294,-15.48914968,-3.564933848,-13.46550128,-15.02671381
2.377,-15.41567663,-3.555675885,-15.48727423,-3.565205671,-13.4714219,-15.02542428
2.378,-15.4101773,-3.55600973,-15.48539995,-3.565477696,-13.47734569,-15.02413659
2.379,-15.40467598,-3.556343826,-15.48352685,-3.565749923,-13.48327265,-15.02285075
2.38,-15.39917274,-3.556678173,-15.48165494,-3.566022351,-13.48920278,-15.02156675
2.381,-15.39366763,-3.557012768,-15.47978424,-3.566294977,-13.49513608,-15.02028461
2.382,-15.38816073,-3.557347609,-15.47791475,-3.566567801,-13.50107256,-15.01900435
2.383,-15.38265209,-3.557682696,-15.47604649,-3.566840821,-13.50701222,-15.01772596
2.384,-15.3771418,-3.558018025,-15.47417945,-3.567114036,-13.51295506,-15.01644946
2.385,-15.3716299,-3.558353596,-15.47231366,-3.567387443,-13.51890109,-15.01517486
2.386,-15.36611647,-3.558689407,-15.47044913,-3.567661043,-13.52485029,-15.01390217
2.387,-15.36060156,-3.559025456,-15.46858586,-3.567934833,-13.53080269,-15.01263139
2.388,-15.35508525,-3.559361741,-15.46672386,-3.568208812,-13.53675827,-15.01136254
2.389,-15.34956759,-3.559698261,-15.46486315,-3.568482978,-13.54271705,-15.01009562
2.39,-15.34404865,-3.560035014,-15.46300373,-3.56875733,-13.54867902,-15.00883065
2.391,-15.33852849,-3.560371998,-15.46114562,-3.569031867,-13.55464418,-15.00756763
2.392,-15.33300718,-3.560709211,-15.45928882,-3.569306587,-13.56061255,-15.00630657
2.393,-15.32748477,-3.561046652,-15.45743335,-3.569581489,-13.56658411,-15.00504748
2.394,-15.32196134,-3.56138432,-15.45557921,-3.569856571,-13.57255887,-15.00379038
2.395,-15.31643694,-3.561722211,-15.45372643,-3.570131832,-13.57853684,-15.00253527
2.396,-15.31091163,-3.562060325,-15.45187499,-3.57040727,-13.58451802,-15.00128215
2.397,-15.30538548,-3.56239866,-15.45002493,-3.570682884,-13.5905024,-15.00003105
2.398,-15.29985854,-3.562737213,-15.44817624,-3.570958673,-13.59648999,-14.99878197
2.399,-15.29433088,-3.563075985,-15.44632894,-3.571234634,-13.6024808,-14.99753492
2.4,-15.28880256,-3.563414971,-15.44448304,-3.571510767,-13.60847482,-14.9962899
2.401,-15.28327364,-3.563754172,-15.44263855,-3.57178707,-13.61447206,-14.99504694
2.402,-15.27774418,-3.564093584,-15.44079548,-3.572063542,-13.62047252,-14.99380603
2.403,-15.27221424,-3.564433207,-15.43895384,-3.572340181,-13.6264762,-14.99256719
2.404,-15.26668388,-3.564773039,-15.43711363,-3.572616985,-13.63248311,-14.99133043
2.405,-15.26115316,-3.565113077,-15.43527488,-3.572893954,-13.63849324,-14.99009575
2.406,-15.25562214,-3.565453321,-15.43343759,-3.573171085,-13.6445066,-14.98886317
2.407,-15.25009088,-3.565793767,-15.43160177,-3.573448377,-13.65052319,-14.9876327
2.408,-15.24455943,-3.566134416,-15.42976744,-3.57372583,-13.65654301,-14.98640434
2.409,-15.23902785,-3.566475264,-15.42793459,-3.57400344,-13.66256606,-14.98517811
2.41,-15.23349622,-3.56681631,-15.42610325,-3.574281208,-13.66859236,-14.98395402
2.411,-15.22796457,-3.567157553,-15.42427343,-3.574559131,-13.67462189,-14.98273207
2.412,-15.22243297,-3.56749899,-15.42244512,-3.574837208,-13.68065467,-14.98151228
2.413,-15.21690148,-3.567840619,-15.42061836,-3.575115437,-13.68669068,-14.98029465
2.414,-15.21137015,-3.56818244,-15.41879314,-3.575393817,-13.69272995,-14.9790792
2.415,-15.20583905,-3.56852445,-15.41696947,-3.575672346,-13.69877246,-14.97786593
2.416,-15.20030822,-3.568866648,-15.41514737,-3.575951024,-13.70481822,-14.97665486
2.417,-15.19477773,-3.569209031,-15.41332685,-3.576229847,-13.71086724,-14.975446
2.418,-15.18924763,-3.569551598,-15.41150792,-3.576508816,-13.71691951,-14.97423935
2.419,-15.18371797,-3.569894347,-15.40969059,-3.576787929,-13.72297504,-14.97303492
2.42,-15.17818882,-3.570237276,-15.40787487,-3.577067183,-13.72903382,-14.97183273
2.421,-15.17266023,-3.570580384,-15.40606076,-3.577346578,-13.73509587,-14.97063279
2.422,-15.16713225,-3.570923669,-15.40424829,-3.577626111,-13.74116118,-14.9694351
2.423,-15.16160494,-3.571267129,-15.40243746,-3.577905783,-13.74722976,-14.96823968
2.424,-15.15607836,-3.571610762,-15.40062828,-3.57818559,-13.75330161,-14.96704653
2.425,-15.15055255,-3.571954567,-15.39882077,-3.578465532,-13.75937673,-14.96585567
2.426,-15.14502758,-3.572298541,-15.39701493,-3.578745606,-13.76545512,-14.9646671
2.427,-15.13950349,-3.572642683,-15.39521078,-3.579025813,-13.77153678,-14.96348084
2.428,-15.13398035,-3.572986991,-15.39340832,-3.579306149,-13.77762173,-14.9622969
2.429,-15.1284582,-3.573331463,-15.39160757,-3.579586614,-13.78370995,-14.96111528
2.43,-15.12293709,-3.573676098,-15.38980853,-3.579867205,-13.78980145,-14.959936
2.431,-15.11741709,-3.574020893,-15.38801122,-3.580147923,-13.79589624,-14.95875907
2.432,-15.11189824,-3.574365848,-15.38621566,-3.580428764,-13.80199432,-14.9575845
2.433,-15.1063806,-3.574710959,-15.38442184,-3.580709727,-13.80809568,-14.95641229
2.434,-15.10086422,-3.575056226,-15.38262978,-3.580990812,-13.81420034,-14.95524246
2.435,-15.09534915,-3.575401646,-15.3808395,-3.581272016,-13.82030829,-14.95407502
2.436,-15.08983544,-3.575747218,-15.379051,-3.581553338,-13.82641953,-14.95290997
2.437,-15.08432314,-3.57609294,-15.37726429,-3.581834777,-13.83253408,-14.95174734
2.438,-15.07881232,-3.576438809,-15.37547938,-3.58211633,-13.83865192,-14.95058712
2.439,-15.07330301,-3.576784825,-15.3736963,-3.582397997,-13.84477307,-14.94942934
