Freq [GHz],S11 Phase(deg),S21 Phase(deg),S22 Phase(deg),S31 Phase(deg),S32 Phase(deg),S33 Phase(deg)
3.181,-88.34231784,-105.2945211,30.65802805,-105.3553967,126.4333048,29.24994878
3.182,-88.46846362,-105.4417913,30.52397451,-105.5027014,126.2518484,29.11259956
3.183,-88.59464537,-105.5890639,30.38993996,-105.6500083,126.0703763,28.97526787
3.184,-88.72086303,-105.7363389,30.25592445,-105.7973174,125.8888882,28.83795376
3.185,-88.84711652,-105.8836163,30.12192801,-105.9446286,125.7073843,28.70065729
3.186,-88.97340575,-106.030896,29.98795069,-106.0919421,125.5258642,28.56337852
3.187,-89.09973065,-106.1781782,29.85399255,-106.2392576,125.3443281,28.4261175
3.188,-89.22609113,-106.3254628,29.72005362,-106.3865754,125.1627758,28.28887429
3.189,-89.35248712,-106.4727498,29.58613396,-106.5338954,124.9812072,28.15164895
3.19,-89.47891854,-106.6200392,29.45223361,-106.6812176,124.7996223,28.01444153
3.191,-89.6053853,-106.7673311,29.31835262,-106.8285421,124.618021,27.8772521
3.192,-89.73188734,-106.9146255,29.18449103,-106.9758688,124.4364032,27.7400807
3.193,-89.85842456,-107.0619223,29.0506489,-107.1231977,124.2547688,27.6029274
3.194,-89.98499689,-107.2092216,28.91682626,-107.2705288,124.0731178,27.46579225
3.195,-90.11160426,-107.3565233,28.78302317,-107.4178623,123.8914501,27.32867531
3.196,-90.23824658,-107.5038276,28.64923966,-107.565198,123.7097655,27.19157663
3.197,-90.36492377,-107.6511344,28.5154758,-107.712536,123.5280641,27.05449628
3.198,-90.49163575,-107.7984436,28.38173162,-107.8598762,123.3463458,26.9174343
3.199,-90.61838245,-107.9457554,28.24800717,-108.0072188,123.1646104,26.78039076
3.2,-90.74516379,-108.0930698,28.1143025,-108.1545637,122.9828579,26.64336571
3.201,-90.87197969,-108.2403867,27.98061765,-108.3019109,122.8010882,26.5063592
3.202,-90.99883007,-108.3877061,27.84695267,-108.4492605,122.6193013,26.3693713
3.203,-91.12571485,-108.5350281,27.71330761,-108.5966124,122.4374969,26.23240207
3.204,-91.25263396,-108.6823527,27.57968251,-108.7439666,122.2556752,26.09545154
3.205,-91.37958732,-108.8296798,27.44607741,-108.8913232,122.0738359,25.9585198
3.206,-91.50657484,-108.9770095,27.31249238,-109.0386822,121.8919791,25.82160688
3.207,-91.63359645,-109.1243419,27.17892744,-109.1860436,121.7101046,25.68471285
3.208,-91.76065208,-109.2716768,27.04538266,-109.3334073,121.5282123,25.54783776
3.209,-91.88774165,-109.4190144,26.91185806,-109.4807735,121.3463021,25.41098167
3.21,-92.01486507,-109.5663546,26.77835371,-109.628142,121.1643741,25.27414464
3.211,-92.14202227,-109.7136974,26.64486965,-109.775513,120.982428,25.13732671
3.212,-92.26921318,-109.8610429,26.51140592,-109.9228864,120.8004639,25.00052796
3.213,-92.39643771,-110.0083911,26.37796256,-110.0702622,120.6184815,24.86374843
3.214,-92.52369579,-110.1557419,26.24453964,-110.2176405,120.4364809,24.72698818
3.215,-92.65098735,-110.3030954,26.11113718,-110.3650212,120.254462,24.59024727
3.216,-92.7783123,-110.4504516,25.97775524,-110.5124044,120.0724246,24.45352575
3.217,-92.90567057,-110.5978104,25.84439387,-110.6597901,119.8903687,24.31682368
3.218,-93.03306208,-110.745172,25.7110531,-110.8071783,119.7082942,24.18014111
3.219,-93.16048675,-110.8925363,25.577733,-110.954569,119.526201,24.04347811
3.22,-93.28794452,-111.0399033,25.44443359,-111.1019621,119.3440891,23.90683472
3.221,-93.41543529,-111.1872731,25.31115494,-111.2493578,119.1619583,23.77021101
3.222,-93.54295901,-111.3346456,25.17789707,-111.396756,118.9798085,23.63360702
3.223,-93.67051558,-111.4820209,25.04466005,-111.5441567,118.7976397,23.49702282
3.224,-93.79810494,-111.6293989,24.91144392,-111.69156,118.6154517,23.36045847
3.225,-93.92572701,-111.7767797,24.77824872,-111.8389658,118.4332446,23.22391401
3.226,-94.05338171,-111.9241632,24.6450745,-111.9863742,118.2510181,23.0873895
3.227,-94.18106896,-112.0715496,24.5119213,-112.1337852,118.0687723,22.95088501
3.228,-94.3087887,-112.2189388,24.37878917,-112.2811987,117.8865069,22.81440058
3.229,-94.43654084,-112.3663307,24.24567816,-112.4286148,117.704222,22.67793627
3.23,-94.56432531,-112.5137255,24.11258832,-112.5760336,117.5219174,22.54149214
3.231,-94.69214204,-112.6611231,23.97951968,-112.7234549,117.3395931,22.40506824
3.232,-94.81999095,-112.8085236,23.8464723,-112.8708789,117.1572489,22.26866464
3.233,-94.94787196,-112.9559269,23.71344622,-113.0183054,116.9748847,22.13228138
3.234,-95.075785,-113.1033331,23.58044149,-113.1657346,116.7925006,21.99591851
3.235,-95.20373,-113.2507421,23.44745815,-113.3131665,116.6100962,21.85957611
3.236,-95.33170687,-113.398154,23.31449625,-113.460601,116.4276717,21.72325422
3.237,-95.45971556,-113.5455688,23.18155584,-113.6080382,116.2452269,21.5869529
3.238,-95.58775597,-113.6929865,23.04863695,-113.755478,116.0627616,21.45067221
3.239,-95.71582804,-113.840407,22.91573965,-113.9029205,115.8802758,21.31441219
3.24,-95.8439317,-113.9878305,22.78286396,-114.0503658,115.6977695,21.17817291
3.241,-95.97206686,-114.1352569,22.65000995,-114.1978137,115.5152424,21.04195443
3.242,-96.10023346,-114.2826863,22.51717765,-114.3452643,115.3326945,20.90575679
3.243,-96.22843141,-114.4301186,22.38436712,-114.4927177,115.1501258,20.76958006
3.244,-96.35666066,-114.5775538,22.25157839,-114.6401737,114.9675361,20.63342428
3.245,-96.48492111,-114.724992,22.11881151,-114.7876325,114.7849252,20.49728952
3.246,-96.61321271,-114.8724331,21.98606654,-114.9350941,114.6022932,20.36117584
3.247,-96.74153538,-115.0198773,21.8533435,-115.0825584,114.4196399,20.22508328
3.248,-96.86988903,-115.1673244,21.72064246,-115.2300255,114.2369652,20.0890119
3.249,-96.99827361,-115.3147745,21.58796346,-115.3774953,114.0542691,19.95296177
3.25,-97.12668903,-115.4622276,21.45530654,-115.524968,113.8715513,19.81693292
3.251,-97.25513523,-115.6096837,21.32267175,-115.6724434,113.6888119,19.68092543
3.252,-97.38361213,-115.7571428,21.19005914,-115.8199216,113.5060507,19.54493935
3.253,-97.51211965,-115.904605,21.05746875,-115.9674027,113.3232676,19.40897473
3.254,-97.64065774,-116.0520702,20.92490062,-116.1148865,113.1404625,19.27303162
3.255,-97.7692263,-116.1995385,20.79235481,-116.2623732,112.9576353,19.13711009
3.256,-97.89782528,-116.3470098,20.65983136,-116.4098627,112.7747859,19.00121019
3.257,-98.0264546,-116.4944842,20.52733031,-116.5573551,112.5919143,18.86533197
3.258,-98.15511418,-116.6419616,20.39485171,-116.7048503,112.4090202,18.7294755
3.259,-98.28380396,-116.7894421,20.26239562,-116.8523484,112.2261036,18.59364082
3.26,-98.41252386,-116.9369258,20.12996206,-116.9998493,112.0431644,18.45782799
3.261,-98.54127381,-117.0844125,19.9975511,-117.1473532,111.8602025,18.32203707
3.262,-98.67005375,-117.2319023,19.86516277,-117.2948599,111.6772177,18.18626812
3.263,-98.79886359,-117.3793953,19.73279712,-117.4423695,111.49421,18.05052119
3.264,-98.92770327,-117.5268914,19.60045421,-117.5898821,111.3111793,17.91479633
3.265,-99.05657271,-117.6743906,19.46813406,-117.7373975,111.1281254,17.77909361
3.266,-99.18547186,-117.8218929,19.33583674,-117.8849159,110.9450483,17.64341307
3.267,-99.31440062,-117.9693984,19.20356229,-118.0324372,110.7619478,17.50775477
3.268,-99.44335894,-118.1169071,19.07131074,-118.1799615,110.5788238,17.37211878
3.269,-99.57234674,-118.264419,18.93908216,-118.3274887,110.3956763,17.23650514
3.27,-99.70136396,-118.411934,18.80687658,-118.4750189,110.212505,17.10091391
3.271,-99.83041051,-118.5594522,18.67469405,-118.622552,110.0293099,16.96534515
3.272,-99.95948634,-118.7069736,18.54253462,-118.7700881,109.8460909,16.82979891
3.273,-100.0885914,-118.8544982,18.41039834,-118.9176272,109.6628479,16.69427525
3.274,-100.2177255,-119.0020261,18.27828525,-119.0651693,109.4795807,16.55877422
3.275,-100.3468888,-119.1495571,18.14619539,-119.2127145,109.2962893,16.42329588
3.276,-100.476081,-119.2970914,18.01412881,-119.3602626,109.1129735,16.28784029
3.277,-100.6053021,-119.4446289,17.88208557,-119.5078137,108.9296332,16.1524075
3.278,-100.7345521,-119.5921697,17.7500657,-119.6553679,108.7462683,16.01699757
3.279,-100.8638309,-119.7397137,17.61806925,-119.8029251,108.5628787,15.88161056
3.28,-100.9931384,-119.887261,17.48609627,-119.9504854,108.3794642,15.74624651
3.281,-101.1224745,-120.0348116,17.35414681,-120.0980487,108.1960248,15.61090549
3.282,-101.2518393,-120.1823654,17.2222209,-120.2456151,108.0125603,15.47558755
3.283,-101.3812325,-120.3299225,17.09031861,-120.3931846,107.8290706,15.34029275
3.284,-101.5106542,-120.477483,16.95843997,-120.5407572,107.6455555,15.20502115
3.285,-101.6401042,-120.6250467,16.82658503,-120.6883328,107.4620151,15.06977279
3.286,-101.7695825,-120.7726138,16.69475383,-120.8359115,107.2784491,14.93454774
3.287,-101.8990891,-120.9201842,16.56294644,-120.9834934,107.0948574,14.79934605
3.288,-102.0286239,-121.0677579,16.43116288,-121.1310784,106.91124,14.66416779
3.289,-102.1581867,-121.2153349,16.29940321,-121.2786665,106.7275966,14.52901299
3.29,-102.2877776,-121.3629153,16.16766747,-121.4262577,106.5439271,14.39388173
3.291,-102.4173965,-121.5104991,16.03595572,-121.5738521,106.3602315,14.25877405
3.292,-102.5470432,-121.6580862,15.90426799,-121.7214496,106.1765096,14.12369002
3.293,-102.6767178,-121.8056767,15.77260434,-121.8690503,105.9927613,13.98862969
3.294,-102.8064201,-121.9532706,15.6409648,-122.0166541,105.8089865,13.85359311
3.295,-102.9361502,-122.1008679,15.50934944,-122.1642612,105.6251849,13.71858034
3.296,-103.0659078,-122.2484686,15.37775829,-122.3118714,105.4413566,13.58359144
3.297,-103.1956931,-122.3960726,15.2461914,-122.4594848,105.2575014,13.44862647
3.298,-103.3255058,-122.5436801,15.11464882,-122.6071014,105.0736191,13.31368548
3.299,-103.455346,-122.6912911,14.9831306,-122.7547212,104.8897096,13.17876853
3.3,-103.5852135,-122.8389054,14.85163677,-122.9023443,104.7057728,13.04387566
3.301,-103.7151083,-122.9865232,14.7201674,-123.0499706,104.5218086,12.90900695
3.302,-103.8450304,-123.1341444,14.58872253,-123.1976001,104.3378167,12.77416245
3.303,-103.9749796,-123.2817691,14.45730219,-123.3452328,104.1537972,12.63934221
3.304,-104.1049559,-123.4293973,14.32590645,-123.4928688,103.9697499,12.50454629
3.305,-104.2349593,-123.5770289,14.19453535,-123.6405081,103.7856745,12.36977474
3.306,-104.3649896,-123.724664,14.06318893,-123.7881506,103.6015711,12.23502763
3.307,-104.4950469,-123.8723026,13.93186725,-123.9357964,103.4174394,12.10030501
3.308,-104.625131,-124.0199447,13.80057034,-124.0834455,103.2332793,11.96560694
3.309,-104.7552418,-124.1675903,13.66929827,-124.2310979,103.0490907,11.83093346
3.31,-104.8853794,-124.3152394,13.53805106,-124.3787536,102.8648734,11.69628465
3.311,-105.0155436,-124.462892,13.40682878,-124.5264125,102.6806274,11.56166056
3.312,-105.1457344,-124.6105482,13.27563147,-124.6740749,102.4963524,11.42706123
3.313,-105.2759518,-124.7582079,13.14445918,-124.8217405,102.3120483,11.29248674
3.314,-105.4061956,-124.9058711,13.01331195,-124.9694095,102.1277151,11.15793714
3.315,-105.5364657,-125.0535379,12.88218984,-125.1170818,101.9433524,11.02341248
3.316,-105.6667623,-125.2012082,12.75109288,-125.2647574,101.7589603,10.88891282
3.317,-105.797085,-125.3488822,12.62002114,-125.4124365,101.5745385,10.75443822
3.318,-105.927434,-125.4965596,12.48897464,-125.5601188,101.390087,10.61998873
3.319,-106.0578091,-125.6442407,12.35795346,-125.7078046,101.2056055,10.48556442
3.32,-106.1882103,-125.7919254,12.22695762,-125.8554937,101.0210939,10.35116534
3.321,-106.3186376,-125.9396136,12.09598718,-126.0031863,100.8365522,10.21679154
3.322,-106.4490907,-126.0873055,11.9650422,-126.1508822,100.65198,10.08244309
3.323,-106.5795698,-126.235001,11.8341227,-126.2985815,100.4673773,9.948120039
3.324,-106.7100747,-126.3827,11.70322875,-126.4462843,100.282744,9.813822447
3.325,-106.8406053,-126.5304028,11.57236039,-126.5939905,100.0980798,9.679550371
3.326,-106.9711617,-126.6781091,11.44151768,-126.7417001,99.91338471,9.545303869
3.327,-107.1017437,-126.8258191,11.31070065,-126.8894131,99.72865847,9.411082999
3.328,-107.2323513,-126.9735328,11.17990936,-127.0371296,99.54390095,9.276887817
3.329,-107.3629844,-127.1212501,11.04914385,-127.1848495,99.359112,9.142718381
3.33,-107.4936429,-127.2689711,10.91840417,-127.3325729,99.17429147,9.00857475
3.331,-107.6243269,-127.4166957,10.78769038,-127.4802998,98.98943921,8.87445698
3.332,-107.7550362,-127.5644241,10.65700252,-127.6280301,98.80455505,8.74036513
3.333,-107.8857708,-127.7121561,10.52634064,-127.7757639,98.61963884,8.606299258
3.334,-108.0165306,-127.8598918,10.39570479,-127.9235013,98.43469043,8.47225942
3.335,-108.1473155,-128.0076312,10.26509501,-128.0712421,98.24970964,8.338245676
3.336,-108.2781255,-128.1553744,10.13451136,-128.2189864,98.06469634,8.204258083
3.337,-108.4089606,-128.3031212,10.00395388,-128.3667342,97.87965034,8.070296699
3.338,-108.5398207,-128.4508718,9.87342263,-128.5144856,97.69457149,7.936361583
3.339,-108.6707057,-128.5986261,9.742917649,-128.6622405,97.50945963,7.802452793
3.34,-108.8016155,-128.7463841,9.612438991,-128.8099989,97.32431459,7.668570386
3.341,-108.9325502,-128.8941459,9.481986703,-128.9577609,97.13913621,7.534714422
3.342,-109.0635096,-129.0419115,9.351560836,-129.1055264,96.95392432,7.400884958
3.343,-109.1944936,-129.1896808,9.221161438,-129.2532955,96.76867876,7.267082053
3.344,-109.3255023,-129.3374539,9.090788559,-129.4010682,96.58339935,7.133305766
3.345,-109.4565356,-129.4852308,8.960442248,-129.5488444,96.39808593,6.999556154
3.346,-109.5875933,-129.6330114,8.830122555,-129.6966242,96.21273833,6.865833278
3.347,-109.7186756,-129.7807959,8.699829529,-129.8444077,96.02735638,6.732137195
3.348,-109.8497822,-129.9285841,8.569563221,-129.9921947,95.8419399,6.598467964
3.349,-109.9809131,-130.0763762,8.439323679,-130.1399853,95.65648873,6.464825644
3.35,-110.1120684,-130.224172,8.309110955,-130.2877795,95.47100268,6.331210294
3.351,-110.2432478,-130.3719717,8.178925097,-130.4355774,95.28548158,6.197621973
3.352,-110.3744514,-130.5197752,8.048766155,-130.5833788,95.09992526,6.06406074
3.353,-110.5056791,-130.6675825,7.918634181,-130.731184,94.91433354,5.930526655
3.354,-110.6369309,-130.8153937,7.788529223,-130.8789927,94.72870624,5.797019775
3.355,-110.7682067,-130.9632087,7.658451332,-131.0268051,94.54304318,5.663540162
3.356,-110.8995064,-131.1110276,7.528400559,-131.1746212,94.35734418,5.530087873
3.357,-111.03083,-131.2588504,7.398376954,-131.3224409,94.17160906,5.396662969
3.358,-111.1621774,-131.406677,7.268380567,-131.4702643,93.98583763,5.263265509
3.359,-111.2935486,-131.5545075,7.138411449,-131.6180914,93.80002972,5.129895553
3.36,-111.4249435,-131.7023418,7.00846965,-131.7659222,93.61418512,4.996553159
3.361,-111.5563621,-131.8501801,6.878555222,-131.9137566,93.42830367,4.863238389
3.362,-111.6878043,-131.9980223,6.748668215,-132.0615948,93.24238517,4.729951302
3.363,-111.81927,-132.1458683,6.61880868,-132.2094367,93.05642943,4.596691958
3.364,-111.9507593,-132.2937183,6.488976668,-132.3572823,92.87043626,4.463460416
3.365,-112.082272,-132.4415722,6.359172231,-132.5051316,92.68440547,4.330256737
3.366,-112.213808,-132.58943,6.229395418,-132.6529846,92.49833687,4.197080982
3.367,-112.3453674,-132.7372918,6.099646283,-132.8008414,92.31223026,4.06393321
3.368,-112.4769501,-132.8851575,5.969924875,-132.9487019,92.12608545,3.930813481
3.369,-112.6085561,-133.0330271,5.840231247,-133.0965662,91.93990225,3.797721857
3.37,-112.7401852,-133.1809007,5.71056545,-133.2444342,91.75368045,3.664658398
3.371,-112.8718374,-133.3287782,5.580927535,-133.392306,91.56741986,3.531623164
3.372,-113.0035127,-133.4766597,5.451317556,-133.5401816,91.38112027,3.398616216
3.373,-113.135211,-133.6245452,5.321735562,-133.6880609,91.19478149,3.265637614
3.374,-113.2669323,-133.7724346,5.192181607,-133.8359441,91.00840331,3.132687421
3.375,-113.3986765,-133.9203281,5.062655742,-133.983831,90.82198553,2.999765697
3.376,-113.5304436,-134.0682255,4.933158019,-134.1317218,90.63552794,2.866872502
3.377,-113.6622334,-134.2161269,4.803688492,-134.2796163,90.44903034,2.734007898
3.378,-113.7940461,-134.3640323,4.674247211,-134.4275146,90.26249251,2.601171947
3.379,-113.9258814,-134.5119418,4.54483423,-134.5754168,90.07591426,2.46836471
3.38,-114.0577394,-134.6598552,4.415449601,-134.7233228,89.88929536,2.335586248
3.381,-114.1896201,-134.8077727,4.286093377,-134.8712327,89.70263561,2.202836623
3.382,-114.3215232,-134.9556942,4.156765611,-135.0191463,89.51593479,2.070115896
3.383,-114.4534489,-135.1036198,4.027466355,-135.1670639,89.32919269,1.93742413
3.384,-114.585397,-135.2515493,3.898195662,-135.3149853,89.14240909,1.804761386
3.385,-114.7173676,-135.399483,3.768953586,-135.4629105,88.95558378,1.672127726
3.386,-114.8493605,-135.5474207,3.63974018,-135.6108396,88.76871652,1.539523213
3.387,-114.9813757,-135.6953624,3.510555497,-135.7587726,88.58180711,1.406947908
3.388,-115.1134132,-135.8433082,3.381399591,-135.9067095,88.39485532,1.274401874
3.389,-115.2454729,-135.9912581,3.252272514,-136.0546502,88.20786093,1.141885174
3.39,-115.3775547,-136.1392121,3.123174322,-136.2025949,88.02082371,1.00939787
3.391,-115.5096587,-136.2871702,2.994105067,-136.3505435,87.83374344,0.876940024
3.392,-115.6417847,-136.4351323,2.865064803,-136.4984959,87.64661988,0.744511699
3.393,-115.7739328,-136.5830986,2.736053585,-136.6464523,87.45945281,0.612112959
3.394,-115.9061028,-136.7310689,2.607071466,-136.7944126,87.272242,0.479743866
3.395,-116.0382947,-136.8790434,2.478118501,-136.9423769,87.0849872,0.347404484
3.396,-116.1705085,-137.027022,2.349194744,-137.090345,86.8976882,0.215094875
3.397,-116.3027442,-137.1750047,2.22030025,-137.2383172,86.71034475,0.082815103
3.398,-116.4350016,-137.3229915,2.091435073,-137.3862932,86.52295661,-0.049434769
3.399,-116.5672808,-137.4709825,1.962599268,-137.5342732,86.33552355,-0.181654676
3.4,-116.6995816,-137.6189776,1.83379289,-137.6822572,86.14804532,-0.313844556
3.401,-116.8319041,-137.7669769,1.705015994,-137.8302452,85.96052168,-0.446004344
3.402,-116.9642482,-137.9149803,1.576268635,-137.9782371,85.77295239,-0.578133977
3.403,-117.0966139,-138.0629879,1.447550868,-138.126233,85.5853372,-0.71023339
3.404,-117.229001,-138.2109996,1.318862748,-138.2742329,85.39767587,-0.84230252
3.405,-117.3614097,-138.3590155,1.190204331,-138.4222368,85.20996814,-0.974341301
3.406,-117.4938397,-138.5070356,1.061575673,-138.5702446,85.02221376,-1.106349669
3.407,-117.6262911,-138.6550599,0.93297683,-138.7182565,84.83441248,-1.238327561
3.408,-117.7587639,-138.8030884,0.804407856,-138.8662724,84.64656404,-1.370274911
3.409,-117.8912579,-138.951121,0.675868809,-139.0142924,84.4586682,-1.502191653
3.41,-118.0237731,-139.0991579,0.547359744,-139.1623163,84.27072468,-1.634077725
3.411,-118.1563096,-139.247199,0.418880718,-139.3103443,84.08273323,-1.765933059
3.412,-118.2888672,-139.3952443,0.290431787,-139.4583763,83.89469359,-1.897757591
3.413,-118.421446,-139.5432938,0.162013007,-139.6064123,83.7066055,-2.029551256
3.414,-118.5540458,-139.6913475,0.033624436,-139.7544525,83.51846869,-2.161313988
3.415,-118.6866666,-139.8394054,-0.09473387,-139.9024966,83.33028288,-2.293045721
3.416,-118.8193084,-139.9874676,-0.223061854,-140.0505448,83.14204782,-2.42474639
3.417,-118.9519712,-140.1355341,-0.351359459,-140.1985971,82.95376323,-2.556415929
3.418,-119.0846548,-140.2836047,-0.479626627,-140.3466535,82.76542883,-2.688054271
3.419,-119.2173593,-140.4316797,-0.607863301,-140.494714,82.57704436,-2.81966135
3.42,-119.3500846,-140.5797589,-0.736069424,-140.6427785,82.38860953,-2.951237101
3.421,-119.4828308,-140.7278423,-0.864244938,-140.7908471,82.20012407,-3.082781456
3.422,-119.6155976,-140.87593,-0.992389786,-140.9389198,82.01158769,-3.21429435
3.423,-119.7483851,-141.024022,-1.120503908,-141.0869967,81.82300011,-3.345775714
3.424,-119.8811933,-141.1721183,-1.248587247,-141.2350776,81.63436105,-3.477225482
3.425,-120.0140221,-141.3202189,-1.376639745,-141.3831627,81.44567021,-3.608643588
3.426,-120.1468715,-141.4683237,-1.504661343,-141.5312519,81.25692732,-3.740029963
3.427,-120.2797415,-141.6164329,-1.632651984,-141.6793452,81.06813207,-3.871384541
3.428,-120.4126319,-141.7645463,-1.760611607,-141.8274426,80.87928417,-4.002707254
3.429,-120.5455428,-141.9126641,-1.888540154,-141.9755442,80.69038334,-4.133998035
3.43,-120.6784741,-142.0607861,-2.016437567,-142.1236499,80.50142926,-4.265256814
3.431,-120.8114258,-142.2089125,-2.144303785,-142.2717598,80.31242164,-4.396483525
3.432,-120.9443978,-142.3570432,-2.272138751,-142.4198739,80.12336018,-4.5276781
3.433,-121.0773901,-142.5051783,-2.399942403,-142.5679921,79.93424457,-4.658840469
3.434,-121.2104027,-142.6533177,-2.527714683,-142.7161144,79.74507451,-4.789970565
3.435,-121.3434356,-142.8014614,-2.65545553,-142.864241,79.55584968,-4.921068319
3.436,-121.4764886,-142.9496094,-2.783164886,-143.0123717,79.36656978,-5.052133662
3.437,-121.6095618,-143.0977618,-2.910842689,-143.1605066,79.17723449,-5.183166526
3.438,-121.7426551,-143.2459186,-3.038488879,-143.3086458,78.9878435,-5.31416684
3.439,-121.8757685,-143.3940797,-3.166103396,-143.4567891,78.79839648,-5.445134536
3.44,-122.0089019,-143.5422452,-3.293686179,-143.6049366,78.60889312,-5.576069545
3.441,-122.1420554,-143.6904151,-3.421237168,-143.7530883,78.41933309,-5.706971796
3.442,-122.2752288,-143.8385893,-3.548756301,-143.9012442,78.22971607,-5.83784122
3.443,-122.4084222,-143.9867679,-3.676243518,-144.0494044,78.04004172,-5.968677747
3.444,-122.5416355,-144.1349509,-3.803698756,-144.1975688,77.85030973,-6.099481308
3.445,-122.6748687,-144.2831383,-3.931121956,-144.3457374,77.66051975,-6.230251831
3.446,-122.8081217,-144.4313301,-4.058513054,-144.4939102,77.47067145,-6.360989246
3.447,-122.9413945,-144.5795263,-4.18587199,-144.6420873,77.28076449,-6.491693483
3.448,-123.0746871,-144.7277269,-4.3131987,-144.7902687,77.09079853,-6.62236447
3.449,-123.2079995,-144.8759319,-4.440493124,-144.9384543,76.90077323,-6.753002138
3.45,-123.3413315,-145.0241413,-4.567755199,-145.0866441,76.71068824,-6.883606414
3.451,-123.4746832,-145.1723551,-4.694984862,-145.2348382,76.52054321,-7.014177227
3.452,-123.6080546,-145.3205734,-4.822182051,-145.3830366,76.33033779,-7.144714506
3.453,-123.7414455,-145.4687961,-4.949346702,-145.5312393,76.14007164,-7.27521818
3.454,-123.8748561,-145.6170232,-5.076478754,-145.6794462,75.94974438,-7.405688176
3.455,-124.0082862,-145.7652547,-5.203578142,-145.8276575,75.75935566,-7.536124422
3.456,-124.1417358,-145.9134908,-5.330644803,-145.975873,75.56890512,-7.666526846
3.457,-124.2752049,-146.0617312,-5.457678673,-146.1240928,75.3783924,-7.796895375
3.458,-124.4086934,-146.2099761,-5.58467969,-146.2723169,75.18781712,-7.927229938
3.459,-124.5422014,-146.3582255,-5.711647788,-146.4205453,74.99717891,-8.057530461
3.46,-124.6757287,-146.5064793,-5.838582905,-146.5687781,74.80647741,-8.187796871
3.461,-124.8092755,-146.6547376,-5.965484974,-146.7170151,74.61571223,-8.318029095
3.462,-124.9428415,-146.8030004,-6.092353933,-146.8652565,74.42488299,-8.44822706
3.463,-125.0764269,-146.9512677,-6.219189717,-147.0135022,74.23398932,-8.578390691
3.464,-125.2100315,-147.0995394,-6.345992259,-147.1617523,74.04303083,-8.708519917
3.465,-125.3436554,-147.2478156,-6.472761496,-147.3100066,73.85200712,-8.838614662
3.466,-125.4772985,-147.3960963,-6.599497363,-147.4582654,73.66091781,-8.968674852
3.467,-125.6109608,-147.5443815,-6.726199793,-147.6065284,73.4697625,-9.098700413
3.468,-125.7446423,-147.6926712,-6.852868721,-147.7547959,73.27854079,-9.228691271
3.469,-125.8783429,-147.8409654,-6.979504082,-147.9030676,73.08725229,-9.358647351
3.47,-126.0120626,-147.9892642,-7.106105809,-148.0513438,72.89589658,-9.488568577
3.471,-126.1458014,-148.1375674,-7.232673836,-148.1996243,72.70447326,-9.618454875
3.472,-126.2795592,-148.2858751,-7.359208096,-148.3479092,72.51298192,-9.74830617
3.473,-126.4133361,-148.4341874,-7.485708524,-148.4961985,72.32142215,-9.878122385
3.474,-126.547132,-148.5825042,-7.612175052,-148.6444921,72.12979353,-10.00790345
3.475,-126.6809468,-148.7308255,-7.738607613,-148.7927902,71.93809563,-10.13764928
3.476,-126.8147806,-148.8791514,-7.86500614,-148.9410926,71.74632803,-10.2673598
3.477,-126.9486334,-149.0274818,-7.991370566,-149.0893994,71.55449031,-10.39703494
3.478,-127.082505,-149.1758167,-8.117700823,-149.2377106,71.36258204,-10.52667462
3.479,-127.2163955,-149.3241562,-8.243996843,-149.3860263,71.17060277,-10.65627876
3.48,-127.3503049,-149.4725003,-8.370258558,-149.5343463,70.97855207,-10.78584729
3.481,-127.4842331,-149.6208489,-8.4964859,-149.6826708,70.7864295,-10.91538013
3.482,-127.6181801,-149.769202,-8.622678801,-149.8309997,70.59423461,-11.0448772
3.483,-127.7521459,-149.9175598,-8.748837191,-149.979333,70.40196696,-11.17433843
3.484,-127.8861304,-150.0659221,-8.874961003,-150.1276708,70.20962608,-11.30376373
3.485,-128.0201337,-150.2142889,-9.001050166,-150.276013,70.01721154,-11.43315303
3.486,-128.1541557,-150.3626604,-9.127104612,-150.4243596,69.82472285,-11.56250625
3.487,-128.2881964,-150.5110364,-9.253124271,-150.5727107,69.63215957,-11.69182331
3.488,-128.4222558,-150.659417,-9.379109073,-150.7210662,69.43952121,-11.82110413
3.489,-128.5563338,-150.8078022,-9.505058949,-150.8694262,69.24680732,-11.95034864
3.49,-128.6904305,-150.956192,-9.630973828,-151.0177906,69.05401741,-12.07955675
3.491,-128.8245457,-151.1045864,-9.756853641,-151.1661595,68.861151,-12.20872839
3.492,-128.9586796,-151.2529854,-9.882698316,-151.3145329,68.66820761,-12.33786348
3.493,-129.092832,-151.401389,-10.00850778,-151.4629108,68.47518676,-12.46696193
3.494,-129.227003,-151.5497972,-10.13428197,-151.6112931,68.28208794,-12.59602366
3.495,-129.3611925,-151.6982101,-10.26002081,-151.7596799,68.08891067,-12.72504861
3.496,-129.4954006,-151.8466275,-10.38572422,-151.9080712,67.89565444,-12.85403667
3.497,-129.6296271,-151.9950496,-10.51139214,-152.056467,67.70231875,-12.98298778
3.498,-129.7638721,-152.1434763,-10.6370245,-152.2048673,67.50890308,-13.11190186
3.499,-129.8981355,-152.2919076,-10.76262121,-152.353272,67.31540694,-13.24077881
3.5,-130.0324174,-152.4403435,-10.88818222,-152.5016813,67.12182979,-13.36961857
3.501,-130.1667178,-152.5887841,-11.01370745,-152.6500951,66.92817112,-13.49842105
