Freq [GHz],S11 Phase(deg),S21 Phase(deg),S22 Phase(deg),S31 Phase(deg),S32 Phase(deg),S33 Phase(deg)
4.228,122.5883439,98.1945748,-86.28693099,98.14688695,140.5562188,-89.75261339
4.229,122.4068139,98.04254192,-86.36448129,97.99482806,140.3351139,-89.82764313
4.23,122.2250533,97.89050394,-86.44200023,97.84276393,140.114307,-89.90262735
4.231,122.0430608,97.73846086,-86.51948831,97.69069456,139.8937949,-89.97756657
4.232,121.8608352,97.58641267,-86.59694604,97.53861994,139.6735748,-90.05246133
4.233,121.6783753,97.43435937,-86.67437395,97.38654008,139.4536437,-90.12731217
4.234,121.4956797,97.28230097,-86.75177254,97.23445498,139.2339988,-90.20211962
4.235,121.3127471,97.13023745,-86.82914234,97.08236462,139.0146373,-90.27688422
4.236,121.1295764,96.97816883,-86.90648385,96.93026902,138.7955562,-90.35160652
4.237,120.9461661,96.82609509,-86.9837976,96.77816817,138.576753,-90.42628707
4.238,120.7625151,96.67401623,-87.0610841,96.62606206,138.3582248,-90.5009264
4.239,120.5786219,96.52193226,-87.13834389,96.4739507,138.1399689,-90.57552506
4.24,120.3944853,96.36984316,-87.21557747,96.32183409,137.9219827,-90.65008361
4.241,120.2101039,96.21774895,-87.29278539,96.16971222,137.7042635,-90.72460259
4.242,120.0254764,96.06564961,-87.36996815,96.0175851,137.4868088,-90.79908256
4.243,119.8406015,95.91354515,-87.44712629,95.86545271,137.269616,-90.87352407
4.244,119.6554778,95.76143557,-87.52426034,95.71331507,137.0526825,-90.94792768
4.245,119.4701039,95.60932085,-87.60137082,95.56117217,136.8360059,-91.02229394
4.246,119.2844786,95.45720101,-87.67845827,95.409024,136.6195836,-91.09662342
4.247,119.0986003,95.30507603,-87.75552322,95.25687057,136.4034132,-91.17091667
4.248,118.9124678,95.15294592,-87.8325662,95.10471188,136.1874924,-91.24517425
4.249,118.7260796,95.00081067,-87.90958774,94.95254792,135.9718187,-91.31939674
4.25,118.5394344,94.84867029,-87.98658838,94.80037869,135.7563897,-91.39358469
4.251,118.3525307,94.69652477,-88.06356866,94.64820419,135.5412032,-91.46773867
4.252,118.1653672,94.54437411,-88.14052911,94.49602443,135.3262569,-91.54185925
4.253,117.9779423,94.39221831,-88.21747028,94.34383939,135.1115484,-91.615947
4.254,117.7902548,94.24005736,-88.29439269,94.19164908,134.8970756,-91.69000249
4.255,117.6023031,94.08789126,-88.3712969,94.03945349,134.6828361,-91.76402628
4.256,117.4140858,93.93572002,-88.44818345,93.88725263,134.4688279,-91.83801897
4.257,117.2256015,93.78354363,-88.52505286,93.7350465,134.2550488,-91.91198111
4.258,117.0368486,93.63136209,-88.6019057,93.58283508,134.0414966,-91.98591329
4.259,116.8478257,93.47917539,-88.67874251,93.43061839,133.8281692,-92.05981608
4.26,116.6585314,93.32698354,-88.75556382,93.27839641,133.6150645,-92.13369006
4.261,116.4689642,93.17478653,-88.83237019,93.12616916,133.4021805,-92.20753582
4.262,116.2791225,93.02258437,-88.90916216,92.97393662,133.189515,-92.28135393
4.263,116.0890048,92.87037704,-88.98594029,92.8216988,132.9770662,-92.35514497
4.264,115.8986097,92.71816455,-89.06270511,92.66945569,132.764832,-92.42890953
4.265,115.7079356,92.5659469,-89.13945719,92.51720729,132.5528104,-92.50264819
4.266,115.516981,92.41372408,-89.21619707,92.3649536,132.3409995,-92.57636155
4.267,115.3257444,92.26149609,-89.2929253,92.21269463,132.1293973,-92.65005018
4.268,115.1342241,92.10926293,-89.36964243,92.06043036,131.918002,-92.72371467
4.269,114.9424187,91.9570246,-89.44634903,91.90816081,131.7068117,-92.79735562
4.27,114.7503266,91.8047811,-89.52304563,91.75588596,131.4958245,-92.87097361
4.271,114.5579462,91.65253242,-89.5997328,91.60360581,131.2850386,-92.94456923
4.272,114.365276,91.50027857,-89.67641109,91.45132037,131.0744521,-93.01814308
4.273,114.1723143,91.34801953,-89.75308106,91.29902963,130.8640633,-93.09169575
4.274,113.9790596,91.19575532,-89.82974326,91.14673359,130.6538704,-93.16522783
4.275,113.7855102,91.04348592,-89.90639825,90.99443225,130.4438716,-93.23873992
4.276,113.5916645,90.89121134,-89.98304659,90.84212561,130.2340652,-93.31223261
4.277,113.3975209,90.73893157,-90.05968883,90.68981367,130.0244495,-93.3857065
4.278,113.2030778,90.58664661,-90.13632554,90.53749643,129.8150227,-93.45916219
4.279,113.0083335,90.43435646,-90.21295726,90.38517388,129.6057833,-93.53260028
4.28,112.8132864,90.28206112,-90.28958458,90.23284602,129.3967294,-93.60602136
4.281,112.6179348,90.12976059,-90.36620803,90.08051286,129.1878596,-93.67942604
4.282,112.4222771,89.97745486,-90.44282819,89.92817438,128.9791721,-93.75281491
4.283,112.2263115,89.82514393,-90.51944561,89.7758306,128.7706654,-93.82618858
4.284,112.0300364,89.67282781,-90.59606086,89.62348151,128.5623379,-93.89954765
4.285,111.8334501,89.52050648,-90.67267449,89.4711271,128.354188,-93.97289271
4.286,111.6365509,89.36817994,-90.74928707,89.31876738,128.1462141,-94.04622439
4.287,111.4393371,89.21584821,-90.82589917,89.16640234,127.9384147,-94.11954327
4.288,111.2418068,89.06351126,-90.90251134,89.01403199,127.7307883,-94.19284996
4.289,111.0439586,88.91116911,-90.97912415,88.86165632,127.5233334,-94.26614507
4.29,110.8457904,88.75882175,-91.05573816,88.70927533,127.3160484,-94.33942921
4.291,110.6473007,88.60646917,-91.13235394,88.55688902,127.108932,-94.41270298
4.292,110.4484877,88.45411138,-91.20897204,88.40449739,126.9019827,-94.48596698
4.293,110.2493496,88.30174837,-91.28559304,88.25210044,126.695199,-94.55922182
4.294,110.0498845,88.14938014,-91.3622175,88.09969816,126.4885795,-94.63246812
4.295,109.8500908,87.9970067,-91.43884597,87.94729056,126.2821228,-94.70570648
4.296,109.6499667,87.84462803,-91.51547904,87.79487763,126.0758274,-94.7789375
4.297,109.4495102,87.69224413,-91.59211725,87.64245937,125.8696921,-94.8521618
4.298,109.2487197,87.53985501,-91.66876119,87.49003579,125.6637154,-94.92537999
4.299,109.0475933,87.38746066,-91.7454114,87.33760687,125.457896,-94.99859267
4.3,108.8461291,87.23506109,-91.82206846,87.18517263,125.2522326,-95.07180045
4.301,108.6443254,87.08265628,-91.89873293,87.03273305,125.0467238,-95.14500395
4.302,108.4421802,86.93024623,-91.97540538,86.88028814,124.8413683,-95.21820378
4.303,108.2396917,86.77783095,-92.05208636,86.72783789,124.6361649,-95.29140053
4.304,108.0368581,86.62541044,-92.12877646,86.57538231,124.4311122,-95.36459484
4.305,107.8336774,86.47298468,-92.20547622,86.42292139,124.226209,-95.4377873
4.306,107.6301477,86.32055368,-92.28218622,86.27045514,124.021454,-95.51097853
4.307,107.4262673,86.16811744,-92.35890703,86.11798354,123.8168459,-95.58416914
4.308,107.2220341,86.01567596,-92.43563919,85.9655066,123.6123837,-95.65735974
4.309,107.0174463,85.86322922,-92.51238329,85.81302432,123.4080659,-95.73055094
4.31,106.8125018,85.71077724,-92.58913988,85.6605367,123.2038915,-95.80374336
4.311,106.6071989,85.55832001,-92.66590953,85.50804373,122.9998592,-95.8769376
4.312,106.4015355,85.40585752,-92.7426928,85.35554542,122.7959678,-95.95013427
4.313,106.1955098,85.25338978,-92.81949026,85.20304176,122.5922162,-96.02333399
4.314,105.9891196,85.10091679,-92.89630246,85.05053276,122.3886032,-96.09653737
4.315,105.7823631,84.94843853,-92.97312998,84.8980184,122.1851277,-96.16974502
4.316,105.5752383,84.79595502,-93.04997338,84.7454987,121.9817886,-96.24295755
4.317,105.3677432,84.64346624,-93.12683321,84.59297364,121.7785846,-96.31617557
4.318,105.1598758,84.4909722,-93.20371004,84.44044323,121.5755148,-96.3893997
4.319,104.951634,84.33847289,-93.28060444,84.28790747,121.372578,-96.46263054
4.32,104.7430159,84.18596831,-93.35751696,84.13536636,121.1697731,-96.5358687
4.321,104.5340195,84.03345846,-93.43444816,83.98281989,120.967099,-96.6091148
4.322,104.3246427,83.88094334,-93.51139861,83.83026806,120.7645547,-96.68236944
4.323,104.1148834,83.72842295,-93.58836886,83.67771087,120.5621391,-96.75563323
4.324,103.9047397,83.57589728,-93.66535948,83.52514833,120.3598511,-96.82890679
4.325,103.6942094,83.42336634,-93.74237103,83.37258042,120.1576898,-96.90219072
4.326,103.4832904,83.27083011,-93.81940406,83.22000716,119.9556541,-96.97548563
4.327,103.2719808,83.11828861,-93.89645913,83.06742853,119.7537429,-97.04879214
4.328,103.0602784,82.96574182,-93.97353679,82.91484454,119.5519554,-97.12211084
4.329,102.8481811,82.81318974,-94.05063762,82.76225518,119.3502904,-97.19544235
4.33,102.6356868,82.66063238,-94.12776216,82.60966046,119.148747,-97.26878727
4.331,102.4227934,82.50806973,-94.20491096,82.45706038,118.9473242,-97.34214621
4.332,102.2094987,82.35550178,-94.28208459,82.30445492,118.746021,-97.41551977
4.333,101.9958007,82.20292855,-94.3592836,82.1518441,118.5448366,-97.48890857
4.334,101.7816972,82.05035002,-94.43650854,81.99922791,118.3437698,-97.56231321
4.335,101.567186,81.89776619,-94.51375997,81.84660634,118.1428199,-97.63573429
4.336,101.352265,81.74517706,-94.59103844,81.69397941,117.9419858,-97.70917241
4.337,101.136932,81.59258264,-94.66834449,81.5413471,117.7412666,-97.78262819
4.338,100.9211849,81.43998291,-94.74567869,81.38870942,117.5406615,-97.85610222
4.339,100.7050214,81.28737788,-94.82304158,81.23606636,117.3401695,-97.9295951
4.34,100.4884394,81.13476754,-94.90043371,81.08341793,117.1397897,-98.00310744
4.341,100.2714366,80.98215189,-94.97785563,80.93076412,116.9395212,-98.07663984
4.342,100.0540109,80.82953093,-95.05530789,80.77810494,116.7393632,-98.1501929
4.343,99.83616002,80.67690466,-95.13279103,80.62544037,116.5393147,-98.22376721
4.344,99.61788177,80.52427308,-95.2103056,80.47277043,116.3393749,-98.29736338
4.345,99.39917389,80.37163618,-95.28785215,80.3200951,116.139543,-98.37098201
4.346,99.18003415,80.21899397,-95.36543122,80.16741439,115.9398181,-98.44462368
4.347,98.9604603,80.06634643,-95.44304335,80.0147283,115.7401994,-98.51828901
4.348,98.74045008,79.91369358,-95.52068909,79.86203683,115.540686,-98.59197857
4.349,98.52000123,79.7610354,-95.59836898,79.70933997,115.3412771,-98.66569298
4.35,98.29911148,79.60837189,-95.67608355,79.55663773,115.1419719,-98.73943282
4.351,98.07777854,79.45570306,-95.75383336,79.4039301,114.9427695,-98.81319868
4.352,97.85600013,79.3030289,-95.83161893,79.25121709,114.7436693,-98.88699116
4.353,97.63377396,79.15034941,-95.9094408,79.09849868,114.5446703,-98.96081084
4.354,97.41109773,78.99766458,-95.98729951,78.94577489,114.3457718,-99.03465833
4.355,97.18796912,78.84497442,-96.0651956,78.7930457,114.146973,-99.1085342
4.356,96.96438582,78.69227893,-96.14312959,78.64031113,113.9482732,-99.18243904
4.357,96.74034551,78.53957809,-96.22110203,78.48757116,113.7496715,-99.25637345
4.358,96.51584586,78.38687192,-96.29911344,78.3348258,113.5511672,-99.330338
4.359,96.29088453,78.23416041,-96.37716436,78.18207505,113.3527596,-99.40433329
4.36,96.06545919,78.08144355,-96.45525531,78.0293189,113.1544478,-99.47835989
4.361,95.83956747,77.92872134,-96.53338683,77.87655736,112.9562313,-99.5524184
4.362,95.61320703,77.77599379,-96.61155944,77.72379042,112.7581091,-99.62650938
4.363,95.38637551,77.62326089,-96.68977366,77.57101808,112.5600807,-99.70063342
4.364,95.15907054,77.47052263,-96.76803003,77.41824035,112.3621453,-99.7747911
4.365,94.93128974,77.31777903,-96.84632906,77.26545722,112.1643021,-99.848983
4.366,94.70303073,77.16503007,-96.92467128,77.11266868,111.9665505,-99.92320969
4.367,94.47429114,77.01227575,-97.0030572,76.95987475,111.7688897,-99.99747176
4.368,94.24506857,76.85951607,-97.08148736,76.80707542,111.5713192,-100.0717698
4.369,94.01536063,76.70675103,-97.15996226,76.65427068,111.3738381,-100.1461043
4.37,93.78516491,76.55398064,-97.23848242,76.50146054,111.1764457,-100.2204759
4.371,93.55447901,76.40120487,-97.31704837,76.348645,110.9791415,-100.2948852
4.372,93.32330052,76.24842374,-97.39566061,76.19582406,110.7819248,-100.3693327
4.373,93.09162702,76.09563724,-97.47431965,76.04299771,110.5847948,-100.443819
4.374,92.85945611,75.94284538,-97.55302602,75.89016595,110.3877509,-100.5183446
4.375,92.62678534,75.79004814,-97.63178021,75.73732879,110.1907925,-100.5929102
4.376,92.3936123,75.63724552,-97.71058274,75.58448622,109.9939189,-100.6675163
4.377,92.15993455,75.48443754,-97.78943411,75.43163824,109.7971294,-100.7421634
4.378,91.92574966,75.33162417,-97.86833484,75.27878485,109.6004235,-100.8168522
4.379,91.69105518,75.17880543,-97.94728542,75.12592605,109.4038005,-100.8915831
4.38,91.45584869,75.02598131,-98.02628636,74.97306185,109.2072597,-100.9663567
4.381,91.22012772,74.8731518,-98.10533816,74.82019223,109.0108006,-101.0411736
4.382,90.98388985,74.72031691,-98.18444131,74.6673172,108.8144225,-101.1160344
4.383,90.7471326,74.56747663,-98.26359633,74.51443676,108.6181249,-101.1909396
4.384,90.50985354,74.41463097,-98.3428037,74.36155091,108.421907,-101.2658897
4.385,90.2720502,74.26177991,-98.42206392,74.20865964,108.2257684,-101.3408853
4.386,90.03372013,74.10892347,-98.50137748,74.05576296,108.0297084,-101.415927
4.387,89.79486087,73.95606163,-98.58074488,73.90286086,107.8337264,-101.4910152
4.388,89.55546996,73.80319439,-98.66016661,73.74995335,107.6378218,-101.5661506
4.389,89.31554493,73.65032176,-98.73964315,73.59704042,107.4419941,-101.6413337
4.39,89.07508334,73.49744373,-98.81917499,73.44412207,107.2462426,-101.716565
4.391,88.83408271,73.34456031,-98.89876263,73.29119831,107.0505669,-101.791845
4.392,88.59254058,73.19167147,-98.97840653,73.13826913,106.8549663,-101.8671744
4.393,88.35045448,73.03877724,-99.0581072,72.98533453,106.6594403,-101.9425536
4.394,88.10782196,72.8858776,-99.13786509,72.83239451,106.4639883,-102.0179831
4.395,87.86464056,72.73297255,-99.21768071,72.67944908,106.2686097,-102.0934636
4.396,87.6209078,72.58006209,-99.29755451,72.52649822,106.0733041,-102.1689956
4.397,87.37662123,72.42714622,-99.37748699,72.37354194,105.8780709,-102.2445794
4.398,87.13177839,72.27422494,-99.4574786,72.22058024,105.6829094,-102.3202158
4.399,86.88637682,72.12129824,-99.53752983,72.06761312,105.4878193,-102.3959053
4.4,86.64041407,71.96836613,-99.61764115,71.91464058,105.2927999,-102.4716482
4.401,86.39388768,71.8154286,-99.69781302,71.76166261,105.0978508,-102.5474453
4.402,86.14679521,71.66248565,-99.77804591,71.60867922,104.9029713,-102.6232969
4.403,85.8991342,71.50953728,-99.85834029,71.4556904,104.7081611,-102.6992037
4.404,85.65090221,71.35658348,-99.93869662,71.30269617,104.5134195,-102.7751661
4.405,85.4020968,71.20362426,-100.0191154,71.1496965,104.3187461,-102.8511846
4.406,85.15271553,71.05065962,-100.099597,70.99669142,104.1241404,-102.9272599
4.407,84.90275598,70.89768954,-100.1801419,70.8436809,103.9296018,-103.0033922
4.408,84.65221572,70.74471404,-100.2607506,70.69066496,103.7351298,-103.0795823
4.409,84.40109232,70.5917331,-100.3414236,70.53764359,103.5407241,-103.1558306
4.41,84.14938337,70.43874673,-100.4221613,70.3846168,103.346384,-103.2321376
4.411,83.89708646,70.28575493,-100.5029641,70.23158458,103.1521091,-103.3085037
4.412,83.64419918,70.13275768,-100.5838325,70.07854693,102.9578989,-103.3849296
4.413,83.39071914,69.979755,-100.6647669,69.92550385,102.7637529,-103.4614157
4.414,83.13664395,69.82674688,-100.7457678,69.77245535,102.5696706,-103.5379625
4.415,82.88197123,69.67373332,-100.8268357,69.61940141,102.3756516,-103.6145705
4.416,82.62669861,69.52071431,-100.9079709,69.46634205,102.1816955,-103.6912402
4.417,82.37082371,69.36768986,-100.9891739,69.31327725,101.9878017,-103.7679721
4.418,82.11434419,69.21465996,-101.0704452,69.16020703,101.7939697,-103.8447667
4.419,81.8572577,69.06162462,-101.1517851,69.00713138,101.6001992,-103.9216245
4.42,81.5995619,68.90858382,-101.2331942,68.85405029,101.4064896,-103.9985459
4.421,81.34125446,68.75553757,-101.3146728,68.70096377,101.2128406,-104.0755315
4.422,81.08233308,68.60248587,-101.3962214,68.54787183,101.0192516,-104.1525817
4.423,80.82279545,68.44942871,-101.4778404,68.39477445,100.8257223,-104.229697
4.424,80.56263927,68.29636609,-101.5595303,68.24167164,100.6322521,-104.3068779
4.425,80.30186228,68.14329802,-101.6412913,68.08856339,100.4388407,-104.3841248
4.426,80.04046219,67.99022449,-101.7231241,67.93544972,100.2454876,-104.4614383
4.427,79.77843677,67.83714549,-101.805029,67.78233061,100.0521924,-104.5388188
4.428,79.51578376,67.68406103,-101.8870064,67.62920607,99.85895458,-104.6162668
4.429,79.25250096,67.53097111,-101.9690567,67.4760761,99.66577385,-104.6937827
4.43,78.98858614,67.37787572,-102.0511804,67.32294069,99.47264972,-104.7713671
4.431,78.72403713,67.22477486,-102.1333778,67.16979985,99.27958178,-104.8490203
4.432,78.45885173,67.07166853,-102.2156494,67.01665357,99.08656962,-104.9267429
4.433,78.19302779,66.91855673,-102.2979955,66.86350187,98.89361282,-105.0045353
4.434,77.92656317,66.76543946,-102.3804167,66.71034472,98.70071098,-105.0823979
4.435,77.65945575,66.61231671,-102.4629132,66.55718215,98.50786369,-105.1603313
4.436,77.39170341,66.45918849,-102.5454856,66.40401414,98.31507055,-105.2383358
4.437,77.12330408,66.30605478,-102.6281341,66.25084069,98.12233115,-105.316412
4.438,76.85425568,66.1529156,-102.7108592,66.09766181,97.92964511,-105.3945602
4.439,76.58455617,65.99977094,-102.7936613,65.9444775,97.73701202,-105.472781
4.44,76.31420352,65.8466208,-102.8765408,65.79128775,97.54443149,-105.5510747
4.441,76.04319573,65.69346517,-102.959498,65.63809256,97.35190315,-105.6294418
4.442,75.77153082,65.54030405,-103.0425335,65.48489194,97.15942659,-105.7078828
4.443,75.49920684,65.38713745,-103.1256474,65.33168589,96.96700144,-105.7863981
4.444,75.22622184,65.23396536,-103.2088403,65.1784744,96.77462732,-105.864988
4.445,74.95257392,65.08078778,-103.2921125,65.02525748,96.58230386,-105.9436532
4.446,74.6782612,64.92760471,-103.3754644,64.87203512,96.39003067,-106.0223939
4.447,74.40328181,64.77441614,-103.4588964,64.71880732,96.19780738,-106.1012107
4.448,74.12763392,64.62122208,-103.5424089,64.56557409,96.00563363,-106.1801039
4.449,73.85131573,64.46802252,-103.6260022,64.41233543,95.81350905,-106.259074
4.45,73.57432545,64.31481747,-103.7096767,64.25909132,95.62143328,-106.3381213
4.451,73.29666136,64.16160691,-103.7934327,64.10584179,95.42940595,-106.4172464
4.452,73.01832171,64.00839086,-103.8772708,63.95258682,95.2374267,-106.4964496
4.453,72.73930483,63.8551693,-103.9611911,63.79932641,95.04549519,-106.5757314
4.454,72.45960905,63.70194224,-104.0451941,63.64606057,94.85361105,-106.6550922
4.455,72.17923275,63.54870967,-104.1292802,63.49278929,94.66177393,-106.7345323
4.456,71.89817434,63.3954716,-104.2134497,63.33951258,94.46998349,-106.8140522
4.457,71.61643225,63.24222802,-104.2977029,63.18623043,94.27823938,-106.8936523
4.458,71.33400496,63.08897892,-104.3820402,63.03294285,94.08654125,-106.9733331
4.459,71.05089098,62.93572432,-104.4664621,62.87964984,93.89488876,-107.0530948
4.46,70.76708884,62.78246421,-104.5509687,62.72635138,93.70328158,-107.1329379
4.461,70.48259713,62.62919858,-104.6355606,62.5730475,93.51171937,-107.2128629
4.462,70.19741447,62.47592743,-104.7202379,62.41973818,93.32020179,-107.29287
4.463,69.91153951,62.32265077,-104.8050012,62.26642343,93.12872851,-107.3729597
