frequency, S11, S12, S13, S21, S22, S23, S31, S32, S33
1018000000.0000000000, -12.9902498891, -3.8541444055, -3.8541435292, -3.8541444055, -21.4563013560, -10.7903748926, -3.8541435292, -10.7903757694, -21.4563019928
1019000000.0000000000, -12.9945824708, -3.8537947593, -3.8537947593, -3.8537956356, -21.4713514829, -10.7985152161, -3.8537947593, -10.7985143386, -21.4713502073
1020000000.0000000000, -12.9989234909, -3.8534468779, -3.8534477542, -3.8534460017, -21.4864121583, -10.8066551461, -3.8534460017, -10.8066533897, -21.4864096033
1021000000.0000000000, -13.0032685841, -3.8530990086, -3.8530990086, -3.8530981324, -21.5014712411, -10.8147973129, -3.8530981324, -10.8147981918, -21.5014769986
1022000000.0000000000, -13.0076210380, -3.8527502752, -3.8527493990, -3.8527485228, -21.5165472696, -10.8229390778, -3.8527502752, -10.8229399574, -21.5165434255
1023000000.0000000000, -13.0119786716, -3.8524015539, -3.8523998016, -3.8523980493, -21.5316165452, -10.8310813148, -3.8523998016, -10.8310839557, -21.5316191118
1024000000.0000000000, -13.0163414909, -3.8520510926, -3.8520510926, -3.8520510926, -21.5467053504, -10.8392284247, -3.8520510926, -10.8392293057, -21.5467053504
1025000000.0000000000, -13.0207116935, -3.8517015196, -3.8517006435, -3.8517006435, -21.5617957187, -10.8473742417, -3.8517023957, -10.8473742417, -21.5617957187
1026000000.0000000000, -13.0250892881, -3.8513528349, -3.8513528349, -3.8513528349, -21.5769011587, -10.8555240523, -3.8513510827, -10.8555249347, -21.5769005142
1027000000.0000000000, -13.0294698967, -3.8510032863, -3.8510024103, -3.8510015342, -21.5920049203, -10.8636716783, -3.8510024103, -10.8636707951, -21.5920016927
1028000000.0000000000, -13.0338601059, -3.8506528739, -3.8506528739, -3.8506528739, -21.6071211847, -10.8718232963, -3.8506528739, -10.8718232963, -21.6071192451
1029000000.0000000000, -13.0382533410, -3.8503033498, -3.8503033498, -3.8503024738, -21.6222402616, -10.8799727184, -3.8503024738, -10.8799736030, -21.6222402616
1030000000.0000000000, -13.0426528998, -3.8499529620, -3.8499529620, -3.8499512101, -21.6373666685, -10.8881270165, -3.8499512101, -10.8881279019, -21.6373673170
1031000000.0000000000, -13.0470609873, -3.8496034623, -3.8496034623, -3.8496025864, -21.6525055997, -10.8962817668, -3.8496025864, -10.8962799946, -21.6525030019
1032000000.0000000000, -13.0514721179, -3.8492530990, -3.8492513472, -3.8492504713, -21.6676499226, -10.9044360781, -3.8492504713, -10.9044360781, -21.6676492721
1033000000.0000000000, -13.0558917932, -3.8489036238, -3.8489027479, -3.8489018721, -21.6827996269, -10.9125926065, -3.8489018721, -10.9125926065, -21.6827950669
1034000000.0000000000, -13.0603178233, -3.8485524092, -3.8485524092, -3.8485524092, -21.6979612264, -10.9207513521, -3.8485515333, -10.9207513521, -21.6979573120
1035000000.0000000000, -13.0647458132, -3.8481994553, -3.8482003311, -3.8481985795, -21.7131216725, -10.9289087588, -3.8481985795, -10.9289096478, -21.7131223259
1036000000.0000000000, -13.0691823715, -3.8478500169, -3.8478500169, -3.8478482653, -21.7282979390, -10.9370683769, -3.8478482653, -10.9370674872, -21.7282920495
1037000000.0000000000, -13.0736275087, -3.8474997150, -3.8474988393, -3.8474979635, -21.7434749893, -10.9452302062, -3.8474997150, -10.9452319870, -21.7434802324
1038000000.0000000000, -13.0780735205, -3.8471476739, -3.8471476739, -3.8471467982, -21.7586600121, -10.9533933556, -3.8471459225, -10.9533915733, -21.7586600121
1039000000.0000000000, -13.0825292282, -3.8467965210, -3.8467956453, -3.8467956453, -21.7738549808, -10.9615596067, -3.8467947696, -10.9615587148, -21.7738556382
1040000000.0000000000, -13.0869913344, -3.8464453803, -3.8464436290, -3.8464436290, -21.7890592474, -10.9697253911, -3.8464436290, -10.9697244985, -21.7890533220
1041000000.0000000000, -13.0914587432, -3.8460933764, -3.8460933764, -3.8460925008, -21.8042688628, -10.9778889156, -3.8460916252, -10.9778898090, -21.8042675441
1042000000.0000000000, -13.0959314610, -3.8457413849, -3.8457405093, -3.8457387581, -21.8194824955, -10.9860573218, -3.8457396337, -10.9860591099, -21.8194871182
1043000000.0000000000, -13.1004117030, -3.8453885301, -3.8453894057, -3.8453885301, -21.8347074039, -10.9942288265, -3.8453876546, -10.9942297213, -21.8347120336
1044000000.0000000000, -13.1048972684, -3.8450356879, -3.8450365634, -3.8450365634, -21.8499389673, -11.0024016409, -3.8450356879, -11.0023998498, -21.8499389673
1045000000.0000000000, -13.1093870579, -3.8446828581, -3.8446837336, -3.8446802316, -21.8651732004, -11.0105721776, -3.8446828581, -11.0105730739, -21.8651791711
1046000000.0000000000, -13.1138866065, -3.8443317916, -3.8443300407, -3.8443300407, -21.8804260262, -11.0187476016, -3.8443317916, -11.0187476016, -21.8804253618
1047000000.0000000000, -13.1183892871, -3.8439781112, -3.8439781112, -3.8439781112, -21.8956781966, -11.0269216353, -3.8439772358, -11.0269216353, -21.8956835201
1048000000.0000000000, -13.1229006385, -3.8436261942, -3.8436261942, -3.8436253188, -21.9109443350, -11.0351014575, -3.8436261942, -11.0351005590, -21.9109450015
1049000000.0000000000, -13.1274173486, -3.8432734141, -3.8432734141, -3.8432716633, -21.9262091181, -11.0432780850, -3.8432734141, -11.0432789842, -21.9262137904
1050000000.0000000000, -13.1319394240, -3.8429215218, -3.8429215218, -3.8429197711, -21.9414885478, -11.0514578039, -3.8429197711, -11.0514578039, -21.9414925587
1051000000.0000000000, -13.1364690879, -3.8425678912, -3.8425687666, -3.8425661406, -21.9567712737, -11.0596397158, -3.8425670159, -11.0596406164, -21.9567766299
1052000000.0000000000, -13.1410041318, -3.8422142732, -3.8422151485, -3.8422133979, -21.9720700157, -11.0678211162, -3.8422125227, -11.0678220176, -21.9720706863
1053000000.0000000000, -13.1455456716, -3.8418606677, -3.8418606677, -3.8418589172, -21.9873680223, -11.0760047050, -3.8418597925, -11.0760047050, -21.9873686938
1054000000.0000000000, -13.1500926050, -3.8415061995, -3.8415061995, -3.8415044490, -22.0026719801, -11.0841913849, -3.8415044490, -11.0841904820, -22.0026699623
1055000000.0000000000, -13.1546471598, -3.8411526190, -3.8411534942, -3.8411526190, -22.0179906377, -11.0923793507, -3.8411526190, -11.0923784470, -22.0179913114
1056000000.0000000000, -13.1592082342, -3.8407999262, -3.8407990510, -3.8407990510, -22.0333132324, -11.1005695044, -3.8407990510, -11.1005676957, -22.0333125577
1057000000.0000000000, -13.1637747247, -3.8404454955, -3.8404454955, -3.8404454955, -22.0486397461, -11.1087591307, -3.8404454955, -11.1087555103, -22.0486417732
1058000000.0000000000, -13.1683477498, -3.8400919525, -3.8400919525, -3.8400919525, -22.0639850490, -11.1169518462, -3.8400919525, -11.1169482228, -22.0639830188
1059000000.0000000000, -13.1729250924, -3.8397384221, -3.8397384221, -3.8397375470, -22.0793275027, -11.1251431199, -3.8397384221, -11.1251431199, -22.0793234361
1060000000.0000000000, -13.1775078705, -3.8393822790, -3.8393822790, -3.8393814040, -22.0946758826, -11.1333356648, -3.8393814040, -11.1333383868, -22.0946799555
1061000000.0000000000, -13.1821005452, -3.8390278986, -3.8390270236, -3.8390278986, -22.1100362985, -11.1415331109, -3.8390287736, -11.1415331109, -22.1100396977
1062000000.0000000000, -13.1866975583, -3.8386735308, -3.8386735308, -3.8386726558, -22.1254046841, -11.1497309205, -3.8386735308, -11.1497318294, -22.1254060459
1063000000.0000000000, -13.1913022590, -3.8383200504, -3.8383200504, -3.8383191755, -22.1407892234, -11.1579336370, -3.8383191755, -11.1579318179, -22.1407837678
1064000000.0000000000, -13.1959124265, -3.8379639579, -3.8379639579, -3.8379648328, -22.1561687815, -11.1661339844, -3.8379657077, -11.1661330740, -22.1561687815
1065000000.0000000000, -13.2005269517, -3.8376078780, -3.8376078780, -3.8376087528, -22.1715604003, -11.1743355954, -3.8376078780, -11.1743346844, -22.1715617684
1066000000.0000000000, -13.2051503045, -3.8372535604, -3.8372535604, -3.8372526856, -22.1869593032, -11.1825393797, -3.8372518108, -11.1825402915, -22.1869620436
1067000000.0000000000, -13.2097791460, -3.8368983807, -3.8368992555, -3.8368983807, -22.2023654874, -11.1907462494, -3.8368975059, -11.1907435118, -22.2023634290
1068000000.0000000000, -13.2144157173, -3.8365440883, -3.8365432135, -3.8365423387, -22.2177796373, -11.1989534669, -3.8365423387, -11.1989543802, -22.2177810117
1069000000.0000000000, -13.2190566748, -3.8361889337, -3.8361889337, -3.8361871842, -22.2332038178, -11.2071628554, -3.8361871842, -11.2071628554, -22.2332086357
1070000000.0000000000, -13.2237053786, -3.8358329170, -3.8358329170, -3.8358320423, -22.2486325239, -11.2153753297, -3.8358320423, -11.2153762445, -22.2486339026
1071000000.0000000000, -13.2283596008, -3.8354769130, -3.8354769130, -3.8354760383, -22.2640747152, -11.2235881451, -3.8354760383, -11.2235872296, -22.2640733344
1072000000.0000000000, -13.2330204674, -3.8351209217, -3.8351209217, -3.8351191724, -22.2795221196, -11.2318003807, -3.8351209217, -11.2318022133, -22.2795221196
1073000000.0000000000, -13.2376846273, -3.8347658176, -3.8347631938, -3.8347623191, -22.2949705691, -11.2400184488, -3.8347623191, -11.2400175317, -22.2949712616
1074000000.0000000000, -13.2423588061, -3.8344089770, -3.8344089770, -3.8344054787, -22.3104345976, -11.2482386870, -3.8344063532, -11.2482377692, -22.3104345976
1075000064.0000000000, -13.2470374126, -3.8340521491, -3.8340521491, -3.8340504000, -22.3259017360, -11.2564555838, -3.8340504000, -11.2564555838, -22.3259017360
1076000000.0000000000, -13.2517260589, -3.8336953340, -3.8336962085, -3.8336953340, -22.3413823982, -11.2646764799, -3.8336953340, -11.2646755606, -22.3413830940
1076999936.0000000000, -13.2564180265, -3.8333385316, -3.8333385316, -3.8333385316, -22.3568668541, -11.2728995395, -3.8333376571, -11.2728976993, -22.3568640667
1077999872.0000000000, -13.2611155639, -3.8329826163, -3.8329826163, -3.8329817419, -22.3723620634, -11.2811247623, -3.8329817419, -11.2811247623, -22.3723578759
1078999808.0000000000, -13.2658209241, -3.8326258394, -3.8326249649, -3.8326249649, -22.3878603499, -11.2893512265, -3.8326249649, -11.2893521481, -22.3878631459
1079999744.0000000000, -13.2705318699, -3.8322699495, -3.8322690751, -3.8322682007, -22.4033686914, -11.2975752402, -3.8322682007, -11.2975752402, -22.4033686914
1080999680.0000000000, -13.2752495323, -3.8319140723, -3.8319131979, -3.8319131979, -22.4188842929, -11.3058087923, -3.8319114492, -11.3058097154, -22.4188842929
1081999616.0000000000, -13.2799716706, -3.8315547104, -3.8315547104, -3.8315529617, -22.4344106620, -11.3140380426, -3.8315547104, -11.3140389665, -22.4344127688
1082999552.0000000000, -13.2847027904, -3.8311979844, -3.8311979844, -3.8311962357, -22.4499393712, -11.3222694474, -3.8311962357, -11.3222712967, -22.4499407779
1083999488.0000000000, -13.2894406523, -3.8308403967, -3.8308395225, -3.8308403967, -22.4654851874, -11.3305076334, -3.8308386482, -11.3305076334, -22.4654830740
1084999424.0000000000, -13.2941830123, -3.8304828219, -3.8304836962, -3.8304810734, -22.4810312197, -11.3387405716, -3.8304810734, -11.3387414978, -22.4810312197
1085999360.0000000000, -13.2989332559, -3.8301252599, -3.8301252599, -3.8301243857, -22.4965880311, -11.3469830744, -3.8301243857, -11.3469821475, -22.4965873245
1086999296.0000000000, -13.3036891389, -3.8297668364, -3.8297668364, -3.8297659623, -22.5121506802, -11.3552221721, -3.8297668364, -11.3552240274, -22.5121556345
1087999232.0000000000, -13.3084529238, -3.8294093000, -3.8294093000, -3.8294084258, -22.5277290804, -11.3634671352, -3.8294101742, -11.3634662067, -22.5277255361
1088999168.0000000000, -13.3132223641, -3.8290509022, -3.8290509022, -3.8290509022, -22.5432991290, -11.3717105388, -3.8290509022, -11.3717114681, -22.5433062285
1089999104.0000000000, -13.3179963380, -3.8286925173, -3.8286925173, -3.8286925173, -22.5588920358, -11.3799570236, -3.8286925173, -11.3799570236, -22.5588963022
1090999040.0000000000, -13.3227782390, -3.8283367674, -3.8283358933, -3.8283350193, -22.5744900658, -11.3882037991, -3.8283350193, -11.3882047299, -22.5744893536
1091998976.0000000000, -13.3275692076, -3.8279775340, -3.8279775340, -3.8279775340, -22.5900967712, -11.3964573812, -3.8279766600, -11.3964555182, -22.5900960579
1092998912.0000000000, -13.3323636030, -3.8276191875, -3.8276191875, -3.8276183135, -22.6057114403, -11.4047075259, -3.8276183135, -11.4047075259, -22.6057092971
1093998848.0000000000, -13.3371625603, -3.8272591060, -3.8272599799, -3.8272582320, -22.6213326414, -11.4129579513, -3.8272573580, -11.4129598174, -22.6213319258
1094998784.0000000000, -13.3419717427, -3.8269007852, -3.8269007852, -3.8269007852, -22.6369625167, -11.4212179907, -3.8269016592, -11.4212179907, -22.6369632333
1095998720.0000000000, -13.3467855033, -3.8265416034, -3.8265424774, -3.8265424774, -22.6525996333, -11.4294755126, -3.8265407295, -11.4294736434, -22.6525960445
1096998656.0000000000, -13.3516061129, -3.8261824346, -3.8261824346, -3.8261806868, -22.6682447057, -11.4377323759, -3.8261824346, -11.4377333113, -22.6682490190
1097998592.0000000000, -13.3564335803, -3.8258241524, -3.8258241524, -3.8258232786, -22.6838948531, -11.4459969985, -3.8258241524, -11.4459960623, -22.6838948531
1098998528.0000000000, -13.3612656468, -3.8254650093, -3.8254658831, -3.8254641355, -22.6995558298, -11.4542600248, -3.8254650093, -11.4542590879, -22.6995572721
1099998464.0000000000, -13.3661091239, -3.8251050053, -3.8251058790, -3.8251050053, -22.7152319822, -11.4625261338, -3.8251041315, -11.4625242584, -22.7152298154
1100998400.0000000000, -13.3709572177, -3.8247467617, -3.8247476355, -3.8247458880, -22.7309095983, -11.4707934505, -3.8247467617, -11.4707943890, -22.7309117685
1101998336.0000000000, -13.3758099339, -3.8243876573, -3.8243876573, -3.8243885310, -22.7465973410, -11.4790647899, -3.8243885310, -11.4790647899, -22.7466002392
1102998272.0000000000, -13.3806695500, -3.8240276921, -3.8240276921, -3.8240268184, -22.7622973964, -11.4873354564, -3.8240276921, -11.4873335763, -22.7622937680
1103998208.0000000000, -13.3855349383, -3.8236668661, -3.8236659925, -3.8236659925, -22.7779916133, -11.4956073240, -3.8236651188, -11.4956082648, -22.7779945206
1104998144.0000000000, -13.3904083804, -3.8233078005, -3.8233078005, -3.8233069268, -22.7937061320, -11.5038832150, -3.8233086741, -11.5038832150, -22.7937068600
1105998080.0000000000, -13.3952898868, -3.8229470005, -3.8229461269, -3.8229461269, -22.8094249692, -11.5121640760, -3.8229461269, -11.5121631336, -22.8094256983
1106998016.0000000000, -13.4001749155, -3.8225879607, -3.8225879607, -3.8225862136, -22.8251532181, -11.5204423685, -3.8225879607, -11.5204442547, -22.8251539484
1107997952.0000000000, -13.4050691642, -3.8222280603, -3.8222289338, -3.8222280603, -22.8408945413, -11.5287256318, -3.8222271867, -11.5287256318, -22.8408901529
1108997888.0000000000, -13.4099703665, -3.8218690463, -3.8218681728, -3.8218690463, -22.8566401709, -11.5370100939, -3.8218690463, -11.5370100939, -22.8566416360
1109997824.0000000000, -13.4148739723, -3.8215074247, -3.8215074247, -3.8215065513, -22.8723944904, -11.5452966974, -3.8215065513, -11.5452966974, -22.8723908218
1110997760.0000000000, -13.4197868262, -3.8211475632, -3.8211466897, -3.8211458163, -22.8881545623, -11.5535854420, -3.8211466897, -11.5535863883, -22.8881582367
1111997696.0000000000, -13.4247089408, -3.8207885880, -3.8207877146, -3.8207868412, -22.9039269989, -11.5618772745, -3.8207859678, -11.5618763274, -22.9039277350
1112997632.0000000000, -13.4296346209, -3.8204261322, -3.8204261322, -3.8204270055, -22.9197051848, -11.5701712489, -3.8204270055, -11.5701703010, -22.9197059220
1113997568.0000000000, -13.4345695810, -3.8200671828, -3.8200663095, -3.8200663095, -22.9354920613, -11.5784654675, -3.8200671828, -11.5784654675, -22.9354935380
1114997504.0000000000, -13.4395058351, -3.8197038799, -3.8197038799, -3.8197021332, -22.9512876303, -11.5867599254, -3.8197030066, -11.5867608748, -22.9512891093
1115997440.0000000000, -13.4444525297, -3.8193440832, -3.8193432099, -3.8193432099, -22.9670963376, -11.5950593684, -3.8193432099, -11.5950584182, -22.9670911527
1116997376.0000000000, -13.4494062476, -3.8189825530, -3.8189816797, -3.8189816797, -22.9829048525, -11.6033647542, -3.8189825530, -11.6033638032, -22.9829093037
1117997312.0000000000, -13.4543658538, -3.8186219090, -3.8186201626, -3.8186210358, -22.9987309676, -11.6116656223, -3.8186201626, -11.6116665741, -22.9987302246
1118997248.0000000000, -13.4593325007, -3.8182586586, -3.8182586586, -3.8182595318, -23.0145598424, -11.6199714814, -3.8182586586, -11.6199686236, -23.0145583540
1119997184.0000000000, -13.4643050522, -3.8178989139, -3.8178989139, -3.8178962944, -23.0303936865, -11.6282804314, -3.8178962944, -11.6282794781, -23.0303966681
1120997120.0000000000, -13.4692835157, -3.8175374359, -3.8175383090, -3.8175365628, -23.0462429360, -11.6365905662, -3.8175383090, -11.6365905662, -23.0462451757
1121997056.0000000000, -13.4742736321, -3.8171768441, -3.8171768441, -3.8171768441, -23.0621001466, -11.6449057026, -3.8171768441, -11.6449057026, -23.0621038854
1122996992.0000000000, -13.4792650927, -3.8168153922, -3.8168153922, -3.8168153922, -23.0779638184, -11.6532229801, -3.8168153922, -11.6532210686, -23.0779660653
1123996928.0000000000, -13.4842636372, -3.8164522074, -3.8164522074, -3.8164522074, -23.0938384432, -11.6615376157, -3.8164530804, -11.6615376157, -23.0938384432
1124996864.0000000000, -13.4892692750, -3.8160899087, -3.8160907817, -3.8160890357, -23.1097172711, -11.6698582131, -3.8160881627, -11.6698572557, -23.1097165198
1125996800.0000000000, -13.4942843133, -3.8157276231, -3.8157284961, -3.8157284961, -23.1256100649, -11.6781809487, -3.8157276231, -11.6781799906, -23.1256108174
1126996736.0000000000, -13.4993053165, -3.8153670966, -3.8153662236, -3.8153653507, -23.1415070526, -11.6865039044, -3.8153662236, -11.6865048633, -23.1415100675
1127996672.0000000000, -13.5043299922, -3.8150039643, -3.8150039643, -3.8150030914, -23.1574187831, -11.6948289944, -3.8150030914, -11.6948299541, -23.1574172732
1128996608.0000000000, -13.5093629472, -3.8146408452, -3.8146425910, -3.8146399724, -23.1733301639, -11.7031571787, -3.8146417181, -11.7031590997, -23.1733324322
1129996544.0000000000, -13.5144053441, -3.8142803579, -3.8142794850, -3.8142786122, -23.1892616008, -11.7114913433, -3.8142777393, -11.7114913433, -23.1892570568
1130996480.0000000000, -13.5194514368, -3.8139163922, -3.8139163922, -3.8139155194, -23.2051919104, -11.7198238003, -3.8139155194, -11.7198238003, -23.2051896348
1131996416.0000000000, -13.5245058391, -3.8135541854, -3.8135541854, -3.8135541854, -23.2211347223, -11.7281612803, -3.8135533127, -11.7281593544, -23.2211324430
1132996352.0000000000, -13.5295674094, -3.8131928645, -3.8131928645, -3.8131928645, -23.2370877727, -11.7364999349, -3.8131928645, -11.7364999349, -23.2370862508
1133996288.0000000000, -13.5346326966, -3.8128306839, -3.8128306839, -3.8128298111, -23.2530472593, -11.7448407260, -3.8128289384, -11.7448397614, -23.2530518324
1134996224.0000000000, -13.5397097842, -3.8124667710, -3.8124667710, -3.8124667710, -23.2690215695, -11.7531846183, -3.8124658983, -11.7531817223, -23.2690185159
1135996160.0000000000, -13.5447894508, -3.8121037440, -3.8121037440, -3.8121019988, -23.2849908537, -11.7615306477, -3.8121019988, -11.7615306477, -23.2849916183
1136996096.0000000000, -13.5498774758, -3.8117398577, -3.8117407303, -3.8117407303, -23.3009841488, -11.7698778468, -3.8117398577, -11.7698759129, -23.3009810855
1137996032.0000000000, -13.5549715587, -3.8113768571, -3.8113768571, -3.8113768571, -23.3169808185, -11.7782271805, -3.8113759845, -11.7782262127, -23.3169746819
1138995968.0000000000, -13.5600740205, -3.8110138697, -3.8110138697, -3.8110129971, -23.3329846793, -11.7865825225, -3.8110138697, -11.7865805853, -23.3329816061
1139995904.0000000000, -13.5651802443, -3.8106500229, -3.8106500229, -3.8106500229, -23.3489903382, -11.7949370964, -3.8106508955, -11.7949380658, -23.3489934164
1140995840.0000000000, -13.5702971808, -3.8102870619, -3.8102879344, -3.8102888069, -23.3650147195, -11.8032976859, -3.8102888069, -11.8032957455, -23.3650162610
1141995776.0000000000, -13.5754190535, -3.8099249865, -3.8099249865, -3.8099241141, -23.3810478361, -11.8116575031, -3.8099232416, -11.8116575031, -23.3810462921
1142995712.0000000000, -13.5805493454, -3.8095611794, -3.8095603070, -3.8095603070, -23.3970889155, -11.8200204274, -3.8095611794, -11.8200204274, -23.3970896888
1143995648.0000000000, -13.5856845896, -3.8091982579, -3.8091973855, -3.8091982579, -23.4131402784, -11.8283874336, -3.8092000027, -11.8283874336, -23.4131449253
1144995584.0000000000, -13.5908271127, -3.8088353496, -3.8088336049, -3.8088336049, -23.4291965027, -11.8367565791, -3.8088327325, -11.8367556056, -23.4291933998
1145995520.0000000000, -13.5959780851, -3.8084707098, -3.8084707098, -3.8084689651, -23.4452653402, -11.8451239663, -3.8084698375, -11.8451249405, -23.4452707790
1146995456.0000000000, -13.6011328734, -3.8081060833, -3.8081060833, -3.8081060833, -23.4613421409, -11.8535003108, -3.8081043387, -11.8534983607, -23.4613390280
1147995392.0000000000, -13.6062984534, -3.8077405978, -3.8077397255, -3.8077405978, -23.4774222248, -11.8618739186, -3.8077423423, -11.8618729427, -23.4774222248
1148995328.0000000000, -13.6114690282, -3.8073777423, -3.8073777423, -3.8073768701, -23.4935235229, -11.8702555206, -3.8073777423, -11.8702545439, -23.4935227422
1149995264.0000000000, -13.6166446040, -3.8070131557, -3.8070122835, -3.8070131557, -23.5096179445, -11.8786334008, -3.8070140279, -11.8786353559, -23.5096242004
1150995200.0000000000, -13.6218310057, -3.8066494545, -3.8066494545, -3.8066494545, -23.5257359611, -11.8870163491, -3.8066494545, -11.8870192841, -23.5257437936
1151995136.0000000000, -13.6270224272, -3.8062848944, -3.8062848944, -3.8062848944, -23.5418556788, -11.8954082890, -3.8062848944, -11.8954053514, -23.5418556788
1152995072.0000000000, -13.6322188751, -3.8059203475, -3.8059212196, -3.8059194754, -23.5579872789, -11.9037935572, -3.8059212196, -11.9037935572, -23.5579864932
1153995008.0000000000, -13.6374250177, -3.8055566861, -3.8055558140, -3.8055549419, -23.5741268419, -11.9121858627, -3.8055558140, -11.9121848819, -23.5741268419
1154994944.0000000000, -13.6426350382, -3.8051912937, -3.8051912937, -3.8051912937, -23.5902759407, -11.9205793273, -3.8051912937, -11.9205773640, -23.5902743641
1155994880.0000000000, -13.6478547750, -3.8048285308, -3.8048276588, -3.8048276588, -23.6064298420, -11.9289768954, -3.8048276588, -11.9289768954, -23.6064337900
1156994816.0000000000, -13.6530807397, -3.8044631651, -3.8044631651, -3.8044622931, -23.6226003899, -11.9373775882, -3.8044622931, -11.9373766049, -23.6226035534
1157994752.0000000000, -13.6583141087, -3.8040978127, -3.8040978127, -3.8040978127, -23.6387749485, -11.9457804234, -3.8040978127, -11.9457804234, -23.6387701955
1158994688.0000000000, -13.6635537237, -3.8037316018, -3.8037324737, -3.8037324737, -23.6549646030, -11.9541834308, -3.8037316018, -11.9541834308, -23.6549590489
1159994624.0000000000, -13.6688007621, -3.8033671480, -3.8033671480, -3.8033662761, -23.6711574635, -11.9625905477, -3.8033680199, -11.9625915335, -23.6711526952
1160994560.0000000000, -13.6740540645, -3.8030009638, -3.8030018357, -3.8030009638, -23.6873574832, -11.9710037520, -3.8030009638, -11.9710037520, -23.6873622592
1161994496.0000000000, -13.6793194913, -3.8026382803, -3.8026391522, -3.8026391522, -23.7035718299, -11.9794210782, -3.8026382803, -11.9794200907, -23.7035646542
1162994432.0000000000, -13.6845853499, -3.8022721228, -3.8022729946, -3.8022712511, -23.7197949407, -11.9878336362, -3.8022721228, -11.9878326479, -23.7197941421
1163994368.0000000000, -13.6898610128, -3.8019077223, -3.8019077223, -3.8019068505, -23.7360308150, -11.9962532772, -3.8019059788, -11.9962532772, -23.7360292153
1164994304.0000000000, -13.6951453217, -3.8015424632, -3.8015424632, -3.8015407198, -23.7522754663, -12.0046750637, -3.8015415915, -12.0046760536, -23.7522746651
1165994240.0000000000, -13.7004324244, -3.8011746025, -3.8011754742, -3.8011746025, -23.7685184619, -12.0130970133, -3.8011754742, -12.0130960226, -23.7685152519
1166994176.0000000000, -13.7057317120, -3.8008119852, -3.8008111136, -3.8008111136, -23.7847766306, -12.0215260619, -3.8008119852, -12.0215280451, -23.7847830611
1167994112.0000000000, -13.7110326352, -3.8004450230, -3.8004450230, -3.8004450230, -23.8010500037, -12.0299572591, -3.8004450230, -12.0299552742, -23.8010483934
