!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Friday, March 11, 2016 14:32:04
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S21 Log Mag(dB),S21 Phase(°),S11 Log Mag(dB)
2715000000,-1.4298455,-182.77849,-8.3905411
2716000000,-1.4412252,-183.02359,-8.4104433
2717000000,-1.4361624,-183.13982,-8.3933029
2718000000,-1.4343551,-183.356,-8.3877964
2719000000,-1.4116529,-183.5002,-8.370512
2720000000,-1.4151516,-183.7653,-8.3583384
2721000000,-1.4403971,-184.06148,-8.3897295
2722000000,-1.4281204,-183.86034,-8.4159641
2723000000,-1.4185939,-184.44473,-8.3769236
2724000000,-1.4282869,-184.66058,-8.4033089
2725000000,-1.4581308,-184.75417,-8.4497824
2726000000,-1.4201576,-184.89043,-8.4155931
2727000000,-1.4465193,-185.17278,-8.4253759
2728000000,-1.4906396,-185.35387,-8.4219236
2729000000,-1.4696274,-185.31371,-8.4378242
2730000000,-1.4332517,-185.73392,-8.4162598
2731000000,-1.4408013,-185.75827,-8.4484253
2732000000,-1.4094502,-186.09506,-8.3998632
2733000000,-1.3929117,-186.39574,-8.3882236
2734000000,-1.4046361,-186.53851,-8.3948317
2735000000,-1.4443698,-186.64383,-8.4150219
2736000000,-1.397017,-186.76596,-8.4068899
2737000000,-1.4625921,-186.75682,-8.5054216
2738000000,-1.4094085,-187.32237,-8.4271507
2739000000,-1.4072742,-187.41014,-8.4661913
2740000000,-1.4138746,-187.50754,-8.4353628
2741000000,-1.4165455,-188.02698,-8.408309
2742000000,-1.4301353,-188.19893,-8.4643745
2743000000,-1.4174074,-188.18796,-8.4599705
2744000000,-1.4226766,-188.26103,-8.5191565
2745000000,-1.4314145,-188.75188,-8.4927673
2746000000,-1.4302217,-188.97301,-8.4836655
2747000000,-1.404868,-188.95496,-8.4950523
2748000000,-1.4215035,-189.21223,-8.4793711
2749000000,-1.4474381,-189.37474,-8.4782524
2750000000,-1.4475213,-189.74948,-8.5002975
2751000000,-1.4245934,-189.68694,-8.5247097
2752000000,-1.4304866,-189.9892,-8.5014839
2753000000,-1.4135535,-190.05087,-8.5350065
2754000000,-1.4132215,-190.42087,-8.4769707
2755000000,-1.4158893,-190.65619,-8.5163307
2756000000,-1.4000655,-190.55975,-8.5206995
2757000000,-1.4305843,-191.0249,-8.5429087
2758000000,-1.4291863,-190.82506,-8.5744772
2759000000,-1.4186455,-191.33389,-8.5516729
2760000000,-1.4418315,-191.494,-8.5885525
2761000000,-1.4313689,-191.76465,-8.5756483
2762000000,-1.4234078,-192.09013,-8.5393314
2763000000,-1.4059724,-191.9917,-8.5682144
2764000000,-1.4083489,-192.33302,-8.5493698
2765000000,-1.40536,-192.55588,-8.5493879
2766000000,-1.412179,-192.54526,-8.5926352
2767000000,-1.4446888,-192.82619,-8.639617
2768000000,-1.4226217,-192.99696,-8.6393223
2769000000,-1.4161366,-193.15881,-8.6206312
2770000000,-1.435326,-193.5668,-8.5924959
2771000000,-1.4084074,-193.74684,-8.6250629
2772000000,-1.3876576,-193.80101,-8.6182232
2773000000,-1.3612528,-194.13339,-8.5713978
2774000000,-1.3784955,-194.06067,-8.6117611
2775000000,-1.3885474,-194.29268,-8.6350107
2776000000,-1.4083424,-194.5217,-8.6376696
2777000000,-1.3868695,-194.97537,-8.6396675
2778000000,-1.4178749,-195.09573,-8.6670485
2779000000,-1.423027,-195.30504,-8.6562777
2780000000,-1.4107471,-195.51482,-8.6573381
2781000000,-1.4114697,-195.69308,-8.7109566
2782000000,-1.4023457,-195.8022,-8.7031069
2783000000,-1.3983021,-196.03975,-8.7045708
2784000000,-1.413244,-196.17383,-8.7083216
2785000000,-1.4054787,-196.55534,-8.7076321
2786000000,-1.3798202,-196.57935,-8.670289
2787000000,-1.400906,-196.65094,-8.7174215
2788000000,-1.4133297,-197.06458,-8.7428036
2789000000,-1.3968722,-197.1781,-8.723834
2790000000,-1.415679,-197.24553,-8.7828827
2791000000,-1.3745935,-197.40492,-8.7124825
2792000000,-1.4187622,-197.87149,-8.7485237
2793000000,-1.3829004,-197.79251,-8.7553902
2794000000,-1.4132452,-198.3107,-8.7579155
2795000000,-1.4181274,-198.41594,-8.7540722
2796000000,-1.39452,-198.41205,-8.8052731
2797000000,-1.3747818,-198.4847,-8.828928
2798000000,-1.3751281,-199.04344,-8.7580862
2799000000,-1.3682433,-199.16936,-8.8107386
2800000000,-1.3952576,-199.38823,-8.8809662
2801000000,-1.4012271,-199.37183,-8.8354034
2802000000,-1.3667984,-199.44968,-8.8256321
2803000000,-1.4080714,-200.00142,-8.8736982
2804000000,-1.3925929,-200.08049,-8.8683987
2805000000,-1.3887161,-200.2314,-8.8755598
2806000000,-1.4004481,-200.69009,-8.8773298
2807000000,-1.4027011,-200.72134,-8.8833866
2808000000,-1.3905455,-200.93802,-8.9032593
2809000000,-1.3784213,-201.11877,-8.906415
2810000000,-1.3976307,-201.16736,-8.9099503
2811000000,-1.3761182,-201.35031,-8.9277582
2812000000,-1.3775663,-201.59666,-8.9561357
2813000000,-1.3656423,-201.67746,-8.9569016
2814000000,-1.3624227,-202.05899,-8.9514036
2815000000,-1.3775486,-202.23856,-8.9596872
2816000000,-1.344421,-202.41866,-8.9704809
2817000000,-1.3748326,-202.64769,-8.991766
2818000000,-1.3842518,-202.88831,-8.9876661
2819000000,-1.4003073,-202.97461,-9.0262432
2820000000,-1.3717207,-203.36726,-9.0088577
2821000000,-1.3792322,-203.62799,-9.0586176
2822000000,-1.3782837,-203.7435,-9.0602121
2823000000,-1.3345486,-203.97269,-9.0543566
2824000000,-1.3518037,-203.96045,-9.0131769
2825000000,-1.3584994,-204.22977,-9.046813
2826000000,-1.3826777,-204.48518,-9.0669718
2827000000,-1.332324,-204.63148,-9.0693274
2828000000,-1.3573159,-204.75424,-9.0704107
2829000000,-1.4003097,-205.05928,-9.1438265
2830000000,-1.3940578,-205.2699,-9.1637173
2831000000,-1.3685111,-205.19221,-9.1403332
2832000000,-1.3676499,-205.53587,-9.1557875
2833000000,-1.373268,-205.76289,-9.1687031
2834000000,-1.370652,-205.93195,-9.201684
2835000000,-1.3491405,-206.25792,-9.1610289
2836000000,-1.3462468,-206.41682,-9.2314749
2837000000,-1.3724144,-206.66325,-9.2225599
2838000000,-1.3761245,-206.6745,-9.2252808
2839000000,-1.3680847,-207.14455,-9.2593966
2840000000,-1.3398204,-207.20242,-9.2123871
2841000000,-1.37658,-207.24817,-9.2520628
2842000000,-1.3626394,-207.56097,-9.2959099
2843000000,-1.3341583,-207.91162,-9.264245
2844000000,-1.3383975,-207.8765,-9.2846498
2845000000,-1.3267798,-208.25726,-9.3000631
2846000000,-1.3431361,-208.35402,-9.3217316
2847000000,-1.3155252,-208.55766,-9.3411837
2848000000,-1.347618,-208.67253,-9.3696833
2849000000,-1.3531675,-208.97122,-9.3706579
2850000000,-1.3496356,-209.01335,-9.3636618
2851000000,-1.3244843,-209.19553,-9.3810482
2852000000,-1.3220998,-209.43123,-9.4065599
2853000000,-1.3589431,-209.87671,-9.4479055
2854000000,-1.3062013,-209.89119,-9.4509535
2855000000,-1.3339067,-209.98036,-9.4444923
2856000000,-1.3666842,-210.43828,-9.4876976
2857000000,-1.3143919,-210.48386,-9.4747906
2858000000,-1.3066717,-210.7811,-9.4745522
2859000000,-1.3261665,-210.97003,-9.4844952
2860000000,-1.3378032,-211.17731,-9.5338488
2861000000,-1.3132447,-211.25882,-9.5329618
2862000000,-1.3009694,-211.55939,-9.5457144
2863000000,-1.3048447,-211.89191,-9.5589609
2864000000,-1.3237817,-212.03069,-9.5816498
2865000000,-1.2951276,-211.9996,-9.5891619
2866000000,-1.3055789,-212.29767,-9.605341
2867000000,-1.3047229,-212.62341,-9.6166115
2868000000,-1.3289689,-212.79416,-9.6440153
2869000000,-1.3038297,-212.89842,-9.6239996
2870000000,-1.2941171,-213.1535,-9.627656
2871000000,-1.3321595,-213.37144,-9.6685467
2872000000,-1.3214498,-213.67416,-9.6860304
2873000000,-1.3281392,-213.77306,-9.7177515
2874000000,-1.3019116,-214.04811,-9.7621117
2875000000,-1.2996759,-214.32739,-9.7125816
2876000000,-1.3004735,-214.24706,-9.7500277
2877000000,-1.2974895,-214.35899,-9.7812004
2878000000,-1.2884258,-214.83545,-9.7742424
2879000000,-1.3168482,-215.08064,-9.8102121
2880000000,-1.2821373,-215.24716,-9.780344
2881000000,-1.2978114,-215.59879,-9.8265553
2882000000,-1.2954087,-215.65881,-9.8393679
2883000000,-1.2872467,-215.67902,-9.8730421
2884000000,-1.2829742,-215.86481,-9.8552094
2885000000,-1.3221824,-216.12672,-9.9391537
2886000000,-1.28196,-216.30406,-9.8851976
2887000000,-1.301697,-216.45575,-9.9102011
2888000000,-1.2785859,-216.71048,-9.9393702
2889000000,-1.2913984,-216.89912,-9.9608603
2890000000,-1.2731127,-217.41185,-9.9560137
2891000000,-1.2596422,-217.35849,-9.9683142
2892000000,-1.299445,-217.55103,-10.017883
2893000000,-1.2831497,-217.65846,-10.014037
2894000000,-1.2848463,-217.98187,-10.051265
2895000000,-1.2880845,-218.28377,-10.050139
2896000000,-1.300769,-218.50624,-10.081556
2897000000,-1.2627581,-218.4417,-10.128753
2898000000,-1.2721994,-218.8573,-10.10277
2899000000,-1.2553526,-219.0667,-10.141846
2900000000,-1.2812203,-219.48262,-10.158878
2901000000,-1.2462039,-219.35451,-10.172183
2902000000,-1.2583226,-219.67448,-10.173558
2903000000,-1.2465712,-219.75952,-10.201785
2904000000,-1.2355367,-219.93437,-10.213862
2905000000,-1.2355319,-220.16171,-10.24373
2906000000,-1.2569587,-220.36441,-10.211123
2907000000,-1.2597775,-220.45815,-10.262426
2908000000,-1.2753394,-220.89922,-10.280519
2909000000,-1.2631729,-221.09959,-10.34098
2910000000,-1.2519063,-220.95723,-10.347537
2911000000,-1.2704492,-221.40292,-10.396814
2912000000,-1.2485322,-221.60098,-10.399317
2913000000,-1.2562226,-221.87296,-10.40464
2914000000,-1.233652,-222.09596,-10.403598
2915000000,-1.2612499,-222.32968,-10.433181
2916000000,-1.2191972,-222.25246,-10.448445
2917000000,-1.2523468,-222.78853,-10.474504
2918000000,-1.2426076,-222.89375,-10.495406
2919000000,-1.2796134,-222.89365,-10.542254
2920000000,-1.2202297,-223.18268,-10.550494
2921000000,-1.20786,-223.42757,-10.537422
2922000000,-1.2209204,-223.68376,-10.593383
2923000000,-1.2260159,-223.92293,-10.60285
2924000000,-1.2602792,-224.08041,-10.590256
2925000000,-1.2498184,-224.31683,-10.669492
2926000000,-1.2232614,-224.51273,-10.680187
2927000000,-1.2001431,-224.5565,-10.690443
2928000000,-1.2143497,-224.86586,-10.712232
2929000000,-1.2122078,-225.17627,-10.735518
2930000000,-1.1920224,-225.4265,-10.737567
2931000000,-1.2069055,-225.36975,-10.778687
2932000000,-1.210886,-225.53069,-10.803327
2933000000,-1.2119821,-225.96404,-10.804079
2934000000,-1.2157233,-226.1263,-10.860958
2935000000,-1.1952503,-226.43614,-10.843468
2936000000,-1.1904942,-226.52939,-10.899323
2937000000,-1.2076365,-226.8196,-10.890361
2938000000,-1.1824677,-226.98907,-10.928471
2939000000,-1.2078387,-226.98029,-10.986099
2940000000,-1.2142186,-227.39288,-11.010078
2941000000,-1.2030021,-227.65257,-10.996947
2942000000,-1.2104971,-227.59093,-11.056402
2943000000,-1.1900432,-227.73015,-11.038179
2944000000,-1.1700276,-228.23888,-11.07189
2945000000,-1.1909461,-228.13838,-11.112371
2946000000,-1.212779,-228.46393,-11.120702
2947000000,-1.1764972,-228.75793,-11.140295
2948000000,-1.2024629,-228.84634,-11.156932
2949000000,-1.2147402,-229.28738,-11.184361
2950000000,-1.1754094,-229.3671,-11.192888
2951000000,-1.2056152,-229.78445,-11.229155
2952000000,-1.1818534,-229.96272,-11.271734
2953000000,-1.1902139,-230.00786,-11.279639
2954000000,-1.1878165,-230.27385,-11.314107
2955000000,-1.1720655,-230.50815,-11.325804
2956000000,-1.1780581,-230.60213,-11.372915
2957000000,-1.1619334,-230.74155,-11.360678
2958000000,-1.1842555,-231.11931,-11.379024
2959000000,-1.1942478,-231.32176,-11.474338
2960000000,-1.1888622,-231.59019,-11.503098
2961000000,-1.1715664,-231.79124,-11.466905
2962000000,-1.1915693,-231.90279,-11.534357
2963000000,-1.1321647,-231.90353,-11.523113
2964000000,-1.155871,-232.1404,-11.580192
2965000000,-1.175395,-232.36006,-11.603453
2966000000,-1.1752403,-232.73343,-11.622689
2967000000,-1.1420112,-232.91432,-11.612105
2968000000,-1.132009,-233.36256,-11.663244
2969000000,-1.1634885,-233.37334,-11.737685
2970000000,-1.1502723,-233.65192,-11.717491
2971000000,-1.163481,-233.85352,-11.708028
2972000000,-1.1616815,-233.9135,-11.778021
2973000000,-1.1509082,-234.08102,-11.822715
2974000000,-1.1412423,-234.45288,-11.796132
2975000000,-1.1448805,-234.66132,-11.845513
2976000000,-1.1348341,-234.85379,-11.879922
2977000000,-1.1256872,-234.95651,-11.892784
2978000000,-1.1705643,-235.33278,-11.933345
2979000000,-1.1143179,-235.48671,-11.944285
2980000000,-1.1292206,-235.75209,-11.988748
2981000000,-1.1595733,-235.91379,-12.068242
2982000000,-1.13832,-236.00476,-12.053526
2983000000,-1.1117291,-236.34892,-12.065834
2984000000,-1.1423769,-236.59256,-12.128476
2985000000,-1.1039096,-236.56677,-12.134095
2986000000,-1.1256589,-237.02368,-12.194318
2987000000,-1.1295439,-237.15919,-12.215937
2988000000,-1.1309707,-237.34866,-12.23053
2989000000,-1.1193919,-237.64557,-12.270226
2990000000,-1.1130224,-237.85222,-12.293329
2991000000,-1.1028991,-237.71532,-12.32835
2992000000,-1.0922588,-237.93593,-12.335507
2993000000,-1.0904573,-238.17233,-12.370652
2994000000,-1.1060486,-238.63542,-12.377112
2995000000,-1.1262363,-238.77216,-12.457536
2996000000,-1.0920551,-238.95236,-12.506823
2997000000,-1.1162467,-239.14735,-12.542132
2998000000,-1.0872749,-239.30754,-12.540535
2999000000,-1.1021682,-239.41922,-12.57972
3000000000,-1.096529,-239.80295,-12.600238
3001000000,-1.0872153,-240.08549,-12.681308
3002000000,-1.0805777,-240.36244,-12.684321
3003000000,-1.0875947,-240.6042,-12.70575
3004000000,-1.089825,-240.67162,-12.741497
3005000000,-1.0855136,-240.91856,-12.759763
3006000000,-1.0956514,-241.04587,-12.796261
3007000000,-1.0880462,-241.28554,-12.813929
3008000000,-1.1002996,-241.60268,-12.864298
3009000000,-1.0805788,-241.6748,-12.905184
3010000000,-1.1037431,-241.92984,-12.980248
3011000000,-1.0555879,-242.06224,-12.968079
3012000000,-1.0882517,-242.35986,-13.011969
3013000000,-1.0714245,-242.5047,-13.072535
3014000000,-1.0772239,-242.8662,-13.067578
3015000000,-1.0645053,-242.99147,-13.106321
3016000000,-1.090453,-243.03319,-13.150375
3017000000,-1.0925282,-243.23271,-13.1903
3018000000,-1.064576,-243.61171,-13.200334
3019000000,-1.0718457,-243.84227,-13.259683
3020000000,-1.0496535,-244.07771,-13.298064
3021000000,-1.0602539,-244.40681,-13.378517
3022000000,-1.0366064,-244.4433,-13.343649
3023000000,-1.066577,-244.75879,-13.436222
3024000000,-1.0620766,-245.07161,-13.466417
3025000000,-1.0377413,-244.89188,-13.475718
3026000000,-1.0822526,-245.37376,-13.530379
3027000000,-1.0351613,-245.66011,-13.581035
3028000000,-1.0740019,-245.81271,-13.610188
3029000000,-1.0330213,-246.14682,-13.644203
3030000000,-1.05603,-246.08582,-13.658376
3031000000,-1.0493473,-246.22177,-13.723847
3032000000,-1.0236206,-246.7635,-13.772397
3033000000,-1.0581763,-246.74449,-13.788682
3034000000,-1.0250232,-247.07162,-13.858921
3035000000,-1.0486255,-247.39397,-13.903276
3036000000,-1.0432341,-247.47235,-13.87538
3037000000,-1.0456231,-247.63864,-13.919913
3038000000,-1.019259,-247.77686,-14.022807
3039000000,-1.0676936,-248.24408,-14.069594
3040000000,-1.0257087,-248.26486,-14.043508
3041000000,-1.0540425,-248.64323,-14.12207
3042000000,-1.0391029,-248.66646,-14.196518
3043000000,-1.0181676,-249.00275,-14.272716
3044000000,-1.0290248,-249.14935,-14.254744
3045000000,-0.99697238,-249.29016,-14.29464
3046000000,-1.0124437,-249.73698,-14.290379
3047000000,-1.0433673,-249.70071,-14.344249
3048000000,-1.0223824,-250.14267,-14.42256
3049000000,-1.0229011,-250.47206,-14.467323
3050000000,-1.005918,-250.42468,-14.482485
3051000000,-1.0245985,-250.62193,-14.515066
3052000000,-1.0276976,-250.85847,-14.588833
3053000000,-0.99611396,-251.11263,-14.630869
3054000000,-0.99079031,-251.31717,-14.70627
3055000000,-0.99926025,-251.59407,-14.705486
3056000000,-1.0133978,-251.89189,-14.780293
3057000000,-0.99962008,-251.85515,-14.786448
3058000000,-0.99922955,-252.24066,-14.85197
3059000000,-1.0160497,-252.52087,-14.940889
3060000000,-1.0231416,-252.6696,-14.95533
3061000000,-0.98582023,-252.80968,-15.00065
3062000000,-1.0022737,-253.11517,-15.066733
3063000000,-1.0065991,-253.2438,-15.052716
3064000000,-1.0034953,-253.45316,-15.112215
3065000000,-0.98569673,-253.71555,-15.166525
3066000000,-0.99086905,-254.08598,-15.269495
3067000000,-0.98846978,-254.15588,-15.26755
3068000000,-1.0008556,-254.30267,-15.29079
3069000000,-0.96504378,-254.2592,-15.350616
3070000000,-0.99553216,-254.73906,-15.443376
3071000000,-1.0112748,-254.99788,-15.48394
3072000000,-1.0025467,-255.23524,-15.569598
3073000000,-0.99995577,-255.39085,-15.592648
3074000000,-0.98935753,-255.576,-15.6141
3075000000,-0.97045445,-255.99527,-15.729947
3076000000,-0.97494191,-256.01492,-15.748425
3077000000,-0.96494329,-256.30444,-15.833109
3078000000,-0.99025172,-256.505,-15.841136
3079000000,-0.96779096,-256.78687,-15.870057
3080000000,-0.98654079,-256.81259,-15.932299
3081000000,-0.96436083,-257.23193,-15.998924
3082000000,-0.99666953,-257.15894,-15.998449
3083000000,-0.95435053,-257.43405,-16.0469
3084000000,-0.97144926,-257.78458,-16.172218
3085000000,-0.96546626,-257.89545,-16.127504
3086000000,-0.97046059,-258.37457,-16.213846
3087000000,-1.01043,-258.41019,-16.338505
3088000000,-0.95190382,-258.49036,-16.301691
3089000000,-0.92274338,-258.91208,-16.503973
3090000000,-0.97295213,-259.16833,-16.446266
3091000000,-0.9647094,-259.3273,-16.498003
3092000000,-0.99157667,-259.78058,-16.594122
3093000000,-0.95627534,-259.67902,-16.59325
3094000000,-0.96533978,-259.93225,-16.657398
3095000000,-0.9553358,-260.44614,-16.710821
3096000000,-0.92027801,-260.32358,-16.784616
3097000000,-0.94794077,-260.48502,-16.814661
3098000000,-0.95736957,-260.97852,-16.96512
3099000000,-0.96037757,-261.12811,-16.971315
3100000000,-0.94521743,-261.25107,-17.052845
3101000000,-0.98395723,-261.4794,-17.094557
3102000000,-0.97696149,-261.66431,-17.153193
3103000000,-0.94665152,-261.98825,-17.22097
3104000000,-0.94192171,-262.27054,-17.22802
3105000000,-0.9408766,-262.39441,-17.309675
3106000000,-0.96496147,-262.59555,-17.382566
3107000000,-0.95167559,-262.65497,-17.410131
3108000000,-0.93015516,-263.02057,-17.513538
3109000000,-0.97120321,-263.18207,-17.601028
3110000000,-0.95407909,-263.492,-17.682545
3111000000,-0.92187953,-263.62354,-17.641964
3112000000,-0.94363528,-263.98395,-17.754631
3113000000,-0.94991648,-264.00232,-17.80706
3114000000,-0.94463062,-264.46719,-17.963327
3115000000,-0.92873394,-264.44571,-17.907526
3116000000,-0.93097401,-264.71613,-18.036177
3117000000,-0.94209588,-265.0354,-18.048765
3118000000,-0.9347688,-265.12561,-18.146225
3119000000,-0.94588071,-265.42429,-18.20203
3120000000,-0.92838937,-265.66394,-18.313087
3121000000,-0.93283778,-265.79443,-18.381308
3122000000,-0.94218689,-266.11993,-18.490196
3123000000,-0.90807289,-266.25702,-18.465357
3124000000,-0.93127847,-266.6171,-18.535124
3125000000,-0.93355358,-266.86841,-18.651733
3126000000,-0.92452806,-266.66122,-18.654072
3127000000,-0.9421249,-267.2132,-18.751381
3128000000,-0.91069841,-267.35156,-18.780392
3129000000,-0.92399144,-267.30365,-18.809118
3130000000,-0.92596763,-267.87885,-18.925966
3131000000,-0.92340255,-267.91681,-18.963932
3132000000,-0.93101126,-268.13684,-19.013039
3133000000,-0.91353816,-268.32941,-19.116463
3134000000,-0.94539732,-268.77646,-19.254292
3135000000,-0.93990374,-268.67291,-19.173878
3136000000,-0.92204189,-269.13434,-19.30406
3137000000,-0.92680228,-269.35263,-19.419088
3138000000,-0.92597836,-269.61313,-19.471598
3139000000,-0.91814089,-270.03979,-19.655039
3140000000,-0.93224514,-269.96231,-19.574158
3141000000,-0.91858876,-270.20477,-19.749456
3142000000,-0.94366115,-270.34622,-19.788393
3143000000,-0.91229588,-270.67252,-19.781885
3144000000,-0.92045939,-271.00797,-19.947546
3145000000,-0.92876601,-270.81165,-19.972931
3146000000,-0.92366546,-271.31226,-20.085102
3147000000,-0.9154129,-271.70041,-20.123274
3148000000,-0.92624277,-271.76169,-20.252754
3149000000,-0.9429211,-272.05383,-20.347895
3150000000,-0.93167138,-272.39545,-20.398485
3151000000,-0.91905546,-272.46765,-20.434322
3152000000,-0.91042006,-272.69199,-20.416843
3153000000,-0.91098154,-272.77872,-20.582794
3154000000,-0.90905154,-273.21899,-20.660501
3155000000,-0.92250574,-273.14618,-20.669188
3156000000,-0.92236942,-273.28064,-20.75876
3157000000,-0.94148606,-273.9263,-20.931875
3158000000,-0.91978288,-273.98093,-20.954393
3159000000,-0.90752256,-274.33786,-21.052069
3160000000,-0.93153489,-274.41953,-21.124123
3161000000,-0.91405445,-274.54178,-21.230186
3162000000,-0.93028319,-274.88696,-21.309284
3163000000,-0.93040001,-275.15231,-21.285418
3164000000,-0.93794739,-275.04617,-21.404463
3165000000,-0.8800683,-275.63535,-21.520716
3166000000,-0.90454954,-275.66281,-21.644861
3167000000,-0.89298475,-275.93433,-21.559532
3168000000,-0.92430717,-276.18463,-21.688538
3169000000,-0.90059787,-276.35226,-21.73175
3170000000,-0.88036335,-276.7431,-21.805157
3171000000,-0.90002519,-277.06976,-22.021896
3172000000,-0.93144363,-277.03943,-22.040943
3173000000,-0.93849939,-277.15692,-22.06776
3174000000,-0.92784292,-277.41464,-22.135674
3175000000,-0.92533231,-277.71756,-22.230896
3176000000,-0.93032753,-277.82071,-22.186459
3177000000,-0.92693663,-278.24506,-22.424791
3178000000,-0.93937445,-278.25723,-22.474184
3179000000,-0.93079001,-278.76474,-22.605446
3180000000,-0.91520178,-278.97308,-22.622591
3181000000,-0.90450025,-278.9809,-22.625805
3182000000,-0.91463345,-279.16443,-22.700296
3183000000,-0.9373197,-279.51627,-22.867811
3184000000,-0.93160099,-279.59668,-22.892967
3185000000,-0.92153496,-279.93805,-22.879499
3186000000,-0.9309597,-279.98996,-23.026318
3187000000,-0.91222948,-280.39749,-23.065147
3188000000,-0.91933846,-280.39099,-23.210304
3189000000,-0.92073804,-280.64993,-23.242731
3190000000,-0.9496519,-280.74277,-23.266949
3191000000,-0.95245695,-281.27509,-23.454664
3192000000,-0.91405767,-281.21158,-23.445789
3193000000,-0.92086977,-281.52554,-23.420666
3194000000,-0.90148264,-281.99091,-23.626612
3195000000,-0.93299562,-281.87253,-23.600731
3196000000,-0.89216095,-282.25061,-23.710184
3197000000,-0.88116038,-282.50977,-23.647966
3198000000,-0.91375548,-282.72644,-23.872641
3199000000,-0.91990757,-282.99368,-23.88135
3200000000,-0.91299987,-283.18011,-23.911318
3201000000,-0.93186617,-283.18372,-24.02611
3202000000,-0.91144562,-283.62515,-23.815321
3203000000,-0.9117673,-283.95297,-24.127481
3204000000,-0.91031891,-283.96817,-24.092875
3205000000,-0.92370158,-284.28116,-24.191385
3206000000,-0.94918567,-284.58426,-24.215782
3207000000,-0.92572469,-284.6651,-24.118513
3208000000,-0.88724935,-285.07022,-24.104271
3209000000,-0.94186389,-285.19992,-24.265347
3210000000,-0.93189341,-285.31961,-24.203293
3211000000,-0.92352366,-285.64444,-24.334101
3212000000,-0.91852582,-285.85706,-24.353184
3213000000,-0.95297837,-285.82175,-24.51997
3214000000,-0.92603344,-286.45532,-24.403366
3215000000,-0.93133795,-286.40677,-24.41857
3216000000,-0.94233555,-286.6976,-24.500174
3217000000,-0.88604254,-286.8504,-24.21829
3218000000,-0.93073422,-287.02765,-24.43009
3219000000,-0.92131156,-287.35785,-24.475304
3220000000,-0.94343966,-287.52042,-24.445744
3221000000,-0.90781724,-287.90329,-24.482758
3222000000,-0.91510189,-287.92627,-24.413877
3223000000,-0.9589932,-288.16522,-24.547552
3224000000,-0.92608273,-288.27747,-24.511349
3225000000,-0.95007819,-288.78326,-24.471722
3226000000,-0.92906213,-289.01974,-24.408659
3227000000,-0.90210867,-289.03409,-24.362547
3228000000,-0.92415702,-289.22009,-24.500761
3229000000,-0.92814875,-289.55792,-24.604486
3230000000,-0.93119234,-289.80167,-24.373774
3231000000,-0.92400742,-289.85034,-24.328022
3232000000,-0.94942635,-290.12759,-24.371164
3233000000,-0.93068045,-290.35278,-24.253035
3234000000,-0.95641458,-290.64914,-24.30735
3235000000,-0.95649523,-290.79001,-24.292261
3236000000,-0.95858914,-291.06125,-24.346457
3237000000,-0.9348799,-291.17288,-24.263395
3238000000,-0.95447105,-291.51147,-24.251991
3239000000,-0.92430192,-291.64908,-24.198662
3240000000,-0.90479797,-291.95584,-23.925653
3241000000,-0.92718762,-292.15332,-24.084112
3242000000,-0.91193891,-292.59796,-23.893883
3243000000,-0.92765105,-292.84711,-24.020956
3244000000,-0.96024805,-292.80591,-24.044886
3245000000,-0.97864276,-292.83664,-23.971476
3246000000,-0.96184266,-293.16245,-23.90835
3247000000,-0.91462535,-293.5401,-23.544245
3248000000,-0.96719605,-293.7829,-23.889128
3249000000,-0.94868755,-293.91449,-23.799166
3250000000,-0.93973178,-294.0188,-23.707132
3251000000,-0.92635602,-294.26379,-23.562014
3252000000,-0.96175063,-294.61737,-23.425936
3253000000,-0.98354208,-294.6741,-23.546124
3254000000,-0.94328904,-295.02274,-23.528767
3255000000,-0.95079201,-295.25348,-23.286957
3256000000,-0.97230464,-295.44116,-23.320255
3257000000,-0.96509606,-295.65137,-23.125597
3258000000,-0.92495376,-295.90411,-23.204212
3259000000,-0.94397873,-296.08121,-23.042778
3260000000,-0.95223695,-296.41241,-23.049435
3261000000,-0.96074706,-296.54471,-22.921928
3262000000,-0.94458395,-296.70892,-22.826582
3263000000,-0.98365635,-296.95291,-22.73909
3264000000,-0.98207438,-297.24597,-22.715492
3265000000,-0.98039472,-297.23294,-22.645275
3266000000,-0.9330799,-297.62973,-22.604786
3267000000,-0.97118342,-297.68039,-22.515478
3268000000,-1.0077463,-298.11816,-22.483078
3269000000,-0.95026082,-298.17432,-22.380709
3270000000,-0.95871788,-298.55869,-22.191189
3271000000,-1.005479,-298.74432,-22.276848
3272000000,-1.0009453,-298.98196,-22.050346
3273000000,-1.0304809,-299.0083,-22.148558
3274000000,-0.97018969,-299.29782,-22.007563
3275000000,-0.9984476,-299.63654,-21.834362
3276000000,-0.97506398,-299.78506,-21.658499
3277000000,-1.0131018,-299.91595,-21.755522
3278000000,-1.0247784,-300.29788,-21.716419
3279000000,-0.95875198,-300.36102,-21.527775
3280000000,-1.0228516,-300.64178,-21.562897
3281000000,-0.98264205,-300.60468,-21.332914
3282000000,-1.0095156,-300.98654,-21.270712
3283000000,-0.98884594,-301.25162,-21.284489
3284000000,-1.002591,-301.35419,-21.209463
3285000000,-0.97511113,-301.50562,-21.004765
3286000000,-1.0183845,-301.83386,-21.063395
