Freq,HFSS,Milled,Measured
1.06,-0.563675157,-0.40318486,-0.55003381
1.061,-0.564327674,-0.39655966,-0.55792296
1.062,-0.564983896,-0.39023885,-0.58796865
1.063,-0.565643813,-0.3930158,-0.5415169
1.064,-0.566307414,-0.40581563,-0.58048463
1.065,-0.566974686,-0.41875112,-0.61167389
1.066,-0.567645619,-0.4076649,-0.58399957
1.067,-0.568320199,-0.39663276,-0.56092602
1.068,-0.568998415,-0.40777233,-0.58626717
1.069,-0.569680254,-0.3930921,-0.56932682
1.07,-0.570365703,-0.40518671,-0.57055044
1.071,-0.571054749,-0.43662244,-0.60144091
1.072,-0.571747379,-0.39941922,-0.57240176
1.073,-0.57244358,-0.42606002,-0.58965683
1.074,-0.573143336,-0.39480254,-0.5766328
1.075,-0.573846636,-0.40345562,-0.57985049
1.076,-0.574553463,-0.4147242,-0.62391877
1.077,-0.575263804,-0.42768672,-0.58901173
1.078,-0.575977644,-0.37516588,-0.56190187
1.079,-0.576694969,-0.43086866,-0.58620942
1.08,-0.577415762,-0.38638353,-0.56427956
1.081,-0.578140008,-0.43767595,-0.60788298
1.082,-0.578867693,-0.39345279,-0.55856574
1.083,-0.579598799,-0.45535961,-0.61704928
1.084,-0.580333311,-0.41058117,-0.58790207
1.085,-0.581071212,-0.43536928,-0.62004107
1.086,-0.581812487,-0.40302232,-0.62872744
1.087,-0.582557117,-0.42669818,-0.5934934
1.088,-0.583305086,-0.42675552,-0.60148323
1.089,-0.584056377,-0.42910832,-0.62283462
1.09,-0.584810972,-0.43364292,-0.62080324
1.091,-0.585568853,-0.42532167,-0.60768461
1.092,-0.586330003,-0.43484074,-0.62091058
1.093,-0.587094403,-0.42534506,-0.60050184
1.094,-0.587862035,-0.44763154,-0.62393808
1.095,-0.58863288,-0.4139716,-0.59759444
1.096,-0.58940692,-0.434457,-0.60241514
1.097,-0.590184134,-0.40660572,-0.60448182
1.098,-0.590964505,-0.43233413,-0.61175913
1.099,-0.591748012,-0.42421341,-0.60000533
1.1,-0.592534636,-0.42256343,-0.59517592
1.101,-0.593324356,-0.41594243,-0.60559219
1.102,-0.594117153,-0.43084913,-0.59132707
1.103,-0.594913007,-0.44130915,-0.60080338
1.104,-0.595711895,-0.43768162,-0.61291063
1.105,-0.596513798,-0.42917052,-0.63244164
1.106,-0.597318695,-0.40554842,-0.61849296
1.107,-0.598126564,-0.41981927,-0.61344004
1.108,-0.598937385,-0.40706912,-0.61922789
1.109,-0.599751134,-0.42247936,-0.62201983
1.11,-0.60056779,-0.42917469,-0.61953044
1.111,-0.601387332,-0.40782952,-0.60283148
1.112,-0.602209736,-0.43873343,-0.6260429
1.113,-0.603034981,-0.45301422,-0.63165396
1.114,-0.603863044,-0.41453466,-0.59728032
1.115,-0.604693901,-0.44961077,-0.61201477
1.116,-0.605527529,-0.42745027,-0.62024409
1.117,-0.606363906,-0.40737766,-0.60730457
1.118,-0.607203007,-0.42105576,-0.60744733
1.119,-0.608044809,-0.42710242,-0.60176706
1.12,-0.608889288,-0.45085242,-0.62569153
1.121,-0.60973642,-0.44733638,-0.63583952
1.122,-0.610586181,-0.45021069,-0.64913648
1.123,-0.611438545,-0.4441196,-0.63465589
1.124,-0.612293488,-0.46782705,-0.64172208
1.125,-0.613150986,-0.41115355,-0.62270141
1.126,-0.614011013,-0.46817797,-0.63898474
1.127,-0.614873543,-0.42827946,-0.61241758
1.128,-0.615738553,-0.43888316,-0.62308949
1.129,-0.616606014,-0.4509494,-0.63648099
1.13,-0.617475903,-0.42932424,-0.62889326
1.131,-0.618348192,-0.45049056,-0.63809061
1.132,-0.619222856,-0.42055658,-0.62610048
1.133,-0.620099868,-0.44456372,-0.62851548
1.134,-0.620979202,-0.40251407,-0.59221971
1.135,-0.62186083,-0.44926,-0.62048084
1.136,-0.622744727,-0.455073,-0.63063395
1.137,-0.623630864,-0.44552085,-0.6235854
1.138,-0.624519214,-0.44451505,-0.63003552
1.139,-0.62540975,-0.41634443,-0.59297264
1.14,-0.626302445,-0.42828852,-0.60585111
1.141,-0.62719727,-0.42590943,-0.6244002
1.142,-0.628094198,-0.44346046,-0.6204415
1.143,-0.6289932,-0.44430375,-0.62037468
1.144,-0.629894248,-0.44221845,-0.63427293
1.145,-0.630797314,-0.42062229,-0.60502332
1.146,-0.631702369,-0.43329945,-0.61891031
1.147,-0.632609384,-0.43103394,-0.6037479
1.148,-0.63351833,-0.42736652,-0.61518753
1.149,-0.634429178,-0.42478532,-0.62025738
1.15,-0.635341899,-0.42967671,-0.62883961
1.151,-0.636256464,-0.42302573,-0.6206944
1.152,-0.637172843,-0.44866547,-0.64513272
1.153,-0.638091005,-0.42319804,-0.61642325
1.154,-0.639010922,-0.4336203,-0.59731019
1.155,-0.639932564,-0.45569715,-0.6341334
1.156,-0.640855899,-0.44224116,-0.64823103
1.157,-0.641780899,-0.43070754,-0.61703283
1.158,-0.642707532,-0.43845516,-0.64014912
1.159,-0.643635768,-0.46990418,-0.65765244
1.16,-0.644565576,-0.44956237,-0.63442725
1.161,-0.645496925,-0.43462747,-0.63894475
1.162,-0.646429785,-0.44783422,-0.64158255
1.163,-0.647364124,-0.45604503,-0.64241576
1.164,-0.648299911,-0.42928779,-0.6176337
1.165,-0.649237114,-0.4281711,-0.61669242
1.166,-0.650175703,-0.44644046,-0.63412768
1.167,-0.651115645,-0.45255205,-0.64137667
1.168,-0.65205691,-0.44330508,-0.63828987
1.169,-0.652999464,-0.48936349,-0.65301627
1.17,-0.653943276,-0.45931318,-0.63236392
1.171,-0.654888314,-0.48516768,-0.63479269
1.172,-0.655834546,-0.44205225,-0.65021843
1.173,-0.656781939,-0.44590649,-0.59952658
1.174,-0.657730461,-0.42708451,-0.61951041
1.175,-0.65868008,-0.46697697,-0.63822961
1.176,-0.659630763,-0.43714672,-0.62203532
1.177,-0.660582477,-0.42413744,-0.60389256
1.178,-0.661535189,-0.43697706,-0.61948025
1.179,-0.662488866,-0.44432268,-0.6310398
1.18,-0.663443476,-0.44830054,-0.62187928
1.181,-0.664398985,-0.43535471,-0.63913125
1.182,-0.66535536,-0.43930745,-0.62696445
1.183,-0.666312567,-0.43437618,-0.62066472
1.184,-0.667270574,-0.44562224,-0.60145319
1.185,-0.668229347,-0.44286904,-0.62787759
1.186,-0.669188852,-0.4506686,-0.62223572
1.187,-0.670149056,-0.45418608,-0.62957525
1.188,-0.671109924,-0.46109724,-0.62904143
1.189,-0.672071424,-0.43379384,-0.6084671
1.19,-0.673033521,-0.44639307,-0.62673688
1.191,-0.673996181,-0.44948298,-0.64016235
1.192,-0.674959371,-0.43552011,-0.63045222
1.193,-0.675923055,-0.43675131,-0.60945427
1.194,-0.676887201,-0.43140861,-0.62673873
1.195,-0.677851774,-0.44840267,-0.60470575
1.196,-0.678816739,-0.45712101,-0.63328475
1.197,-0.679782062,-0.44452429,-0.60332352
1.198,-0.680747709,-0.45100933,-0.63456029
1.199,-0.681713646,-0.42832059,-0.60501474
1.2,-0.682679838,-0.43182737,-0.60916549
1.201,-0.68364625,-0.46627703,-0.62846869
1.202,-0.684612847,-0.45733637,-0.62036496
1.203,-0.685579596,-0.42619607,-0.59356856
1.204,-0.686546461,-0.45627692,-0.63217539
1.205,-0.687513409,-0.42578197,-0.61115289
1.206,-0.688480403,-0.44512597,-0.61348569
1.207,-0.689447409,-0.44322425,-0.60297215
1.208,-0.690414393,-0.43168592,-0.61336505
1.209,-0.69138132,-0.45561224,-0.61969239
1.21,-0.692348154,-0.44309208,-0.5996623
1.211,-0.693314861,-0.44890881,-0.61089844
1.212,-0.694281406,-0.44807139,-0.61777544
1.213,-0.695247754,-0.44414201,-0.5979085
1.214,-0.69621387,-0.45006713,-0.62364918
1.215,-0.697179719,-0.46442476,-0.62176663
1.216,-0.698145266,-0.45204246,-0.60996819
1.217,-0.699110476,-0.4607698,-0.62377608
1.218,-0.700075315,-0.46264404,-0.61844409
1.219,-0.701039746,-0.4174571,-0.58720058
1.22,-0.702003736,-0.43791327,-0.59068102
1.221,-0.702967249,-0.44492391,-0.60695106
1.222,-0.703930249,-0.43721122,-0.61162627
1.223,-0.704892703,-0.4382866,-0.61028475
1.224,-0.705854576,-0.45964113,-0.60111922
1.225,-0.706815831,-0.44450599,-0.63094002
1.226,-0.707776435,-0.43484926,-0.60581833
1.227,-0.708736351,-0.47646666,-0.64096642
1.228,-0.709695547,-0.43178278,-0.5766992
1.229,-0.710653986,-0.47141141,-0.60125923
1.23,-0.711611633,-0.44176972,-0.58890402
1.231,-0.712568454,-0.46865606,-0.60497528
1.232,-0.713524415,-0.44649562,-0.59479535
1.233,-0.714479479,-0.42236373,-0.57600445
1.234,-0.715433613,-0.44916153,-0.62647456
1.235,-0.716386782,-0.44769031,-0.60967207
1.236,-0.717338951,-0.44895515,-0.59373719
1.237,-0.718290086,-0.42628786,-0.60992724
1.238,-0.719240151,-0.43637833,-0.59924996
1.239,-0.720189113,-0.4312084,-0.5932225
1.24,-0.721136937,-0.44355115,-0.60568279
1.241,-0.722083588,-0.44406769,-0.58124512
1.242,-0.723029033,-0.44637299,-0.57938671
1.243,-0.723973237,-0.44281158,-0.59744501
1.244,-0.724916165,-0.42529464,-0.58160532
1.245,-0.725857784,-0.44069886,-0.58022958
1.246,-0.726798059,-0.43490228,-0.58345765
1.247,-0.727736957,-0.43247187,-0.56977093
1.248,-0.728674443,-0.43727425,-0.59941769
1.249,-0.729610485,-0.44695479,-0.58689433
1.25,-0.730545046,-0.44348273,-0.61828715
1.251,-0.731478096,-0.42970252,-0.59434271
1.252,-0.732409598,-0.46403793,-0.6055373
1.253,-0.733339521,-0.4558686,-0.58662558
1.254,-0.73426783,-0.43796018,-0.58237422
1.255,-0.735194493,-0.46276712,-0.58738637
1.256,-0.736119476,-0.45513958,-0.60566366
1.257,-0.737042746,-0.45082426,-0.56900448
1.258,-0.737964269,-0.44291067,-0.58952057
1.259,-0.738884014,-0.43855694,-0.57677269
1.26,-0.739801947,-0.46472645,-0.60618633
1.261,-0.740718036,-0.41163287,-0.5447576
1.262,-0.741632247,-0.43342677,-0.54840982
1.263,-0.742544549,-0.43353301,-0.58126241
1.264,-0.743454909,-0.4515225,-0.57019532
1.265,-0.744363295,-0.43893772,-0.58435196
1.266,-0.745269675,-0.45817482,-0.57259399
1.267,-0.746174016,-0.43382099,-0.56390053
1.268,-0.747076288,-0.43463764,-0.57578027
1.269,-0.747976458,-0.43448314,-0.56411088
1.27,-0.748874496,-0.44518057,-0.55847621
1.271,-0.749770368,-0.43919978,-0.57329404
1.272,-0.750664045,-0.44303676,-0.53396285
1.273,-0.751555495,-0.44001487,-0.55238575
1.274,-0.752444688,-0.45492288,-0.58034205
1.275,-0.753331591,-0.44757706,-0.57388896
1.276,-0.754216176,-0.45953798,-0.58926761
1.277,-0.755098411,-0.43075526,-0.57062674
1.278,-0.755978266,-0.46269247,-0.57795441
1.279,-0.75685571,-0.44083482,-0.56031215
1.28,-0.757730715,-0.46993431,-0.59326196
1.281,-0.75860325,-0.45945907,-0.56916529
1.282,-0.759473286,-0.46003506,-0.57273287
1.283,-0.760340792,-0.45381075,-0.56214976
1.284,-0.761205741,-0.4425219,-0.539105
1.285,-0.762068102,-0.4547421,-0.56939018
1.286,-0.762927847,-0.44195014,-0.54224563
1.287,-0.763784948,-0.4570004,-0.55852085
1.288,-0.764639375,-0.45916402,-0.5732941
1.289,-0.765491101,-0.4308646,-0.56974089
1.29,-0.766340098,-0.4472025,-0.57376903
1.291,-0.767186337,-0.45307839,-0.55922043
1.292,-0.768029791,-0.46553642,-0.56704521
1.293,-0.768870432,-0.4434182,-0.55167884
1.294,-0.769708234,-0.47083783,-0.57241356
1.295,-0.770543169,-0.45165837,-0.57018965
1.296,-0.771375211,-0.44646972,-0.56210482
1.297,-0.772204332,-0.45754692,-0.56499022
1.298,-0.773030507,-0.45918277,-0.56563914
1.299,-0.77385371,-0.43665904,-0.5641554
1.3,-0.774673914,-0.4628593,-0.55862921
1.301,-0.775491094,-0.49047324,-0.58152181
1.302,-0.776305225,-0.45262566,-0.56772447
1.303,-0.777116282,-0.43776745,-0.52803832
1.304,-0.777924239,-0.44605413,-0.59581053
1.305,-0.778729072,-0.47255176,-0.57351065
1.306,-0.779530756,-0.4436093,-0.56006426
1.307,-0.780329268,-0.45388854,-0.5514608
1.308,-0.781124584,-0.45049164,-0.5830453
1.309,-0.781916679,-0.43678355,-0.55846024
1.31,-0.782705532,-0.46275878,-0.54640722
1.311,-0.783491118,-0.47022581,-0.53964549
1.312,-0.784273414,-0.48050559,-0.56487823
1.313,-0.7850524,-0.47607774,-0.55927575
1.314,-0.785828051,-0.48361623,-0.58141536
1.315,-0.786600346,-0.46688932,-0.57402539
1.316,-0.787369264,-0.47664163,-0.56092173
1.317,-0.788134783,-0.46562248,-0.55955273
1.318,-0.788896883,-0.46185738,-0.55662447
1.319,-0.789655541,-0.46115586,-0.57091421
1.32,-0.790410739,-0.46254948,-0.56263644
1.321,-0.791162455,-0.46772936,-0.58178324
1.322,-0.79191067,-0.45012185,-0.55246192
1.323,-0.792655364,-0.48429176,-0.56752706
1.324,-0.793396519,-0.48112738,-0.56531239
1.325,-0.794134115,-0.47595295,-0.57689267
1.326,-0.794868133,-0.4905977,-0.58602244
1.327,-0.795598556,-0.47773263,-0.56854194
1.328,-0.796325365,-0.4604046,-0.56362069
1.329,-0.797048544,-0.47908577,-0.57161909
1.33,-0.797768074,-0.479166,-0.58042008
1.331,-0.798483938,-0.47256356,-0.58566219
1.332,-0.799196121,-0.4954243,-0.59730226
1.333,-0.799904606,-0.45875221,-0.55730999
1.334,-0.800609376,-0.50890261,-0.59181571
1.335,-0.801310417,-0.49928439,-0.60549092
1.336,-0.802007714,-0.50290424,-0.58448386
1.337,-0.802701251,-0.45543894,-0.56281698
1.338,-0.803391014,-0.49646232,-0.57329828
1.339,-0.80407699,-0.46433711,-0.56186634
1.34,-0.804759163,-0.48940584,-0.58959168
1.341,-0.805437522,-0.49292383,-0.58603394
1.342,-0.806112052,-0.4709076,-0.58235192
1.343,-0.806782742,-0.49716872,-0.60789275
1.344,-0.80744958,-0.48901886,-0.59039795
1.345,-0.808112553,-0.51501232,-0.59369874
1.346,-0.808771649,-0.50722277,-0.5834958
1.347,-0.809426859,-0.48873028,-0.59056252
1.348,-0.810078172,-0.48899749,-0.59224361
1.349,-0.810725576,-0.49010453,-0.61666125
1.35,-0.811369063,-0.52714878,-0.62472951
1.351,-0.812008624,-0.51932961,-0.62413514
1.352,-0.812644248,-0.52173609,-0.61397409
1.353,-0.813275927,-0.5239253,-0.61198634
1.354,-0.813903654,-0.50825042,-0.61364228
1.355,-0.814527421,-0.52828288,-0.61873156
1.356,-0.81514722,-0.5279727,-0.63323832
1.357,-0.815763044,-0.52615786,-0.62611318
1.358,-0.816374887,-0.51997226,-0.60787904
1.359,-0.816982744,-0.54338902,-0.62108392
1.36,-0.817586608,-0.53824824,-0.63279158
1.361,-0.818186474,-0.49105003,-0.59386051
1.362,-0.818782338,-0.51779062,-0.63572413
1.363,-0.819374195,-0.54087877,-0.63599151
1.364,-0.819962042,-0.54011834,-0.6421358
1.365,-0.820545876,-0.5385437,-0.63998914
1.366,-0.821125693,-0.54268825,-0.64961642
1.367,-0.821701491,-0.53052801,-0.66319215
1.368,-0.822273269,-0.54236537,-0.62948948
1.369,-0.822841024,-0.55136144,-0.66079664
1.37,-0.823404757,-0.54515219,-0.6431976
1.371,-0.823964466,-0.54511547,-0.66326863
1.372,-0.824520151,-0.55021477,-0.66914773
1.373,-0.825071814,-0.553783,-0.66725844
1.374,-0.825619455,-0.56146717,-0.66190886
1.375,-0.826163075,-0.54889935,-0.67900193
1.376,-0.826702677,-0.5600614,-0.65063167
1.377,-0.827238262,-0.54647821,-0.68018258
1.378,-0.827769835,-0.54803497,-0.68653709
1.379,-0.828297398,-0.57667905,-0.69279218
1.38,-0.828820956,-0.58249062,-0.68849438
1.381,-0.829340513,-0.58372211,-0.69207639
1.382,-0.829856074,-0.54108059,-0.68557996
1.383,-0.830367645,-0.56976444,-0.69449288
1.384,-0.830875231,-0.60731429,-0.71446323
1.385,-0.83137884,-0.59932888,-0.75060225
1.386,-0.831878479,-0.58786649,-0.72115093
1.387,-0.832374155,-0.5937193,-0.73413426
1.388,-0.832865876,-0.57034278,-0.72215432
1.389,-0.833353652,-0.59936321,-0.75636715
1.39,-0.833837492,-0.59027892,-0.70627367
1.391,-0.834317406,-0.60943037,-0.75068021
1.392,-0.834793403,-0.59041339,-0.75954914
1.393,-0.835265496,-0.64223671,-0.77907139
1.394,-0.835733695,-0.62366658,-0.77501816
1.395,-0.836198014,-0.60383421,-0.75653696
1.396,-0.836658463,-0.63190174,-0.77415174
1.397,-0.837115058,-0.62103218,-0.7919274
1.398,-0.837567812,-0.60960019,-0.76844913
1.399,-0.838016738,-0.63057661,-0.8042984
1.4,-0.838461853,-0.64401096,-0.80282122
1.401,-0.838903172,-0.6485669,-0.80050784
1.402,-0.839340711,-0.62112451,-0.82895911
1.403,-0.839774487,-0.62678528,-0.79704702
1.404,-0.840204517,-0.61596966,-0.80509579
1.405,-0.840630819,-0.63167065,-0.7961207
1.406,-0.841053412,-0.6536178,-0.84409302
1.407,-0.841472316,-0.66555709,-0.82604384
1.408,-0.841887549,-0.65716338,-0.85784644
1.409,-0.842299133,-0.66180062,-0.83941305
1.41,-0.842707088,-0.67025304,-0.83167875
1.411,-0.843111437,-0.68440789,-0.85633123
1.412,-0.843512201,-0.68766636,-0.87378895
1.413,-0.843909404,-0.65300733,-0.84682763
1.414,-0.844303069,-0.65451342,-0.87036848
1.415,-0.844693221,-0.67552537,-0.88937241
1.416,-0.845079883,-0.67194867,-0.90180677
1.417,-0.845463083,-0.72309119,-0.90436625
1.418,-0.845842845,-0.68430036,-0.91771793
1.419,-0.846219197,-0.70410269,-0.91549617
1.42,-0.846592167,-0.6936087,-0.93268621
1.421,-0.846961782,-0.70959461,-0.92490518
1.422,-0.847328071,-0.73180002,-0.9409709
1.423,-0.847691063,-0.72188497,-0.95271772
1.424,-0.84805079,-0.72854465,-0.97650456
1.425,-0.848407281,-0.72526032,-0.97264659
1.426,-0.848760568,-0.71781617,-0.97888005
1.427,-0.849110684,-0.72391009,-0.97307593
1.428,-0.84945766,-0.72855461,-0.96775883
1.429,-0.849801531,-0.7194066,-0.98404664
1.43,-0.850142331,-0.76144868,-1.0249301
1.431,-0.850480095,-0.74830884,-0.99506444
1.432,-0.850814858,-0.74679166,-1.0217278
1.433,-0.851146657,-0.78369474,-1.0470462
1.434,-0.851475529,-0.76718253,-1.039458
1.435,-0.851801511,-0.76879191,-1.0562007
1.436,-0.852124642,-0.76162052,-1.0567881
1.437,-0.852444961,-0.77136457,-1.0821689
1.438,-0.852762507,-0.80093205,-1.1125203
1.439,-0.853077323,-0.79444987,-1.0999248
1.44,-0.853389448,-0.79056114,-1.1156505
1.441,-0.853698924,-0.79206961,-1.0902156
1.442,-0.854005796,-0.83222026,-1.1329141
1.443,-0.854310105,-0.81068218,-1.1433885
1.444,-0.854611897,-0.80686939,-1.1398239
1.445,-0.854911215,-0.82130784,-1.1259396
1.446,-0.855208107,-0.80775088,-1.1443378
1.447,-0.855502618,-0.86481726,-1.1682191
1.448,-0.855794796,-0.83121061,-1.1621019
1.449,-0.856084688,-0.84963495,-1.2122409
1.45,-0.856372343,-0.85157841,-1.2125646
1.451,-0.856657811,-0.85162508,-1.2210304
1.452,-0.856941142,-0.88148177,-1.2370417
1.453,-0.857222387,-0.88288534,-1.2236507
1.454,-0.857501597,-0.88955516,-1.2744989
1.455,-0.857778825,-0.90721303,-1.2755077
1.456,-0.858054125,-0.89993829,-1.2789463
1.457,-0.858327551,-0.92275709,-1.3049158
1.458,-0.858599156,-0.91781706,-1.2993002
1.459,-0.858868998,-0.90426809,-1.3136053
1.46,-0.859137132,-0.94299978,-1.3352116
1.461,-0.859403615,-0.910806,-1.3311793
1.462,-0.859668506,-0.92382383,-1.3705529
1.463,-0.859931864,-0.93426234,-1.3806571
1.464,-0.860193747,-0.92132103,-1.3823296
1.465,-0.860454216,-0.95765489,-1.3757061
1.466,-0.860713333,-0.97218883,-1.4312564
1.467,-0.860971159,-0.93254757,-1.4034986
1.468,-0.861227757,-0.98271304,-1.4484717
1.469,-0.861483191,-0.97074223,-1.4308214
1.47,-0.861737524,-1.0035288,-1.4798044
1.471,-0.861990823,-1.0091451,-1.5012178
1.472,-0.862243154,-1.0136085,-1.5035521
1.473,-0.862494582,-1.0243607,-1.4989902
1.474,-0.862745176,-1.0058841,-1.4976686
1.475,-0.862995004,-1.0328517,-1.5490917
1.476,-0.863244136,-1.0352737,-1.5338749
1.477,-0.863492641,-1.0449276,-1.5692425
1.478,-0.863740591,-1.0382766,-1.5806488
1.479,-0.863988057,-1.0265822,-1.5617543
1.48,-0.864235112,-1.0633683,-1.5838124
1.481,-0.86448183,-1.0750707,-1.6121744
1.482,-0.864728284,-1.0765241,-1.6219889
1.483,-0.86497455,-1.0836357,-1.6360375
1.484,-0.865220703,-1.0981653,-1.6413604
1.485,-0.865466822,-1.1163133,-1.6907661
1.486,-0.865712982,-1.1048433,-1.6837844
1.487,-0.865959263,-1.1159841,-1.6917787
1.488,-0.866205744,-1.1105365,-1.7086618
1.489,-0.866452505,-1.1333554,-1.7584825
1.49,-0.866699628,-1.1526537,-1.7561104
1.491,-0.866947193,-1.1539414,-1.7856373
1.492,-0.867195285,-1.1491005,-1.7753336
1.493,-0.867443986,-1.1510267,-1.7970424
1.494,-0.867693381,-1.1763207,-1.8307194
1.495,-0.867943555,-1.1765244,-1.8164012
1.496,-0.868194595,-1.1660841,-1.8389475
1.497,-0.868446587,-1.1710874,-1.8244871
1.498,-0.86869962,-1.2156367,-1.884733
1.499,-0.868953782,-1.2037158,-1.8900476
1.5,-0.869209163,-1.2401546,-1.9188904
1.501,-0.869465854,-1.2337041,-1.9345847
1.502,-0.869723945,-1.2506063,-1.9629503
1.503,-0.869983529,-1.241733,-1.9675444
1.504,-0.8702447,-1.2655064,-1.9680312
1.505,-0.87050755,-1.2881896,-1.9902636
1.506,-0.870772176,-1.2638961,-2.0025232
1.507,-0.871038673,-1.2562869,-2.0212004
1.508,-0.871307136,-1.3103186,-2.0803914
1.509,-0.871577665,-1.309896,-2.0728118
1.51,-0.871850357,-1.3211014,-2.087836
1.511,-0.872125311,-1.3023449,-2.0913212
1.512,-0.872402628,-1.340106,-2.1300285
1.513,-0.872682409,-1.3208171,-2.1342268
1.514,-0.872964755,-1.3802465,-2.1544929
1.515,-0.873249769,-1.3820101,-2.1961985
1.516,-0.873537555,-1.3741241,-2.1933541
1.517,-0.873828217,-1.3737663,-2.2066061
1.518,-0.874121861,-1.3862311,-2.2409008
1.519,-0.874418593,-1.3957018,-2.2392607
1.52,-0.874718519,-1.4016285,-2.2652459
1.521,-0.875021749,-1.4388473,-2.2867341
1.522,-0.875328391,-1.426435,-2.319623
1.523,-0.875638554,-1.4425471,-2.3199832
1.524,-0.87595235,-1.4534078,-2.3168666
1.525,-0.876269889,-1.446418,-2.3548799
1.526,-0.876591285,-1.4891764,-2.3783352
1.527,-0.87691665,-1.5045221,-2.4045477
1.528,-0.877246099,-1.4928759,-2.418072
1.529,-0.877579746,-1.5218071,-2.4341071
1.53,-0.877917707,-1.5170186,-2.47493
1.531,-0.8782601,-1.544902,-2.4777739
1.532,-0.878607041,-1.5569267,-2.5210314
1.533,-0.878958649,-1.5513507,-2.5484972
1.534,-0.879315044,-1.5631742,-2.5352907
1.535,-0.879676346,-1.5674709,-2.5469654
1.536,-0.880042676,-1.5891126,-2.5937855
1.537,-0.880414155,-1.5877823,-2.5744843
1.538,-0.880790907,-1.6247444,-2.6206708
1.539,-0.881173055,-1.6262391,-2.6337779
1.54,-0.881560724,-1.5840364,-2.6222346
1.541,-0.881954038,-1.6098115,-2.6564698
1.542,-0.882353125,-1.6325675,-2.6763129
1.543,-0.882758111,-1.6854324,-2.7150676
1.544,-0.883169124,-1.6888753,-2.7520146
1.545,-0.883586294,-1.6835884,-2.744518
1.546,-0.884009748,-1.6700079,-2.7575099
1.547,-0.884439619,-1.6973063,-2.7996089
1.548,-0.884876037,-1.7163131,-2.8277299
1.549,-0.885319134,-1.7159969,-2.8326557
1.55,-0.885769044,-1.7241045,-2.8290431
1.551,-0.886225899,-1.7526188,-2.8998137
1.552,-0.886689836,-1.7797327,-2.90939
1.553,-0.887160988,-1.7568014,-2.9023995
1.554,-0.887639492,-1.781767,-2.9254436
1.555,-0.888125486,-1.7953743,-2.9574454
1.556,-0.888619107,-1.8245034,-2.999831
1.557,-0.889120493,-1.8252146,-2.9967139
1.558,-0.889629785,-1.8222126,-2.9887261
1.559,-0.890147123,-1.8388699,-3.0287201
1.56,-0.890672647,-1.8633155,-3.0433502
1.561,-0.8912065,-1.8458776,-3.0436075
